,file,risk measure,OHR,copula
267,101.csv,ES q=0.05,1.0776367187500004,Gauss Mix Indep
268,101.csv,ES q=0.05,1.2813476562500008,rotGumbel
269,101.csv,ES q=0.05,1.0893309221785008,NIG
270,101.csv,VaR q=0.01,1.5644531250000018,Gaussian
271,101.csv,VaR q=0.01,1.3060546875000008,t_Copula
272,101.csv,VaR q=0.01,1.379882812500001,t_Copula_Capped
273,101.csv,VaR q=0.01,1.1236328125,Clayton
274,101.csv,VaR q=0.01,1.3895507812500003,Frank
275,101.csv,VaR q=0.01,1.7368164062500018,Gumbel
276,101.csv,VaR q=0.01,1.2760742187500007,Plackett
277,101.csv,VaR q=0.01,1.0373046875,Gauss Mix Indep
278,101.csv,VaR q=0.01,1.3708984375000008,rotGumbel
279,101.csv,VaR q=0.01,1.0634340115913927,NIG
280,101.csv,VaR q=0.05,1.5464843750000017,Gaussian
281,101.csv,VaR q=0.05,1.5129882812500015,t_Copula
282,101.csv,VaR q=0.05,1.5505859375000015,t_Copula_Capped
283,101.csv,VaR q=0.05,1.576953125000002,Clayton
284,101.csv,VaR q=0.05,1.725781250000002,Frank
285,101.csv,VaR q=0.05,1.6066406250000016,Gumbel
286,101.csv,VaR q=0.05,1.5735351562500015,Plackett
287,101.csv,VaR q=0.05,1.5556640625000016,Gauss Mix Indep
288,101.csv,VaR q=0.05,1.4307617187500012,rotGumbel
289,101.csv,VaR q=0.05,1.387305810873054,NIG
290,101.csv,Variance,1.494433593750001,Gaussian
291,101.csv,Variance,1.390136718750001,t_Copula
292,101.csv,Variance,1.4538085937500012,t_Copula_Capped
293,101.csv,Variance,1.5742187500000018,Clayton
294,101.csv,Variance,1.5007812500000013,Frank
295,101.csv,Variance,1.4804687500000016,Gumbel
296,101.csv,Variance,1.4539062500000013,Plackett
297,101.csv,Variance,1.3272460937500008,Gauss Mix Indep
298,101.csv,Variance,1.4905273437500015,rotGumbel
299,101.csv,Variance,1.3078698125544774,NIG
300,102.csv,ERM k=10,1.4945312500000012,Gaussian
301,102.csv,ERM k=10,1.4251953125000012,t_Copula
302,102.csv,ERM k=10,1.4379882812500009,t_Copula_Capped
303,102.csv,ERM k=10,1.370996093750001,Clayton
304,102.csv,ERM k=10,1.5241210937500016,Frank
305,102.csv,ERM k=10,1.690722656250002,Gumbel
306,102.csv,ERM k=10,1.4587890625000013,Plackett
307,102.csv,ERM k=10,1.396386718750001,Gauss Mix Indep
308,102.csv,ERM k=10,1.326074218750001,rotGumbel
309,102.csv,ERM k=10,1.328999714265379,NIG
310,102.csv,ES q=0.01,1.4930664062500014,Gaussian
311,102.csv,ES q=0.01,1.1802734375000004,t_Copula
312,102.csv,ES q=0.01,1.2363281250000009,t_Copula_Capped
313,102.csv,ES q=0.01,1.0646484375,Clayton
314,102.csv,ES q=0.01,1.392578125000001,Frank
315,102.csv,ES q=0.01,1.875781250000002,Gumbel
316,102.csv,ES q=0.01,1.251855468750001,Plackett
317,102.csv,ES q=0.01,0.84501953125,Gauss Mix Indep
318,102.csv,ES q=0.01,1.2088867187500003,rotGumbel
319,102.csv,ES q=0.01,0.978102240222534,NIG
320,102.csv,ES q=0.05,1.5080078125000014,Gaussian
