coin,weight
$based,4.2261567725351886e-05
$rope,6.136527282531874e-06
0xbtc,1.8896118309420825e-06
1337,8.285794311527974e-07
1mt,6.172876271883351e-07
1st,3.2374377539632104e-05
1up,4.339492358175454e-06
1wo,5.56839281646733e-06
2key,2.5577041849943074e-06
2x2,5.19141354967808e-08
404,3.8252771247277506e-08
42,4.740168081686363e-06
a,5.414619916141006e-07
abat,6.76765238538799e-06
abet,1.297870622282672e-07
abl,1.0562585519655896e-05
abs,4.4938750635913495e-08
abst,1.5780838925673338e-08
abt,2.391700027411876e-05
abusd,8.158950582602231e-07
abx,5.454574690299751e-07
abyss,8.625363796933106e-06
acat,2.763170444440675e-06
aced,6.209232278686337e-07
acm,4.5229567585239157e-07
act,1.8898974208900594e-05
actp,2.316365841076824e-08
ada,0.00913495514601214
adai,8.769830398942571e-05
adb,2.034462266677841e-06
adel,6.9083767161571285e-06
adi,2.444125889959332e-07
adm,2.985138390043776e-06
ads,3.548909348661305e-06
adt,9.860220444686717e-07
adx,6.038374559672268e-05
ae,0.00011715103169221919
aem,2.425362992617014e-07
aer,4.6596057557786064e-07
aergo,3.07994246734467e-05
aet,2.1190017127701058e-08
aeth,0.0005200561876427628
ag8,1.1990186242531238e-06
agi,0.0001113027564644622
ags,1.600933020210136e-06
agu,1.635142246432151e-08
aias,6.822936415794047e-08
aib,3.552293788755515e-08
aid,1.2362130434338233e-06
aidoc,2.0882915462106037e-06
aion,0.00010175039196655987
ait,2.1250273449693857e-06
aknc,9.945234442770983e-06
akro,6.657325335342445e-05
albt,7.952383760524899e-06
aleph,2.096951972540538e-05
alex,5.891842238009896e-07
algo,0.0007093974172616805
ali,3.100101372860779e-07
alink,0.0008114345956030279
alt,3.567673030233645e-07
alv,3.965472311713e-07
amana,1.2805078545119002e-05
amb,6.699107604790747e-06
amkr,2.563683853229543e-05
amlt,6.2098060891079575e-06
amm,3.3834917416842565e-07
amn,3.2408357737632983e-06
ampl,0.0003168618722644847
anj,1.4168875601857473e-05
ankr,0.00013190867070417392
anon,1.5721676767545552e-07
ant,0.0003343659366000941
aoa,5.7012252717121666e-05
apc,2.5904957813840604e-08
apl,3.9752316006237286e-05
appc,1.0073845469884277e-05
apr,2.9217084018269366e-07
ar,0.00044335724470233507
araw,2.9445322871489968e-08
arb,1.780856124779005e-08
arc,1.710669158987713e-07
arco,5.736743396812449e-07
arct,2.2045105379718516e-07
ardr,0.0001432486817766418
arepa,7.661174793155132e-08
arion,1.2958038922158192e-07
ark,0.0001295987018163861
arm,1.8402292588491215e-07
arms,2.001332148814869e-07
arnx,9.831828558037306e-07
aro,3.2313591015415926e-07
arpa,4.7429135739750795e-05
arq,2.796030335846762e-07
arrr,3.5833618699551085e-05
artis,2.810161137169244e-07
asa,7.382664540997447e-08
asafe,6.344521919407509e-07
asnx,3.080451301439043e-05
ast,6.366218689205068e-05
asusd,6.595094870541528e-06
at,1.3592270135158902e-06
atb,1.3059336962475617e-07
atl,1.3987221793827216e-06
atn,2.629195256219621e-06
atom,0.0036289470948535855
atusd,0.00042156202007688704
audax,8.998114318356069e-08
aus,3.0013001068547434e-08
ausdc,0.00043770175001787536
ausdt,3.433993362343941e-05
auto,6.136732321552953e-06
ava,5.8561193321647025e-05
avt,5.271435450865599e-06
awbtc,2.061749110691064e-05
axe,1.4387559157364477e-06
axel,4.875065720590218e-05
axpr,3.1212406558640245e-06
azrx,5.120036254171341e-06
baas,1.0227222923429752e-05
bacon,3.014697208478067e-08
bal,0.0003247045831193599
ban,3.4075676084682784e-06
banca,1.7619307028075743e-06
band,0.0003843203168088615
bart,5.041901007947881e-06
bat,0.0009158205220099052
bax,3.4319744201605817e-06
bbk,1.125225562736596e-06
bbo,3.3409719792853954e-07
bbp,6.808705278648361e-07
bbr,2.690199185933114e-06
bc,2.0206322844650427e-06
bcd,0.0002827058666595412
bcdn,1.3483293178665876e-06
bcdt,5.485866245855318e-06
bcf,1.6941578046640293e-07
bch,0.013183044992253867
bcn,7.205237636686627e-05
bcpt,5.591218522698951e-06
bcv,5.55837547500949e-06
bdg,1.3765302000133278e-06
bds,2.0382768431500003e-10
beam,5.366408213078042e-05
becn,4.8787588865567465e-08
beet,9.99901147536152e-07
bel,4.5006838591993544e-05
ben,1.61365476619277e-07
bepro,3.846910690271457e-06
bern,9.323237158531657e-08
berry,4.6755198687068886e-07
betr,3.64352157316826e-07
bez,5.55285219255397e-07
bgc,4.277227891417914e-07
bgg,1.3669259167206376e-06
bgtt,3.828468344375549e-07
bind,9.557836537479641e-06
bip,2.407146635288733e-05
bir,6.957890384678597e-07
bird,1.4393403223385707e-07
bis,8.299683852280387e-06
bit,7.364482840218861e-08
bitcny,1.6710009768386425e-05
bitg,3.616775421527012e-06
bix,1.94750995868699e-05
bkbt,1.0438010431017084e-05
bkc,2.8022421944962635e-08
blk,1.0017481015706921e-05
bloc,2.6816071412577643e-07
block,2.2165253012881498e-05
bltg,1.0197292913896542e-06
blue,2.2684689328447412e-06
blur,3.3432737224363584e-07
blz,6.548404028610125e-05
bmx,9.80049162518495e-06
bnana,9.272077714515879e-05
bnb,0.012538717415089917
bnkr,1.3547925052821726e-05
bnsd,4.622180138447142e-06
bnt,0.00019288585346639405
bnty,2.737708501825854e-07
boat,3.4945962802417825e-08
bob,1.3200453545155532e-06
bold,2.035876311696608e-08
boli,3.7936751185130936e-07
bolt,6.854894882126636e-06
bomb,1.3226903312728528e-06
boom,2.7793068061364474e-06
boost,2.1604806634549865e-06
bos,1.2644381191137328e-05
bot,2.883440033967644e-05
bouts,3.757703268802597e-07
box,1.4663742831142824e-06
braz,1.3727193252856773e-07
brd,1.5712148112335084e-05
brdg,1.3803889050613807e-06
bree,5.9747455583507835e-06
bro,2.73459306052023e-07
bsd,2.5305918862536526e-07
bsm,9.113006353503665e-08
bsov,4.7539242207905234e-07
bsv,0.008889084659336686
bta,1.789083921179115e-07
btb,2.9285722635776588e-06
btc,0.6321795964846887
btc2,2.007814978198057e-05
btcn,6.686838502751124e-08
btcone,1.3372451538115016e-08
btcp,1.64399985862019e-06
btcred,8.371893487039406e-08
btcs,1.4148489913065452e-06
btct,1.8847985869885728e-07
btcui,5.989772733133255e-09
btcv,6.96654447617125e-08
btcz,1.78843724143126e-06
btdx,2.0810025400595833e-07
btg,0.0003919960592381756
btm,0.0002968962559618142
btmx,9.96332042786052e-05
bto,2.257187673290982e-06
bts,0.00015162369601971843
btse,4.713943324702698e-05
btt,0.0006268920774535308
btw,2.9486474850654577e-07
btx,1.1086720422723212e-05
buidl,7.362583822996588e-06
build,7.296039110564475e-06
bul,4.592294292294734e-08
bunny,1.761278806716971e-08
burn,7.844061694415784e-08
burst,1.445051643425356e-05
busd,0.0018909157987160282
bwf,7.375668810331458e-05
bxc,6.105840251159265e-07
bxy,2.788189062635205e-06
bytz,1.228454031595802e-06
bz,3.925964586057759e-05
bze,9.270323461401913e-14
bznt,9.464292434805993e-06
bzrx,5.266407171028584e-05
bzx,3.082089220057924e-07
c20,6.159211133241704e-05
cag,4.850389999002748e-06
can,9.285551879125471e-06
cap,1.4551417905621614e-05
capp,1.136600686701062e-06
card,8.345752913068145e-06
cash2,4.468246928068219e-07
cato,1.625177218205557e-07
catt,2.399307499206067e-07
cbat,3.323778724267838e-05
cbc,1.263173482388544e-07
cbix,1.3692067721621854e-06
cbt,5.719888028376412e-06
cbx,1.1783272236509335e-07
cco,1.6629682110342524e-08
ccx,3.182098937451307e-06
cdai,0.0037050211199526305
cdc,1.536704446089447e-06
cdt,1.1752383655568937e-05
cdzc,8.476699908278359e-08
cel,0.0013215439534803373
celr,4.9372565489477247e-05
cen,1.9647934404526938e-07
cet,5.236826149617047e-06
ceth,0.0010145423861133785
cgt,7.666287929513932e-06
chads,8.491061383895551e-06
chai,1.7903556964572562e-06
chain,1.2942165950512518e-05
chan,2.053953072102997e-08
chart,2.166862687196246e-06
chat,3.5640364599135084e-06
chc,7.674356451428811e-07
cheese,1.5688365817436885e-07
cherry,2.2019410499593827e-05
chess,1.648960818231064e-07
chg,2.2640892864973184e-06
chi,2.2418471156077277e-06
chl,2.7178714208399013e-07
chp,3.6181474135637e-06
chr,3.8106494900299504e-05
chsb,0.0001508208180263683
cht,1.4533324885520507e-05
chtc,2.0421923596115482e-08
chx,5.276170187837216e-06
chz,0.0001633964407575652
civ,3.1025964526717453e-07
ckb,0.0002653157697010252
clc,5.371067134907722e-08
clo,4.197839591198887e-06
cloak,2.035978571412353e-06
cmct,4.40149202036688e-06
