coin,weight
0xbtc,9.87544571667472e-06
1337,1.053488294609712e-05
1st,4.856576337641597e-05
1wo,1.2644670301302205e-05
2give,9.982211951295165e-06
42,3.829031789487697e-06
808,3.868739523761069e-06
abt,0.00016756035284448876
aby,1.1928042263796617e-05
abyss,2.3911369724369523e-05
ac3,5.374053454777869e-05
acat,3.591121674922677e-05
act,0.00018706272437003232
ada,0.017575334140659572
adb,1.342928858759208e-05
adh,2.2794561249495178e-05
adi,8.381572305509383e-06
adl,4.445215261794311e-06
ads,9.61679775129782e-06
adt,4.920253546596725e-05
adx,0.00010776964894559667
adz,2.661863930784289e-06
ae,0.0016934544144826735
aec,1.6502952693999267e-05
aeg,4.808781425700292e-06
aeon,8.293582479307488e-05
agi,0.00020070373444688847
agrs,0.00017353072732882952
aht,2.986229181836991e-06
aid,1.7108460966522348e-05
aidoc,3.644220315067965e-05
aion,0.0006183908652424418
air,1.846411329944573e-05
ait,4.223181980647993e-05
aix,5.999215750649432e-06
aka,3.837368532511633e-06
alis,1.2010532241630951e-05
alx,2.5188474831837142e-05
amb,0.0001572291168327665
amlt,5.605422822160525e-06
amm,4.142925077418195e-06
amn,4.078938904660865e-06
amp,4.839270035764369e-05
anc,7.812580930652259e-06
ant,0.00018101992817356894
aph,2.2343013542761923e-05
apis,0.00010533830373447639
appc,7.177321632691148e-05
apr,6.9462232554236e-06
ardr,0.0006256529565966136
arg,3.4933498440645554e-06
ark,0.0005227014056930061
arn,3.0359988497881353e-05
ary,1.0735864729566076e-05
ast,8.367943673533679e-05
astro,1.1215626996096513e-05
atb,1.0599230398083151e-05
atl,8.764009909055306e-06
atn,7.472675239688114e-05
ats,2.0086595453076267e-06
au,3.477175789873215e-05
aun,7.081750947707464e-06
aur,1.2054370351422236e-05
auto,0.00014511784064746958
ava,1.0865810451918717e-05
axpr,2.0374797910321594e-05
b@,1.4982591293749647e-06
b2b,1.3003109059093049e-05
b2c,5.28980049523057e-06
b2x,1.984897067597537e-05
banca,6.082118938743838e-05
bash,7.734965565986057e-06
bat,0.0012562968877124403
bax,7.665798087457241e-05
bay,0.00011295186116277543
bbi,1.8494924103906108e-06
bbn,0.00010909115952810278
bbo,6.233849863855264e-06
bbp,6.266073852608969e-06
bbr,4.129726347551177e-05
bbt,2.9813980555005298e-06
bca,3.109064776061412e-05
bcap,9.001089276145425e-05
bcd,0.0016884877442604714
bch,0.04873392609123371
bci,0.00013409689078666822
bcn,0.0020916560534601455
bco,1.3315723354582696e-06
bcpt,4.726503734701112e-05
bcy,1.5396097690870665e-05
bdg,1.7290819209534937e-05
bdl,2.0511539186804523e-06
berry,1.9534485458539995e-05
bet,1.2178071134563225e-05
betr,2.5417343799364307e-05
bez,1.712146539492437e-05
bis,4.3313091535796795e-05
bitb,3.569482449263545e-05
bitbtc,1.4712816103821683e-06
bitg,3.847102078896726e-05
bitusd,4.451250608820125e-05
bix,0.00032283728623285494
bkx,5.287568407077135e-05
blk,3.864797369399861e-05
block,0.0002390193624346806
bltg,1.6998025426115514e-06
blu,5.692900799672795e-06
blue,1.1755992781509859e-05
bm,1.341244589533204e-06
bmc,4.882711330385703e-05
bmh,1.3023042390866642e-06
bnb,0.005151964885332669
bnk,0.00017830015844855362
bnt,0.00047159781590369495
bnty,1.565145732687835e-05
bot,3.3346852539991215e-05
bouts,4.3389291384113375e-06
bpl,6.407602913656482e-06
bq,2.19133422120282e-05
brd,0.0001377904030955575
bria,2.0950294944120437e-06
brk,5.703029445488932e-06
bro,1.458017032980798e-06
bsr,2.8424666283332435e-06
bstn,1.0417370301723579e-05
bta,1.6245405051289133e-06
btc,0.44774499578516225
btcc,4.196198632385784e-05
btcp,0.0006681036799535544
