coin,weight
0xbtc,7.081338484626949e-06
1337,1.0801487331011493e-05
1st,3.276736635482475e-05
1wo,1.2651074348331073e-05
2give,8.182940214415784e-06
42,3.6287818488493743e-06
808,3.341799959356357e-06
8bit,1.3032005462428995e-05
abt,9.18148170513469e-05
aby,9.597848009233367e-06
abyss,2.768891541441102e-05
ac3,2.3044539461807102e-05
acat,1.749617654125872e-05
aced,1.5815253817955732e-06
act,0.00011071016430164278
ada,0.015113777156804667
adb,1.0318761920541843e-05
adh,1.9557101810334187e-05
adi,3.3139726036571144e-06
adl,5.543420794236834e-06
ads,9.470255027218938e-06
adt,4.4698579717286556e-05
adx,7.23100564298849e-05
adz,2.6034628158331404e-06
ae,0.0012527812544151932
aec,1.6791811788743586e-05
aeg,3.5070644109414345e-06
aeon,6.364582275516667e-05
agi,0.00012716418489611985
aht,2.825719486861896e-06
aid,1.4123869419109257e-05
aidoc,2.64914993057586e-05
aion,0.0004744620417732402
air,1.4470332550133048e-05
ait,1.6512941689207607e-05
aix,3.2820836667182248e-06
aka,3.4227504310873545e-06
alis,4.771768572594249e-05
alx,1.904812648661367e-05
amb,9.70078422668003e-05
amlt,8.296822482678367e-06
amm,2.8458985363533452e-06
amn,2.075905326873077e-06
amp,3.582286600804439e-05
anc,7.430347029888343e-06
ant,0.0001715320380874894
aoa,0.0008409885268567888
aph,1.4488771750313943e-05
apis,8.516766765031232e-05
appc,4.4530884650820266e-05
apr,2.916968543807936e-06
ardr,0.0005279805069061935
arg,2.494738988336697e-06
ark,0.00040440734457292636
arn,9.77607802214103e-05
ary,7.983054804713681e-06
ast,0.00016068083825612262
astro,9.613988276778373e-06
atb,7.882715775687814e-06
atl,6.41721615386729e-06
atn,5.693344893852713e-05
au,3.303873606467122e-05
aur,1.5827940354214787e-05
auto,0.00015131263677907092
ava,8.409923263233815e-06
axpr,2.2525476207307327e-05
b2b,1.543264005981869e-05
b2c,6.636149244810414e-06
b2n,2.2759078365649826e-06
b2x,1.8937433186296538e-05
banca,3.59793448743208e-05
bash,7.5462191343059e-06
bat,0.0011471259599216957
baw,5.658109350672722e-05
bax,6.235871206421064e-05
bay,9.973941957986895e-05
bbi,4.896889713946636e-06
bbn,6.885459184253246e-05
bbo,4.7852863196685764e-06
bbp,4.352275196639354e-06
bbr,3.289322744719266e-05
bbt,2.8808235341958823e-06
bca,2.508281187934732e-05
bcd,0.0009836076518790367
bch,0.045191365865112576
bcn,0.0016169883875844597
bco,2.5345489983451766e-06
bcpt,3.524805364118287e-05
bcy,1.0308591205806425e-05
bdg,1.1584294573048393e-05
bdl,1.350563771714485e-06
berry,1.400760634592104e-05
bet,1.2393631548824474e-05
betr,9.129914358877652e-06
bez,1.4447349803527148e-05
bis,3.916050963769414e-05
bitcar,3.727894069884215e-06
bitg,4.450708004475691e-05
bix,0.0002657097001803316
bkx,3.6556689746151254e-05
blk,2.864813961570364e-05
block,0.0001471884268623463
bltg,2.027123207145298e-06
blu,7.608837542918193e-06
blue,8.293651754078145e-06
bmc,4.128209519230309e-05
bmx,1.8219494447094534e-05
bnb,0.004950835424089299
bnk,0.00015926210649746628
bnt,0.0003982664847820135
bnty,9.446576528634395e-06
bob,8.616279904210375e-06
bot,1.881113493484011e-05
bouts,4.884257261425677e-06
bpl,5.978671107981406e-06
bq,1.60861110837485e-05
brd,0.0001378167510350434
brdg,2.5609590960199684e-06
bria,1.8422785658764487e-06
brk,5.38085458676999e-06
bro,1.7108311048352354e-06
bsr,1.3906250672185782e-06
bstn,4.893775627091479e-06
bta,1.2255225029572413e-06
btc,0.5122898540597618
btcp,0.00040179977118126153
btcz,1.2632795252769524e-05
btdx,1.6602405119694702e-06
btg,0.0016122451848919032
bti,9.879185129193359e-06
btk,3.2683080053195244e-06
btm,0.0006481496501280289
bto,0.00010688036953632051
btr,2.4501988470504933e-05
btrn,2.3526111331950083e-06
btw,3.156736093722886e-06
btx,0.00010024073537950103
bun,3.18194424504228e-06
bunny,6.839780446795664e-06
burst,8.072402261467516e-05
buzz,6.705533999521569e-06
bwk,4.342264874125236e-05
byc,2.3100251440245e-06
bz,5.9472441202551465e-05
bznt,6.176800404198865e-05
c20,0.00013496859059199476
cag,1.744973997791028e-05
cai,1.115612559470032e-05
can,1.0551533027974102e-05
cann,9.423673145125603e-06
capp,2.718052488502531e-05
card,2.7885181260435272e-05
cas,3.828985931986733e-05
cash,1.96618744530989e-06
cat,1.081425314450107e-05
cbx,5.278505970987349e-06
ccrb,9.232079685215163e-06
cdn,2.4346140478043973e-06
cdt,3.9643876675867175e-05
ceek,4.259017161232343e-05
cennz,0.00023397207502201314
cfi,3.485881546319808e-05
cfun,8.535702402177651e-06
cgc,6.1080408612218994e-06
chc,4.690102872946634e-06
che,3.719284099501605e-05
chp,1.8204705039155168e-05
chsb,2.461157119911875e-05
chx,1.4901134552302848e-05
cic,1.6022485804700487e-05
civ,1.6426380417776683e-06
cjt,2.0756939672465773e-06
cl,3.53113220557775e-06
clam,0.0001209891181078936
cln,6.653190096044438e-05
clo,4.037844298133076e-05
cloak,4.906276637896579e-05
cmct,0.00018313671979784468
cmpco,4.22433596522052e-06
cob,5.485534894803445e-05
cofi,1.5303395219264697e-05
colx,3.410908656614323e-05
comp,2.2651828255481737e-06
coni,1.5595614403075832e-05
cor,3.0541651354104723e-06
cov,6.666409781194655e-05
coval,1.1684348669252111e-05
cpx,3.965699225777731e-05
cpy,4.71782198944349e-06
crave,5.060676607674092e-06
crb,2.729845624647189e-06
crea,3.2092041898016684e-06
cred,4.145903843507069e-06
credo,5.169011355522428e-05
croat,1.986703309636054e-06
crpt,0.0001616159154309232
crw,2.6967541499090665e-05
cs,0.0001170193419387921
csno,2.057809065171267e-05
ctxc,0.000253599895810636
cure,1.2730909681853577e-05
cv,2.583363036230354e-05
cv2,4.821174190342275e-06
cvn,2.1595020172262216e-05
cxo,1.750688565763359e-05
d,4.127741636612875e-06
dag,3.271587411977844e-05
dan,3.5526056417162084e-06
dar,5.734495327820552e-06
dash,0.006307044492510877
dat,3.739101812211912e-05
data,0.00011635161327521327
datx,2.89240116737559e-05
dax,0.00012301149329932567
day,2.7604912563285295e-06
dbc,0.00010928638122935751
dbet,6.25206086061095e-05
dbix,1.8592877104531533e-05
dcc,6.724578562696608e-05
dcr,0.0015948095441772297
dct,4.4393006284206615e-05
dcy,2.159334778184785e-06
ddd,0.00016650567188159027
deb,1.5082494327825552e-05
dem,1.9374629234924395e-06
dent,0.0001483411930619916
dero,6.581332072390587e-06
dev,3.285424791890917e-05
dgb,0.001338998472616278
dgc,2.315490848381355e-06
dgd,0.0005394511788265422
dgpt,2.582477640427443e-06
dgtx,3.296822115458153e-05
dgx,9.761053165563095e-06
dim,2.740381591393557e-05
dime,2.779082110970892e-05
divx,2.047696639103031e-05
dlt,1.8436692941188337e-05
dmd,3.450803335766177e-05
dml,4.395385848444947e-06
dmt,4.443012770838504e-05
dna,1.7470267791828172e-05
dnt,6.590224940637738e-05
dock,4.1612073906006404e-05
doge,0.0013566730168131235
dope,8.283429624793859e-06
dor,4.2183726839097086e-06
dov,9.312343460182577e-06
dp,2.2946581792457127e-06
dpy,4.852331456641156e-05
drgn,0.00017762913155855363
drop,0.00038083411664159534
drp,8.339497875705318e-06
drpu,1.9887813689702213e-06
drt,1.607942066028224e-05
drv,1.8343082851029298e-06
dta,5.3845181745876436e-05
dtb,4.515517838730318e-05
dtem,1.2007364459003521e-06
dtrc,1.8256717728625176e-06
dtx,1.950877710321363e-06
dws,9.798518247987746e-05
dxt,2.664114954295383e-05
dyn,5.6042877186014644e-05
eac,9.253966674802968e-06
earth,4.252131014402373e-06
ebch,1.234183641901932e-06
ebst,1.8215005269720987e-05
ebtc,3.207397718192053e-06
eca,7.499387552041287e-05
ecc,4.801972625195562e-05
ecob,2.9131299676333207e-05
edg,0.00012172765243043312
edge,2.9885231530337602e-05
edo,0.00011889666040230732
edr,6.868727596101488e-05
edrc,1.7378059471074033e-06
efl,3.7316485915837943e-06
efx,1.313558526238303e-05
egt,6.008993994904972e-05
eko,1.3034827892973151e-05
ekt,6.824644365004008e-05
ela,0.00032148060050143267
elec,4.007821671894553e-05
elf,0.0005071673106653692
elix,1.3770689417587368e-05
ella,1.7639372865465744e-06
ely,5.054787296026332e-06
emc,0.0003637603451203442
emc2,8.723270557293165e-05
eng,0.000256853945475616
enj,0.00015464034423230157
enrg,2.1668071540898415e-05
eos,0.022785155606541707
eosdac,0.00010116368087153639
epy,1.5762434846439719e-06
eql,2.606497117652281e-06
eqli,1.7468016677076653e-06
eqt,3.455485914130673e-06
erc,8.288840887246057e-06
erg,3.817688167501759e-06
ero,2.1681991957482244e-05
esp,1.1370619410142084e-05
esz,1.5510929481543647e-06
etbs,5.032868035443461e-06
etc,0.0064368108310106685
eth,0.14561678696365876
etk,2.2671112973064e-05
