coin,weight
0xbtc,8.03320268100957e-06
1337,6.6547063517838255e-06
1st,2.482055792883197e-05
1wo,1.4519065890546618e-05
1x2,5.374462156602693e-06
2give,6.569898996335576e-06
2go,5.702388177824385e-05
42,5.168612047650684e-06
aac,2.013235157683816e-05
abl,1.7266270044362984e-05
ablx,8.76515778435997e-06
abo,2.387819340789605e-05
abt,7.697372275852822e-05
abx,1.0302557437556302e-05
abyss,1.039194673318019e-05
ac3,1.197623895188639e-05
acat,1.034017729681632e-05
act,7.627484555213605e-05
ada,0.010593247800029773
adb,7.849330981403848e-06
adh,5.3564318806726065e-06
ads,4.526192551936358e-06
adt,4.324832855049584e-05
adx,7.007397157393872e-05
ae,0.0011691472810992831
aeon,4.372063441596085e-05
agi,0.00017619410084438995
aid,1.2899991470094287e-05
aidoc,1.925927520912557e-05
aion,0.0004023230226763147
ait,6.679546442711364e-06
aka,4.506680578861309e-06
ali,8.058464960626536e-06
alis,5.9942765326403505e-05
alx,6.799329291531785e-06
amb,0.0002145325611663421
amlt,7.260456045101604e-06
amp,1.872117110424514e-05
aoa,0.0005351703850588696
aog,5.992505331583209e-05
aph,9.193076040283562e-06
apis,9.89411540014317e-05
apl,9.609622630862592e-05
appc,4.631204623260575e-05
apr,2.535667184823994e-06
arct,6.1933227346765804e-06
ardr,0.0004801047075046266
arg,2.5222103210337295e-06
ark,0.0004564691374626552
arn,5.8372169277699005e-05
aro,1.3398841158089296e-05
ary,5.708057087985144e-06
ast,6.399973082607268e-05
at,3.372151727768058e-05
atb,3.9235320840657405e-06
atl,6.349298168227051e-06
atmi,1.5761371727482448e-05
atn,3.9570086106484975e-05
au,3.2163666712884076e-05
aur,1.1715020290224716e-05
auto,6.140104735149908e-05
ava,1.6084570378796556e-05
avinoc,9.60142550206931e-06
axpr,2.0307512898322504e-05
b2b,4.26729301880964e-05
b2c,2.6409682266653397e-06
b2g,1.197324958409584e-05
b2x,3.990897437621389e-06
baas,1.7950506231569247e-05
