coin,weight
$anrx,9.398595911695659e-06
$based,6.560033462859102e-06
1inch,0.0003695027198555325
1wo,1.7690810650134534e-06
2key,2.0328411918842506e-06
42,3.848724164601505e-06
aave,0.002866447085570656
abl,5.151702592894325e-06
abt,9.566585823313348e-06
abyss,8.559389783366213e-06
ac,3.0355193652762185e-06
acat,2.20847621686269e-06
ach,7.29128854278627e-06
acs,2.2564840275305106e-05
act,7.450901281759779e-06
acxt,4.73560683527658e-06
ada,0.023072070700690804
adb,2.2007823244680975e-06
adx,7.223020856447514e-05
ae,4.0548970519618594e-05
aergo,4.298408306012907e-05
aga,2.011925960270639e-05
agi,0.00014774683538635905
aion,7.236860429470157e-05
ait,1.6773833727250077e-06
aitra,1.3543275630371833e-05
akro,8.475905084665977e-05
akt,0.00013317953685141224
albt,5.6776882693782846e-05
aleph,1.807118501116576e-05
algo,0.0014679675110726416
alias,2.2445673377345614e-06
alpa,5.096758415038662e-06
alpha,0.00026399934932750725
amb,7.378940118069707e-06
amlt,4.307843082202716e-06
amn,2.682119476206023e-06
amp,0.0005520167221441529
ampl,0.000198225934606729
anj,7.107260221294954e-06
ankr,0.0003348174726388113
aoa,1.084692612205215e-05
aog,4.405523547134484e-06
api3,7.689993904547344e-05
apl,1.911074418267777e-05
appc,7.49970260205199e-06
apy,2.6194698825333044e-05
aqt,2.6595927953936912e-05
arch,5.646205894463699e-06
ardr,0.00015465041460472595
ark,0.0001541955324388019
armor,1.718839192048273e-05
arpa,4.490479018039195e-05
arrr,3.655428179348358e-05
arte,4.593974623807897e-06
arth,2.6640523170574e-06
asko,4.942903020107047e-06
asp,4.301077757102828e-06
assy,3.925474128346373e-06
ast,4.0070040055855226e-05
atom,0.002863363906813107
atri,6.425471444491352e-05
auc,5.672942800632524e-06
auction,3.795949059425722e-05
audio,0.00015546206602404486
auto,4.097999421069466e-05
ava,9.385460899160812e-05
avt,2.286691305699274e-06
axel,1.68241349470914e-05
axis,2.7310966731862707e-06
axn,2.6551252339257332e-05
axpr,2.3885088337649807e-06
axs,0.00013914764737087682
azuki,5.995315356517577e-06
baas,7.688689952218345e-06
badger,0.00019505298170719953
bal,0.0003271935726995659
ban,8.025622146401678e-06
band,0.00018837360964408622
bao,3.082394307496356e-05
bart,2.0492639251864175e-06
bas,1.3755900268845859e-05
base,1.8405518678868594e-06
bat,0.000832247261642082
bax,6.457095130853896e-06
bbr,1.4253349672703838e-05
bcd,0.00012774797537129994
bcdt,3.820414928829723e-06
bch,0.005977381521591995
bcha,0.000229621615416341
bcn,5.370446874187613e-05
beam,4.62334102731222e-05
bel,4.9749934370729044e-05
bepro,2.522298364727216e-05
bfc,2.2178997274580296e-05
bifi,7.818950240194147e-05
bip,2.9602732200108957e-05
bis,1.6989913701545708e-06
bitg,2.911641755951807e-06
bix,7.943747268226735e-06
bkbt,3.154717632304177e-06
blk,3.0445188045107145e-06
block,1.8745517136622926e-05
