coin,weight
0xbtc,5.101218715361842e-06
1337,6.750830275446195e-06
1st,2.004408790341821e-05
1wo,3.592748683119166e-06
1x2,3.2995633236124452e-06
2give,4.586944860366351e-06
2go,1.7369950331040431e-06
42,4.650040270086721e-06
aac,1.2422676661333952e-05
abet,6.6548892857070764e-06
abl,1.8737990927442414e-05
ablx,3.301394398994931e-06
abo,9.610569423268568e-06
abt,9.624028174672171e-05
abx,4.863605360221348e-06
abyss,1.4390609422600547e-05
ac3,3.086970887767906e-05
acat,5.7163076330624465e-06
acm,1.961890043339226e-06
act,7.371107707700548e-05
ada,0.012276437653656519
adb,1.2419775422046884e-05
adh,2.14553393665424e-06
adi,1.5540341831093825e-06
adm,1.5652753409016688e-05
ads,7.582727547834315e-06
adt,3.946904646417207e-05
adx,9.309183184985619e-05
ae,0.0009201279030551273
aem,4.199976149314638e-06
agi,0.0002407920103309116
aid,1.974983053654256e-05
aidoc,1.4675122802836033e-05
aion,0.0003024200286870601
ait,5.7568530255563804e-06
ali,1.8614193563583424e-06
alis,4.352046388126922e-05
alt,1.5386729891477115e-06
alx,6.171741161818403e-06
amb,6.324642314900204e-05
amlt,1.077949476902717e-05
amn,2.151461332796861e-06
amp,1.267534830085872e-05
anon,6.6384582374730265e-06
ant,0.00011526780350795815
aoa,0.000338531530662985
aog,4.2453588350142926e-05
aph,3.7064126562307372e-06
apis,8.680492485832097e-05
apl,0.00017700617181227356
appc,6.05696069271697e-05
arct,2.5735358763250253e-06
ardr,0.0005047590184436747
arg,1.7847275590535606e-06
ark,0.000653346610720887
arn,5.833975538628e-05
ary,6.49213232169696e-06
asafe,1.8621989414461928e-06
ast,5.01653317985136e-05
at,2.0415921818746593e-05
atb,2.9704149885583325e-06
atl,6.845733620069269e-06
atn,1.8541627950227794e-05
aur,4.955730925842268e-06
auto,0.0001347153833443133
aux,2.617374365490541e-06
ava,2.4975561359891026e-05
avinoc,4.5717366627457e-06
axe,5.681040855456192e-06
axpr,1.4397627745771517e-05
b2b,2.8319272205304457e-05
b2c,2.1090830426529836e-06
baas,2.9004645282433446e-05
ban,3.4074878240945508e-06
bat,0.0018910376735646367
baw,1.882837589975581e-06
bax,4.775652442028597e-05
bay,5.340698164942475e-05
bbo,2.3749392220082883e-06
bbp,2.2534575920468752e-06
bbtc,1.013506627727699e-05
bcd,0.0011460578711379704
bcdn,4.802385245076282e-06
bch,0.01956963818056007
bcn,0.0010184798014813284
bcpt,2.8491023020553087e-05
bcv,0.00011943561301539006
bdg,7.393912809988795e-06
beam,5.464907391929077e-05
beat,2.6186526537677265e-05
beet,3.279828485068052e-05
berry,2.5790314702794267e-06
bether,3.947001301288178e-06
betr,3.4026817193864464e-06
bez,8.734281571213146e-06
bgg,9.22228396495076e-06
bir,9.212200643938846e-06
bird,2.4341077365386797e-06
bis,2.261356359897783e-05
bitg,1.9018042454644153e-05
bix,0.00021531385096000062
bkbt,3.9401184770493194e-05
bkx,9.943376350033689e-06
blcr,6.414251041937545e-06
blk,3.037526957832836e-05
block,0.00010232456158534232
bltg,2.9432117191870485e-06
blue,6.454824267476895e-06
bmc,3.278363474701697e-05
bmx,1.1711101292753616e-05
bnb,0.016140272989666603
bnk,0.0001632739940580002
bnt,0.0002903674532377634
bnty,3.1687312297138323e-06
bob,3.6244508135368876e-06
bos,6.513243535601042e-05
bot,1.0185673624017796e-05
box,1.983751520215118e-05
boxx,1.2236359445191559e-05
brd,0.00011223969326670997
brdg,4.1309487161985765e-06
bro,1.892264746803385e-06
brze,3.3403295313471165e-05
bsty,1.0109115148944573e-05
bsv,0.008770497001311656
btc,0.5238612800543593
btcs,2.581372829425598e-06
btcz,6.5532669178838295e-06
btg,0.0016894929676039372
btm,0.001121994603419844
bto,3.079314525901365e-05
btr,1.0232502037955266e-05
btw,2.1379381243848305e-06
btx,3.517632640522225e-05
btxc,2.987252268151051e-06
burst,6.086513571552485e-05
buzz,2.8144745344649504e-06
bwk,9.008901486811858e-06
bwx,2.6910854248040034e-05
bytz,2.5023657210153118e-05
bz,0.00011548739780743227
bze,2.596828896659248e-06
bznt,0.00010605598475092815
c20,0.0001131592485824651
c2c,2.288314744233913e-06
c3w,1.1262516590628427e-05
c8,5.317539918685614e-06
cag,2.1621659263795318e-05
cai,6.897742826511719e-06
caj,2.971993230276274e-05
cann,8.06069413069968e-06
capp,1.0372106816286585e-05
car,6.936588586040499e-06
carbon,2.8691377201077903e-06
card,1.849286939086644e-05
cas,2.7141797089453625e-05
catt,8.419127985793237e-06
cbc,2.549915110295401e-06
cbx,2.526612701248808e-06
ccl,6.517660453325405e-06
ccx,3.848676786893122e-06
cdc,2.1192156349729738e-06
cdn,1.6858519852611454e-06
cdt,4.395804976708936e-05
cdzc,7.95904842118423e-06
ceek,1.0143916133280865e-05
chat,1.8147938471357023e-05
chc,1.8570921602082125e-06
che,2.2032938970619707e-05
chl,2.9890286493355815e-06
chp,5.965432034778425e-06
chx,0.0001179992392221266
cic,4.8252537132679905e-06
cl,5.589772997586082e-06
clam,0.00011208544575747093
cln,5.9388248020605855e-06
cloak,2.3660199772885172e-05
cmct,1.7849704947989463e-05
cms,1.0055995695370212e-05
cnn,6.040040975749448e-05
cob,3.207499825191112e-05
cof,1.731422265587782e-06
cofi,4.879035518114128e-06
colx,3.5165753756939405e-05
coni,6.46012390775975e-05
cosm,0.00019940793378144195
cov,1.3287105205560823e-05
cova,7.533762584673864e-06
coval,1.0208192011355034e-05
cp,2.434409442117566e-06
cps,3.715116147597413e-06
cpx,2.8904860820764083e-05
cpy,9.54479578254247e-06
crave,1.8383913289776826e-06
cred,3.2097401949106848e-06
credo,4.595050459715923e-05
croat,2.743065459478378e-06
crpt,9.832162721460403e-05
crw,2.1464034630886263e-05
cs,0.00010823581179464787
csno,1.479104426984952e-05
cspn,2.25391731400182e-06
cure,9.832435993683463e-06
cv,1.900185627260706e-05
cv2,3.005948359817815e-06
cvn,1.9194662484530436e-05
cvnt,5.973655435546702e-05
cxo,1.3266684749554436e-05
cyl,4.7710808678509286e-06
czr,4.7443489868325245e-05
d4rk,2.721093469199631e-06
dacc,3.384443401966434e-05
dacs,1.6436188138995787e-05
dag,6.75564739418634e-06
dagt,7.191973949178035e-06
daps,4.009441940174928e-05
dash,0.0057901288485370005
dashg,2.4179807107533758e-06
dat,8.505740117942877e-06
data,9.611107859177392e-05
datx,5.3929450828804005e-06
dav,6.858407470173749e-06
dax,1.6601062570129297e-05
dbc,2.9663175856300232e-05
dbet,4.04492740101314e-05
dcc,1.9802897563662193e-05
dcn,0.0001015782426433868
dcr,0.0013078102702040186
dct,2.82888719302034e-05
dcto,2.0696976592876024e-06
ddd,7.758894648511751e-05
deb,5.58117704943009e-06
dec2,6.16047854896685e-05
dem,1.5137539303996195e-06
dent,0.00026989527432871304
dero,5.0084859924997404e-05
dev,9.395605231285627e-06
dgb,0.001102286400892925
dgd,0.0002576088242850673
dgtx,0.0004558485064865791
dgx,3.0682560308988316e-05
dim,2.5880926937902797e-05
dime,2.0880801519724713e-05
dip,1.72769943202193e-05
dit,6.40551897100984e-06
divi,2.1615175529502248e-05
dlt,6.374215921134841e-05
dmd,2.175975882361772e-05
dmt,8.648372904323078e-05
dna,5.443747208250119e-06
dnt,6.198066561442362e-05
dock,4.272274885741907e-05
doge,0.0018140980005308895
dogec,2.624906972331416e-06
dope,6.225869716048703e-06
dov,6.353819410920719e-06
dp,2.518242127698627e-06
dpn,2.3891366787553108e-05
dpy,2.5832908547269417e-05
drgn,0.00017678818063043185
drop,7.613240006407914e-05
drt,1.3826264410025817e-05
dta,6.0265161577120064e-05
dtb,3.5982360987795776e-05
dtr,0.00011921812322449931
dtx,2.64155481826579e-05
dvc,2.1839390189287024e-06
dws,6.876775860985631e-06
dx,4.228955123682465e-05
dxt,4.567312372092002e-06
eac,1.0765751207762381e-05
ebc,2.848973793450487e-05
ebtc,3.0497334982853696e-06
eca,5.774834220898282e-05
ecc,2.0407128369172506e-05
ecom,1.83681380310109e-05
edg,0.00011760855231485263
edge,1.8836105150964454e-05
edn,1.84495285318604e-05
edo,0.00018780753886459537
edr,0.00013881568683732706
edrc,2.906582968625011e-05
edu,1.4072645424766648e-05
efl,3.926774084373577e-06
efx,1.0901484155960048e-05
egem,1.8129188350266268e-06
egt,1.391210079925534e-05
eko,7.928448286868883e-06
ekt,2.3243450812066535e-05
ela,0.0002764667151800356
elec,9.03232801548163e-06
elet,1.8950990458609977e-06
elf,0.00041968715817276847
emc,9.685137103050986e-05
emc2,0.00011523078288655308
eng,0.0002506044586259218
enj,0.0010104321505929714
eos,0.029204199009036466
eosdac,4.1426371384041256e-05
eql,2.816418235337246e-06
eqt,2.0500915200801554e-06
equad,2.0418947871664895e-06
erc,2.7654645954059414e-06
erg,1.383717110610127e-05
ero,7.686786537313748e-06
esbc,2.7533935765437225e-06
esp,1.0666365550017257e-05
ess,7.625671443790002e-06
estx,3.720711355750979e-06
eta,3.3112765984756416e-06
etbs,5.202183760699831e-06
etc,0.0036895762625536134
eth,0.10836841242088267
etk,5.4100084292005815e-06
etn,0.0004250807828529381
etnx,8.475847044607025e-06
etnxp,1.528123168650756e-05
etp,0.0003688931037525551
etz,0.00016107175950613563
euno,3.68033740202467e-06
eve,2.1876213522859087e-06
evn,5.4296305484802734e-05
evos,1.6008626752721354e-06
evr,3.844286548602367e-05
evx,6.367787849745849e-05
excl,6.530795768157657e-06
exmr,1.7555873682763304e-06
exp,1.676926611699201e-05
exrn,1.3864931386211723e-05
exrt,2.5672023650868177e-06
exy,5.968945805242069e-06
face,5.5913467323315014e-06
fbn,3.4519887713326063e-06
fcn,2.6386140322930765e-06
fdz,1.5184943392236633e-05
fgc,1.8153916190302185e-06
flixx,9.028129311215751e-06
flo,6.933214062697893e-05
flot,2.3583253170403092e-06
flp,5.619194545592058e-06
fmf,4.17890489009412e-06
fnkos,1.146173379334153e-05
foam,6.445277857960235e-05
food,7.571987641212812e-06
fota,5.261687678669838e-05
foxt,5.912931588078273e-06
frc,4.084187068903406e-06
frec,2.681399277211515e-05
fsbt,3.041379376855559e-06
fsn,0.00011301860221781565
ftc,2.4303482852746323e-05
fti,3.03951657520164e-05
