coin,weight
0xbtc,2.4430281356308043e-06
1337,2.9730218001768703e-06
1sg,7.604187616782401e-07
1st,4.043429031602696e-05
1wo,1.2218813890949345e-05
1x2,1.1498246983694832e-06
42,3.542046743480627e-06
a,5.068755156352845e-06
aac,4.564876457758853e-06
abl,7.859388535107383e-06
abt,7.658390566685803e-05
abx,6.640268385969937e-07
abyss,1.0473707134098326e-05
ac3,3.107114002273574e-06
acat,3.234900926481881e-06
acm,6.806247782127038e-06
act,3.127599731604644e-05
ad,2.937955977766669e-06
ada,0.005827405443422074
adb,1.294088424150846e-06
adi,8.240611594810134e-07
adm,4.4270904739493325e-06
ads,5.882889774397061e-06
adt,1.0678474046350527e-05
adx,3.2678111919423254e-05
ae,0.0003105337748981153
aem,6.416094427698164e-07
aergo,2.477493010462143e-05
agi,6.922788226454412e-05
aid,2.5975562368301634e-06
aidoc,6.8946213090671334e-06
aion,0.00012728754216063942
ait,3.0228745450286308e-06
akro,6.9468262899159654e-06
algo,0.0005396377315467097
alv,4.035380433545014e-06
amb,1.8001570466954764e-05
amlt,7.4497781051103564e-06
amn,3.0203630670462115e-06
amp,9.711649329925517e-07
ampl,4.927726160496051e-06
ankr,3.964984679524345e-05
anon,8.05488533996063e-07
ant,9.731685927365272e-05
aoa,0.00014661091265205417
apis,6.5263993254305145e-06
apl,6.980672239891203e-05
appc,1.6850714613648587e-05
arct,7.149711161481472e-07
ardr,0.00023631043120921373
ark,0.00012768105875333153
arm,1.110643593851139e-06
arms,7.394212137964414e-07
arn,1.572776325263252e-05
aro,6.929864772332962e-07
arq,5.870881430660122e-07
arrr,2.226088099741911e-05
asafe,5.191985425134549e-07
ast,1.817927385633589e-05
at,1.0137799509460711e-05
atl,5.829888725899735e-06
atn,7.899671986884588e-06
atom,0.004093095244613796
aur,2.0944884754350033e-06
auto,1.6081526297871234e-05
aux,6.727586216934149e-07
ava,2.054557183032466e-05
axe,1.6029957813557642e-05
axel,4.950026039912979e-05
axn,8.205264318612751e-07
axpr,5.5905703769448614e-06
b2b,3.9622736958225694e-05
b2n,3.6349612765922603e-06
baas,1.685091300928101e-05
ban,3.153593053842969e-06
banca,1.7348630549796865e-06
band,2.1899645637035508e-05
bat,0.0014439070830782825
bax,2.482049280857607e-05
bay,2.6039225795396936e-05
bbo,1.1713185294576973e-06
bbp,2.086432573075064e-06
bbr,8.906361779677395e-06
bbtc,6.364851964969356e-07
bc,6.679609425309688e-06
bcd,0.0003956644098713053
bcdn,6.661502389149986e-06
bch,0.021102135707717986
bcn,0.0003043515207359194
bco,7.294238210159898e-07
bcpt,1.4718840581779316e-05
bcv,9.808103823770678e-05
bdt,1.5056354987097132e-05
beam,0.0001267414969877569
beet,5.937345339552665e-06
berry,4.869497170850533e-07
bether,1.4358277283932332e-06
betr,6.761782158401502e-07
bez,1.1200047849111356e-06
bgbp,4.0869022457776815e-06
bgc,5.026756019914066e-07
bgg,4.273797666915751e-06
bir,2.024428553901502e-06
bird,2.0240890865980305e-06
bis,8.62514895424147e-06
bitbtc,1.5427661650131754e-06
bitg,5.236527340287971e-06
bix,6.939099357884317e-05
bkbt,8.525844277224313e-06
bkx,5.909981869085778e-06
blk,2.004362411948668e-05
bloc,2.7157550578536913e-06
block,2.4493869890203565e-05
bltg,6.434365459711975e-07
blue,2.4433119433881674e-06
blur,1.8904784159307326e-06
bmx,1.3592709830345313e-05
bnana,1.7934334137297893e-05
bnb,0.012965804353945832
bnk,5.562488348212063e-05
bnt,9.452871176069263e-05
bnty,1.5842334002376809e-06
boa,2.9489460656815778e-05
bob,1.0788614249410644e-06
boli,6.917968479779268e-07
bolt,1.654931717783182e-05
bomb,3.449079309433048e-06
bos,9.42488223726558e-06
box,5.7869912771667345e-06
boxx,9.59989034035726e-07
bqqq,1.2410883055387358e-05
brd,8.528426286817817e-05
brdg,6.297448979317288e-07
bro,6.202137929320961e-07
bsp,1.359486418694119e-06
