coin,weight
0xbtc,3.4027526730328026e-06
1337,1.719855745802893e-06
1st,2.147822094276995e-05
1up,3.15404022255875e-06
1x2,2.0132767178896383e-06
42,3.225552624293715e-06
a,6.088775988750818e-07
aac,5.7984209097802975e-06
abl,7.050142480778558e-06
abt,4.2698029545994974e-05
abx,5.13056653615076e-07
abyss,7.87543561695029e-06
ac3,9.05760076543652e-07
acat,2.308233963698294e-06
aced,2.9253714858176767e-07
acm,1.1358481615005235e-06
act,2.1377250966292404e-05
ad,1.485999416842961e-06
ada,0.005818114616825458
adb,1.739013705072741e-06
adh,4.691652450560433e-07
adi,5.897020803800975e-07
adm,4.610617554834266e-06
ads,5.738654359071309e-06
adt,1.6484420601118076e-06
adx,2.8820460153791364e-05
ae,0.00018513587037117946
aem,5.587990914573878e-07
aergo,2.893623232518352e-05
agi,5.647712189658953e-05
aid,2.231527564287722e-06
aidoc,3.454562156600322e-06
aion,0.00014445479678097488
ait,2.4167283780262007e-06
akro,6.000504001069223e-06
algo,0.0006890093698543654
ali,2.570496487939394e-07
alv,1.5133863730111114e-06
amb,6.516129366478219e-06
amlt,1.1014575474518707e-05
amm,3.197606626900004e-07
amn,2.18476225935193e-06
ampl,2.558351269476301e-05
ankr,3.027336571025394e-05
anon,4.707061472524182e-07
ant,0.00015412645856975292
aoa,2.7890507515987805e-05
apis,4.8500776230331065e-06
apl,5.9002737549207345e-05
appc,1.5540275193437408e-05
ardr,0.0001761683756621468
ark,0.00012848081163827212
arm,3.279225102325136e-07
arms,3.3641363230983404e-07
arn,1.0154597444401937e-05
arq,2.5064407311979887e-07
arrr,1.8325638991079364e-05
asafe,1.947205265224982e-06
ast,1.2251483069066995e-05
at,5.420937435785633e-06
atl,2.4180311021259614e-06
atn,3.4420340639426027e-06
atom,0.0022703282874102005
aur,4.157562809541583e-06
auto,9.330463321462638e-06
aux,3.047555967228941e-06
ava,2.3890361134278697e-05
axe,7.350825516098416e-06
axel,6.573172900997082e-05
axpr,2.9188260841440067e-06
b2b,4.415155455289551e-05
baas,1.2686788156273927e-05
ban,1.9946106010647626e-06
banca,2.437984174107375e-06
band,5.392497265701054e-05
bat,0.001217615120147459
bax,2.0622180163096552e-05
bbo,7.40477877232538e-07
bbp,2.2054039432893817e-06
bbr,9.432959361109467e-06
bbtc,6.664379915682837e-06
bc,2.2681963223702353e-06
bcd,0.0005005591319491056
bcdn,2.672868446062388e-06
bch,0.022162517187845933
bcn,0.00022070492513760463
bcpt,9.265807878092667e-06
bcv,1.874588690897619e-05
bdg,1.33625293573579e-06
beam,8.651740571172269e-05
becn,2.4269070308398196e-07
beet,5.33594292873641e-06
bepro,7.259045195450258e-06
berry,2.5516164894055614e-07
betr,7.086751995066903e-07
bez,5.496587701787492e-07
bgbp,4.428457731319697e-06
bgc,4.872480147675931e-07
bgg,2.0480849855158456e-06
bir,9.156517266135352e-07
bird,6.554472152174444e-07
bis,5.003810923190498e-06
bitg,1.422159396745695e-05
bix,4.6153366603407486e-05
bkbt,7.14303932402794e-06
bkx,1.6078137608821274e-05
blk,8.386273364780513e-06
bloc,1.3976720036682355e-06
block,3.1879076790546365e-05
bltg,2.0885685152466086e-06
bltv,1.6646354775911414e-05
blue,1.2679636157271384e-06
blur,2.8203923775952813e-07
bmx,8.277102578446646e-06
bnana,8.42336635158171e-05
bnb,0.011513660196780755
bnt,6.792791697912034e-05
bnty,4.5227788791882834e-07
boa,7.54189871933817e-05
bob,2.36634642983167e-06
boli,6.744818598012982e-07
bolt,4.7835917732886815e-06
bomb,2.4217454464942593e-06
bos,5.373892609448233e-06
box,4.758072868862722e-06
bqqq,3.907843387647427e-06
braz,2.5874544841540313e-07
brd,3.752018017794469e-05
bro,6.084674032416771e-07
bsv,0.017828105217487858
bta,2.773378417828415e-07
btb,1.6058084074393944e-06
btc,0.6710219916162428
btcp,3.093722507592013e-06
btct,5.067029006182318e-07
btcz,2.3393321870529965e-06
btdx,3.272302369172185e-07
btg,0.0008053631470427644
btm,0.0004815697892262989
btmx,0.00016131498473964987
bto,5.640065854499099e-06
btr,9.287741194533265e-07
btse,2.1704272542225036e-05
btt,0.000253233293249685
btx,1.846514275719202e-05
burst,3.728719407108024e-05
bxc,3.0586657702196163e-06
bxy,1.1843557286200405e-05
bytz,2.3632755169044122e-06
bz,9.63868991061925e-05
bze,1.8835566484092494e-06
bznt,1.059493236768715e-05
c20,7.169118620467856e-05
c3w,9.281619642284496e-06
cag,4.6669843795050355e-06
capp,2.302670357136565e-06
card,5.677870964034852e-06
cato,7.177950585552309e-07
catt,9.839653100319835e-07
cbix,9.631465666150184e-07
cbx,4.2410661409189567e-07
ccx,1.4818731578058573e-06
cdai,0.0001279421223054231
cdc,2.829877366941987e-06
cdt,1.1877615761008017e-05
cdzc,5.475290509572536e-07
cel,0.00020855517791635428
celr,3.270157873630263e-05
chai,5.252327637900209e-06
chat,4.027602684228209e-06
chc,1.3926752827569084e-06
chg,5.608732188664565e-06
chp,7.136826229761121e-06
chr,1.0579822348113789e-05
chsb,7.934864214254183e-05
cht,2.8188029545670583e-05
chx,7.4995934144733535e-06
chz,0.00016482871719990385
ckb,0.000357557074289831
clc,5.029846284896087e-07
clo,8.055391684931693e-06
cloak,3.850555767921654e-06
cmct,2.087311218740798e-06
cnb,1.3271459411605338e-06
cnn,1.4920724939574839e-05
cnns,2.613902788051207e-05
cnus,2.3716913244413033e-06
cob,4.6202724246368173e-07
cocos,3.274137275788909e-05
cofi,1.037362154647366e-06
colx,1.3021181705125982e-05
coni,1.2376778101094642e-05
cos,5.35012334343667e-05
coti,5.016685703142277e-05
cov,8.884460122335547e-06
cova,1.5806040624567073e-06
cp,3.4323988182148076e-07
cpx,3.1405830688302147e-06
crad,4.99085241826085e-07
cre,6.106953867259118e-06
crea,3.429483251587438e-06
cred,3.449018075870949e-07
credit,6.19590825774071e-07
crpt,0.00011087946507226222
crw,6.584668971167074e-06
cs,3.1253062061657605e-05
csai,3.1065196774775592e-06
ctxc,4.583796740731818e-06
cure,7.26312320482803e-06
cv,4.316702325441576e-06
cvn,1.9562239545168962e-06
cvnt,1.846089274188071e-05
cxo,7.605715770265038e-06
cyl,6.674381827581352e-07
czr,1.0965427791430763e-05
d,3.7359699315582356e-06
dacc,1.1664335876112443e-06
dag,6.462125389735253e-05
dagt,1.4465465175909548e-05
daps,1.1187203291042127e-05
dash,0.00364864121126492
dat,3.475798433459018e-06
data,0.00015992744364664674
datx,9.424934986425421e-07
dav,5.070103994165249e-07
dax,5.834441299208066e-06
dbc,8.06982915798917e-06
dcn,1.5885666792881165e-05
dcr,0.0007171496527115107
dct,2.592981219426507e-06
ddd,7.394367905786725e-06
deal,5.24387407323731e-07
deex,1.907798219159084e-06
dem,3.3981806159106736e-07
dent,4.907412067544493e-05
dero,1.646484190555769e-05
dev,1.259891729677225e-06
