,Variance,ES q=0.05,ES q=0.01,VaR q=0.05,VaR q=0.01,ERM k=10
Clayton,0.00012662465742955604,1.3096126984235264e-05,2.5541684569680424e-05,1.1346020215278014e-05,1.5194350206373406e-05,1.198314318197178e-05
Frank,0.00019537179537298165,0.00037868092236165103,0.00015895609477953389,0.00019193365312638726,0.00027845148464174897,0.00030885295488054657
Gauss Mix Indep,1.1108813164474369e-05,1.1069745846620632e-05,1.181279632036323e-05,1.1032928716639356e-05,1.1187443718130318e-05,1.1010990936196542e-05
Gaussian,1.096163294585778e-05,1.0875766353679155e-05,1.171369741533153e-05,1.0988623266698596e-05,1.0881758252258184e-05,1.082415776530933e-05
Gumbel,1.0917603102215164e-05,1.3116704358641878e-05,1.8882812093023907e-05,1.1178901254735316e-05,1.4503729687417472e-05,1.2009326737131032e-05
NIG,1.0138963164911966e-05,1.0507845536945543e-05,1.2840828136838123e-05,1.0958329521716645e-05,1.1567137613922737e-05,1.0194275263352301e-05
Plackett,1.0799456638995638e-05,1.0817247099672434e-05,1.1466875878961466e-05,1.0704858064831663e-05,1.1038673698534591e-05,1.077044346679066e-05
rotGumbel,1.0976174603567247e-05,1.0757919564418081e-05,1.103208216383753e-05,1.116884844776304e-05,1.0540783366676891e-05,1.0799820719418292e-05
t_Copula,1.0886028756305797e-05,1.0913510876978832e-05,1.1354010471268128e-05,1.1230441877514956e-05,1.1040907833275816e-05,1.0840412995536608e-05
