,Variance,ES q=0.05,ES q=0.01,VaR q=0.05,VaR q=0.01,ERM k=10
Clayton,8.871848355315098e-05,8.851555370055905e-05,0.00011443590363339338,8.606982598361541e-05,9.250312809806169e-05,8.57029195699315e-05
Frank,0.0002413146666126089,0.0004181040707410268,0.00022848411830166503,0.00018481799131179178,0.0003519492101616217,0.00031614877361466266
Gauss Mix Indep,8.557370062219858e-05,8.413656708625359e-05,9.256254959627291e-05,8.709507543482965e-05,8.823273083039776e-05,8.491097178296368e-05
Gaussian,8.476189371003324e-05,8.447773034856011e-05,8.475162527139934e-05,8.714510705390386e-05,8.47922868983199e-05,8.486234770649425e-05
Gumbel,8.470865856219462e-05,8.713714739869236e-05,9.630621490703341e-05,8.760072119108117e-05,8.818282588086972e-05,8.562178221430014e-05
NIG,8.484658261503759e-05,8.467829643084872e-05,9.462372918184024e-05,8.385761089316032e-05,9.477077688743052e-05,8.311222109010908e-05
Plackett,8.611510394773182e-05,8.511479797296907e-05,8.715589176630333e-05,8.61139867407942e-05,8.745485261780154e-05,8.532808740106415e-05
rotGumbel,8.483048746001638e-05,8.824126428190712e-05,9.245621248010699e-05,8.573300437705043e-05,8.886878327971786e-05,8.70544250181332e-05
t_Copula,8.478556805575116e-05,8.417008711771498e-05,8.448385021423364e-05,8.535932101111575e-05,8.522383966769756e-05,8.475034088188226e-05
