,Date,rh,rs,rf,h,copula
0,2021-05-27 20:00:00+00:00,0.00046878130730683854,0.0064717222728911,0.006582792406038,0.9119140625,rotGumbel
1,2021-05-26 20:00:00+00:00,0.05707877709628621,0.0868464487349571,0.0326430667787524,0.9119140625,rotGumbel
2,2021-05-25 20:00:00+00:00,0.0028644621393685912,-0.0538972782526202,-0.0622446157222066,0.9119140625,rotGumbel
3,2021-05-24 20:00:00+00:00,0.03501345995130638,0.1210343332043521,0.0943300216439482,0.9119140625,rotGumbel
4,2021-05-21 20:00:00+00:00,-0.07035160492676674,-0.1695756583033472,-0.1088085571403067,0.9119140625,rotGumbel
0,2021-05-20 20:00:00+00:00,0.05008353731831831,0.0687940074899125,0.0212907228088815,0.8788085937499998,rotGumbel
1,2021-05-19 20:00:00+00:00,-0.19027488026846795,-0.2697765816800419,-0.0904653208639313,0.8788085937499998,rotGumbel
2,2021-05-18 20:00:00+00:00,0.024984055537437495,0.007676983921573,-0.0196937896817927,0.8788085937499998,rotGumbel
3,2021-05-17 20:00:00+00:00,-0.06532905729690987,-0.1810195450828114,-0.1316446932912137,0.8788085937499998,rotGumbel
4,2021-05-14 20:00:00+00:00,0.07155824919490157,0.1039423493788422,0.0368500039875044,0.8788085937499998,rotGumbel
0,2021-05-13 20:00:00+00:00,-0.005821250445300463,-0.1127400127933915,-0.1196032473721272,0.8939453124999999,rotGumbel
1,2021-05-12 20:00:00+00:00,0.041218342322018625,0.0033427984832911,-0.0423689719148536,0.8939453124999999,rotGumbel
2,2021-05-11 20:00:00+00:00,0.0027362082300554404,0.0196737929889051,0.0189470032696767,0.8939453124999999,rotGumbel
3,2021-05-10 20:00:00+00:00,0.15947892636164263,0.1273050352752697,-0.0359908941145356,0.8939453124999999,rotGumbel
4,2021-05-07 20:00:00+00:00,-0.015045640618324058,0.0085402024080998,0.0263839887033625,0.8939453124999999,rotGumbel
0,2021-05-06 20:00:00+00:00,0.01804369988220865,0.0005257598179213,-0.0192018525217622,0.9123046874999998,rotGumbel
1,2021-05-05 20:00:00+00:00,-0.02568183148676859,0.0203005192039219,0.0504024053813606,0.9123046874999998,rotGumbel
2,2021-05-04 20:00:00+00:00,0.08716501661492941,0.0329799922250115,-0.0593935613094369,0.9123046874999998,rotGumbel
3,2021-05-03 20:00:00+00:00,0.1619091567159969,0.1705873193180136,0.0095123512143707,0.9123046874999998,rotGumbel
4,2021-04-30 20:00:00+00:00,-0.053835389574486955,0.0210526691931448,0.0820866754207396,0.9123046874999998,rotGumbel
0,2021-04-29 20:00:00+00:00,0.03982226847544073,-0.0046706785717935,-0.0494098012974383,0.9004882812499999,rotGumbel
1,2021-04-28 20:00:00+00:00,0.031176804180539773,0.042893813488665,0.0130118398563282,0.9004882812499999,rotGumbel
2,2021-04-27 20:00:00+00:00,0.04079980740620717,0.0515102242969215,0.0118940102983315,0.9004882812499999,rotGumbel
3,2021-04-26 20:00:00+00:00,-0.0039638220796186716,0.0521158231467373,0.0622769295215145,0.9004882812499999,rotGumbel
4,2021-04-23 20:00:00+00:00,-0.03425515039419168,-0.0692030831135543,-0.038809980592807,0.9004882812499999,rotGumbel
0,2021-04-22 20:00:00+00:00,0.08645219386120644,0.0394570814959392,-0.0532982556894824,0.8817382812499999,rotGumbel
1,2021-04-21 20:00:00+00:00,0.0643074077467486,0.0469918669088812,-0.0196379597053674,0.8817382812499999,rotGumbel
2,2021-04-20 20:00:00+00:00,0.05173963847956427,0.0601989272913091,0.0095938772214273,0.8817382812499999,rotGumbel
3,2021-04-19 20:00:00+00:00,-0.017770011807982863,-0.1045196525511488,-0.0983847957924487,0.8817382812499999,rotGumbel
4,2021-04-16 20:00:00+00:00,0.006899592617439335,-0.0198987946378487,-0.0303926775383929,0.8817382812499999,rotGumbel
0,2021-04-15 20:00:00+00:00,0.04032382775046943,0.0601545444818133,0.0223297272189313,0.8880859374999999,rotGumbel
1,2021-04-14 20:00:00+00:00,0.03361196482619583,0.0161321465304918,-0.0196825752526951,0.8880859374999999,rotGumbel
2,2021-04-13 20:00:00+00:00,0.025781216941589344,0.0702888626670682,0.0501163725785027,0.8880859374999999,rotGumbel
3,2021-04-12 20:00:00+00:00,0.002793081639700743,0.0302187812050334,0.030881808175611,0.8880859374999999,rotGumbel
4,2021-04-09 20:00:00+00:00,0.0008251170929855431,0.0098803669701954,0.0101963666970122,0.8880859374999999,rotGumbel
0,2021-04-08 20:00:00+00:00,0.008253576460542002,0.0367004890970033,0.0325507191191601,0.8739257812499999,rotGumbel
1,2021-04-07 20:00:00+00:00,-0.024776071146825375,-0.0639789009297785,-0.0448583056182188,0.8739257812499999,rotGumbel
2,2021-04-06 20:00:00+00:00,0.021401158825850572,0.0044623845055163,-0.0193823945737203,0.8739257812499999,rotGumbel
3,2021-04-05 20:00:00+00:00,0.015895858617000116,0.0202451996176335,0.0049767853219897,0.8739257812499999,rotGumbel
4,2021-04-02 20:00:00+00:00,0.0438914812879604,0.0438914812879604,0.0,0.8739257812499999,rotGumbel
0,2021-04-01 20:00:00+00:00,0.034544783293591605,0.0380171290935158,0.0038323799300737,0.9060546875,rotGumbel
1,2021-03-31 20:00:00+00:00,0.027052084553217795,0.0222998407725865,-0.0052449855910395,0.9060546875,rotGumbel
2,2021-03-30 20:00:00+00:00,-8.571268782939234e-06,0.023156480345651,0.0255669463819577,0.9060546875,rotGumbel
3,2021-03-29 20:00:00+00:00,0.02201994892971175,0.0867999825452149,0.0714968252018487,0.9060546875,rotGumbel
