,datetime,close,timeToMaturityinYears,instrumentName
0,2020-06-22 12:00:00,9456.38,0.0,spot
2,2020-06-22 12:00:00,9468.75,0.01050228310502283,BTC-26JUN20
3,2020-06-22 12:00:00,9557.25,0.25981735159817354,BTC-25SEP20
1,2020-06-22 12:00:00,9622.25,0.5091324200913242,BTC-25DEC20
