,datetime,close,timeToMaturityinYears,instrumentName
0,2020-08-04 09:00:00,11250.38,0.0,spot
2,2020-08-04 09:00:00,11524.75,0.14235159817351598,BTC-25SEP20
3,2020-08-04 09:00:00,11700.25,0.39166666666666666,BTC-25DEC20
1,2020-08-04 09:00:00,11851.0,0.6409817351598174,BTC-26MAR21
