,datetime,close,timeToMaturityinYears,instrumentName
0,2022-07-24 21:00:00,22726.5,0.0,spot
7,2022-07-24 21:00:00,22783.5,0.01221461187214612,BTC-29JUL22
2,2022-07-24 21:00:00,22760.0,0.031392694063926946,BTC-5AUG22
5,2022-07-24 21:00:00,22769.5,0.08892694063926941,BTC-26AUG22
4,2022-07-24 21:00:00,22843.75,0.18481735159817353,BTC-30SEP22
6,2022-07-24 21:00:00,22929.0,0.4341324200913242,BTC-30DEC22
1,2022-07-24 21:00:00,22997.5,0.6834474885844749,BTC-31MAR23
3,2022-07-24 21:00:00,23060.5,0.9327625570776257,BTC-30JUN23
