,Date,log return crix,log return brr
693,2019-02-28,0.0006761145666316403,0.008488808416255874
694,2019-02-27,-0.0088804328282315,-0.002822744665635899
695,2019-02-26,0.023923805379054287,0.00678643584566497
696,2019-02-25,-0.10198379335097635,-0.002314721149008166
697,2019-02-24,0.04010433238180252,-0.03405462171888117
698,2019-02-23,0.013303668641988895,-0.0015759963034640678
699,2019-02-22,-0.019958650168440787,0.009370180304224257
700,2019-02-21,0.024874194350781222,-0.005421691542410772
701,2019-02-20,0.007274465087167938,-0.007389722670681082
702,2019-02-19,0.06362512343726638,0.03821805194259059
703,2019-02-18,0.023193999082219332,0.0608096816897591
704,2019-02-17,0.005718048877283759,-0.007273814102275298
705,2019-02-16,0.004139492392086495,0.01205226269606751
706,2019-02-15,-0.007291085992777648,-0.003422713684370422
707,2019-02-14,-0.008219531938088751,-0.00031388727220630724
708,2019-02-13,0.004231832319376193,-0.0012237795587924439
709,2019-02-12,-0.014742267051901126,-0.007455854483923871
710,2019-02-11,0.0060508140592313575,0.0020438503230841235
711,2019-02-10,0.008146558367673964,-0.005089352105643783
712,2019-02-09,0.08008790272657224,0.05363681647238629
713,2019-02-08,0.0006609223868314129,0.017319155156173903
714,2019-02-07,-0.021361096063922794,-0.0003864297801147552
715,2019-02-06,0.0009337150970726184,-0.015842201568097927
716,2019-02-05,0.002067263281057207,0.0028679293682046976
717,2019-02-04,-0.0103795874917215,-0.003262760305266465
718,2019-02-03,0.008228071453026259,-0.0037708139663430967
719,2019-02-02,0.006791447422952422,0.0008451533873508845
720,2019-02-01,0.006197366821155111,0.005294056929966677
721,2019-01-31,0.02867449158021524,-0.00810652330049649
722,2019-01-30,-0.007235893129185228,0.011627017867386884
723,2019-01-29,-0.04622426108773042,-0.0009731187752237168
724,2019-01-28,-0.008741797988842372,-0.03904732627529474
725,2019-01-27,0.0004073198045676322,-0.007301039171039377
726,2019-01-26,-0.001811707359759532,0.001271663003865739
727,2019-01-25,0.0035882675689453093,0.001177659460905471
728,2019-01-24,-0.005696714101980344,-0.003495196615000125
729,2019-01-23,0.011952733474178766,-0.0004482973182843558
730,2019-01-22,-0.002137279769801289,0.009434085337251936
731,2019-01-21,-0.036949212819204255,0.003614775774839515
732,2019-01-20,0.02096450001756567,-0.05144384015882187
733,2019-01-19,-0.01032591133610127,0.02504972389136029
734,2019-01-18,0.004553018100958201,0.004818351718099054
735,2019-01-17,0.013890995113647102,-0.004342814241208889
736,2019-01-16,-0.029102054689732825,-0.0052350219816016605
737,2019-01-15,0.057363394810087946,0.01129020824810832
738,2019-01-14,-0.04227174640809998,-0.004693677992295894
739,2019-01-13,-0.0030496961756717343,-0.003496888847587413
740,2019-01-12,-0.007552358367949306,-0.006359724245840402
741,2019-01-11,-0.11043241385710717,-0.036388209089181486
742,2019-01-10,0.007415511460434127,-0.054631493661861354
743,2019-01-09,0.000601754005021223,-0.017532358274203814
744,2019-01-08,-0.011659785902255958,0.010559551301904509
745,2019-01-07,0.04813883369713517,0.049193858393514776
746,2019-01-06,-0.005157498226574335,-0.0031027746466965153
747,2019-01-05,0.01518190714626683,0.024540914878910036
748,2019-01-04,-0.0337708971833887,-0.024158151714800548
749,2019-01-03,0.03666118605689701,0.0038226396115036607
750,2019-01-02,0.03196966204863215,0.03799264013746069
751,2019-01-01,-0.02626778367943328,-0.02196202300687545
752,2018-12-31,-0.00787078572606605,-0.012104076801270678
753,2018-12-30,0.00014277303207438317,-0.01610531940612317
754,2018-12-29,0.08797002468731115,0.043122343000005316
755,2018-12-28,-0.07329434867127148,-0.007505683276478821
756,2018-12-27,0.010538115602954088,0.002132608269172468
757,2018-12-26,-0.07939809402156423,0.0006948832459948857
758,2018-12-25,0.03744476874562917,-0.11684174398861849
759,2018-12-24,0.020460337617095908,0.06322904913882221
760,2018-12-23,0.02550296700296275,0.025680786241806933
761,2018-12-22,-0.043649436984553674,-0.04103358693559749
762,2018-12-21,0.09971631094124245,-0.010099182600599622
763,2018-12-20,0.008179031915793052,0.06432395436738786
764,2018-12-19,0.05054516595845172,0.06788124338120383
765,2018-12-18,0.0983131762336523,0.041345512188664654
766,2018-12-17,0.0047253556173271994,0.0559770955929564
767,2018-12-16,-0.0001710680530953127,0.02096400485668438
768,2018-12-15,-0.02645354638916591,-0.03143783945046367
769,2018-12-14,-0.04111813016445374,-0.04550326099917703
770,2018-12-13,0.017906192594621104,-0.009862649732232916
771,2018-12-12,-0.016583897541459898,0.026189810082957753
772,2018-12-11,-0.03636994070891879,-0.02259065243774623
773,2018-12-10,0.03572608281324983,-0.029558916082958325
774,2018-12-09,0.0005975421105966282,0.04513698620668469
775,2018-12-08,-0.011284032880423987,-0.006135507570673133
776,2018-12-07,-0.09465458318711478,-0.0700623561422924
777,2018-12-06,-0.052499562860450655,-0.05300502563358894
778,2018-12-05,0.010148841297584036,-0.04367343094601112
779,2018-12-04,-0.060355212750132135,0.04166331696831996
780,2018-12-03,-0.018480368176254747,-0.06929121232076245
781,2018-12-02,-0.015622388547216199,-0.01173326641397577
782,2018-12-01,0.0,0.049283940787701
783,2018-11-30,-0.010849143791053843,-0.07511357384395838
784,2018-11-29,0.09944593690723424,0.02091481556353163
785,2018-11-28,0.0013611187502054916,0.1300089314360586
786,2018-11-27,-0.05176675436415959,-0.01759079580599888
787,2018-11-26,0.02855431217806703,-0.003770938303245041
788,2018-11-25,-0.10851714443911221,-0.12284445482159558
789,2018-11-24,-0.004612312784235164,-0.010757390400795496
790,2018-11-23,-0.06591018940901758,-0.040486408688178294
791,2018-11-22,0.04884381334893076,-0.0070028657626493495
