,Date,Close future,Close brr,log return future,log return brr
31,2020-12-18,22860.0,22491.52,-0.00043734966802519464,-0.028971759373899345
32,2020-12-17,22870.0,23152.67,0.08864247157678139,0.1132801564445996
33,2020-12-16,20930.0,20673.03,0.06769687185123716,0.06319715703687583
34,2020-12-15,19560.0,19406.98,0.014937182180396193,0.009084795436652882
35,2020-12-14,19270.0,19231.47,0.06706723024608309,0.06257440292402171
36,2020-12-11,18020.0,18064.95,-0.023039965948255955,0.0020352888194192097
37,2020-12-10,18440.0,18028.22,0.0010851873012869833,-0.01772341857890343
38,2020-12-09,18420.0,18350.59,-0.021748742858796515,-0.026139528317015038
39,2020-12-08,18825.0,18836.59,-0.018160783371595893,-0.02044615062561287
40,2020-12-07,19170.0,19225.69,0.0036582220049688817,0.011778953098569024
41,2020-12-04,19100.0,19000.56,-0.024053920609791644,-0.02094996391385318
42,2020-12-03,19565.0,19402.82,0.013896260672793816,0.027216743516132538
43,2020-12-02,19295.0,18881.86,0.0010370755401888873,-0.024061714071963048
44,2020-12-01,19275.0,19341.7,-0.023331400585130745,-0.011629636863407207
45,2020-11-30,19730.0,19567.95,0.1533485012361852,0.16283326833462622
46,2020-11-27,16925.0,16627.53,-0.12481552845498124,-0.14678994927138278
47,2020-11-25,19175.0,19256.52,-0.010376227986090858,-0.005779227029510234
48,2020-11-24,19375.0,19368.13,0.03974730339048976,0.051918145692419246
49,2020-11-23,18620.0,18388.23,-0.013337087531537865,-0.015772624914822325
50,2020-11-20,18870.0,18680.56,0.033956374734273605,0.031014169425059357
51,2020-11-19,18240.0,18110.09,0.023856887344615028,0.025119482349469657
52,2020-11-18,17810.0,17660.84,-0.003642991278501092,0.02386462566984977
53,2020-11-17,17875.0,17244.36,0.049013965434843286,0.048936309584379875
54,2020-11-16,17020.0,16420.8,0.03771773038948974,0.017222758664007586
55,2020-11-13,16390.0,16140.41,0.0015264848025945666,0.0038598821800068825
56,2020-11-12,16365.0,16078.23,0.02694078403118663,0.025989382373461427
57,2020-11-11,15930.0,15665.75,0.028009469493179874,0.03127209904416917
58,2020-11-10,15490.0,15183.43,-0.006755695630989277,0.00783650319542862
59,2020-11-09,15595.0,15064.91,-0.013059589973154494,-0.02675486847454651
60,2020-11-06,15800.0,15473.41,0.025642430613337652,0.033027441430216804
61,2020-11-05,15400.0,14970.71,0.07410797215372183,0.07429599797234292
62,2020-11-04,14300.0,13898.76,0.024063439931635244,0.010198052694628175
63,2020-11-03,13960.0,13757.74,0.0032287023563722537,0.018509748032665363
64,2020-11-02,13915.0,13505.43,0.005043238354929037,0.00198635852513557
65,2020-10-30,13845.0,13478.63,-0.0028849641358376743,0.0032131979691711774
66,2020-10-29,13885.0,13435.39,0.02997300396370206,0.01972982223495869
67,2020-10-28,13475.0,13172.91,-0.03822121282019774,-0.02352599556063573
68,2020-10-27,14000.0,13486.49,0.05242175040348183,0.030448910864575573
69,2020-10-26,13285.0,13082.03,0.005283031155524213,0.010156872117472862
70,2020-10-23,13215.0,12949.83,-0.014275223631670055,0.0033461766034568294
71,2020-10-22,13405.0,12906.57,0.033760080763794,0.020613799056856306
72,2020-10-21,12960.0,12643.24,0.06289378392469275,0.058342262265377094
73,2020-10-20,12170.0,11926.71,0.021595523632227158,0.02299624537979923
74,2020-10-19,11910.0,11655.57,0.03242604908624102,0.02591114155603814
75,2020-10-16,11530.0,11357.44,-0.02060158699121764,-0.002680108667857739
76,2020-10-15,11770.0,11387.92,0.015411263920524944,-0.0057710274323358995
77,2020-10-14,11590.0,11453.83,-0.0030152941217597056,0.007747879836411743
78,2020-10-13,11625.0,11365.43,-0.015365219064056253,-0.01007887814098743
79,2020-10-12,11805.0,11480.56,0.045935285148734295,0.03610481890616398
80,2020-10-09,11275.0,11073.45,0.014742281737203431,0.025118112527878638
81,2020-10-08,11110.0,10798.77,0.02229898994314575,0.016839184629330685
82,2020-10-07,10865.0,10618.45,0.008782122540095706,-0.006150497198447195
83,2020-10-06,10770.0,10683.96,-0.016118239806529076,-0.004660611307725095
84,2020-10-05,10945.0,10733.87,0.02217180893318015,0.019203377226526933
85,2020-10-02,10705.0,10529.71,-0.009760709609470841,-0.03050331978742104
86,2020-10-01,10810.0,10855.85,-0.010124338665642038,0.009999301041258691
87,2020-09-30,10920.0,10747.84,-0.0032000027306709027,-0.0017894555210529104
88,2020-09-29,10955.0,10767.09,-0.012698583337127431,-0.011793187247057083
89,2020-09-28,11095.0,10894.82,0.044980395861224036,0.02679497042552487
90,2020-09-25,10607.0,10606.77,-0.005921904790328773,0.020808453156469113
91,2020-09-24,10670.0,10388.34,0.03723580528664303,-0.00893254538196897
92,2020-09-23,10280.0,10481.55,-0.020698693245577306,-0.00016790000068066135
93,2020-09-22,10495.0,10483.31,0.00095328891871301,0.00025663127235806547
94,2020-09-21,10485.0,10480.62,-0.03698057707391325,-0.04286779455671781
95,2020-09-18,10880.0,10939.67,-0.006413214834713269,0.010096808521456734
96,2020-09-17,10950.0,10829.77,-0.005918523991796617,-0.006613495855719553
97,2020-09-16,11015.0,10901.63,0.01832392084928442,0.0067981890393114894
98,2020-09-15,10815.0,10827.77,0.010223137363376038,0.016920502394233275
99,2020-09-14,10705.0,10646.1,0.03469105296136303,0.034820231116815925
100,2020-09-11,10340.0,10281.78,0.0024207225570680225,-0.015015405830224917
101,2020-09-10,10315.0,10437.33,-0.0004846135302015303,0.019282514583791106
102,2020-09-09,10320.0,10238.0,0.02999979093563501,0.014531721703548288
103,2020-09-08,10015.0,10090.3,-0.05865504669601118,-0.018025318953793553
104,2020-09-04,10620.0,10273.83,-0.00937213982886321,-0.05645189302836185
105,2020-09-03,10720.0,10870.49,-0.06675155564393763,-0.04096177605691657
106,2020-09-02,11460.0,11325.01,-0.05227448825204289,-0.04636523758895043
107,2020-09-01,12075.0,11862.46,0.020075956572689225,0.012073475424192001
108,2020-08-31,11835.0,11720.1,0.017473276435374302,0.023397685975360964
109,2020-08-28,11630.0,11449.06,0.025251668230967125,0.010991211063896123
110,2020-08-27,11340.0,11323.91,-0.025251668230966987,-0.012726964298472882
111,2020-08-26,11630.0,11468.95,0.016471980578921276,0.006092311035717556
112,2020-08-25,11440.0,11399.29,-0.04277812201280418,-0.03138328534045941
113,2020-08-24,11940.0,11762.71,0.0067227143948767375,0.0036529324304805885
114,2020-08-21,11860.0,11719.82,-0.01630811806355497,-0.009003850913498954
115,2020-08-20,12055.0,11825.82,0.017573674022385504,-0.0020012399325762616
116,2020-08-19,11845.0,11849.51,-0.028710105882431367,-0.01235093037425848
117,2020-08-18,12190.0,11996.77,-0.0350630316682434,-0.013986357746635855
118,2020-08-17,12625.0,12165.74,0.047444535280748594,0.03905547586331369
119,2020-08-14,12040.0,11699.76,0.028218338937800954,0.015450687937980446
120,2020-08-13,11705.0,11520.38,-0.005537820329311236,-0.004335929034004002
121,2020-08-12,11770.0,11570.44,0.018868484304382736,-0.0014103601173763366
122,2020-08-11,11550.0,11586.77,-0.04775891730068647,-0.029207394023206542
123,2020-08-10,12115.0,11930.18,0.035710578784512004,0.025264980636922445
124,2020-08-07,11690.0,11632.54,-0.03612320515719131,-0.018433756644108883
125,2020-08-06,12120.0,11848.96,0.01580074453134367,0.019861807236756037
126,2020-08-05,11930.0,11615.94,0.03844984521840445,0.039690247279492274
127,2020-08-04,11480.0,11163.93,-0.018555009144722044,-0.013094730784909572
128,2020-08-03,11695.0,11311.08,-0.00042744176756808513,0.009198686978554138
129,2020-07-31,11700.0,11207.51,0.022472855852058576,0.020398458932637815
130,2020-07-30,11440.0,10981.21,-0.007836348329315861,-0.014827767795848695
131,2020-07-29,11530.0,11145.25,0.018823055195466867,0.0028528126272334355
132,2020-07-28,11315.0,11113.5,0.015138312247668552,0.06985995380944401
133,2020-07-27,11145.0,10363.61,0.1337236818280764,0.08345305713464012
134,2020-07-24,9750.0,9533.84,-0.002560820861673704,0.0036336737628995318
135,2020-07-23,9775.0,9499.26,0.025383388205318783,0.01791029240192436
136,2020-07-22,9530.0,9330.64,0.0021008411088117938,-0.006784611174161467
137,2020-07-21,9510.0,9394.16,0.022329476398088577,0.02430361675080807
138,2020-07-20,9300.0,9168.6,0.00107584733346311,0.002408937159946059
139,2020-07-17,9290.0,9146.54,0.0048556879866589525,0.006914983903895596
140,2020-07-16,9245.0,9083.51,-0.0053937563343191665,-0.015750231929914107
141,2020-07-15,9295.0,9227.71,-0.01388911216066715,0.0026650969663860337
142,2020-07-14,9425.0,9203.15,0.004785970315941081,-0.012467659187063624
143,2020-07-13,9380.0,9318.61,-0.0005329070203388823,0.015357800014711867
144,2020-07-10,9385.0,9176.59,0.0021333341424203877,-0.019929562032185846
145,2020-07-09,9365.0,9361.31,-0.02478376257773877,-0.008065610902474488
146,2020-07-08,9600.0,9437.12,0.021053409197832263,0.018086479243261844
147,2020-07-07,9400.0,9267.97,-0.005305052229693229,0.0025875136452163045
148,2020-07-06,9450.0,9244.02,0.030622860213983,0.0015253914546779052
149,2020-07-02,9165.0,9229.93,-0.02691228081744742,-9.642078471235942e-05
150,2020-07-01,9415.0,9230.82,0.013903967304446652,0.008435600307599609
151,2020-06-30,9285.0,9153.28,-0.0010764263687381775,0.010143832128219794
152,2020-06-29,9295.0,9060.9,0.022961996930095402,-0.0025681878640993632
153,2020-06-26,9084.0,9084.2,-0.021346922554797202,-0.016551678870934523
154,2020-06-25,9280.0,9235.81,-0.0005386480065598942,-0.009406871813539944
155,2020-06-24,9285.0,9323.1,-0.03959345341975756,-0.03442023598352364
156,2020-06-23,9660.0,9649.59,0.007794271726818703,0.01886360870818082
157,2020-06-22,9585.0,9469.27,0.028573372444055948,0.01002764708789069
158,2020-06-19,9315.0,9374.79,-0.010146949543736529,-0.0031258462434252763
159,2020-06-18,9410.0,9404.14,0.00907398806740899,-0.0006027442585591257
160,2020-06-17,9325.0,9409.81,-0.021745752136231502,-0.009061027533993769
161,2020-06-16,9530.0,9495.46,0.009488737508701453,0.031083270580881495
162,2020-06-15,9440.0,9204.85,-0.002644804503876813,-0.030184542804858893
163,2020-06-12,9465.0,9486.93,0.01758638450207599,-0.014365697970785135
164,2020-06-11,9300.0,9624.2,-0.06604947584456991,-0.013075751961826802
165,2020-06-10,9935.0,9750.87,0.01317141635547049,0.004498935277102616
166,2020-06-09,9805.0,9707.1,0.0025529756015836565,0.0021450604819742997
167,2020-06-08,9780.0,9686.3,-0.0020429016298002933,-0.0015525350440100153
168,2020-06-05,9800.0,9701.35,-0.009647193378002801,-0.00527091577718113
169,2020-06-04,9895.0,9752.62,0.024553663174051277,0.020118756426146772
170,2020-06-03,9655.0,9558.37,0.007798323897708526,-0.04683948465433355
171,2020-06-02,9580.0,10016.73,-0.007280323368125385,0.04646187649936825
172,2020-06-01,9650.0,9561.98,0.018829008152907778,0.012475556968756409
173,2020-05-29,9470.0,9443.43,-0.009458819865323053,-0.0017161228731786325
174,2020-05-28,9560.0,9459.65,0.03296417553897619,0.03400088958404747
175,2020-05-27,9250.0,9143.42,0.0436412802895369,0.03522948491292669
176,2020-05-26,8855.0,8826.91,-0.044181674790663934,-0.03511682925248945
177,2020-05-22,9255.0,9142.39,0.009772064733792522,0.0009498744975827246
178,2020-05-21,9165.0,9133.71,-0.05052922733078596,-0.06798912460465396
179,2020-05-20,9640.0,9776.3,-0.012883455706188004,0.008056877899175838
180,2020-05-19,9765.0,9697.85,-0.00663436983043298,0.00016602996105508823
181,2020-05-18,9830.0,9696.24,0.03889523204865436,0.012195254112328767
182,2020-05-15,9455.0,9578.71,-0.03736812561800353,-0.013311558611369172
183,2020-05-14,9815.0,9707.07,0.05121286219854523,0.06406372228732529
184,2020-05-13,9325.0,9104.7,0.04328257064147153,0.027409927077100014
185,2020-05-12,8930.0,8858.53,0.00956406727665919,-0.0038003988100746805
186,2020-05-11,8845.0,8892.26,-0.13169250675376898,-0.11258225227427011
187,2020-05-08,10090.0,9951.9,0.0029776696939245338,0.04467856088198736
188,2020-05-07,10060.0,9517.05,0.06945449463312102,0.030545708184012525
189,2020-05-06,9385.0,9230.74,0.039668335963939906,0.040086543950553326
190,2020-05-05,9020.0,8868.03,0.006116227017436054,0.0052607511122919354
191,2020-05-04,8965.0,8821.5,0.012910648037258032,0.004966116812816338
192,2020-05-01,8850.0,8777.8,-0.011236073266925842,-0.00801988608327883
193,2020-04-30,8950.0,8848.48,0.010106767669774384,0.060993467859186454
194,2020-04-29,8860.0,8324.91,0.129347959331028,0.07369585581689958
195,2020-04-28,7785.0,7733.46,-0.0012836972237782198,0.006824849123311516
196,2020-04-27,7795.0,7680.86,0.024019330636145326,0.029060830984440355
197,2020-04-24,7610.0,7460.86,-0.00654881187890544,-0.004183781933680507
198,2020-04-23,7660.0,7492.14,0.06750200277994564,0.05446979818325464
199,2020-04-22,7160.0,7094.96,0.035540343192975714,0.035279096477203134
200,2020-04-21,6910.0,6849.02,0.012377296708555054,-0.029521860550313986
201,2020-04-20,6825.0,7054.23,-0.043017385083690816,0.0009261144349355447
202,2020-04-17,7125.0,7047.7,-0.00420168685369997,0.005240947056493308
203,2020-04-16,7155.0,7010.86,0.05752844159625195,0.03935000664895446
204,2020-04-15,6755.0,6740.34,-0.030614635819606863,-0.027192290707728838
205,2020-04-14,6965.0,6926.14,0.020305266160745523,0.03027254232685534
206,2020-04-13,6825.0,6719.61,-0.07614670884357022,-0.08642957679912515
207,2020-04-09,7365.0,7326.22,-0.008113634774169775,0.009865297437236553
208,2020-04-08,7425.0,7254.3,-0.0006731740409044372,-0.00808243579385893
209,2020-04-07,7430.0,7313.17,0.0020208831397723103,0.029200430929419305
210,2020-04-06,7415.0,7102.71,0.077068936369961,0.04201233077975718
211,2020-04-03,6865.0,6810.49,-0.010145014546860539,0.014964975553759242
212,2020-04-02,6935.0,6709.33,0.1031999098479205,0.07162508146501725
213,2020-04-01,6255.0,6245.58,-0.043025799369465274,-0.034920260080362
214,2020-03-31,6530.0,6467.53,0.01621031250705614,0.021555650761173235
215,2020-03-30,6425.0,6329.61,-0.034119426771863526,-0.049131584827930924
216,2020-03-27,6648.0,6648.36,-0.004053146733166129,0.005868251587544592
217,2020-03-26,6675.0,6609.46,0.006764400088542063,-0.006284808920202414
218,2020-03-25,6630.0,6651.13,-0.014227121290131687,0.010733782791208258
219,2020-03-24,6725.0,6580.12,0.06528229209041578,0.055469901394461354
220,2020-03-23,6300.0,6225.06,0.01438873745209967,-0.0592923040875219
221,2020-03-20,6210.0,6605.32,-0.004819286435948883,0.11233676524555543
222,2020-03-19,6240.0,5903.46,0.1557545294092328,0.10972793529555674
223,2020-03-18,5340.0,5289.96,-0.0074627212015896,-0.005897553755277829
224,2020-03-17,5380.0,5321.25,0.08734938611909432,0.04981225080409575
225,2020-03-16,4930.0,5062.68,-0.07801225012315444,-0.03200464411052172
226,2020-03-13,5330.0,5227.33,-0.12007351036936305,-0.15228757441352478
227,2020-03-12,6010.0,6087.2,-0.26772552316046827,-0.24703383936521514
228,2020-03-11,7855.0,7792.97,-0.01766607457833305,-0.018169683452541753
229,2020-03-10,7995.0,7935.86,0.018302814491600594,0.03034154418215251
230,2020-03-09,7850.0,7698.69,-0.15487834949735121,-0.1642153111461182
231,2020-03-06,9165.0,9072.66,-0.003267976764616111,0.0015564325655525518
232,2020-03-05,9195.0,9058.55,0.048463953107984264,0.03798661949217312
233,2020-03-04,8760.0,8720.9,-0.0011409014357915558,-0.00447231979096427
234,2020-03-03,8770.0,8759.99,-0.02310612799025091,-0.0061386610825242965
235,2020-03-02,8975.0,8813.93,0.031119908713804472,0.017273495904850493
236,2020-02-28,8700.0,8662.99,-0.027771691300144393,-0.023502121821504438
237,2020-02-27,8945.0,8869.0,0.006730255354067889,-0.015297880617560171
238,2020-02-26,8885.0,9005.72,-0.06006171721389889,-0.042867843206932175
239,2020-02-25,9435.0,9400.17,-0.032328154139010586,-0.03479028948731857
240,2020-02-24,9745.0,9732.96,-0.01426412366305612,0.0015845346188064064
241,2020-02-21,9885.0,9717.55,0.012726056197579123,0.013355507539883732
242,2020-02-20,9760.0,9588.63,-0.06303252088497512,-0.05599577175166125
243,2020-02-19,10395.0,10140.87,-0.0019221534029590186,0.0322789518182417
244,2020-02-18,10415.0,9818.76,-0.024657484401752916,-0.04411588053454815
245,2020-02-14,10675.0,10261.62,0.017482136706482476,-0.0011521754061419494
246,2020-02-13,10490.0,10273.45,-0.022621134234401333,-0.00606811463230814
247,2020-02-12,10730.0,10335.98,0.013605652055778678,0.030228890612893817
248,2020-02-11,10585.0,10028.21,0.046902480739614755,0.01292696203592131
249,2020-02-10,10100.0,9899.41,0.011952333523841173,0.010958454444411599
250,2020-02-07,9980.0,9791.52,-0.004498882869260241,-0.00040945421143302426
251,2020-02-06,10025.0,9795.53,0.008514952524150188,0.035536884638057105
252,2020-02-05,9940.0,9453.54,0.06012173017898199,0.029338105047151133
253,2020-02-04,9360.0,9180.22,-0.015898586067798273,-0.012812681706022951
254,2020-02-03,9510.0,9298.6,-0.002625362495083499,0.002257724942851134
255,2020-01-31,9535.0,9277.63,-0.028942588676042033,-0.008119888528695308
256,2020-01-30,9815.0,9353.27,0.020067563050809173,0.006807914261150054
257,2020-01-29,9620.0,9289.81,0.03652165618411625,0.03127139006984765
258,2020-01-28,9275.0,9003.8,0.010840214552864807,0.02770540411694439
259,2020-01-27,9175.0,8757.77,0.06297752396074098,0.033620973235031985
260,2020-01-24,8615.0,8468.22,0.01520497129370341,0.015176784220416451
261,2020-01-23,8485.0,8340.67,-0.039288704133170815,-0.03437785878277867
262,2020-01-22,8825.0,8632.39,-0.0045223367068106994,-0.0023985418929858655
263,2020-01-21,8865.0,8653.12,-0.023412440624743232,-0.018661914382073708
264,2020-01-17,9075.0,8816.12,0.016106985262506777,0.015384083513053494
265,2020-01-16,8930.0,8681.53,-0.012795723958850832,-0.011859324193432793
266,2020-01-15,9045.0,8785.1,0.01223597023586708,0.010349210636450334
267,2020-01-14,8935.0,8694.65,0.07011269243264004,0.07419512060984478
268,2020-01-13,8330.0,8072.9,0.011470092549147739,0.005887554968606685
269,2020-01-10,8235.0,8025.51,0.0308285819626278,0.015683980992483415
270,2020-01-09,7985.0,7900.62,-0.02961351498445986,-0.0489732553995783
271,2020-01-08,8225.0,8297.17,-0.015083242211328476,0.06053513747666193
272,2020-01-07,8350.0,7809.8,0.07974335128752592,0.03672338591750497
273,2020-01-06,7710.0,7528.2,0.03363323935853628,0.034976709718853236
274,2020-01-03,7455.0,7269.44,0.05727677804675061,0.02158225607339102
275,2020-01-02,7040.0,7114.23,-0.03420926947721713,-0.010051600922849548
276,2019-12-31,7285.0,7186.1,-0.01363347633617498,-0.010167861405599415
277,2019-12-30,7385.0,7259.54,0.024814488669633455,0.007705025065048054
278,2019-12-27,7204.0,7203.82,-0.006365041552873781,-0.0011071325153020808
279,2019-12-26,7250.0,7211.8,0.0020711087831363196,-0.008502534450190256
280,2019-12-24,7235.0,7273.38,-0.02390007922454828,-0.040632243547212024
281,2019-12-23,7410.0,7575.0,0.024591403137322113,0.05525318277054062
282,2019-12-20,7230.0,7167.81,0.009030974890538092,0.0041381239840796065
283,2019-12-19,7165.0,7138.21,0.004195810351335524,0.049450141145694695
284,2019-12-18,7135.0,6793.81,0.080977505591574,0.009656694869371268
285,2019-12-17,6580.0,6728.52,-0.041672696400568074,-0.0520635237439707
286,2019-12-16,6860.0,7088.11,-0.05736085528445232,-0.02127843799340137
287,2019-12-13,7265.0,7240.55,0.0,0.011036362776643232
288,2019-12-12,7265.0,7161.08,0.012465535376561494,-0.003308267614349703
