date,open,high,low,close
2018-06-01 00:00:00+00:00,1000.0,1000.0,1000.0,999.9999999999999
2018-06-01 01:00:00+00:00,1002.6225913023217,1002.8419530279127,998.0534288208503,999.8836274881812
2018-06-01 02:00:00+00:00,999.3672471078618,1004.4370858822132,994.8363089030494,998.3336203229525
2018-06-01 03:00:00+00:00,997.6874029725918,1001.4297796711269,992.7939900838675,998.370963519155
2018-06-01 04:00:00+00:00,997.8239152527123,998.5331159111025,992.9289582488386,996.2798240401211
2018-06-01 05:00:00+00:00,996.3328849286461,998.5739692535764,995.6291863265986,997.4141752828124
2018-06-01 06:00:00+00:00,997.2558306422789,1009.9468945289169,995.5131502797624,1007.0075563526736
2018-06-01 07:00:00+00:00,1006.7952517078928,1015.2002196495149,1007.0346883706101,1009.7455902240091
2018-06-01 08:00:00+00:00,1009.623668395373,1014.7221791700372,1007.4690870233576,1014.5663834704072
2018-06-01 09:00:00+00:00,1014.2044269744326,1015.6021224596152,1005.5946272915528,1006.8654695421271
2018-06-01 10:00:00+00:00,1006.8456494438148,1010.6633579685318,1005.6394780526618,1009.0199014819117
2018-06-01 11:00:00+00:00,1009.074439342573,1011.7053712811172,983.1615748824956,983.7980809837314
2018-06-01 12:00:00+00:00,983.7842740899812,993.2522752737027,983.2822873032197,991.4410277893064
2018-06-01 13:00:00+00:00,991.3621646208651,997.2088138527471,989.5205845342451,992.6768025680734
2018-06-01 14:00:00+00:00,993.028669309308,998.5137705131335,991.2766368154332,993.2521399814859
2018-06-01 15:00:00+00:00,992.8490491310988,996.4935231343989,989.5051008662314,995.1782598805701
2018-06-01 16:00:00+00:00,995.1131528355057,1000.6117014572488,991.1594644415442,993.9784559409608
2018-06-01 17:00:00+00:00,993.8942150992006,994.8998311114003,986.3281490460399,989.8760077983601
2018-06-01 18:00:00+00:00,989.7206114054661,992.8066320097522,985.2011745998042,987.374433947119
2018-06-01 19:00:00+00:00,987.3047977670709,994.8930286164652,986.5831052995316,992.7042328290718
2018-06-01 20:00:00+00:00,992.2153775871886,995.5634530373596,986.7502968515051,990.4910181809634
2018-06-01 21:00:00+00:00,990.4951000735268,994.27127670474,989.8747493046176,992.1206852477303
2018-06-01 22:00:00+00:00,992.2957312925638,1004.6084386894325,992.551337643192,1002.9996537471987
2018-06-01 23:00:00+00:00,1003.2987372576614,1009.1671732408927,1002.5238736970707,1005.0875187352773
2018-06-02 00:00:00+00:00,1005.4881268063544,1007.8044014605556,995.85546145447,998.9345216248387
2018-06-02 01:00:00+00:00,998.9001377701322,1004.2993789737604,998.3327832813146,1002.2897464491444
2018-06-02 02:00:00+00:00,1001.9845198676196,1006.2367910400261,1001.7367199646634,1004.1590708192775
2018-06-02 03:00:00+00:00,1003.9670614485603,1007.5549553449679,1000.879422186657,1001.4641447149393
2018-06-02 04:00:00+00:00,1002.4324029957587,1003.9946947863332,1000.0682186647629,1002.26905379178
2018-06-02 05:00:00+00:00,1001.84671458333,1009.5742965078151,1000.2094205092809,1007.5707910455914
2018-06-02 06:00:00+00:00,1007.7335161983152,1026.355709050925,999.8939698756627,1022.6584536405175
2018-06-02 07:00:00+00:00,1022.3857412644854,1030.889787812658,1020.2171196483807,1024.379953298647
2018-06-02 08:00:00+00:00,1024.6216238629054,1039.647609344586,1024.8672125371324,1032.5599685949576
2018-06-02 09:00:00+00:00,1032.187623763921,1036.393686424907,1028.0504962730172,1034.7137544905663
2018-06-02 10:00:00+00:00,1034.3713704448562,1040.6349986628436,1029.433717726051,1032.8963674792608
2018-06-02 11:00:00+00:00,1032.9690199242991,1035.7850591004963,1027.5214563177,1033.2505722110407
2018-06-02 12:00:00+00:00,1033.137802068543,1035.5392976640762,1028.7865842964175,1031.194286490117
2018-06-02 13:00:00+00:00,1031.2194461582271,1034.9005973846079,1029.5485691744843,1032.0443775567164
2018-06-02 14:00:00+00:00,1032.0563588534128,1034.9894961520833,1029.9173458435623,1034.612621612644
2018-06-02 15:00:00+00:00,1034.4103573953923,1048.3117050036558,1028.1380254713208,1035.201031886288
2018-06-02 16:00:00+00:00,1034.944963536642,1039.6473308737995,1029.908971774152,1036.8590186147894
2018-06-02 17:00:00+00:00,1036.1067261867463,1044.8634931194556,1035.0530904345164,1038.827919672971
2018-06-02 18:00:00+00:00,1038.8749145348247,1047.895134913412,1036.9216856512107,1044.068568032545
2018-06-02 19:00:00+00:00,1043.8898888062472,1048.6817898172023,1041.523337375541,1045.713761336383
2018-06-02 20:00:00+00:00,1045.4530762831027,1048.5253507159662,1033.150008116029,1034.884692834648
2018-06-02 21:00:00+00:00,1034.7204581554793,1040.638476758755,1032.8635420425544,1036.2965182709047
2018-06-02 22:00:00+00:00,1036.066481634587,1038.9670101098288,1032.4788582520814,1036.75210430454
2018-06-02 23:00:00+00:00,1036.6689464629385,1041.5753312903316,1035.6230003405558,1038.2532877460892
2018-06-03 00:00:00+00:00,1038.572146313127,1044.2152625798296,1038.1331122271101,1041.636624235364
2018-06-03 01:00:00+00:00,1041.7843916316806,1046.2660154810694,1038.6399441186638,1041.4428325417296
2018-06-03 02:00:00+00:00,1041.4614458025264,1042.3739199131182,1032.4798497592953,1038.8792929529625
2018-06-03 03:00:00+00:00,1039.0644514666533,1043.0493581715239,1035.6740680201112,1038.3965044535553
2018-06-03 04:00:00+00:00,1038.6451287753152,1040.3638901075394,1034.8729665224564,1037.5644511505836
2018-06-03 05:00:00+00:00,1037.5990650461329,1043.1712375316229,1036.9904050863358,1041.2140746129385
2018-06-03 06:00:00+00:00,1040.8565541209232,1059.9942973663512,1039.0175082576804,1053.8889341662548
2018-06-03 07:00:00+00:00,1053.3916412082954,1058.707136325094,1051.5108339733106,1056.3439198857059
2018-06-03 08:00:00+00:00,1056.2266372935435,1073.5410465072982,1054.6546630984392,1067.4117520348905
2018-06-03 09:00:00+00:00,1067.8172748818986,1071.0465976726705,1063.0253475112897,1068.706281671709
2018-06-03 10:00:00+00:00,1068.7981234974927,1069.6043772371472,1057.4886714091851,1059.3752358759
2018-06-03 11:00:00+00:00,1059.173453944515,1066.0756111442327,1059.3642572491012,1062.7111944902601
2018-06-03 12:00:00+00:00,1062.5800527434758,1070.6694427690356,1060.8337982308612,1066.4877637623033
2018-06-03 13:00:00+00:00,1066.2476274272356,1078.04606885045,1065.359361574012,1070.5972154377725
2018-06-03 14:00:00+00:00,1070.2257610730856,1074.0133164738077,1063.1028021833824,1069.5440544074072
2018-06-03 15:00:00+00:00,1069.5585593589603,1073.8057712394366,1065.9924739095075,1072.0820625100007
2018-06-03 16:00:00+00:00,1072.252246417421,1074.1375334230834,1066.2821844638215,1066.4868824046787
2018-06-03 17:00:00+00:00,1065.8756414593925,1066.7899488570345,1056.425148725951,1064.9904750231774
2018-06-03 18:00:00+00:00,1064.8531188626987,1065.5794747447346,1056.9090996031427,1057.7664543311316
2018-06-03 19:00:00+00:00,1057.8356290243516,1065.6617739124436,1049.9208201898434,1063.6782063529258
2018-06-03 20:00:00+00:00,1063.5808706487226,1069.5047626337698,1059.4634485343443,1068.2870373254782
2018-06-03 21:00:00+00:00,1068.1183391950642,1069.19055427142,1060.9826920761695,1064.3155980183194
2018-06-03 22:00:00+00:00,1064.1188988558067,1066.912698528611,1060.0089355029504,1065.1290708554345
2018-06-03 23:00:00+00:00,1064.7151242297602,1070.4719555566392,1062.4911339931255,1069.3017009899172
2018-06-04 00:00:00+00:00,1070.0745796076308,1070.4785080022266,1069.9709657503163,1070.3783782886785
2018-06-04 01:00:00+00:00,1074.7168797798663,1078.0647591962693,1067.8265795928985,1073.3636824932994
2018-06-04 02:00:00+00:00,1073.4177153716141,1073.777485111689,1064.4443950366642,1065.8076422358479
2018-06-04 03:00:00+00:00,1065.4014919827725,1073.4626478287978,1064.1451107559894,1070.774624154146
2018-06-04 04:00:00+00:00,1070.6639272282907,1072.3869168168633,1067.2189316404688,1070.104419090324
2018-06-04 05:00:00+00:00,1070.1860307177171,1070.5262866889313,1053.1048445757779,1060.7892366362755
2018-06-04 06:00:00+00:00,1060.371984104604,1060.8589613880583,1039.0819135213821,1046.4397184610875
2018-06-04 07:00:00+00:00,1048.2053955152646,1055.891844760394,1044.490784785985,1048.5241604718792
2018-06-04 08:00:00+00:00,1048.450414150428,1050.5070574213007,1041.4196615014675,1047.3797299287476
2018-06-04 09:00:00+00:00,1047.4282614671947,1051.5536153717499,1040.6455215230412,1051.4000163717983
2018-06-04 10:00:00+00:00,1051.4334045968285,1053.131040634512,1045.0752378676618,1046.37846230714
2018-06-04 11:00:00+00:00,1046.1957859730237,1046.0243081716985,1025.2529899366507,1028.107985388795
2018-06-04 12:00:00+00:00,1028.604365585794,1035.0343599728888,1027.0482143829781,1031.9311758843394
2018-06-04 13:00:00+00:00,1031.8246486575158,1034.7307172947928,1027.3176426236698,1028.611619673754
2018-06-04 14:00:00+00:00,1028.6988418360665,1029.0574172371325,1014.7663453312881,1021.505047156486
2018-06-04 15:00:00+00:00,1021.190906973125,1029.551516297956,1020.1478191769935,1023.6763417178398
2018-06-04 16:00:00+00:00,1023.7209365603841,1027.8259942685766,1019.9171614794234,1020.8924284600755
2018-06-04 17:00:00+00:00,1020.9443631980268,1023.8171576009103,1014.1563556925886,1021.243076537564
2018-06-04 18:00:00+00:00,1021.1211792166937,1026.6021031235389,1019.0173346392835,1026.1126612499713
2018-06-04 19:00:00+00:00,1025.8210201364423,1030.9744244424385,1023.1494360450635,1026.3402011452692
2018-06-04 20:00:00+00:00,1026.631188721897,1035.6993789587434,1024.747812630448,1035.4175564541317
2018-06-04 21:00:00+00:00,1035.293598711292,1041.9404714931554,1034.4594061847286,1038.4734503057475
2018-06-04 22:00:00+00:00,1038.2512386579829,1038.7821363082282,1030.51504158538,1031.6555024181037
2018-06-04 23:00:00+00:00,1031.4808293985084,1032.082526340125,1020.5230572873849,1026.1741515915985
2018-06-05 00:00:00+00:00,1026.4786882036904,1032.4943166468902,1026.4691283619384,1029.5631371993957
2018-06-05 01:00:00+00:00,1029.746628485196,1041.7907923996768,1026.7877911646572,1029.1277193426827
2018-06-05 02:00:00+00:00,1029.0010176499886,1030.1137931893322,1004.9146848230797,1008.3472074449371
2018-06-05 03:00:00+00:00,1008.4244100806878,1014.3759198550204,1003.7854250715573,1010.0029658699552
2018-06-05 04:00:00+00:00,1010.3629597088195,1015.4302329950773,1002.9028045541795,1004.1287783626003
