Date,BITX,% Change
Fri Mar 01 2019 16:00:00 GMT-0500,4885.22,1.07%
Sat Mar 02 2019 16:00:00 GMT-0500,4821.79,-1.30%
Sun Mar 03 2019 16:00:00 GMT-0500,4817.79,-0.08%
Mon Mar 04 2019 16:00:00 GMT-0500,4670.2,-3.06%
Tue Mar 05 2019 16:00:00 GMT-0500,4894.51,4.80%
Wed Mar 06 2019 16:00:00 GMT-0500,4909.25,0.30%
Thu Mar 07 2019 16:00:00 GMT-0500,4943.08,0.69%
Fri Mar 08 2019 16:00:00 GMT-0500,4959.65,0.34%
Sat Mar 09 2019 16:00:00 GMT-0500,4953.47,-0.12%
Sun Mar 10 2019 16:00:00 GMT-0400,4943.14,-0.21%
Mon Mar 11 2019 16:00:00 GMT-0400,4874.97,-1.38%
Tue Mar 12 2019 16:00:00 GMT-0400,4908.08,0.68%
Wed Mar 13 2019 16:00:00 GMT-0400,4911.59,0.07%
Thu Mar 14 2019 16:00:00 GMT-0400,4907.82,-0.08%
Fri Mar 15 2019 16:00:00 GMT-0400,5005.82,2.00%
Sat Mar 16 2019 16:00:00 GMT-0400,5107.89,2.04%
Sun Mar 17 2019 16:00:00 GMT-0400,5096.05,-0.23%
Mon Mar 18 2019 16:00:00 GMT-0400,5072.77,-0.46%
Tue Mar 19 2019 16:00:00 GMT-0400,5112.6,0.79%
Wed Mar 20 2019 16:00:00 GMT-0400,5129.12,0.32%
Thu Mar 21 2019 16:00:00 GMT-0400,5051.7,-1.51%
Fri Mar 22 2019 16:00:00 GMT-0400,5091.19,0.78%
Sat Mar 23 2019 16:00:00 GMT-0400,5074.06,-0.34%
Sun Mar 24 2019 16:00:00 GMT-0400,5056.28,-0.35%
Mon Mar 25 2019 16:00:00 GMT-0400,4962.48,-1.86%
Tue Mar 26 2019 16:00:00 GMT-0400,4973.76,0.23%
Wed Mar 27 2019 16:00:00 GMT-0400,5138.85,3.32%
Thu Mar 28 2019 16:00:00 GMT-0400,5131.55,-0.14%
Fri Mar 29 2019 16:00:00 GMT-0400,5214.23,1.61%
Sat Mar 30 2019 16:00:00 GMT-0400,5217.32,0.06%
Sun Mar 31 2019 16:00:00 GMT-0400,5234.34,0.33%
Mon Apr 01 2019 16:00:00 GMT-0400,5274.34,0.76%
Tue Apr 02 2019 16:00:00 GMT-0400,6077.88,15.23%
Wed Apr 03 2019 16:00:00 GMT-0400,6704.06,10.30%
Thu Apr 04 2019 16:00:00 GMT-0400,6124.92,-8.64%
Fri Apr 05 2019 16:00:00 GMT-0400,6456.42,5.41%
Sat Apr 06 2019 16:00:00 GMT-0400,6655.92,3.09%
Sun Apr 07 2019 16:00:00 GMT-0400,6613.07,-0.64%
Mon Apr 08 2019 16:00:00 GMT-0400,6682.95,1.06%
Tue Apr 09 2019 16:00:00 GMT-0400,6669.69,-0.20%
Wed Apr 10 2019 16:00:00 GMT-0400,6906.14,3.55%
Thu Apr 11 2019 16:00:00 GMT-0400,6396.15,-7.38%
Fri Apr 12 2019 16:00:00 GMT-0400,6372.08,-0.38%
Sat Apr 13 2019 16:00:00 GMT-0400,6374.2,0.03%
Sun Apr 14 2019 16:00:00 GMT-0400,6397.39,0.36%
Mon Apr 15 2019 16:00:00 GMT-0400,6294.22,-1.61%
Tue Apr 16 2019 16:00:00 GMT-0400,6524.17,3.65%
Wed Apr 17 2019 16:00:00 GMT-0400,6573.48,0.76%
Thu Apr 18 2019 16:00:00 GMT-0400,6680.34,1.63%
Fri Apr 19 2019 16:00:00 GMT-0400,6657.96,-0.34%
Sat Apr 20 2019 16:00:00 GMT-0400,6663.28,0.08%
Sun Apr 21 2019 16:00:00 GMT-0400,6520.95,-2.14%
Mon Apr 22 2019 16:00:00 GMT-0400,6674.8,2.36%
Tue Apr 23 2019 16:00:00 GMT-0400,6835.8,2.41%
Wed Apr 24 2019 16:00:00 GMT-0400,6545.24,-4.25%
Thu Apr 25 2019 16:00:00 GMT-0400,6621.83,1.17%
Fri Apr 26 2019 16:00:00 GMT-0400,6145.35,-7.20%
Sat Apr 27 2019 16:00:00 GMT-0400,6305.34,2.60%
Sun Apr 28 2019 16:00:00 GMT-0400,6198.46,-1.70%
Mon Apr 29 2019 16:00:00 GMT-0400,6183.47,-0.24%
Tue Apr 30 2019 16:00:00 GMT-0400,6331.82,2.40%
Wed May 01 2019 16:00:00 GMT-0400,6397.02,1.03%
Thu May 02 2019 16:00:00 GMT-0400,6466.36,1.08%
Fri May 03 2019 16:00:00 GMT-0400,6796.2,5.10%
Sat May 04 2019 16:00:00 GMT-0400,6685.44,-1.63%
Sun May 05 2019 16:00:00 GMT-0400,6770.29,1.27%
Mon May 06 2019 16:00:00 GMT-0400,6862.93,1.37%
Tue May 07 2019 16:00:00 GMT-0400,6907.06,0.64%
Wed May 08 2019 16:00:00 GMT-0400,6945.17,0.55%
Thu May 09 2019 16:00:00 GMT-0400,7039.92,1.36%
Fri May 10 2019 16:00:00 GMT-0400,7368.22,4.66%
Sat May 11 2019 16:00:00 GMT-0400,8086.63,9.75%
Sun May 12 2019 16:00:00 GMT-0400,8087.04,0.01%
Mon May 13 2019 16:00:00 GMT-0400,8970.66,10.93%
Tue May 14 2019 16:00:00 GMT-0400,9004.43,0.38%
Wed May 15 2019 16:00:00 GMT-0400,9713.73,7.88%
Thu May 16 2019 16:00:00 GMT-0400,9448.78,-2.73%
Fri May 17 2019 16:00:00 GMT-0400,8557.73,-9.43%
Sat May 18 2019 16:00:00 GMT-0400,8692.68,1.58%
Sun May 19 2019 16:00:00 GMT-0400,9520.83,9.53%
Mon May 20 2019 16:00:00 GMT-0400,9321.66,-2.09%
Tue May 21 2019 16:00:00 GMT-0400,9568.75,2.65%
Wed May 22 2019 16:00:00 GMT-0400,9435.07,-1.40%
Thu May 23 2019 16:00:00 GMT-0400,9181.46,-2.69%
Fri May 24 2019 16:00:00 GMT-0400,9566.22,4.19%
Sat May 25 2019 16:00:00 GMT-0400,9492.69,-0.77%
Sun May 26 2019 16:00:00 GMT-0400,10067.79,6.06%
Mon May 27 2019 16:00:00 GMT-0400,10460.08,3.90%
Tue May 28 2019 16:00:00 GMT-0400,10421.35,-0.37%
Wed May 29 2019 16:00:00 GMT-0400,10473.21,0.50%
Thu May 30 2019 16:00:00 GMT-0400,10350.95,-1.17%
Fri May 31 2019 16:00:00 GMT-0400,10119.27,-2.24%
Sat Jun 01 2019 16:00:00 GMT-0400,10219,0.99%
Sun Jun 02 2019 16:00:00 GMT-0400,10367.22,1.45%
Mon Jun 03 2019 16:00:00 GMT-0400,10230.78,-1.32%
Tue Jun 04 2019 16:00:00 GMT-0400,9057.04,-11.47%
Wed Jun 05 2019 16:00:00 GMT-0400,9330.63,3.02%
Thu Jun 06 2019 16:00:00 GMT-0400,9124.77,-2.21%
Fri Jun 07 2019 16:00:00 GMT-0400,9592.3,5.12%
Sat Jun 08 2019 16:00:00 GMT-0400,9392.41,-2.08%
Sun Jun 09 2019 16:00:00 GMT-0400,9231.17,-1.72%
Mon Jun 10 2019 16:00:00 GMT-0400,9552.73,3.48%
Tue Jun 11 2019 16:00:00 GMT-0400,9494.3,-0.61%
Wed Jun 12 2019 16:00:00 GMT-0400,9810.54,3.33%
Thu Jun 13 2019 16:00:00 GMT-0400,9877.32,0.68%
Fri Jun 14 2019 16:00:00 GMT-0400,9952.48,0.76%
Sat Jun 15 2019 16:00:00 GMT-0400,10490.63,5.41%
Sun Jun 16 2019 16:00:00 GMT-0400,10519.77,0.28%
Mon Jun 17 2019 16:00:00 GMT-0400,10896.97,3.59%
Tue Jun 18 2019 16:00:00 GMT-0400,10628.51,-2.46%
Wed Jun 19 2019 16:00:00 GMT-0400,10752.4,1.17%
Thu Jun 20 2019 16:00:00 GMT-0400,11036.95,2.65%
Fri Jun 21 2019 16:00:00 GMT-0400,11513.81,4.32%
Sat Jun 22 2019 16:00:00 GMT-0400,12335.79,7.14%
Sun Jun 23 2019 16:00:00 GMT-0400,12581.5,1.99%
Mon Jun 24 2019 16:00:00 GMT-0400,12441.74,-1.11%
Tue Jun 25 2019 16:00:00 GMT-0400,12818.68,3.03%
Wed Jun 26 2019 16:00:00 GMT-0400,15058.94,17.48%
Thu Jun 27 2019 16:00:00 GMT-0400,11967.15,-20.53%
Fri Jun 28 2019 16:00:00 GMT-0400,13373.05,11.75%
Sat Jun 29 2019 16:00:00 GMT-0400,13065.05,-2.30%
Sun Jun 30 2019 16:00:00 GMT-0400,12418.3,-4.95%
Mon Jul 01 2019 16:00:00 GMT-0400,11382.23,-8.34%
Tue Jul 02 2019 16:00:00 GMT-0400,11911.08,4.65%
Wed Jul 03 2019 16:00:00 GMT-0400,12355.83,3.73%
Thu Jul 04 2019 16:00:00 GMT-0400,12852.48,4.02%
Fri Jul 05 2019 16:00:00 GMT-0400,12173.01,-5.29%
Sat Jul 06 2019 16:00:00 GMT-0400,12552.25,3.12%
Sun Jul 07 2019 16:00:00 GMT-0400,12646.79,0.75%
Mon Jul 08 2019 16:00:00 GMT-0400,13205.87,4.42%
Tue Jul 09 2019 16:00:00 GMT-0400,13395.78,1.44%
Wed Jul 10 2019 16:00:00 GMT-0400,12779.57,-4.60%
Thu Jul 11 2019 16:00:00 GMT-0400,12204.03,-4.50%
Fri Jul 12 2019 16:00:00 GMT-0400,12296.45,0.76%
Sat Jul 13 2019 16:00:00 GMT-0400,11870.22,-3.47%
Sun Jul 14 2019 16:00:00 GMT-0400,11012.62,-7.22%
Mon Jul 15 2019 16:00:00 GMT-0400,11317.99,2.77%
Tue Jul 16 2019 16:00:00 GMT-0400,10122.99,-10.56%
Wed Jul 17 2019 16:00:00 GMT-0400,10274.28,1.49%
Thu Jul 18 2019 16:00:00 GMT-0400,11015.39,7.21%
Fri Jul 19 2019 16:00:00 GMT-0400,10873.77,-1.29%
Sat Jul 20 2019 16:00:00 GMT-0400,11479.02,5.57%
Sun Jul 21 2019 16:00:00 GMT-0400,10934.92,-4.74%
Mon Jul 22 2019 16:00:00 GMT-0400,10619.8,-2.88%
Tue Jul 23 2019 16:00:00 GMT-0400,10646.08,0.25%
Wed Jul 24 2019 16:00:00 GMT-0400,10221.62,-3.99%
Thu Jul 25 2019 16:00:00 GMT-0400,10438.69,2.12%
Fri Jul 26 2019 16:00:00 GMT-0400,10494.49,0.53%
Sat Jul 27 2019 16:00:00 GMT-0400,9981.33,-4.89%
Sun Jul 28 2019 16:00:00 GMT-0400,10101.94,1.21%
Mon Jul 29 2019 16:00:00 GMT-0400,10042.89,-0.58%
Tue Jul 30 2019 16:00:00 GMT-0400,10200.57,1.57%
Wed Jul 31 2019 16:00:00 GMT-0400,10556.67,3.49%
Thu Aug 01 2019 16:00:00 GMT-0400,10792.47,2.23%
Fri Aug 02 2019 16:00:00 GMT-0400,10903.41,1.03%
Sat Aug 03 2019 16:00:00 GMT-0400,11277.54,3.43%
Sun Aug 04 2019 16:00:00 GMT-0400,11343.29,0.58%
Mon Aug 05 2019 16:00:00 GMT-0400,12082.09,6.51%
Tue Aug 06 2019 16:00:00 GMT-0400,11943.34,-1.15%
Wed Aug 07 2019 16:00:00 GMT-0400,11970.67,0.23%
Thu Aug 08 2019 16:00:00 GMT-0400,11751.63,-1.83%
Fri Aug 09 2019 16:00:00 GMT-0400,11851.46,0.85%
Sat Aug 10 2019 16:00:00 GMT-0400,11484.91,-3.09%
Sun Aug 11 2019 16:00:00 GMT-0400,11615.38,1.14%
Mon Aug 12 2019 16:00:00 GMT-0400,11616.82,0.01%
Tue Aug 13 2019 16:00:00 GMT-0400,11142.12,-4.09%
Wed Aug 14 2019 16:00:00 GMT-0400,10288.6,-7.66%
Thu Aug 15 2019 16:00:00 GMT-0400,10262.52,-0.25%
Fri Aug 16 2019 16:00:00 GMT-0400,10561.24,2.91%
Sat Aug 17 2019 16:00:00 GMT-0400,10290.94,-2.56%
Sun Aug 18 2019 16:00:00 GMT-0400,10599.01,2.99%
Mon Aug 19 2019 16:00:00 GMT-0400,10846.02,2.33%
Tue Aug 20 2019 16:00:00 GMT-0400,10841.85,-0.04%
Wed Aug 21 2019 16:00:00 GMT-0400,10248.91,-5.47%
Thu Aug 22 2019 16:00:00 GMT-0400,10362.87,1.11%
Fri Aug 23 2019 16:00:00 GMT-0400,10589.94,2.19%
Sat Aug 24 2019 16:00:00 GMT-0400,10316.98,-2.58%
Sun Aug 25 2019 16:00:00 GMT-0400,10230,-0.84%
Mon Aug 26 2019 16:00:00 GMT-0400,10438.84,2.04%
Tue Aug 27 2019 16:00:00 GMT-0400,10309.06,-1.24%
Wed Aug 28 2019 16:00:00 GMT-0400,9759.57,-5.33%
Thu Aug 29 2019 16:00:00 GMT-0400,9600.77,-1.63%
Fri Aug 30 2019 16:00:00 GMT-0400,9649.58,0.51%
Sat Aug 31 2019 16:00:00 GMT-0400,9649.81,0.00%
Sun Sep 01 2019 16:00:00 GMT-0400,9717.62,0.70%
Mon Sep 02 2019 16:00:00 GMT-0400,10222.68,5.20%
Tue Sep 03 2019 16:00:00 GMT-0400,10633.81,4.02%
Wed Sep 04 2019 16:00:00 GMT-0400,10648.66,0.14%
Thu Sep 05 2019 16:00:00 GMT-0400,10444.05,-1.92%
Fri Sep 06 2019 16:00:00 GMT-0400,10310.95,-1.27%
Sat Sep 07 2019 16:00:00 GMT-0400,10511.08,1.94%
Sun Sep 08 2019 16:00:00 GMT-0400,10396.37,-1.09%
Mon Sep 09 2019 16:00:00 GMT-0400,10375.96,-0.20%
Tue Sep 10 2019 16:00:00 GMT-0400,10101.49,-2.65%
Wed Sep 11 2019 16:00:00 GMT-0400,10129.09,0.27%
Thu Sep 12 2019 16:00:00 GMT-0400,10341.53,2.10%
Fri Sep 13 2019 16:00:00 GMT-0400,10249.13,-0.89%
Sat Sep 14 2019 16:00:00 GMT-0400,10497.34,2.42%
Sun Sep 15 2019 16:00:00 GMT-0400,10419.01,-0.75%
Mon Sep 16 2019 16:00:00 GMT-0400,10278.01,-1.35%
Tue Sep 17 2019 16:00:00 GMT-0400,10579.85,2.94%
Wed Sep 18 2019 16:00:00 GMT-0400,10591.84,0.11%
Thu Sep 19 2019 16:00:00 GMT-0400,10551.9,-0.38%
Fri Sep 20 2019 16:00:00 GMT-0400,10502.11,-0.47%
Sat Sep 21 2019 16:00:00 GMT-0400,10377.51,-1.19%
Sun Sep 22 2019 16:00:00 GMT-0400,10259.81,-1.13%
Mon Sep 23 2019 16:00:00 GMT-0400,10117,-1.39%
Tue Sep 24 2019 16:00:00 GMT-0400,8641.15,-14.59%
Wed Sep 25 2019 16:00:00 GMT-0400,8548.74,-1.07%
Thu Sep 26 2019 16:00:00 GMT-0400,8324.16,-2.63%
Fri Sep 27 2019 16:00:00 GMT-0400,8232.88,-1.10%
Sat Sep 28 2019 16:00:00 GMT-0400,8411.64,2.17%
Sun Sep 29 2019 16:00:00 GMT-0400,8184.45,-2.70%
Mon Sep 30 2019 16:00:00 GMT-0400,8560.76,4.60%
Tue Oct 01 2019 16:00:00 GMT-0400,8559.99,-0.01%
Wed Oct 02 2019 16:00:00 GMT-0400,8536.27,-0.28%
Thu Oct 03 2019 16:00:00 GMT-0400,8402.88,-1.56%
Fri Oct 04 2019 16:00:00 GMT-0400,8498.86,1.14%
Sat Oct 05 2019 16:00:00 GMT-0400,8381.78,-1.38%
Sun Oct 06 2019 16:00:00 GMT-0400,8202.62,-2.14%
Mon Oct 07 2019 16:00:00 GMT-0400,8593.12,4.76%
Tue Oct 08 2019 16:00:00 GMT-0400,8524.54,-0.80%
Wed Oct 09 2019 16:00:00 GMT-0400,8968.77,5.21%
Thu Oct 10 2019 16:00:00 GMT-0400,8918.47,-0.56%
Fri Oct 11 2019 16:00:00 GMT-0400,8659.83,-2.90%
Sat Oct 12 2019 16:00:00 GMT-0400,8630.69,-0.34%
Sun Oct 13 2019 16:00:00 GMT-0400,8775.14,1.67%
Mon Oct 14 2019 16:00:00 GMT-0400,8721.54,-0.61%
Tue Oct 15 2019 16:00:00 GMT-0400,8533.04,-2.16%
Wed Oct 16 2019 16:00:00 GMT-0400,8300.39,-2.73%
Thu Oct 17 2019 16:00:00 GMT-0400,8449.62,1.80%
Fri Oct 18 2019 16:00:00 GMT-0400,8334.07,-1.37%
Sat Oct 19 2019 16:00:00 GMT-0400,8339.33,0.06%
Sun Oct 20 2019 16:00:00 GMT-0400,8585.93,2.96%
Mon Oct 21 2019 16:00:00 GMT-0400,8546.35,-0.46%
Tue Oct 22 2019 16:00:00 GMT-0400,8519.55,-0.31%
Wed Oct 23 2019 16:00:00 GMT-0400,7815.76,-8.26%
Thu Oct 24 2019 16:00:00 GMT-0400,7859.7,0.56%
Fri Oct 25 2019 16:00:00 GMT-0400,8977.03,14.22%
Sat Oct 26 2019 16:00:00 GMT-0400,9230.42,2.82%
Sun Oct 27 2019 16:00:00 GMT-0400,9913.38,7.40%
Mon Oct 28 2019 16:00:00 GMT-0400,9638.47,-2.77%
Tue Oct 29 2019 16:00:00 GMT-0400,9538.43,-1.04%
Wed Oct 30 2019 16:00:00 GMT-0400,9477.37,-0.64%
Thu Oct 31 2019 16:00:00 GMT-0400,9489.5,0.13%
Fri Nov 01 2019 16:00:00 GMT-0400,9431.19,-0.61%
Sat Nov 02 2019 16:00:00 GMT-0400,9599.68,1.79%
Sun Nov 03 2019 16:00:00 GMT-0500,9420.34,-1.87%
Mon Nov 04 2019 16:00:00 GMT-0500,9737.61,3.37%
Tue Nov 05 2019 16:00:00 GMT-0500,9693.79,-0.45%
Wed Nov 06 2019 16:00:00 GMT-0500,9637.4,-0.58%
Thu Nov 07 2019 16:00:00 GMT-0500,9489.43,-1.54%
Fri Nov 08 2019 16:00:00 GMT-0500,9132.09,-3.77%
Sat Nov 09 2019 16:00:00 GMT-0500,9125.83,-0.07%
Sun Nov 10 2019 16:00:00 GMT-0500,9397.66,2.98%
Mon Nov 11 2019 16:00:00 GMT-0500,9088.19,-3.29%
Tue Nov 12 2019 16:00:00 GMT-0500,9144.07,0.61%
Wed Nov 13 2019 16:00:00 GMT-0500,9107.01,-0.41%
Thu Nov 14 2019 16:00:00 GMT-0500,8992.27,-1.26%
Fri Nov 15 2019 16:00:00 GMT-0500,8789.52,-2.25%
Sat Nov 16 2019 16:00:00 GMT-0500,8789.81,0.00%
Sun Nov 17 2019 16:00:00 GMT-0500,8880.46,1.03%
Mon Nov 18 2019 16:00:00 GMT-0500,8524.54,-4.01%
Tue Nov 19 2019 16:00:00 GMT-0500,8400.68,-1.45%
Wed Nov 20 2019 16:00:00 GMT-0500,8386.21,-0.17%
Thu Nov 21 2019 16:00:00 GMT-0500,7851.76,-6.37%
Fri Nov 22 2019 16:00:00 GMT-0500,7582.73,-3.43%
Sat Nov 23 2019 16:00:00 GMT-0500,7542.71,-0.53%
Sun Nov 24 2019 16:00:00 GMT-0500,7281.44,-3.46%
Mon Nov 25 2019 16:00:00 GMT-0500,7379.33,1.34%
Tue Nov 26 2019 16:00:00 GMT-0500,7341.85,-0.51%
Wed Nov 27 2019 16:00:00 GMT-0500,7773.09,5.87%
Thu Nov 28 2019 16:00:00 GMT-0500,7780.07,0.09%
Fri Nov 29 2019 16:00:00 GMT-0500,7940.58,2.06%
Sat Nov 30 2019 16:00:00 GMT-0500,7707.24,-2.94%
Sun Dec 01 2019 16:00:00 GMT-0500,7575.5,-1.71%
Mon Dec 02 2019 16:00:00 GMT-0500,7499.19,-1.01%
Tue Dec 03 2019 16:00:00 GMT-0500,7505.71,0.09%
Wed Dec 04 2019 16:00:00 GMT-0500,7392.17,-1.51%
Thu Dec 05 2019 16:00:00 GMT-0500,7573.79,2.46%
Fri Dec 06 2019 16:00:00 GMT-0500,7620.09,0.61%
Sat Dec 07 2019 16:00:00 GMT-0500,7692.06,0.94%
Sun Dec 08 2019 16:00:00 GMT-0500,7735.3,0.56%
Mon Dec 09 2019 16:00:00 GMT-0500,7499.4,-3.05%
Tue Dec 10 2019 16:00:00 GMT-0500,7395.28,-1.39%
Wed Dec 11 2019 16:00:00 GMT-0500,7361.25,-0.46%
Thu Dec 12 2019 16:00:00 GMT-0500,7442.78,1.11%
Fri Dec 13 2019 16:00:00 GMT-0500,7452.65,0.13%
Sat Dec 14 2019 16:00:00 GMT-0500,7272.34,-2.42%
Sun Dec 15 2019 16:00:00 GMT-0500,7324.57,0.72%
Mon Dec 16 2019 16:00:00 GMT-0500,6988.34,-4.59%
Tue Dec 17 2019 16:00:00 GMT-0500,6639.6,-4.99%
Wed Dec 18 2019 16:00:00 GMT-0500,7179.27,8.13%
Thu Dec 19 2019 16:00:00 GMT-0500,7164.89,-0.20%
Fri Dec 20 2019 16:00:00 GMT-0500,7238.18,1.02%
Sat Dec 21 2019 16:00:00 GMT-0500,7176.77,-0.85%
Sun Dec 22 2019 16:00:00 GMT-0500,7443.45,3.72%
Mon Dec 23 2019 16:00:00 GMT-0500,7396.56,-0.63%
Tue Dec 24 2019 16:00:00 GMT-0500,7230.66,-2.24%
Wed Dec 25 2019 16:00:00 GMT-0500,7234.05,0.05%
Thu Dec 26 2019 16:00:00 GMT-0500,7253.2,0.26%
Fri Dec 27 2019 16:00:00 GMT-0500,7223.9,-0.40%
Sat Dec 28 2019 16:00:00 GMT-0500,7355.19,1.82%
Sun Dec 29 2019 16:00:00 GMT-0500,7442.12,1.18%
Mon Dec 30 2019 16:00:00 GMT-0500,7295.99,-1.96%
Tue Dec 31 2019 16:00:00 GMT-0500,7184.06,-1.53%
Wed Jan 01 2020 16:00:00 GMT-0500,7274.26,1.26%
Thu Jan 02 2020 16:00:00 GMT-0500,6978.62,-4.06%
Fri Jan 03 2020 16:00:00 GMT-0500,7364.49,5.53%
Sat Jan 04 2020 16:00:00 GMT-0500,7385.72,0.29%
Sun Jan 05 2020 16:00:00 GMT-0500,7504.82,1.61%
Mon Jan 06 2020 16:00:00 GMT-0500,7693.29,2.51%
Tue Jan 07 2020 16:00:00 GMT-0500,8204.93,6.65%
Wed Jan 08 2020 16:00:00 GMT-0500,8037.81,-2.04%
Thu Jan 09 2020 16:00:00 GMT-0500,7843.62,-2.42%
Fri Jan 10 2020 16:00:00 GMT-0500,8125.34,3.59%
Sat Jan 11 2020 16:00:00 GMT-0500,8243.77,1.46%
Sun Jan 12 2020 16:00:00 GMT-0500,8211.74,-0.39%
Mon Jan 13 2020 16:00:00 GMT-0500,8214.1,0.03%
Tue Jan 14 2020 16:00:00 GMT-0500,8881.87,8.13%
Wed Jan 15 2020 16:00:00 GMT-0500,9008.02,1.42%
Thu Jan 16 2020 16:00:00 GMT-0500,8935.51,-0.80%
Fri Jan 17 2020 16:00:00 GMT-0500,9121.54,2.08%
Sat Jan 18 2020 16:00:00 GMT-0500,9170.99,0.54%
Sun Jan 19 2020 16:00:00 GMT-0500,8851.09,-3.49%
Mon Jan 20 2020 16:00:00 GMT-0500,8909.9,0.66%
Tue Jan 21 2020 16:00:00 GMT-0500,8953.18,0.49%
Wed Jan 22 2020 16:00:00 GMT-0500,8910.09,-0.48%
Thu Jan 23 2020 16:00:00 GMT-0500,8567.99,-3.84%
Fri Jan 24 2020 16:00:00 GMT-0500,8688.09,1.40%
Sat Jan 25 2020 16:00:00 GMT-0500,8555.89,-1.52%
Sun Jan 26 2020 16:00:00 GMT-0500,8793.86,2.78%
Mon Jan 27 2020 16:00:00 GMT-0500,9218.38,4.83%
Tue Jan 28 2020 16:00:00 GMT-0500,9289.61,0.77%
Wed Jan 29 2020 16:00:00 GMT-0500,9595.85,3.30%
Thu Jan 30 2020 16:00:00 GMT-0500,9845.97,2.61%
Fri Jan 31 2020 16:00:00 GMT-0500,9575.81,-2.74%
Sat Feb 01 2020 16:00:00 GMT-0500,9672.08,1.01%
Sun Feb 02 2020 16:00:00 GMT-0500,9815.78,1.49%
Mon Feb 03 2020 16:00:00 GMT-0500,9692.42,-1.26%
Tue Feb 04 2020 16:00:00 GMT-0500,9580.49,-1.15%
Wed Feb 05 2020 16:00:00 GMT-0500,10161.34,6.06%
Thu Feb 06 2020 16:00:00 GMT-0500,10301.96,1.38%
Fri Feb 07 2020 16:00:00 GMT-0500,10285.48,-0.16%
Sat Feb 08 2020 16:00:00 GMT-0500,10455.24,1.65%
Sun Feb 09 2020 16:00:00 GMT-0500,10617.83,1.56%
Mon Feb 10 2020 16:00:00 GMT-0500,10432.94,-1.74%
Tue Feb 11 2020 16:00:00 GMT-0500,10912.67,4.60%
Wed Feb 12 2020 16:00:00 GMT-0500,11262.36,3.20%
Thu Feb 13 2020 16:00:00 GMT-0500,11110.33,-1.35%
Fri Feb 14 2020 16:00:00 GMT-0500,11363.15,2.28%
Sat Feb 15 2020 16:00:00 GMT-0500,10753.31,-5.37%
Sun Feb 16 2020 16:00:00 GMT-0500,10455.85,-2.77%
Mon Feb 17 2020 16:00:00 GMT-0500,10373.38,-0.79%
Tue Feb 18 2020 16:00:00 GMT-0500,11026.49,6.30%
Wed Feb 19 2020 16:00:00 GMT-0500,10933.25,-0.85%
Thu Feb 20 2020 16:00:00 GMT-0500,10253.62,-6.22%
Fri Feb 21 2020 16:00:00 GMT-0500,10430.19,1.72%
Sat Feb 22 2020 16:00:00 GMT-0500,10408.37,-0.21%
Sun Feb 23 2020 16:00:00 GMT-0500,10649.18,2.31%
Mon Feb 24 2020 16:00:00 GMT-0500,10275.83,-3.51%
Tue Feb 25 2020 16:00:00 GMT-0500,9936.96,-3.30%
Wed Feb 26 2020 16:00:00 GMT-0500,9305.25,-6.36%
Thu Feb 27 2020 16:00:00 GMT-0500,9434.7,1.39%
Fri Feb 28 2020 16:00:00 GMT-0500,9114.67,-3.39%
Sat Feb 29 2020 16:00:00 GMT-0500,9162.04,0.52%
Sun Mar 01 2020 16:00:00 GMT-0500,8942.56,-2.40%
Mon Mar 02 2020 16:00:00 GMT-0500,9438.98,5.55%
Tue Mar 03 2020 16:00:00 GMT-0500,9212.08,-2.40%
Wed Mar 04 2020 16:00:00 GMT-0500,9195.62,-0.18%
Thu Mar 05 2020 16:00:00 GMT-0500,9638.43,4.82%
Fri Mar 06 2020 16:00:00 GMT-0500,9678.29,0.41%
Sat Mar 07 2020 16:00:00 GMT-0500,9449.06,-2.37%
Sun Mar 08 2020 16:00:00 GMT-0400,8737.24,-7.53%
Mon Mar 09 2020 16:00:00 GMT-0400,8203.87,-6.10%
Tue Mar 10 2020 16:00:00 GMT-0400,8385.36,2.21%
Wed Mar 11 2020 16:00:00 GMT-0400,8161.77,-2.67%
Thu Mar 12 2020 16:00:00 GMT-0400,6229.16,-23.68%
Fri Mar 13 2020 16:00:00 GMT-0400,5696.45,-8.55%
Sat Mar 14 2020 16:00:00 GMT-0400,5649.7,-0.82%
Sun Mar 15 2020 16:00:00 GMT-0400,5547.57,-1.81%
Mon Mar 16 2020 16:00:00 GMT-0400,5146.07,-7.24%
Tue Mar 17 2020 16:00:00 GMT-0400,5589.47,8.62%
Wed Mar 18 2020 16:00:00 GMT-0400,5521.94,-1.21%
Thu Mar 19 2020 16:00:00 GMT-0400,6438.38,16.60%
Fri Mar 20 2020 16:00:00 GMT-0400,6358.22,-1.25%
Sat Mar 21 2020 16:00:00 GMT-0400,6401.26,0.68%
Sun Mar 22 2020 16:00:00 GMT-0400,6070.08,-5.17%
Mon Mar 23 2020 16:00:00 GMT-0400,6423.87,5.83%
Tue Mar 24 2020 16:00:00 GMT-0400,6847.56,6.60%
Wed Mar 25 2020 16:00:00 GMT-0400,6739.04,-1.58%
Thu Mar 26 2020 16:00:00 GMT-0400,6787.53,0.72%
Fri Mar 27 2020 16:00:00 GMT-0400,6820.69,0.49%
Sat Mar 28 2020 16:00:00 GMT-0400,6399.88,-6.17%
Sun Mar 29 2020 16:00:00 GMT-0400,6088.11,-4.87%
Mon Mar 30 2020 16:00:00 GMT-0400,6543.25,7.48%
