Date,BITX,% Change
Tue Jan 30 2018 19:00:00 GMT-0500,18014.08,-10.53%
Wed Jan 31 2018 19:00:00 GMT-0500,18422.28,2.27%
Thu Feb 01 2018 19:00:00 GMT-0500,16334.58,-11.33%
Fri Feb 02 2018 19:00:00 GMT-0500,15473.95,-5.27%
Sat Feb 03 2018 19:00:00 GMT-0500,16420.74,6.12%
Sun Feb 04 2018 19:00:00 GMT-0500,14305.09,-12.88%
Mon Feb 05 2018 19:00:00 GMT-0500,11930.5,-16.60%
Tue Feb 06 2018 19:00:00 GMT-0500,13419.31,12.48%
Wed Feb 07 2018 19:00:00 GMT-0500,13009.9,-3.05%
Thu Feb 08 2018 19:00:00 GMT-0500,14334.81,10.18%
Fri Feb 09 2018 19:00:00 GMT-0500,15428.91,7.63%
Sat Feb 10 2018 19:00:00 GMT-0500,15285.73,-0.93%
Sun Feb 11 2018 19:00:00 GMT-0500,14467.61,-5.35%
Mon Feb 12 2018 19:00:00 GMT-0500,15697.15,8.50%
Tue Feb 13 2018 19:00:00 GMT-0500,15121.24,-3.67%
Wed Feb 14 2018 19:00:00 GMT-0500,16954.05,12.12%
Thu Feb 15 2018 19:00:00 GMT-0500,17426.09,2.78%
Fri Feb 16 2018 19:00:00 GMT-0500,17770.61,1.98%
Sat Feb 17 2018 19:00:00 GMT-0500,18915.54,6.44%
Sun Feb 18 2018 19:00:00 GMT-0500,17600.21,-6.95%
Mon Feb 19 2018 19:00:00 GMT-0500,18553.16,5.41%
Tue Feb 20 2018 19:00:00 GMT-0500,18015.84,-2.90%
Wed Feb 21 2018 19:00:00 GMT-0500,16862.85,-6.40%
Thu Feb 22 2018 19:00:00 GMT-0500,15880.44,-5.83%
Fri Feb 23 2018 19:00:00 GMT-0500,16568.58,4.33%
Sat Feb 24 2018 19:00:00 GMT-0500,15904.85,-4.01%
Sun Feb 25 2018 19:00:00 GMT-0500,15903.09,-0.01%
Mon Feb 26 2018 19:00:00 GMT-0500,16769.99,5.45%
Tue Feb 27 2018 19:00:00 GMT-0500,17005.42,1.40%
Wed Feb 28 2018 19:00:00 GMT-0500,16485.99,-3.05%
Thu Mar 01 2018 19:00:00 GMT-0500,17243.96,4.60%
Fri Mar 02 2018 19:00:00 GMT-0500,17203.39,-0.24%
Sat Mar 03 2018 19:00:00 GMT-0500,17556.21,2.05%
Sun Mar 04 2018 19:00:00 GMT-0500,17880.15,1.85%
Mon Mar 05 2018 19:00:00 GMT-0500,17574.89,-1.71%
Tue Mar 06 2018 19:00:00 GMT-0500,16618.01,-5.44%
Wed Mar 07 2018 19:00:00 GMT-0500,15422.8,-7.19%
Thu Mar 08 2018 19:00:00 GMT-0500,14435.29,-6.40%
Fri Mar 09 2018 19:00:00 GMT-0500,14622.24,1.30%
Sat Mar 10 2018 19:00:00 GMT-0500,13806.46,-5.58%
Sun Mar 11 2018 20:00:00 GMT-0400,14867.22,7.68%
Mon Mar 12 2018 20:00:00 GMT-0400,14195.28,-4.52%
Tue Mar 13 2018 20:00:00 GMT-0400,14164.42,-0.22%
Wed Mar 14 2018 20:00:00 GMT-0400,12646.63,-10.72%
Thu Mar 15 2018 20:00:00 GMT-0400,12655.52,0.07%
Fri Mar 16 2018 20:00:00 GMT-0400,12625.12,-0.24%
Sat Mar 17 2018 20:00:00 GMT-0400,11864.89,-6.02%
Sun Mar 18 2018 20:00:00 GMT-0400,12161.08,2.50%
Mon Mar 19 2018 20:00:00 GMT-0400,12865.36,5.79%
Tue Mar 20 2018 20:00:00 GMT-0400,13189.41,2.52%
Wed Mar 21 2018 20:00:00 GMT-0400,13144.25,-0.34%
Thu Mar 22 2018 20:00:00 GMT-0400,12809.98,-2.54%
Fri Mar 23 2018 20:00:00 GMT-0400,13003.64,1.51%
Sat Mar 24 2018 20:00:00 GMT-0400,12451.29,-4.25%
Sun Mar 25 2018 20:00:00 GMT-0400,12415.31,-0.29%
Mon Mar 26 2018 20:00:00 GMT-0400,11771.98,-5.18%
Tue Mar 27 2018 20:00:00 GMT-0400,11189.23,-4.95%
Wed Mar 28 2018 20:00:00 GMT-0400,11311.91,1.10%
Thu Mar 29 2018 20:00:00 GMT-0400,9977.68,-11.79%
Fri Mar 30 2018 20:00:00 GMT-0400,9812.55,-1.65%
Sat Mar 31 2018 20:00:00 GMT-0400,9884.14,0.73%
Sun Apr 01 2018 20:00:00 GMT-0400,9624.68,-2.63%
Mon Apr 02 2018 20:00:00 GMT-0400,9936.9,3.24%
Tue Apr 03 2018 20:00:00 GMT-0400,10605.18,6.73%
Wed Apr 04 2018 20:00:00 GMT-0400,9641.02,-9.09%
Thu Apr 05 2018 20:00:00 GMT-0400,9666.5,0.26%
Fri Apr 06 2018 20:00:00 GMT-0400,9362,-3.15%
Sat Apr 07 2018 20:00:00 GMT-0400,9731.29,3.94%
Sun Apr 08 2018 20:00:00 GMT-0400,9961.01,2.36%
Mon Apr 09 2018 20:00:00 GMT-0400,9699.66,-2.62%
Tue Apr 10 2018 20:00:00 GMT-0400,9838.22,1.43%
Wed Apr 11 2018 20:00:00 GMT-0400,10267.14,4.36%
Thu Apr 12 2018 20:00:00 GMT-0400,11699.38,13.95%
Fri Apr 13 2018 20:00:00 GMT-0400,11655.69,-0.37%
Sat Apr 14 2018 20:00:00 GMT-0400,11782.35,1.09%
Sun Apr 15 2018 20:00:00 GMT-0400,12426.27,5.47%
Mon Apr 16 2018 20:00:00 GMT-0400,11954.23,-3.80%
Tue Apr 17 2018 20:00:00 GMT-0400,11809.61,-1.21%
Wed Apr 18 2018 20:00:00 GMT-0400,12514.89,5.97%
Thu Apr 19 2018 20:00:00 GMT-0400,13032.24,4.13%
Fri Apr 20 2018 20:00:00 GMT-0400,14303.23,9.75%
Sat Apr 21 2018 20:00:00 GMT-0400,14124.47,-1.25%
Sun Apr 22 2018 20:00:00 GMT-0400,14131.85,0.05%
Mon Apr 23 2018 20:00:00 GMT-0400,14621.98,3.47%
Tue Apr 24 2018 20:00:00 GMT-0400,15766.34,7.83%
Wed Apr 25 2018 20:00:00 GMT-0400,14217.38,-9.82%
Thu Apr 26 2018 20:00:00 GMT-0400,15096.94,6.19%
Fri Apr 27 2018 20:00:00 GMT-0400,14580.89,-3.42%
Sat Apr 28 2018 20:00:00 GMT-0400,15422.83,5.77%
Sun Apr 29 2018 20:00:00 GMT-0400,15740.95,2.06%
Mon Apr 30 2018 20:00:00 GMT-0400,15125.07,-3.91%
Tue May 01 2018 20:00:00 GMT-0400,15074.2,-0.34%
Wed May 02 2018 20:00:00 GMT-0400,15412.58,2.24%
Thu May 03 2018 20:00:00 GMT-0400,16248.35,5.42%
Fri May 04 2018 20:00:00 GMT-0400,16235.79,-0.08%
Sat May 05 2018 20:00:00 GMT-0400,16740.45,3.11%
Sun May 06 2018 20:00:00 GMT-0400,16317.14,-2.53%
Mon May 07 2018 20:00:00 GMT-0400,15789.73,-3.23%
Tue May 08 2018 20:00:00 GMT-0400,15502.08,-1.82%
Wed May 09 2018 20:00:00 GMT-0400,15598.68,0.62%
Thu May 10 2018 20:00:00 GMT-0400,14964.25,-4.07%
Fri May 11 2018 20:00:00 GMT-0400,13801.9,-7.77%
Sat May 12 2018 20:00:00 GMT-0400,14007.95,1.49%
Sun May 13 2018 20:00:00 GMT-0400,14533.38,3.75%
Mon May 14 2018 20:00:00 GMT-0400,14432.79,-0.69%
Tue May 15 2018 20:00:00 GMT-0400,13947.07,-3.37%
Wed May 16 2018 20:00:00 GMT-0400,13801.33,-1.04%
Thu May 17 2018 20:00:00 GMT-0400,13158.65,-4.66%
Fri May 18 2018 20:00:00 GMT-0400,13513.79,2.70%
Sat May 19 2018 20:00:00 GMT-0400,13492.5,-0.16%
Sun May 20 2018 20:00:00 GMT-0400,14019.55,3.91%
Mon May 21 2018 20:00:00 GMT-0400,13682.58,-2.40%
Tue May 22 2018 20:00:00 GMT-0400,12838.31,-6.17%
Wed May 23 2018 20:00:00 GMT-0400,11845.96,-7.73%
Thu May 24 2018 20:00:00 GMT-0400,12289.21,3.74%
Fri May 25 2018 20:00:00 GMT-0400,11966.33,-2.63%
Sat May 26 2018 20:00:00 GMT-0400,11853.33,-0.94%
Sun May 27 2018 20:00:00 GMT-0400,11784,-0.58%
Mon May 28 2018 20:00:00 GMT-0400,11023.52,-6.45%
Tue May 29 2018 20:00:00 GMT-0400,11839.15,7.40%
Wed May 30 2018 20:00:00 GMT-0400,11698.14,-1.19%
Thu May 31 2018 20:00:00 GMT-0400,11940.27,2.07%
Fri Jun 01 2018 20:00:00 GMT-0400,12003.76,0.53%
Sat Jun 02 2018 20:00:00 GMT-0400,12306.52,2.52%
Sun Jun 03 2018 20:00:00 GMT-0400,12661.57,2.89%
Mon Jun 04 2018 20:00:00 GMT-0400,12179.73,-3.81%
Tue Jun 05 2018 20:00:00 GMT-0400,12452.11,2.24%
Wed Jun 06 2018 20:00:00 GMT-0400,12458.59,0.05%
Thu Jun 07 2018 20:00:00 GMT-0400,12485.5,0.22%
Fri Jun 08 2018 20:00:00 GMT-0400,12364.12,-0.97%
Sat Jun 09 2018 20:00:00 GMT-0400,12142.26,-1.79%
Sun Jun 10 2018 20:00:00 GMT-0400,10847.19,-10.67%
Mon Jun 11 2018 20:00:00 GMT-0400,11029.16,1.68%
Tue Jun 12 2018 20:00:00 GMT-0400,10356.52,-6.10%
Wed Jun 13 2018 20:00:00 GMT-0400,9945.35,-3.97%
Thu Jun 14 2018 20:00:00 GMT-0400,10591.88,6.50%
Fri Jun 15 2018 20:00:00 GMT-0400,10102.99,-4.62%
Sat Jun 16 2018 20:00:00 GMT-0400,10239.31,1.35%
Sun Jun 17 2018 20:00:00 GMT-0400,10177.85,-0.60%
Mon Jun 18 2018 20:00:00 GMT-0400,10570.41,3.86%
Tue Jun 19 2018 20:00:00 GMT-0400,10726.03,1.47%
Wed Jun 20 2018 20:00:00 GMT-0400,10686.27,-0.37%
Thu Jun 21 2018 20:00:00 GMT-0400,10566.82,-1.12%
Fri Jun 22 2018 20:00:00 GMT-0400,9436.37,-10.70%
Sat Jun 23 2018 20:00:00 GMT-0400,9614.99,1.89%
Sun Jun 24 2018 20:00:00 GMT-0400,9439.91,-1.82%
Mon Jun 25 2018 20:00:00 GMT-0400,9574.57,1.43%
Tue Jun 26 2018 20:00:00 GMT-0400,9145.25,-4.48%
Wed Jun 27 2018 20:00:00 GMT-0400,9333.4,2.06%
Thu Jun 28 2018 20:00:00 GMT-0400,8854.17,-5.13%
Fri Jun 29 2018 20:00:00 GMT-0400,9317.44,5.23%
Sat Jun 30 2018 20:00:00 GMT-0400,9632.49,3.38%
Sun Jul 01 2018 20:00:00 GMT-0400,9570.49,-0.64%
Mon Jul 02 2018 20:00:00 GMT-0400,10048.38,4.99%
Tue Jul 03 2018 20:00:00 GMT-0400,9839.94,-2.07%
Wed Jul 04 2018 20:00:00 GMT-0400,9967.48,1.30%
Thu Jul 05 2018 20:00:00 GMT-0400,9857.5,-1.10%
Fri Jul 06 2018 20:00:00 GMT-0400,9914.3,0.58%
Sat Jul 07 2018 20:00:00 GMT-0400,10173.42,2.61%
Sun Jul 08 2018 20:00:00 GMT-0400,10096.26,-0.76%
Mon Jul 09 2018 20:00:00 GMT-0400,9953.18,-1.42%
Tue Jul 10 2018 20:00:00 GMT-0400,9330.53,-6.26%
Wed Jul 11 2018 20:00:00 GMT-0400,9493.55,1.75%
Thu Jul 12 2018 20:00:00 GMT-0400,9255.93,-2.50%
Fri Jul 13 2018 20:00:00 GMT-0400,9285.58,0.32%
Sat Jul 14 2018 20:00:00 GMT-0400,9329.03,0.47%
Sun Jul 15 2018 20:00:00 GMT-0400,9540.57,2.27%
Mon Jul 16 2018 20:00:00 GMT-0400,10180.47,6.71%
Tue Jul 17 2018 20:00:00 GMT-0400,10906.23,7.13%
Wed Jul 18 2018 20:00:00 GMT-0400,10849.49,-0.52%
Thu Jul 19 2018 20:00:00 GMT-0400,10859.76,0.09%
Fri Jul 20 2018 20:00:00 GMT-0400,10456.64,-3.71%
Sat Jul 21 2018 20:00:00 GMT-0400,10652.85,1.88%
Sun Jul 22 2018 20:00:00 GMT-0400,10598.39,-0.51%
Mon Jul 23 2018 20:00:00 GMT-0400,10818.42,2.08%
Tue Jul 24 2018 20:00:00 GMT-0400,11679.63,7.96%
Wed Jul 25 2018 20:00:00 GMT-0400,11455.32,-1.92%
Thu Jul 26 2018 20:00:00 GMT-0400,11136.66,-2.78%
Fri Jul 27 2018 20:00:00 GMT-0400,11418.15,2.53%
Sat Jul 28 2018 20:00:00 GMT-0400,11408.14,-0.09%
Sun Jul 29 2018 20:00:00 GMT-0400,11416.36,0.07%
Mon Jul 30 2018 20:00:00 GMT-0400,11284.29,-1.16%
Tue Jul 31 2018 16:00:00 GMT-0400,10731.81,-4.90%
Wed Aug 01 2018 16:00:00 GMT-0400,10496.14,-2.20%
Thu Aug 02 2018 16:00:00 GMT-0400,10363.7,-1.26%
Fri Aug 03 2018 16:00:00 GMT-0400,10238.48,-1.21%
Sat Aug 04 2018 16:00:00 GMT-0400,9823.1,-4.06%
Sun Aug 05 2018 16:00:00 GMT-0400,9861.1,0.39%
Mon Aug 06 2018 16:00:00 GMT-0400,9751.81,-1.11%
Tue Aug 07 2018 16:00:00 GMT-0400,9723.37,-0.29%
Wed Aug 08 2018 16:00:00 GMT-0400,8709.65,-10.43%
Thu Aug 09 2018 16:00:00 GMT-0400,8859.02,1.71%
Fri Aug 10 2018 16:00:00 GMT-0400,8723.52,-1.53%
Sat Aug 11 2018 16:00:00 GMT-0400,8475.24,-2.85%
Sun Aug 12 2018 16:00:00 GMT-0400,8382.31,-1.10%
Mon Aug 13 2018 16:00:00 GMT-0400,8064.71,-3.79%
Tue Aug 14 2018 16:00:00 GMT-0400,7696.21,-4.57%
Wed Aug 15 2018 16:00:00 GMT-0400,8172.06,6.18%
Thu Aug 16 2018 16:00:00 GMT-0400,8241.17,0.85%
Fri Aug 17 2018 16:00:00 GMT-0400,8509.27,3.25%
Sat Aug 18 2018 16:00:00 GMT-0400,8295.81,-2.51%
Sun Aug 19 2018 16:00:00 GMT-0400,8383.47,1.06%
Mon Aug 20 2018 16:00:00 GMT-0400,8343.77,-0.47%
Tue Aug 21 2018 16:00:00 GMT-0400,8251.05,-1.11%
Wed Aug 22 2018 16:00:00 GMT-0400,8189.47,-0.75%
Thu Aug 23 2018 16:00:00 GMT-0400,8188.49,-0.01%
Fri Aug 24 2018 16:00:00 GMT-0400,8422.41,2.86%
Sat Aug 25 2018 16:00:00 GMT-0400,8505.73,0.99%
Sun Aug 26 2018 16:00:00 GMT-0400,8446.51,-0.70%
Mon Aug 27 2018 16:00:00 GMT-0400,8552.81,1.26%
Tue Aug 28 2018 16:00:00 GMT-0400,9064.18,5.98%
Wed Aug 29 2018 16:00:00 GMT-0400,8926,-1.52%
Thu Aug 30 2018 16:00:00 GMT-0400,8632.98,-3.28%
Fri Aug 31 2018 16:00:00 GMT-0400,8937.43,3.53%
Sat Sep 01 2018 16:00:00 GMT-0400,9358.99,4.72%
Sun Sep 02 2018 16:00:00 GMT-0400,9325.12,-0.36%
Mon Sep 03 2018 16:00:00 GMT-0400,9330.47,0.06%
Tue Sep 04 2018 16:00:00 GMT-0400,9293.53,-0.40%
Wed Sep 05 2018 16:00:00 GMT-0400,8485.99,-8.69%
Thu Sep 06 2018 16:00:00 GMT-0400,8029.48,-5.38%
Fri Sep 07 2018 16:00:00 GMT-0400,7916.89,-1.40%
Sat Sep 08 2018 16:00:00 GMT-0400,7570.18,-4.38%
Sun Sep 09 2018 16:00:00 GMT-0400,7801.11,3.05%
Mon Sep 10 2018 16:00:00 GMT-0400,7568.77,-2.98%
Tue Sep 11 2018 16:00:00 GMT-0400,7481.16,-1.16%
Wed Sep 12 2018 16:00:00 GMT-0400,7522.18,0.55%
Thu Sep 13 2018 16:00:00 GMT-0400,7818.69,3.94%
Fri Sep 14 2018 16:00:00 GMT-0400,7988.61,2.17%
Sat Sep 15 2018 16:00:00 GMT-0400,8012.08,0.29%
Sun Sep 16 2018 16:00:00 GMT-0400,7966.43,-0.57%
Mon Sep 17 2018 16:00:00 GMT-0400,7563.71,-5.06%
Tue Sep 18 2018 16:00:00 GMT-0400,7745.7,2.41%
Wed Sep 19 2018 16:00:00 GMT-0400,7882.85,1.77%
Thu Sep 20 2018 16:00:00 GMT-0400,8033.94,1.92%
Fri Sep 21 2018 16:00:00 GMT-0400,8981.84,11.80%
Sat Sep 22 2018 16:00:00 GMT-0400,8851.31,-1.45%
Sun Sep 23 2018 16:00:00 GMT-0400,8878.2,0.30%
Mon Sep 24 2018 16:00:00 GMT-0400,8656.75,-2.49%
Tue Sep 25 2018 16:00:00 GMT-0400,8111.16,-6.30%
Wed Sep 26 2018 16:00:00 GMT-0400,8516.13,4.99%
Thu Sep 27 2018 16:00:00 GMT-0400,8808.24,3.43%
Fri Sep 28 2018 16:00:00 GMT-0400,8755.83,-0.60%
Sat Sep 29 2018 16:00:00 GMT-0400,8749.34,-0.07%
Sun Sep 30 2018 16:00:00 GMT-0400,8756.49,0.08%
Mon Oct 01 2018 16:00:00 GMT-0400,8670.37,-0.98%
Tue Oct 02 2018 16:00:00 GMT-0400,8674.56,0.05%
Wed Oct 03 2018 16:00:00 GMT-0400,8417.78,-2.96%
Thu Oct 04 2018 16:00:00 GMT-0400,8602.78,2.20%
Fri Oct 05 2018 16:00:00 GMT-0400,8532.96,-0.81%
Sat Oct 06 2018 16:00:00 GMT-0400,8440.96,-1.08%
Sun Oct 07 2018 16:00:00 GMT-0400,8452.4,0.14%
Mon Oct 08 2018 16:00:00 GMT-0400,8660.24,2.46%
Tue Oct 09 2018 16:00:00 GMT-0400,8557.79,-1.18%
Wed Oct 10 2018 16:00:00 GMT-0400,8468.41,-1.04%
Thu Oct 11 2018 16:00:00 GMT-0400,7825.73,-7.59%
Fri Oct 12 2018 16:00:00 GMT-0400,7843.54,0.23%
Sat Oct 13 2018 16:00:00 GMT-0400,7851.91,0.11%
Sun Oct 14 2018 16:00:00 GMT-0400,7920.4,0.87%
Mon Oct 15 2018 16:00:00 GMT-0400,8203.85,3.58%
Tue Oct 16 2018 16:00:00 GMT-0400,8188.01,-0.19%
Wed Oct 17 2018 16:00:00 GMT-0400,8263.52,0.92%
Thu Oct 18 2018 16:00:00 GMT-0400,8108.25,-1.88%
Fri Oct 19 2018 16:00:00 GMT-0400,8114.87,0.08%
Sat Oct 20 2018 16:00:00 GMT-0400,8166.24,0.63%
Sun Oct 21 2018 16:00:00 GMT-0400,8195.73,0.36%
Mon Oct 22 2018 16:00:00 GMT-0400,8107,-1.08%
Tue Oct 23 2018 16:00:00 GMT-0400,8134.01,0.33%
Wed Oct 24 2018 16:00:00 GMT-0400,8197.18,0.78%
Thu Oct 25 2018 16:00:00 GMT-0400,8125.15,-0.88%
Fri Oct 26 2018 16:00:00 GMT-0400,8103.71,-0.26%
Sat Oct 27 2018 16:00:00 GMT-0400,8115.22,0.14%
Sun Oct 28 2018 16:00:00 GMT-0400,8123.28,0.10%
Mon Oct 29 2018 16:00:00 GMT-0400,7844.6,-3.43%
Tue Oct 30 2018 16:00:00 GMT-0400,7872.84,0.36%
Wed Oct 31 2018 16:00:00 GMT-0400,7953.8,1.03%
Thu Nov 01 2018 16:00:00 GMT-0400,7979.37,0.32%
Fri Nov 02 2018 16:00:00 GMT-0400,8083.42,1.30%
Sat Nov 03 2018 16:00:00 GMT-0400,8060.63,-0.28%
Sun Nov 04 2018 16:00:00 GMT-0500,8290.77,2.86%
Mon Nov 05 2018 16:00:00 GMT-0500,8297.15,0.08%
Tue Nov 06 2018 16:00:00 GMT-0500,8528.02,2.78%
Wed Nov 07 2018 16:00:00 GMT-0500,8589.94,0.73%
Thu Nov 08 2018 16:00:00 GMT-0500,8453.4,-1.59%
Fri Nov 09 2018 16:00:00 GMT-0500,8296.02,-1.86%
Sat Nov 10 2018 16:00:00 GMT-0500,8354.57,0.71%
Sun Nov 11 2018 16:00:00 GMT-0500,8273.02,-0.98%
Mon Nov 12 2018 16:00:00 GMT-0500,8324.33,0.62%
Tue Nov 13 2018 16:00:00 GMT-0500,8258.65,-0.79%
Wed Nov 14 2018 16:00:00 GMT-0500,7117.8,-13.81%
Thu Nov 15 2018 16:00:00 GMT-0500,7039.07,-1.11%
Fri Nov 16 2018 16:00:00 GMT-0500,7057.85,0.27%
Sat Nov 17 2018 16:00:00 GMT-0500,7085.66,0.39%
Sun Nov 18 2018 16:00:00 GMT-0500,7149.59,0.90%
Mon Nov 19 2018 16:00:00 GMT-0500,6327.35,-11.50%
Tue Nov 20 2018 16:00:00 GMT-0500,5539.95,-12.44%
Wed Nov 21 2018 16:00:00 GMT-0500,5732.33,3.47%
Thu Nov 22 2018 16:00:00 GMT-0500,5696.4,-0.63%
Fri Nov 23 2018 16:00:00 GMT-0500,5370.02,-5.73%
Sat Nov 24 2018 16:00:00 GMT-0500,5287.15,-1.54%
Sun Nov 25 2018 16:00:00 GMT-0500,4992.59,-5.57%
Mon Nov 26 2018 16:00:00 GMT-0500,4662.54,-6.61%
Tue Nov 27 2018 16:00:00 GMT-0500,4736.02,1.58%
Wed Nov 28 2018 16:00:00 GMT-0500,5506.5,16.27%
Thu Nov 29 2018 16:00:00 GMT-0500,5265.83,-4.37%
Fri Nov 30 2018 16:00:00 GMT-0500,5005.17,-4.95%
Sat Dec 01 2018 16:00:00 GMT-0500,5260.17,5.09%
Sun Dec 02 2018 16:00:00 GMT-0500,5250.11,-0.19%
Mon Dec 03 2018 16:00:00 GMT-0500,4830.61,-7.99%
Tue Dec 04 2018 16:00:00 GMT-0500,4846.85,0.34%
Wed Dec 05 2018 16:00:00 GMT-0500,4655.49,-3.95%
Thu Dec 06 2018 16:00:00 GMT-0500,4456.94,-4.26%
Fri Dec 07 2018 16:00:00 GMT-0500,4109.62,-7.79%
Sat Dec 08 2018 16:00:00 GMT-0500,4066.29,-1.05%
Sun Dec 09 2018 16:00:00 GMT-0500,4395.89,8.11%
Mon Dec 10 2018 16:00:00 GMT-0500,4161.16,-5.34%
Tue Dec 11 2018 16:00:00 GMT-0500,4082.2,-1.90%
Wed Dec 12 2018 16:00:00 GMT-0500,4193.51,2.73%
Thu Dec 13 2018 16:00:00 GMT-0500,3971.18,-5.30%
Fri Dec 14 2018 16:00:00 GMT-0500,3843.24,-3.22%
Sat Dec 15 2018 16:00:00 GMT-0500,3883.79,1.06%
Sun Dec 16 2018 16:00:00 GMT-0500,3946.39,1.61%
Mon Dec 17 2018 16:00:00 GMT-0500,4404.66,11.61%
Tue Dec 18 2018 16:00:00 GMT-0500,4342.48,-1.41%
Wed Dec 19 2018 16:00:00 GMT-0500,4685.79,7.91%
Thu Dec 20 2018 16:00:00 GMT-0500,4906.65,4.71%
Fri Dec 21 2018 16:00:00 GMT-0500,4782.08,-2.54%
Sat Dec 22 2018 16:00:00 GMT-0500,4896,2.38%
Sun Dec 23 2018 16:00:00 GMT-0500,5083.78,3.84%
Mon Dec 24 2018 16:00:00 GMT-0500,5230.11,2.88%
Tue Dec 25 2018 16:00:00 GMT-0500,4911.14,-6.10%
Wed Dec 26 2018 16:00:00 GMT-0500,4856.58,-1.11%
Thu Dec 27 2018 16:00:00 GMT-0500,4554.89,-6.21%
Fri Dec 28 2018 16:00:00 GMT-0500,5034.33,10.53%
Sat Dec 29 2018 16:00:00 GMT-0500,4977.22,-1.13%
Sun Dec 30 2018 16:00:00 GMT-0500,4931.49,-0.92%
Mon Dec 31 2018 16:00:00 GMT-0500,4733.43,-4.02%
Tue Jan 01 2019 16:00:00 GMT-0500,4848.3,2.43%
Wed Jan 02 2019 16:00:00 GMT-0500,5076.37,4.70%
Thu Jan 03 2019 16:00:00 GMT-0500,4950.03,-2.49%
Fri Jan 04 2019 16:00:00 GMT-0500,4949.49,-0.01%
Sat Jan 05 2019 16:00:00 GMT-0500,5035.84,1.74%
Sun Jan 06 2019 16:00:00 GMT-0500,5233.37,3.92%
Mon Jan 07 2019 16:00:00 GMT-0500,5186.22,-0.90%
Tue Jan 08 2019 16:00:00 GMT-0500,5169.13,-0.33%
Wed Jan 09 2019 16:00:00 GMT-0500,5180.95,0.23%
Thu Jan 10 2019 16:00:00 GMT-0500,4626.92,-10.69%
Fri Jan 11 2019 16:00:00 GMT-0500,4636.04,0.20%
Sat Jan 12 2019 16:00:00 GMT-0500,4615.7,-0.44%
Sun Jan 13 2019 16:00:00 GMT-0500,4395.54,-4.77%
Mon Jan 14 2019 16:00:00 GMT-0500,4663.56,6.10%
Tue Jan 15 2019 16:00:00 GMT-0500,4496.28,-3.59%
Wed Jan 16 2019 16:00:00 GMT-0500,4541.17,1.00%
Thu Jan 17 2019 16:00:00 GMT-0500,4585.85,0.98%
Fri Jan 18 2019 16:00:00 GMT-0500,4536.15,-1.08%
Sat Jan 19 2019 16:00:00 GMT-0500,4668.13,2.91%
Sun Jan 20 2019 16:00:00 GMT-0500,4448.2,-4.71%
Mon Jan 21 2019 16:00:00 GMT-0500,4454.89,0.15%
Tue Jan 22 2019 16:00:00 GMT-0500,4518.13,1.42%
Wed Jan 23 2019 16:00:00 GMT-0500,4438.19,-1.77%
Thu Jan 24 2019 16:00:00 GMT-0500,4504,1.48%
Fri Jan 25 2019 16:00:00 GMT-0500,4459.57,-0.99%
Sat Jan 26 2019 16:00:00 GMT-0500,4464.28,0.11%
Sun Jan 27 2019 16:00:00 GMT-0500,4431.87,-0.73%
Mon Jan 28 2019 16:00:00 GMT-0500,4208.5,-5.04%
Tue Jan 29 2019 16:00:00 GMT-0500,4196.39,-0.29%
Wed Jan 30 2019 16:00:00 GMT-0500,4300.89,2.49%
Thu Jan 31 2019 16:00:00 GMT-0500,4271.48,-0.68%
Fri Feb 01 2019 16:00:00 GMT-0500,4285.78,0.33%
Sat Feb 02 2019 16:00:00 GMT-0500,4279.05,-0.16%
Sun Feb 03 2019 16:00:00 GMT-0500,4228.74,-1.18%
Mon Feb 04 2019 16:00:00 GMT-0500,4253.51,0.59%
Tue Feb 05 2019 16:00:00 GMT-0500,4250.2,-0.08%
Wed Feb 06 2019 16:00:00 GMT-0500,4157.45,-2.18%
Thu Feb 07 2019 16:00:00 GMT-0500,4165.71,0.20%
Fri Feb 08 2019 16:00:00 GMT-0500,4545.38,9.11%
Sat Feb 09 2019 16:00:00 GMT-0500,4539.62,-0.13%
Sun Feb 10 2019 16:00:00 GMT-0500,4519.01,-0.45%
Mon Feb 11 2019 16:00:00 GMT-0500,4524.24,0.12%
Tue Feb 12 2019 16:00:00 GMT-0500,4558.33,0.75%
Wed Feb 13 2019 16:00:00 GMT-0500,4493.36,-1.43%
Thu Feb 14 2019 16:00:00 GMT-0500,4483.88,-0.21%
Fri Feb 15 2019 16:00:00 GMT-0500,4485.51,0.04%
Sat Feb 16 2019 16:00:00 GMT-0500,4537.36,1.16%
Sun Feb 17 2019 16:00:00 GMT-0500,4525.48,-0.26%
Mon Feb 18 2019 16:00:00 GMT-0500,4950.09,9.38%
Tue Feb 19 2019 16:00:00 GMT-0500,5051.25,2.04%
Wed Feb 20 2019 16:00:00 GMT-0500,5059.03,0.15%
Thu Feb 21 2019 16:00:00 GMT-0500,4970.08,-1.76%
Fri Feb 22 2019 16:00:00 GMT-0500,5038.45,1.38%
Sat Feb 23 2019 16:00:00 GMT-0500,5309.69,5.38%
Sun Feb 24 2019 16:00:00 GMT-0500,4818.78,-9.25%
Mon Feb 25 2019 16:00:00 GMT-0500,4889.37,1.46%
Tue Feb 26 2019 16:00:00 GMT-0500,4822.9,-1.36%
Wed Feb 27 2019 16:00:00 GMT-0500,4707.65,-2.39%
Thu Feb 28 2019 16:00:00 GMT-0500,4833.57,2.67%
