Date,BITW20,% Change
Wed Jan 31 2018 19:00:00 GMT-0500,48105.1,6.40%
Thu Feb 01 2018 19:00:00 GMT-0500,41422.27,-13.89%
Fri Feb 02 2018 19:00:00 GMT-0500,38273.54,-7.60%
Sat Feb 03 2018 19:00:00 GMT-0500,40357.54,5.45%
Sun Feb 04 2018 19:00:00 GMT-0500,34708.99,-14.00%
Mon Feb 05 2018 19:00:00 GMT-0500,28099.05,-19.04%
Tue Feb 06 2018 19:00:00 GMT-0500,32646.1,16.18%
Wed Feb 07 2018 19:00:00 GMT-0500,31321.53,-4.06%
Thu Feb 08 2018 19:00:00 GMT-0500,36556.03,16.71%
Fri Feb 09 2018 19:00:00 GMT-0500,41773.94,14.27%
Sat Feb 10 2018 19:00:00 GMT-0500,39931.99,-4.41%
Sun Feb 11 2018 19:00:00 GMT-0500,37247.4,-6.72%
Mon Feb 12 2018 19:00:00 GMT-0500,40567.66,8.91%
Tue Feb 13 2018 19:00:00 GMT-0500,40194.64,-0.92%
Wed Feb 14 2018 19:00:00 GMT-0500,44589.11,10.93%
Thu Feb 15 2018 19:00:00 GMT-0500,47467.48,6.46%
Fri Feb 16 2018 19:00:00 GMT-0500,47682.84,0.45%
Sat Feb 17 2018 19:00:00 GMT-0500,49802.96,4.45%
Sun Feb 18 2018 19:00:00 GMT-0500,45863.07,-7.91%
Mon Feb 19 2018 19:00:00 GMT-0500,49307.67,7.51%
Tue Feb 20 2018 19:00:00 GMT-0500,46283.44,-6.13%
Wed Feb 21 2018 19:00:00 GMT-0500,44180.26,-4.54%
Thu Feb 22 2018 19:00:00 GMT-0500,40371.58,-8.62%
Fri Feb 23 2018 19:00:00 GMT-0500,42980.02,6.46%
Sat Feb 24 2018 19:00:00 GMT-0500,41088.28,-4.40%
Sun Feb 25 2018 19:00:00 GMT-0500,40968.41,-0.29%
Mon Feb 26 2018 19:00:00 GMT-0500,42194.98,2.99%
Tue Feb 27 2018 19:00:00 GMT-0500,42087.71,-0.25%
Wed Feb 28 2018 19:00:00 GMT-0500,39099.33,-7.10%
Thu Mar 01 2018 19:00:00 GMT-0500,41029.26,4.94%
Fri Mar 02 2018 19:00:00 GMT-0500,39645.96,-3.37%
Sat Mar 03 2018 19:00:00 GMT-0500,38663.56,-2.48%
Sun Mar 04 2018 19:00:00 GMT-0500,38728.55,0.17%
Mon Mar 05 2018 19:00:00 GMT-0500,37704.87,-2.64%
Tue Mar 06 2018 19:00:00 GMT-0500,35469.37,-5.93%
Wed Mar 07 2018 19:00:00 GMT-0500,31463.09,-11.30%
Thu Mar 08 2018 19:00:00 GMT-0500,30609.57,-2.71%
Fri Mar 09 2018 19:00:00 GMT-0500,30724.12,0.37%
Sat Mar 10 2018 19:00:00 GMT-0500,28891.8,-5.96%
Sun Mar 11 2018 20:00:00 GMT-0400,30738.2,6.39%
Mon Mar 12 2018 20:00:00 GMT-0400,30031.01,-2.30%
Tue Mar 13 2018 20:00:00 GMT-0400,30986.54,3.18%
Wed Mar 14 2018 20:00:00 GMT-0400,27143.6,-12.40%
Thu Mar 15 2018 20:00:00 GMT-0400,26813.22,-1.22%
Fri Mar 16 2018 20:00:00 GMT-0400,26013.24,-2.98%
Sat Mar 17 2018 20:00:00 GMT-0400,23472.69,-9.77%
Sun Mar 18 2018 20:00:00 GMT-0400,23996.15,2.23%
Mon Mar 19 2018 20:00:00 GMT-0400,26823.53,11.78%
Tue Mar 20 2018 20:00:00 GMT-0400,28088.43,4.72%
Wed Mar 21 2018 20:00:00 GMT-0400,27507.75,-2.07%
Thu Mar 22 2018 20:00:00 GMT-0400,27036.78,-1.71%
Fri Mar 23 2018 20:00:00 GMT-0400,26831.03,-0.76%
Sat Mar 24 2018 20:00:00 GMT-0400,27030.06,0.74%
Sun Mar 25 2018 20:00:00 GMT-0400,26767.56,-0.97%
Mon Mar 26 2018 20:00:00 GMT-0400,25210.17,-5.82%
Tue Mar 27 2018 20:00:00 GMT-0400,23770.19,-5.71%
Wed Mar 28 2018 20:00:00 GMT-0400,24582.11,3.42%
Thu Mar 29 2018 20:00:00 GMT-0400,21362.44,-13.10%
Fri Mar 30 2018 20:00:00 GMT-0400,20961.14,-1.88%
Sat Mar 31 2018 20:00:00 GMT-0400,20438.25,-2.49%
Sun Apr 01 2018 20:00:00 GMT-0400,19572.23,-4.24%
Mon Apr 02 2018 20:00:00 GMT-0400,21234.44,8.49%
Tue Apr 03 2018 20:00:00 GMT-0400,23254.93,9.52%
Wed Apr 04 2018 20:00:00 GMT-0400,20596.66,-11.43%
Thu Apr 05 2018 20:00:00 GMT-0400,21251.93,3.18%
Fri Apr 06 2018 20:00:00 GMT-0400,20673.18,-2.72%
Sat Apr 07 2018 20:00:00 GMT-0400,21380.35,3.42%
Sun Apr 08 2018 20:00:00 GMT-0400,22007.69,2.93%
Mon Apr 09 2018 20:00:00 GMT-0400,21556.14,-2.05%
Tue Apr 10 2018 20:00:00 GMT-0400,22206.11,3.02%
Wed Apr 11 2018 20:00:00 GMT-0400,23148.72,4.24%
Thu Apr 12 2018 20:00:00 GMT-0400,26421.14,14.14%
Fri Apr 13 2018 20:00:00 GMT-0400,26723.07,1.14%
Sat Apr 14 2018 20:00:00 GMT-0400,27418.97,2.60%
Sun Apr 15 2018 20:00:00 GMT-0400,29606.35,7.98%
Mon Apr 16 2018 20:00:00 GMT-0400,28996.62,-2.06%
Tue Apr 17 2018 20:00:00 GMT-0400,28523,-1.63%
Wed Apr 18 2018 20:00:00 GMT-0400,30920.15,8.40%
Thu Apr 19 2018 20:00:00 GMT-0400,32434.91,4.90%
Fri Apr 20 2018 20:00:00 GMT-0400,34300.5,5.75%
Sat Apr 21 2018 20:00:00 GMT-0400,32869.71,-4.17%
Sun Apr 22 2018 20:00:00 GMT-0400,32832.96,-0.11%
Mon Apr 23 2018 20:00:00 GMT-0400,35142.66,7.03%
Tue Apr 24 2018 20:00:00 GMT-0400,38499.16,9.55%
Wed Apr 25 2018 20:00:00 GMT-0400,34579.07,-10.18%
Thu Apr 26 2018 20:00:00 GMT-0400,37897.81,9.60%
Fri Apr 27 2018 20:00:00 GMT-0400,36728.65,-3.09%
Sat Apr 28 2018 20:00:00 GMT-0400,39973.05,8.83%
Sun Apr 29 2018 20:00:00 GMT-0400,41778.21,4.52%
Mon Apr 30 2018 20:00:00 GMT-0400,41105.98,-1.61%
Tue May 01 2018 20:00:00 GMT-0400,41022.42,-0.20%
Wed May 02 2018 20:00:00 GMT-0400,42126.47,2.69%
Thu May 03 2018 20:00:00 GMT-0400,43282.53,2.74%
Fri May 04 2018 20:00:00 GMT-0400,42773.9,-1.18%
Sat May 05 2018 20:00:00 GMT-0400,42463.77,-0.73%
Sun May 06 2018 20:00:00 GMT-0400,41923.28,-1.27%
Mon May 07 2018 20:00:00 GMT-0400,40635.39,-3.07%
Tue May 08 2018 20:00:00 GMT-0400,39640.23,-2.45%
Wed May 09 2018 20:00:00 GMT-0400,41118.95,3.73%
Thu May 10 2018 20:00:00 GMT-0400,38175.8,-7.16%
Fri May 11 2018 20:00:00 GMT-0400,34166.65,-10.50%
Sat May 12 2018 20:00:00 GMT-0400,34480.11,0.92%
Sun May 13 2018 20:00:00 GMT-0400,36952.69,7.17%
Mon May 14 2018 20:00:00 GMT-0400,37685.79,1.98%
Tue May 15 2018 20:00:00 GMT-0400,36019.71,-4.42%
Wed May 16 2018 20:00:00 GMT-0400,35061.39,-2.66%
Thu May 17 2018 20:00:00 GMT-0400,32757.67,-6.57%
Fri May 18 2018 20:00:00 GMT-0400,34307.8,4.73%
Sat May 19 2018 20:00:00 GMT-0400,33894.08,-1.21%
Sun May 20 2018 20:00:00 GMT-0400,35404.26,4.46%
Mon May 21 2018 20:00:00 GMT-0400,34139.39,-3.57%
Tue May 22 2018 20:00:00 GMT-0400,31080.87,-8.96%
Wed May 23 2018 20:00:00 GMT-0400,28342.74,-8.81%
Thu May 24 2018 20:00:00 GMT-0400,29548.15,4.25%
Fri May 25 2018 20:00:00 GMT-0400,28253.68,-4.38%
Sat May 26 2018 20:00:00 GMT-0400,27933.03,-1.13%
Sun May 27 2018 20:00:00 GMT-0400,27607.89,-1.16%
Mon May 28 2018 20:00:00 GMT-0400,24924.93,-9.72%
Tue May 29 2018 20:00:00 GMT-0400,27269.42,9.41%
Wed May 30 2018 20:00:00 GMT-0400,26756.41,-1.88%
Thu May 31 2018 20:00:00 GMT-0400,27370.39,2.29%
Fri Jun 01 2018 20:00:00 GMT-0400,27514.54,0.53%
Sat Jun 02 2018 20:00:00 GMT-0400,28791.65,4.64%
Sun Jun 03 2018 20:00:00 GMT-0400,29657.47,3.01%
Mon Jun 04 2018 20:00:00 GMT-0400,27893.79,-5.95%
Tue Jun 05 2018 20:00:00 GMT-0400,28631.21,2.64%
Wed Jun 06 2018 20:00:00 GMT-0400,28633.92,0.01%
Thu Jun 07 2018 20:00:00 GMT-0400,28545,-0.31%
Fri Jun 08 2018 20:00:00 GMT-0400,28111.01,-1.52%
Sat Jun 09 2018 20:00:00 GMT-0400,27313.63,-2.84%
Sun Jun 10 2018 20:00:00 GMT-0400,23632.78,-13.48%
Mon Jun 11 2018 20:00:00 GMT-0400,24045.99,1.75%
Tue Jun 12 2018 20:00:00 GMT-0400,22423.71,-6.75%
Wed Jun 13 2018 20:00:00 GMT-0400,21295.53,-5.03%
Thu Jun 14 2018 20:00:00 GMT-0400,22934.12,7.69%
Fri Jun 15 2018 20:00:00 GMT-0400,21648.6,-5.61%
Sat Jun 16 2018 20:00:00 GMT-0400,22038.94,1.80%
Sun Jun 17 2018 20:00:00 GMT-0400,21758.79,-1.27%
Mon Jun 18 2018 20:00:00 GMT-0400,22535.76,3.57%
Tue Jun 19 2018 20:00:00 GMT-0400,22567.05,0.14%
Wed Jun 20 2018 20:00:00 GMT-0400,22345.22,-0.98%
Thu Jun 21 2018 20:00:00 GMT-0400,22013.32,-1.49%
Fri Jun 22 2018 20:00:00 GMT-0400,19048.56,-13.47%
Sat Jun 23 2018 20:00:00 GMT-0400,19070.04,0.11%
Sun Jun 24 2018 20:00:00 GMT-0400,18325.41,-3.90%
Mon Jun 25 2018 20:00:00 GMT-0400,19243.78,5.01%
Tue Jun 26 2018 20:00:00 GMT-0400,18020.1,-6.36%
Wed Jun 27 2018 20:00:00 GMT-0400,18655.54,3.53%
Thu Jun 28 2018 20:00:00 GMT-0400,17224.42,-7.67%
Fri Jun 29 2018 20:00:00 GMT-0400,18393.91,6.79%
Sat Jun 30 2018 20:00:00 GMT-0400,18391.74,-0.01%
Sun Jul 01 2018 20:00:00 GMT-0400,18627.77,1.28%
Mon Jul 02 2018 20:00:00 GMT-0400,20790,11.61%
Tue Jul 03 2018 20:00:00 GMT-0400,20611.31,-0.86%
Wed Jul 04 2018 20:00:00 GMT-0400,21224.08,2.97%
Thu Jul 05 2018 20:00:00 GMT-0400,20398.96,-3.89%
Fri Jul 06 2018 20:00:00 GMT-0400,20373.69,-0.12%
Sat Jul 07 2018 20:00:00 GMT-0400,19642.94,-3.59%
Sun Jul 08 2018 20:00:00 GMT-0400,20662.5,5.19%
Mon Jul 09 2018 20:00:00 GMT-0400,19797.51,-4.19%
Tue Jul 10 2018 20:00:00 GMT-0400,18059.47,-8.78%
Wed Jul 11 2018 20:00:00 GMT-0400,17561.93,-2.76%
Thu Jul 12 2018 20:00:00 GMT-0400,16813.99,-4.26%
Fri Jul 13 2018 20:00:00 GMT-0400,17065.78,1.50%
Sat Jul 14 2018 20:00:00 GMT-0400,17160.58,0.56%
Sun Jul 15 2018 20:00:00 GMT-0400,17761.72,3.50%
Mon Jul 16 2018 20:00:00 GMT-0400,18919.75,6.52%
Tue Jul 17 2018 20:00:00 GMT-0400,20400.63,7.83%
Wed Jul 18 2018 20:00:00 GMT-0400,20575.47,0.86%
Thu Jul 19 2018 20:00:00 GMT-0400,19650.98,-4.49%
Fri Jul 20 2018 20:00:00 GMT-0400,17958.52,-8.61%
Sat Jul 21 2018 20:00:00 GMT-0400,18704.98,4.16%
Sun Jul 22 2018 20:00:00 GMT-0400,18583.51,-0.65%
Mon Jul 23 2018 20:00:00 GMT-0400,18165.56,-2.25%
Tue Jul 24 2018 20:00:00 GMT-0400,18493.86,1.81%
Wed Jul 25 2018 20:00:00 GMT-0400,18785.29,1.58%
Thu Jul 26 2018 20:00:00 GMT-0400,19187.08,2.14%
Fri Jul 27 2018 20:00:00 GMT-0400,18609.68,-3.01%
Sat Jul 28 2018 20:00:00 GMT-0400,18574.32,-0.19%
Sun Jul 29 2018 20:00:00 GMT-0400,18605.69,0.17%
Mon Jul 30 2018 20:00:00 GMT-0400,17865.11,-3.98%
Tue Jul 31 2018 16:00:00 GMT-0400,16599.46,-7.08%
Wed Aug 01 2018 16:00:00 GMT-0400,15963.45,-3.83%
Thu Aug 02 2018 16:00:00 GMT-0400,15083.44,-5.51%
Fri Aug 03 2018 16:00:00 GMT-0400,14941.87,-0.94%
Sat Aug 04 2018 16:00:00 GMT-0400,14667.93,-1.83%
Sun Aug 05 2018 16:00:00 GMT-0400,15134.65,3.18%
Mon Aug 06 2018 16:00:00 GMT-0400,14947.48,-1.24%
Tue Aug 07 2018 16:00:00 GMT-0400,14755.25,-1.29%
Wed Aug 08 2018 16:00:00 GMT-0400,12760.97,-13.52%
Thu Aug 09 2018 16:00:00 GMT-0400,12926.05,1.29%
Fri Aug 10 2018 16:00:00 GMT-0400,12532.45,-3.05%
Sat Aug 11 2018 16:00:00 GMT-0400,11526.62,-8.03%
Sun Aug 12 2018 16:00:00 GMT-0400,11332.22,-1.69%
Mon Aug 13 2018 16:00:00 GMT-0400,10306.83,-9.05%
Tue Aug 14 2018 16:00:00 GMT-0400,9282.91,-9.93%
Wed Aug 15 2018 16:00:00 GMT-0400,10209.19,9.98%
Thu Aug 16 2018 16:00:00 GMT-0400,10730.07,5.10%
Fri Aug 17 2018 16:00:00 GMT-0400,11729.64,9.32%
Sat Aug 18 2018 16:00:00 GMT-0400,11004.19,-6.18%
Sun Aug 19 2018 16:00:00 GMT-0400,11395.6,3.56%
Mon Aug 20 2018 16:00:00 GMT-0400,11244.72,-1.32%
Tue Aug 21 2018 16:00:00 GMT-0400,10789.53,-4.05%
Wed Aug 22 2018 16:00:00 GMT-0400,10466.31,-3.00%
Thu Aug 23 2018 16:00:00 GMT-0400,10651.96,1.77%
Fri Aug 24 2018 16:00:00 GMT-0400,11157.14,4.74%
Sat Aug 25 2018 16:00:00 GMT-0400,11388.52,2.07%
Sun Aug 26 2018 16:00:00 GMT-0400,11457.7,0.61%
Mon Aug 27 2018 16:00:00 GMT-0400,11992.35,4.67%
Tue Aug 28 2018 16:00:00 GMT-0400,12850.31,7.15%
Wed Aug 29 2018 16:00:00 GMT-0400,12309.56,-4.21%
Thu Aug 30 2018 16:00:00 GMT-0400,11680,-5.11%
Fri Aug 31 2018 16:00:00 GMT-0400,12562.08,7.55%
Sat Sep 01 2018 16:00:00 GMT-0400,13817.1,9.99%
Sun Sep 02 2018 16:00:00 GMT-0400,12996.45,-5.94%
Mon Sep 03 2018 16:00:00 GMT-0400,13256.99,2.00%
Tue Sep 04 2018 16:00:00 GMT-0400,13376.34,0.90%
Wed Sep 05 2018 16:00:00 GMT-0400,11922.04,-10.87%
Thu Sep 06 2018 16:00:00 GMT-0400,11340.26,-4.88%
Fri Sep 07 2018 16:00:00 GMT-0400,11230.92,-0.96%
Sat Sep 08 2018 16:00:00 GMT-0400,10656.28,-5.12%
Sun Sep 09 2018 16:00:00 GMT-0400,10975.41,2.99%
Mon Sep 10 2018 16:00:00 GMT-0400,10701.97,-2.49%
Tue Sep 11 2018 16:00:00 GMT-0400,10271.54,-4.02%
Wed Sep 12 2018 16:00:00 GMT-0400,10083.92,-1.83%
Thu Sep 13 2018 16:00:00 GMT-0400,10607.57,5.19%
Fri Sep 14 2018 16:00:00 GMT-0400,10817.41,1.98%
Sat Sep 15 2018 16:00:00 GMT-0400,10851.19,0.31%
Sun Sep 16 2018 16:00:00 GMT-0400,10776.77,-0.69%
Mon Sep 17 2018 16:00:00 GMT-0400,10096.78,-6.31%
Tue Sep 18 2018 16:00:00 GMT-0400,10135.37,0.38%
Wed Sep 19 2018 16:00:00 GMT-0400,10329.85,1.92%
Thu Sep 20 2018 16:00:00 GMT-0400,10448.98,1.15%
Fri Sep 21 2018 16:00:00 GMT-0400,11576.48,10.79%
Sat Sep 22 2018 16:00:00 GMT-0400,11272.9,-2.62%
Sun Sep 23 2018 16:00:00 GMT-0400,11623.48,3.11%
Mon Sep 24 2018 16:00:00 GMT-0400,11319.43,-2.62%
Tue Sep 25 2018 16:00:00 GMT-0400,10520.19,-7.06%
Wed Sep 26 2018 16:00:00 GMT-0400,10991.92,4.48%
Thu Sep 27 2018 16:00:00 GMT-0400,11552,5.10%
Fri Sep 28 2018 16:00:00 GMT-0400,11448.18,-0.90%
Sat Sep 29 2018 16:00:00 GMT-0400,11373,-0.66%
Sun Sep 30 2018 16:00:00 GMT-0400,11421.66,0.43%
Mon Oct 01 2018 16:00:00 GMT-0400,11333.35,-0.77%
Tue Oct 02 2018 16:00:00 GMT-0400,11491.64,1.40%
Wed Oct 03 2018 16:00:00 GMT-0400,11096.99,-3.43%
Thu Oct 04 2018 16:00:00 GMT-0400,11460.3,3.27%
Fri Oct 05 2018 16:00:00 GMT-0400,11384.96,-0.66%
Sat Oct 06 2018 16:00:00 GMT-0400,11379.47,-0.05%
Sun Oct 07 2018 16:00:00 GMT-0400,11643.03,2.32%
Mon Oct 08 2018 16:00:00 GMT-0400,11952.58,2.66%
Tue Oct 09 2018 16:00:00 GMT-0400,11778.03,-1.46%
Wed Oct 10 2018 16:00:00 GMT-0400,11730.66,-0.40%
Thu Oct 11 2018 16:00:00 GMT-0400,10489.25,-10.58%
Fri Oct 12 2018 16:00:00 GMT-0400,10489.3,0.00%
Sat Oct 13 2018 16:00:00 GMT-0400,10501.02,0.11%
Sun Oct 14 2018 16:00:00 GMT-0400,10660.42,1.52%
Mon Oct 15 2018 16:00:00 GMT-0400,10742.02,0.77%
Tue Oct 16 2018 16:00:00 GMT-0400,10786.12,0.41%
Wed Oct 17 2018 16:00:00 GMT-0400,10916.81,1.21%
Thu Oct 18 2018 16:00:00 GMT-0400,10671.37,-2.25%
Fri Oct 19 2018 16:00:00 GMT-0400,10816.83,1.36%
Sat Oct 20 2018 16:00:00 GMT-0400,10978.23,1.49%
Sun Oct 21 2018 16:00:00 GMT-0400,11104.64,1.15%
Mon Oct 22 2018 16:00:00 GMT-0400,10947.94,-1.41%
Tue Oct 23 2018 16:00:00 GMT-0400,11184.65,2.16%
Wed Oct 24 2018 16:00:00 GMT-0400,11097.01,-0.78%
Thu Oct 25 2018 16:00:00 GMT-0400,10826.67,-2.44%
Fri Oct 26 2018 16:00:00 GMT-0400,10809.78,-0.16%
Sat Oct 27 2018 16:00:00 GMT-0400,10746.98,-0.58%
Sun Oct 28 2018 16:00:00 GMT-0400,10842.25,0.89%
Mon Oct 29 2018 16:00:00 GMT-0400,10146.06,-6.42%
Tue Oct 30 2018 16:00:00 GMT-0400,10141.26,-0.05%
Wed Oct 31 2018 16:00:00 GMT-0400,10302.53,1.59%
Thu Nov 01 2018 16:00:00 GMT-0400,10339.36,0.36%
Fri Nov 02 2018 16:00:00 GMT-0400,10521.1,1.76%
Sat Nov 03 2018 16:00:00 GMT-0400,10397.12,-1.18%
Sun Nov 04 2018 16:00:00 GMT-0500,10693.45,2.85%
Mon Nov 05 2018 16:00:00 GMT-0500,10568.92,-1.16%
Tue Nov 06 2018 16:00:00 GMT-0500,10819.27,2.37%
Wed Nov 07 2018 16:00:00 GMT-0500,10796.61,-0.21%
Thu Nov 08 2018 16:00:00 GMT-0500,10523.41,-2.53%
Fri Nov 09 2018 16:00:00 GMT-0500,10291.47,-2.20%
Sat Nov 10 2018 16:00:00 GMT-0500,10385.81,0.92%
Sun Nov 11 2018 16:00:00 GMT-0500,10111.81,-2.64%
Mon Nov 12 2018 16:00:00 GMT-0500,10253.08,1.40%
Tue Nov 13 2018 16:00:00 GMT-0500,10031.66,-2.16%
Wed Nov 14 2018 16:00:00 GMT-0500,8396.49,-16.30%
Thu Nov 15 2018 16:00:00 GMT-0500,8490.37,1.12%
Fri Nov 16 2018 16:00:00 GMT-0500,8471.81,-0.22%
Sat Nov 17 2018 16:00:00 GMT-0500,8534.58,0.74%
Sun Nov 18 2018 16:00:00 GMT-0500,8424.96,-1.28%
Mon Nov 19 2018 16:00:00 GMT-0500,7099.91,-15.73%
Tue Nov 20 2018 16:00:00 GMT-0500,6112.7,-13.90%
Wed Nov 21 2018 16:00:00 GMT-0500,6362.19,4.08%
Thu Nov 22 2018 16:00:00 GMT-0500,6378.66,0.26%
Fri Nov 23 2018 16:00:00 GMT-0500,5906.12,-7.41%
Sat Nov 24 2018 16:00:00 GMT-0500,5857.77,-0.82%
Sun Nov 25 2018 16:00:00 GMT-0500,5465.04,-6.70%
Mon Nov 26 2018 16:00:00 GMT-0500,5119.43,-6.32%
Tue Nov 27 2018 16:00:00 GMT-0500,5318.98,3.90%
Wed Nov 28 2018 16:00:00 GMT-0500,6371.36,19.79%
Thu Nov 29 2018 16:00:00 GMT-0500,6094.75,-4.34%
Fri Nov 30 2018 16:00:00 GMT-0500,5715.33,-6.23%
Sat Dec 01 2018 16:00:00 GMT-0500,5994.08,4.88%
Sun Dec 02 2018 16:00:00 GMT-0500,6110.9,1.95%
Mon Dec 03 2018 16:00:00 GMT-0500,5521.57,-9.64%
Tue Dec 04 2018 16:00:00 GMT-0500,5540.02,0.33%
Wed Dec 05 2018 16:00:00 GMT-0500,5287.09,-4.57%
Thu Dec 06 2018 16:00:00 GMT-0500,5025.79,-4.94%
Fri Dec 07 2018 16:00:00 GMT-0500,4661.26,-7.25%
Sat Dec 08 2018 16:00:00 GMT-0500,4659.03,-0.05%
Sun Dec 09 2018 16:00:00 GMT-0500,5010.21,7.54%
Mon Dec 10 2018 16:00:00 GMT-0500,4730.48,-5.58%
Tue Dec 11 2018 16:00:00 GMT-0500,4634.68,-2.03%
Wed Dec 12 2018 16:00:00 GMT-0500,4778.77,3.11%
Thu Dec 13 2018 16:00:00 GMT-0500,4559.28,-4.59%
Fri Dec 14 2018 16:00:00 GMT-0500,4421.28,-3.03%
Sat Dec 15 2018 16:00:00 GMT-0500,4435.78,0.33%
Sun Dec 16 2018 16:00:00 GMT-0500,4567.29,2.96%
Mon Dec 17 2018 16:00:00 GMT-0500,5097.26,11.60%
Tue Dec 18 2018 16:00:00 GMT-0500,5056.2,-0.81%
Wed Dec 19 2018 16:00:00 GMT-0500,5513.16,9.04%
Thu Dec 20 2018 16:00:00 GMT-0500,5729.33,3.92%
Fri Dec 21 2018 16:00:00 GMT-0500,5816.07,1.51%
Sat Dec 22 2018 16:00:00 GMT-0500,6039.25,3.84%
Sun Dec 23 2018 16:00:00 GMT-0500,6358.26,5.28%
Mon Dec 24 2018 16:00:00 GMT-0500,6430.97,1.14%
Tue Dec 25 2018 16:00:00 GMT-0500,5915.12,-8.02%
Wed Dec 26 2018 16:00:00 GMT-0500,5976.78,1.04%
Thu Dec 27 2018 16:00:00 GMT-0500,5601.45,-6.28%
Fri Dec 28 2018 16:00:00 GMT-0500,6236.59,11.34%
Sat Dec 29 2018 16:00:00 GMT-0500,6108.79,-2.05%
Sun Dec 30 2018 16:00:00 GMT-0500,6075.17,-0.55%
Mon Dec 31 2018 16:00:00 GMT-0500,5737.18,-5.56%
Tue Jan 01 2019 16:00:00 GMT-0500,5886.61,2.60%
Wed Jan 02 2019 16:00:00 GMT-0500,6112.25,3.83%
Thu Jan 03 2019 16:00:00 GMT-0500,5964.26,-2.42%
Fri Jan 04 2019 16:00:00 GMT-0500,5920.23,-0.74%
Sat Jan 05 2019 16:00:00 GMT-0500,6020.73,1.70%
Sun Jan 06 2019 16:00:00 GMT-0500,6256.16,3.91%
Mon Jan 07 2019 16:00:00 GMT-0500,6057.68,-3.17%
Tue Jan 08 2019 16:00:00 GMT-0500,6055.91,-0.03%
Wed Jan 09 2019 16:00:00 GMT-0500,6153.62,1.61%
Thu Jan 10 2019 16:00:00 GMT-0500,5334.99,-13.30%
Fri Jan 11 2019 16:00:00 GMT-0500,5437.77,1.93%
Sat Jan 12 2019 16:00:00 GMT-0500,5406.1,-0.58%
Sun Jan 13 2019 16:00:00 GMT-0500,5025.88,-7.03%
Mon Jan 14 2019 16:00:00 GMT-0500,5373.24,6.91%
Tue Jan 15 2019 16:00:00 GMT-0500,5132.83,-4.47%
Wed Jan 16 2019 16:00:00 GMT-0500,5283.53,2.94%
Thu Jan 17 2019 16:00:00 GMT-0500,5369.85,1.63%
Fri Jan 18 2019 16:00:00 GMT-0500,5289.48,-1.50%
Sat Jan 19 2019 16:00:00 GMT-0500,5479.03,3.58%
Sun Jan 20 2019 16:00:00 GMT-0500,5208.57,-4.94%
Mon Jan 21 2019 16:00:00 GMT-0500,5240.49,0.61%
Tue Jan 22 2019 16:00:00 GMT-0500,5342.23,1.94%
Wed Jan 23 2019 16:00:00 GMT-0500,5229.67,-2.11%
Thu Jan 24 2019 16:00:00 GMT-0500,5302.8,1.40%
Fri Jan 25 2019 16:00:00 GMT-0500,5236.2,-1.26%
Sat Jan 26 2019 16:00:00 GMT-0500,5194.91,-0.79%
Sun Jan 27 2019 16:00:00 GMT-0500,5101.76,-1.79%
Mon Jan 28 2019 16:00:00 GMT-0500,4711.46,-7.65%
Tue Jan 29 2019 16:00:00 GMT-0500,4747.11,0.76%
Wed Jan 30 2019 16:00:00 GMT-0500,4821.82,1.57%
Thu Jan 31 2019 16:00:00 GMT-0500,4656.51,-3.43%
Fri Feb 01 2019 16:00:00 GMT-0500,4670.72,0.31%
Sat Feb 02 2019 16:00:00 GMT-0500,4646.69,-0.51%
Sun Feb 03 2019 16:00:00 GMT-0500,4654.43,0.17%
Mon Feb 04 2019 16:00:00 GMT-0500,4606.99,-1.02%
Tue Feb 05 2019 16:00:00 GMT-0500,4546.8,-1.31%
Wed Feb 06 2019 16:00:00 GMT-0500,4362.21,-4.06%
Thu Feb 07 2019 16:00:00 GMT-0500,4476.8,2.63%
Fri Feb 08 2019 16:00:00 GMT-0500,4850.37,8.34%
Sat Feb 09 2019 16:00:00 GMT-0500,4791.52,-1.21%
Sun Feb 10 2019 16:00:00 GMT-0500,4806.44,0.31%
Mon Feb 11 2019 16:00:00 GMT-0500,4818.8,0.26%
Tue Feb 12 2019 16:00:00 GMT-0500,4875.12,1.17%
Wed Feb 13 2019 16:00:00 GMT-0500,4803.71,-1.46%
Thu Feb 14 2019 16:00:00 GMT-0500,4827,0.48%
Fri Feb 15 2019 16:00:00 GMT-0500,4873.7,0.97%
Sat Feb 16 2019 16:00:00 GMT-0500,4927.13,1.10%
Sun Feb 17 2019 16:00:00 GMT-0500,4970.58,0.88%
Mon Feb 18 2019 16:00:00 GMT-0500,5308.56,6.80%
Tue Feb 19 2019 16:00:00 GMT-0500,5437.16,2.42%
Wed Feb 20 2019 16:00:00 GMT-0500,5402.15,-0.64%
Thu Feb 21 2019 16:00:00 GMT-0500,5253.06,-2.76%
Fri Feb 22 2019 16:00:00 GMT-0500,5350.11,1.85%
Sat Feb 23 2019 16:00:00 GMT-0500,5664.06,5.87%
Sun Feb 24 2019 16:00:00 GMT-0500,5231.99,-7.63%
Mon Feb 25 2019 16:00:00 GMT-0500,5172.16,-1.14%
Tue Feb 26 2019 16:00:00 GMT-0500,5180.69,0.16%
Wed Feb 27 2019 16:00:00 GMT-0500,5045.97,-2.60%
Thu Feb 28 2019 16:00:00 GMT-0500,5160.8,2.28%
Fri Mar 01 2019 16:00:00 GMT-0500,5268.13,2.08%
