Date,BITW100,% Change
Fri Feb 02 2018 19:00:00 GMT-0500,17317.1,-6.48%
Sat Feb 03 2018 19:00:00 GMT-0500,18134.05,4.72%
Sun Feb 04 2018 19:00:00 GMT-0500,16101.58,-11.21%
Mon Feb 05 2018 19:00:00 GMT-0500,13500.44,-16.15%
Tue Feb 06 2018 19:00:00 GMT-0500,15112.76,11.94%
Wed Feb 07 2018 19:00:00 GMT-0500,14633.35,-3.17%
Thu Feb 08 2018 19:00:00 GMT-0500,16161.54,10.44%
Fri Feb 09 2018 19:00:00 GMT-0500,17515.75,8.38%
Sat Feb 10 2018 19:00:00 GMT-0500,17399.85,-0.66%
Sun Feb 11 2018 19:00:00 GMT-0500,16448.74,-5.47%
Mon Feb 12 2018 19:00:00 GMT-0500,17759.23,7.97%
Tue Feb 13 2018 19:00:00 GMT-0500,17187.35,-3.22%
Wed Feb 14 2018 19:00:00 GMT-0500,19058.16,10.88%
Thu Feb 15 2018 19:00:00 GMT-0500,19759.17,3.68%
Fri Feb 16 2018 19:00:00 GMT-0500,20078.46,1.62%
Sat Feb 17 2018 19:00:00 GMT-0500,21190.18,5.54%
Sun Feb 18 2018 19:00:00 GMT-0500,19933.52,-5.93%
Mon Feb 19 2018 19:00:00 GMT-0500,20851.27,4.60%
Tue Feb 20 2018 19:00:00 GMT-0500,20204.96,-3.10%
Wed Feb 21 2018 19:00:00 GMT-0500,19006.87,-5.93%
Thu Feb 22 2018 19:00:00 GMT-0500,17747.4,-6.63%
Fri Feb 23 2018 19:00:00 GMT-0500,18636.48,5.01%
Sat Feb 24 2018 19:00:00 GMT-0500,17860.96,-4.16%
Sun Feb 25 2018 19:00:00 GMT-0500,17799.97,-0.34%
Mon Feb 26 2018 19:00:00 GMT-0500,18713.64,5.13%
Tue Feb 27 2018 19:00:00 GMT-0500,18962.17,1.33%
Wed Feb 28 2018 19:00:00 GMT-0500,18265.6,-3.67%
Thu Mar 01 2018 19:00:00 GMT-0500,19016.79,4.11%
Fri Mar 02 2018 19:00:00 GMT-0500,18924.93,-0.48%
Sat Mar 03 2018 19:00:00 GMT-0500,19168.92,1.29%
Sun Mar 04 2018 19:00:00 GMT-0500,19521.16,1.84%
Mon Mar 05 2018 19:00:00 GMT-0500,19187.78,-1.71%
Tue Mar 06 2018 19:00:00 GMT-0500,18123.71,-5.55%
Wed Mar 07 2018 19:00:00 GMT-0500,16726.21,-7.71%
Thu Mar 08 2018 19:00:00 GMT-0500,15751.07,-5.83%
Fri Mar 09 2018 19:00:00 GMT-0500,15981.27,1.46%
Sat Mar 10 2018 19:00:00 GMT-0500,15026.4,-5.97%
Sun Mar 11 2018 20:00:00 GMT-0400,16148.74,7.47%
Mon Mar 12 2018 20:00:00 GMT-0400,15407.61,-4.59%
Tue Mar 13 2018 20:00:00 GMT-0400,15400.88,-0.04%
Wed Mar 14 2018 20:00:00 GMT-0400,13729.52,-10.85%
Thu Mar 15 2018 20:00:00 GMT-0400,13690.2,-0.29%
Fri Mar 16 2018 20:00:00 GMT-0400,13611.88,-0.57%
Sat Mar 17 2018 20:00:00 GMT-0400,12705.92,-6.66%
Sun Mar 18 2018 20:00:00 GMT-0400,13182.41,3.75%
Mon Mar 19 2018 20:00:00 GMT-0400,13879.19,5.29%
Tue Mar 20 2018 20:00:00 GMT-0400,14262.12,2.76%
Wed Mar 21 2018 20:00:00 GMT-0400,14176.5,-0.60%
Thu Mar 22 2018 20:00:00 GMT-0400,13774.63,-2.83%
Fri Mar 23 2018 20:00:00 GMT-0400,13901.39,0.92%
Sat Mar 24 2018 20:00:00 GMT-0400,13473.3,-3.08%
Sun Mar 25 2018 20:00:00 GMT-0400,13406.59,-0.50%
Mon Mar 26 2018 20:00:00 GMT-0400,12716.47,-5.15%
Tue Mar 27 2018 20:00:00 GMT-0400,12046.43,-5.27%
Wed Mar 28 2018 20:00:00 GMT-0400,12192.79,1.21%
Thu Mar 29 2018 20:00:00 GMT-0400,10793.4,-11.48%
Fri Mar 30 2018 20:00:00 GMT-0400,10596.75,-1.82%
Sat Mar 31 2018 20:00:00 GMT-0400,10673.45,0.72%
Sun Apr 01 2018 20:00:00 GMT-0400,10301.16,-3.49%
Mon Apr 02 2018 20:00:00 GMT-0400,10687.39,3.75%
Tue Apr 03 2018 20:00:00 GMT-0400,11419.65,6.85%
Wed Apr 04 2018 20:00:00 GMT-0400,10399.92,-8.93%
Thu Apr 05 2018 20:00:00 GMT-0400,10401.18,0.01%
Fri Apr 06 2018 20:00:00 GMT-0400,10056.22,-3.32%
Sat Apr 07 2018 20:00:00 GMT-0400,10458.46,4.00%
Sun Apr 08 2018 20:00:00 GMT-0400,10720.87,2.51%
Mon Apr 09 2018 20:00:00 GMT-0400,10465.08,-2.39%
Tue Apr 10 2018 20:00:00 GMT-0400,10612.66,1.41%
Wed Apr 11 2018 20:00:00 GMT-0400,11063.44,4.25%
Thu Apr 12 2018 20:00:00 GMT-0400,12579.92,13.71%
Fri Apr 13 2018 20:00:00 GMT-0400,12556.92,-0.18%
Sat Apr 14 2018 20:00:00 GMT-0400,12758.38,1.60%
Sun Apr 15 2018 20:00:00 GMT-0400,13468.87,5.57%
Mon Apr 16 2018 20:00:00 GMT-0400,13051.27,-3.10%
Tue Apr 17 2018 20:00:00 GMT-0400,12913.87,-1.05%
Wed Apr 18 2018 20:00:00 GMT-0400,13691.15,6.02%
Thu Apr 19 2018 20:00:00 GMT-0400,14359.35,4.88%
Fri Apr 20 2018 20:00:00 GMT-0400,15671.66,9.14%
Sat Apr 21 2018 20:00:00 GMT-0400,15411.57,-1.66%
Sun Apr 22 2018 20:00:00 GMT-0400,15466.74,0.36%
Mon Apr 23 2018 20:00:00 GMT-0400,16061.76,3.85%
Tue Apr 24 2018 20:00:00 GMT-0400,17359.97,8.08%
Wed Apr 25 2018 20:00:00 GMT-0400,15502.33,-10.70%
Thu Apr 26 2018 20:00:00 GMT-0400,16547.05,6.74%
Fri Apr 27 2018 20:00:00 GMT-0400,15961.58,-3.54%
Sat Apr 28 2018 20:00:00 GMT-0400,16912.22,5.96%
Sun Apr 29 2018 20:00:00 GMT-0400,17333.21,2.49%
Mon Apr 30 2018 20:00:00 GMT-0400,16690.17,-3.71%
Tue May 01 2018 20:00:00 GMT-0400,16671.49,-0.11%
Wed May 02 2018 20:00:00 GMT-0400,17069.66,2.39%
Thu May 03 2018 20:00:00 GMT-0400,17924.21,5.01%
Fri May 04 2018 20:00:00 GMT-0400,17935.09,0.06%
Sat May 05 2018 20:00:00 GMT-0400,18438.11,2.80%
Sun May 06 2018 20:00:00 GMT-0400,18020.78,-2.26%
Mon May 07 2018 20:00:00 GMT-0400,17390.98,-3.49%
Tue May 08 2018 20:00:00 GMT-0400,17123.95,-1.54%
Wed May 09 2018 20:00:00 GMT-0400,17214.78,0.53%
Thu May 10 2018 20:00:00 GMT-0400,16447.22,-4.46%
Fri May 11 2018 20:00:00 GMT-0400,15093.83,-8.23%
Sat May 12 2018 20:00:00 GMT-0400,15358.41,1.75%
Sun May 13 2018 20:00:00 GMT-0400,16007.26,4.22%
Mon May 14 2018 20:00:00 GMT-0400,15903.45,-0.65%
Tue May 15 2018 20:00:00 GMT-0400,15318.22,-3.68%
Wed May 16 2018 20:00:00 GMT-0400,15145.73,-1.13%
Thu May 17 2018 20:00:00 GMT-0400,14403.39,-4.90%
Fri May 18 2018 20:00:00 GMT-0400,14773.58,2.57%
Sat May 19 2018 20:00:00 GMT-0400,14737.53,-0.24%
Sun May 20 2018 20:00:00 GMT-0400,15335.89,4.06%
Mon May 21 2018 20:00:00 GMT-0400,14980.3,-2.32%
Tue May 22 2018 20:00:00 GMT-0400,14062.21,-6.13%
Wed May 23 2018 20:00:00 GMT-0400,12960.56,-7.83%
Thu May 24 2018 20:00:00 GMT-0400,13352.9,3.03%
Fri May 25 2018 20:00:00 GMT-0400,13008.61,-2.58%
Sat May 26 2018 20:00:00 GMT-0400,12895.08,-0.87%
Sun May 27 2018 20:00:00 GMT-0400,12795.66,-0.77%
Mon May 28 2018 20:00:00 GMT-0400,11935.21,-6.72%
Tue May 29 2018 20:00:00 GMT-0400,12814.69,7.37%
Wed May 30 2018 20:00:00 GMT-0400,12672.86,-1.11%
Thu May 31 2018 20:00:00 GMT-0400,12938.83,2.10%
Fri Jun 01 2018 20:00:00 GMT-0400,13043.35,0.81%
Sat Jun 02 2018 20:00:00 GMT-0400,13433.94,2.99%
Sun Jun 03 2018 20:00:00 GMT-0400,13817.03,2.85%
Mon Jun 04 2018 20:00:00 GMT-0400,13250.72,-4.10%
Tue Jun 05 2018 20:00:00 GMT-0400,13551.88,2.27%
Wed Jun 06 2018 20:00:00 GMT-0400,13507.11,-0.33%
Thu Jun 07 2018 20:00:00 GMT-0400,13540.14,0.24%
Fri Jun 08 2018 20:00:00 GMT-0400,13397.13,-1.06%
Sat Jun 09 2018 20:00:00 GMT-0400,13143.46,-1.89%
Sun Jun 10 2018 20:00:00 GMT-0400,11642.06,-11.42%
Mon Jun 11 2018 20:00:00 GMT-0400,11847.29,1.76%
Tue Jun 12 2018 20:00:00 GMT-0400,11111.38,-6.21%
Wed Jun 13 2018 20:00:00 GMT-0400,10642.12,-4.22%
Thu Jun 14 2018 20:00:00 GMT-0400,11345.07,6.61%
Fri Jun 15 2018 20:00:00 GMT-0400,10838.43,-4.47%
Sat Jun 16 2018 20:00:00 GMT-0400,10967.41,1.19%
Sun Jun 17 2018 20:00:00 GMT-0400,10889.71,-0.71%
Mon Jun 18 2018 20:00:00 GMT-0400,11248.19,3.29%
Tue Jun 19 2018 20:00:00 GMT-0400,11402.88,1.38%
Wed Jun 20 2018 20:00:00 GMT-0400,11328.86,-0.65%
Thu Jun 21 2018 20:00:00 GMT-0400,11205.12,-1.09%
Fri Jun 22 2018 20:00:00 GMT-0400,9971.68,-11.01%
Sat Jun 23 2018 20:00:00 GMT-0400,10075.09,1.04%
Sun Jun 24 2018 20:00:00 GMT-0400,9865.19,-2.08%
Mon Jun 25 2018 20:00:00 GMT-0400,10020.37,1.57%
Tue Jun 26 2018 20:00:00 GMT-0400,9543.43,-4.76%
Wed Jun 27 2018 20:00:00 GMT-0400,9741.99,2.08%
Thu Jun 28 2018 20:00:00 GMT-0400,9258.88,-4.96%
Fri Jun 29 2018 20:00:00 GMT-0400,9692.65,4.68%
Sat Jun 30 2018 20:00:00 GMT-0400,10019.99,3.38%
Sun Jul 01 2018 20:00:00 GMT-0400,10031.19,0.11%
Mon Jul 02 2018 20:00:00 GMT-0400,10438.52,4.06%
Tue Jul 03 2018 20:00:00 GMT-0400,10341.57,-0.93%
Wed Jul 04 2018 20:00:00 GMT-0400,10488.28,1.42%
Thu Jul 05 2018 20:00:00 GMT-0400,10363.48,-1.19%
Fri Jul 06 2018 20:00:00 GMT-0400,10409.35,0.44%
Sat Jul 07 2018 20:00:00 GMT-0400,10661.81,2.43%
Sun Jul 08 2018 20:00:00 GMT-0400,10586.42,-0.71%
Mon Jul 09 2018 20:00:00 GMT-0400,10392.48,-1.83%
Tue Jul 10 2018 20:00:00 GMT-0400,9729.09,-6.38%
Wed Jul 11 2018 20:00:00 GMT-0400,9918.22,1.94%
Thu Jul 12 2018 20:00:00 GMT-0400,9644.07,-2.76%
Fri Jul 13 2018 20:00:00 GMT-0400,9615.2,-0.30%
Sat Jul 14 2018 20:00:00 GMT-0400,9646.01,0.32%
Sun Jul 15 2018 20:00:00 GMT-0400,9939.38,3.04%
Mon Jul 16 2018 20:00:00 GMT-0400,10622.44,6.87%
Tue Jul 17 2018 20:00:00 GMT-0400,11379.42,7.13%
Wed Jul 18 2018 20:00:00 GMT-0400,11299.07,-0.71%
Thu Jul 19 2018 20:00:00 GMT-0400,11274.13,-0.22%
Fri Jul 20 2018 20:00:00 GMT-0400,10803.65,-4.17%
Sat Jul 21 2018 20:00:00 GMT-0400,11027.06,2.07%
Sun Jul 22 2018 20:00:00 GMT-0400,10957.33,-0.63%
Mon Jul 23 2018 20:00:00 GMT-0400,11159.16,1.84%
Tue Jul 24 2018 20:00:00 GMT-0400,11999.4,7.53%
Wed Jul 25 2018 20:00:00 GMT-0400,11782.96,-1.80%
Thu Jul 26 2018 20:00:00 GMT-0400,11384.51,-3.38%
Fri Jul 27 2018 20:00:00 GMT-0400,11742.84,3.15%
Sat Jul 28 2018 20:00:00 GMT-0400,11783.73,0.35%
Sun Jul 29 2018 20:00:00 GMT-0400,11732.16,-0.44%
Mon Jul 30 2018 20:00:00 GMT-0400,11560.96,-1.46%
Tue Jul 31 2018 16:00:00 GMT-0400,10988.88,-4.95%
Wed Aug 01 2018 16:00:00 GMT-0400,10735,-2.31%
Thu Aug 02 2018 16:00:00 GMT-0400,10578.95,-1.45%
Fri Aug 03 2018 16:00:00 GMT-0400,10459.61,-1.13%
Sat Aug 04 2018 16:00:00 GMT-0400,10030.72,-4.10%
Sun Aug 05 2018 16:00:00 GMT-0400,10106.38,0.75%
Mon Aug 06 2018 16:00:00 GMT-0400,9982.21,-1.23%
Tue Aug 07 2018 16:00:00 GMT-0400,9951.57,-0.31%
Wed Aug 08 2018 16:00:00 GMT-0400,8868.1,-10.89%
Thu Aug 09 2018 16:00:00 GMT-0400,9058.74,2.15%
Fri Aug 10 2018 16:00:00 GMT-0400,8880.09,-1.97%
Sat Aug 11 2018 16:00:00 GMT-0400,8589.06,-3.28%
Sun Aug 12 2018 16:00:00 GMT-0400,8498.49,-1.05%
Mon Aug 13 2018 16:00:00 GMT-0400,8136.04,-4.26%
Tue Aug 14 2018 16:00:00 GMT-0400,7749.27,-4.75%
Wed Aug 15 2018 16:00:00 GMT-0400,8221.95,6.10%
Thu Aug 16 2018 16:00:00 GMT-0400,8312.16,1.10%
Fri Aug 17 2018 16:00:00 GMT-0400,8624.79,3.76%
Sat Aug 18 2018 16:00:00 GMT-0400,8381.94,-2.82%
Sun Aug 19 2018 16:00:00 GMT-0400,8486.57,1.25%
Mon Aug 20 2018 16:00:00 GMT-0400,8441.31,-0.53%
Tue Aug 21 2018 16:00:00 GMT-0400,8368.6,-0.86%
Wed Aug 22 2018 16:00:00 GMT-0400,8257.99,-1.32%
Thu Aug 23 2018 16:00:00 GMT-0400,8268.61,0.13%
Fri Aug 24 2018 16:00:00 GMT-0400,8515.09,2.98%
Sat Aug 25 2018 16:00:00 GMT-0400,8606.71,1.08%
Sun Aug 26 2018 16:00:00 GMT-0400,8552.93,-0.62%
Mon Aug 27 2018 16:00:00 GMT-0400,8679.1,1.48%
Tue Aug 28 2018 16:00:00 GMT-0400,9202.5,6.03%
Wed Aug 29 2018 16:00:00 GMT-0400,9046.59,-1.69%
Thu Aug 30 2018 16:00:00 GMT-0400,8737.37,-3.42%
Fri Aug 31 2018 16:00:00 GMT-0400,9103.91,4.20%
Sat Sep 01 2018 16:00:00 GMT-0400,9566.84,5.08%
Sun Sep 02 2018 16:00:00 GMT-0400,9496.59,-0.73%
Mon Sep 03 2018 16:00:00 GMT-0400,9513.13,0.17%
Tue Sep 04 2018 16:00:00 GMT-0400,9485.31,-0.29%
Wed Sep 05 2018 16:00:00 GMT-0400,8640.09,-8.91%
Thu Sep 06 2018 16:00:00 GMT-0400,8149.76,-5.68%
Fri Sep 07 2018 16:00:00 GMT-0400,8042.82,-1.31%
Sat Sep 08 2018 16:00:00 GMT-0400,7685.83,-4.44%
Sun Sep 09 2018 16:00:00 GMT-0400,7917.22,3.01%
Mon Sep 10 2018 16:00:00 GMT-0400,7702.43,-2.71%
Tue Sep 11 2018 16:00:00 GMT-0400,7578.82,-1.60%
Wed Sep 12 2018 16:00:00 GMT-0400,7608.68,0.39%
Thu Sep 13 2018 16:00:00 GMT-0400,7916.83,4.05%
Fri Sep 14 2018 16:00:00 GMT-0400,8087.89,2.16%
Sat Sep 15 2018 16:00:00 GMT-0400,8113.22,0.31%
Sun Sep 16 2018 16:00:00 GMT-0400,8067.11,-0.57%
Mon Sep 17 2018 16:00:00 GMT-0400,7653.14,-5.13%
Tue Sep 18 2018 16:00:00 GMT-0400,7829.88,2.31%
Wed Sep 19 2018 16:00:00 GMT-0400,7969.59,1.78%
Thu Sep 20 2018 16:00:00 GMT-0400,8120.11,1.89%
Fri Sep 21 2018 16:00:00 GMT-0400,9068.07,11.67%
Sat Sep 22 2018 16:00:00 GMT-0400,8931.09,-1.51%
Sun Sep 23 2018 16:00:00 GMT-0400,8970.37,0.44%
Mon Sep 24 2018 16:00:00 GMT-0400,8746.18,-2.50%
Tue Sep 25 2018 16:00:00 GMT-0400,8193.3,-6.32%
Wed Sep 26 2018 16:00:00 GMT-0400,8597.9,4.94%
Thu Sep 27 2018 16:00:00 GMT-0400,8899.55,3.51%
Fri Sep 28 2018 16:00:00 GMT-0400,8846.63,-0.59%
Sat Sep 29 2018 16:00:00 GMT-0400,8837.54,-0.10%
Sun Sep 30 2018 16:00:00 GMT-0400,8846.99,0.11%
Mon Oct 01 2018 16:00:00 GMT-0400,8761.62,-0.96%
Tue Oct 02 2018 16:00:00 GMT-0400,8774.14,0.14%
Wed Oct 03 2018 16:00:00 GMT-0400,8509.92,-3.01%
Thu Oct 04 2018 16:00:00 GMT-0400,8703.51,2.27%
Fri Oct 05 2018 16:00:00 GMT-0400,8636,-0.78%
Sat Oct 06 2018 16:00:00 GMT-0400,8546.81,-1.03%
Sun Oct 07 2018 16:00:00 GMT-0400,8568.39,0.25%
Mon Oct 08 2018 16:00:00 GMT-0400,8781.06,2.48%
Tue Oct 09 2018 16:00:00 GMT-0400,8677.88,-1.18%
Wed Oct 10 2018 16:00:00 GMT-0400,8594.08,-0.97%
Thu Oct 11 2018 16:00:00 GMT-0400,7923.74,-7.80%
Fri Oct 12 2018 16:00:00 GMT-0400,7939.71,0.20%
Sat Oct 13 2018 16:00:00 GMT-0400,7950.69,0.14%
Sun Oct 14 2018 16:00:00 GMT-0400,8024.09,0.92%
Mon Oct 15 2018 16:00:00 GMT-0400,8295.54,3.38%
Tue Oct 16 2018 16:00:00 GMT-0400,8282.76,-0.15%
Wed Oct 17 2018 16:00:00 GMT-0400,8364.31,0.98%
Thu Oct 18 2018 16:00:00 GMT-0400,8204.62,-1.91%
Fri Oct 19 2018 16:00:00 GMT-0400,8218.62,0.17%
Sat Oct 20 2018 16:00:00 GMT-0400,8276.9,0.71%
Sun Oct 21 2018 16:00:00 GMT-0400,8311.86,0.42%
Mon Oct 22 2018 16:00:00 GMT-0400,8222.43,-1.08%
Tue Oct 23 2018 16:00:00 GMT-0400,8258.5,0.44%
Wed Oct 24 2018 16:00:00 GMT-0400,8319.02,0.73%
Thu Oct 25 2018 16:00:00 GMT-0400,8237.8,-0.98%
Fri Oct 26 2018 16:00:00 GMT-0400,8217.22,-0.25%
Sat Oct 27 2018 16:00:00 GMT-0400,8223.62,0.08%
Sun Oct 28 2018 16:00:00 GMT-0400,8238.69,0.18%
Mon Oct 29 2018 16:00:00 GMT-0400,7939.65,-3.63%
Tue Oct 30 2018 16:00:00 GMT-0400,7967.76,0.35%
Wed Oct 31 2018 16:00:00 GMT-0400,8052.8,1.07%
Thu Nov 01 2018 16:00:00 GMT-0400,8081.13,0.35%
Fri Nov 02 2018 16:00:00 GMT-0400,8188.08,1.32%
Sat Nov 03 2018 16:00:00 GMT-0400,8161.32,-0.33%
Sun Nov 04 2018 16:00:00 GMT-0500,8389.11,2.79%
Mon Nov 05 2018 16:00:00 GMT-0500,8388.49,-0.01%
Tue Nov 06 2018 16:00:00 GMT-0500,8616.61,2.72%
Wed Nov 07 2018 16:00:00 GMT-0500,8677.64,0.71%
Thu Nov 08 2018 16:00:00 GMT-0500,8538.25,-1.61%
Fri Nov 09 2018 16:00:00 GMT-0500,8375.43,-1.91%
Sat Nov 10 2018 16:00:00 GMT-0500,8435.48,0.72%
Sun Nov 11 2018 16:00:00 GMT-0500,8344.03,-1.08%
Mon Nov 12 2018 16:00:00 GMT-0500,8397.93,0.65%
Tue Nov 13 2018 16:00:00 GMT-0500,8323.16,-0.89%
Wed Nov 14 2018 16:00:00 GMT-0500,7154.84,-14.04%
Thu Nov 15 2018 16:00:00 GMT-0500,7167.16,0.17%
Fri Nov 16 2018 16:00:00 GMT-0500,7185.09,0.25%
Sat Nov 17 2018 16:00:00 GMT-0500,7205.49,0.28%
Sun Nov 18 2018 16:00:00 GMT-0500,7271.07,0.91%
Mon Nov 19 2018 16:00:00 GMT-0500,6412.05,-11.81%
Tue Nov 20 2018 16:00:00 GMT-0500,5607.89,-12.54%
Wed Nov 21 2018 16:00:00 GMT-0500,5740.07,2.36%
Thu Nov 22 2018 16:00:00 GMT-0500,5708.47,-0.55%
Fri Nov 23 2018 16:00:00 GMT-0500,5375.94,-5.83%
Sat Nov 24 2018 16:00:00 GMT-0500,5294.4,-1.52%
Sun Nov 25 2018 16:00:00 GMT-0500,4995.13,-5.65%
Mon Nov 26 2018 16:00:00 GMT-0500,4666.72,-6.57%
Tue Nov 27 2018 16:00:00 GMT-0500,4745.3,1.68%
Wed Nov 28 2018 16:00:00 GMT-0500,5528.56,16.51%
Thu Nov 29 2018 16:00:00 GMT-0500,5288.03,-4.35%
Fri Nov 30 2018 16:00:00 GMT-0500,5023.92,-4.99%
Sat Dec 01 2018 16:00:00 GMT-0500,5282.29,5.14%
Sun Dec 02 2018 16:00:00 GMT-0500,5278.58,-0.07%
Mon Dec 03 2018 16:00:00 GMT-0500,4852.36,-8.07%
Tue Dec 04 2018 16:00:00 GMT-0500,4872.27,0.41%
Wed Dec 05 2018 16:00:00 GMT-0500,4677.35,-4.00%
Thu Dec 06 2018 16:00:00 GMT-0500,4472.83,-4.37%
Fri Dec 07 2018 16:00:00 GMT-0500,4123.62,-7.81%
Sat Dec 08 2018 16:00:00 GMT-0500,4083.54,-0.97%
Sun Dec 09 2018 16:00:00 GMT-0500,4413.9,8.09%
Mon Dec 10 2018 16:00:00 GMT-0500,4175.95,-5.39%
Tue Dec 11 2018 16:00:00 GMT-0500,4096.05,-1.91%
Wed Dec 12 2018 16:00:00 GMT-0500,4209.39,2.77%
Thu Dec 13 2018 16:00:00 GMT-0500,3987.46,-5.27%
Fri Dec 14 2018 16:00:00 GMT-0500,3858.54,-3.23%
Sat Dec 15 2018 16:00:00 GMT-0500,3898.45,1.03%
Sun Dec 16 2018 16:00:00 GMT-0500,3965.06,1.71%
Mon Dec 17 2018 16:00:00 GMT-0500,4425.28,11.61%
Tue Dec 18 2018 16:00:00 GMT-0500,4367.55,-1.30%
Wed Dec 19 2018 16:00:00 GMT-0500,4715.67,7.97%
Thu Dec 20 2018 16:00:00 GMT-0500,4934.65,4.64%
Fri Dec 21 2018 16:00:00 GMT-0500,4818.24,-2.36%
Sat Dec 22 2018 16:00:00 GMT-0500,4940.45,2.54%
Sun Dec 23 2018 16:00:00 GMT-0500,5134.36,3.92%
Mon Dec 24 2018 16:00:00 GMT-0500,5277.37,2.79%
Tue Dec 25 2018 16:00:00 GMT-0500,4946.22,-6.27%
Wed Dec 26 2018 16:00:00 GMT-0500,4896.29,-1.01%
Thu Dec 27 2018 16:00:00 GMT-0500,4591.25,-6.23%
Fri Dec 28 2018 16:00:00 GMT-0500,5076.49,10.57%
Sat Dec 29 2018 16:00:00 GMT-0500,5015.1,-1.21%
Sun Dec 30 2018 16:00:00 GMT-0500,4971.25,-0.87%
Mon Dec 31 2018 16:00:00 GMT-0500,4765.79,-4.13%
Tue Jan 01 2019 16:00:00 GMT-0500,4882.24,2.44%
Wed Jan 02 2019 16:00:00 GMT-0500,5109.94,4.66%
Thu Jan 03 2019 16:00:00 GMT-0500,4983.16,-2.48%
Fri Jan 04 2019 16:00:00 GMT-0500,4980.71,-0.05%
Sat Jan 05 2019 16:00:00 GMT-0500,5068.67,1.77%
Sun Jan 06 2019 16:00:00 GMT-0500,5267.17,3.92%
Mon Jan 07 2019 16:00:00 GMT-0500,5213.56,-1.02%
Tue Jan 08 2019 16:00:00 GMT-0500,5197.92,-0.30%
Wed Jan 09 2019 16:00:00 GMT-0500,5214.39,0.32%
Thu Jan 10 2019 16:00:00 GMT-0500,4647.03,-10.88%
Fri Jan 11 2019 16:00:00 GMT-0500,4661.34,0.31%
Sat Jan 12 2019 16:00:00 GMT-0500,4640.57,-0.45%
Sun Jan 13 2019 16:00:00 GMT-0500,4412.63,-4.91%
Mon Jan 14 2019 16:00:00 GMT-0500,4684.99,6.17%
Tue Jan 15 2019 16:00:00 GMT-0500,4515.26,-3.62%
Wed Jan 16 2019 16:00:00 GMT-0500,4570.8,1.23%
Thu Jan 17 2019 16:00:00 GMT-0500,4619.11,1.06%
Fri Jan 18 2019 16:00:00 GMT-0500,4568.32,-1.10%
Sat Jan 19 2019 16:00:00 GMT-0500,4705.94,3.01%
Sun Jan 20 2019 16:00:00 GMT-0500,4483.53,-4.73%
Mon Jan 21 2019 16:00:00 GMT-0500,4492.54,0.20%
Tue Jan 22 2019 16:00:00 GMT-0500,4557.43,1.44%
Wed Jan 23 2019 16:00:00 GMT-0500,4474.91,-1.81%
Thu Jan 24 2019 16:00:00 GMT-0500,4540.96,1.48%
Fri Jan 25 2019 16:00:00 GMT-0500,4494.63,-1.02%
Sat Jan 26 2019 16:00:00 GMT-0500,4497.56,0.07%
Sun Jan 27 2019 16:00:00 GMT-0500,4460.83,-0.82%
Mon Jan 28 2019 16:00:00 GMT-0500,4227.61,-5.23%
Tue Jan 29 2019 16:00:00 GMT-0500,4218.63,-0.21%
Wed Jan 30 2019 16:00:00 GMT-0500,4320.77,2.42%
Thu Jan 31 2019 16:00:00 GMT-0500,4283.84,-0.85%
Fri Feb 01 2019 16:00:00 GMT-0500,4298.54,0.34%
Sat Feb 02 2019 16:00:00 GMT-0500,4291.2,-0.17%
Sun Feb 03 2019 16:00:00 GMT-0500,4293.69,0.06%
Mon Feb 04 2019 16:00:00 GMT-0500,4265.57,-0.65%
Tue Feb 05 2019 16:00:00 GMT-0500,4259.76,-0.14%
Wed Feb 06 2019 16:00:00 GMT-0500,4162.26,-2.29%
Thu Feb 07 2019 16:00:00 GMT-0500,4176.16,0.33%
Fri Feb 08 2019 16:00:00 GMT-0500,4555.52,9.08%
Sat Feb 09 2019 16:00:00 GMT-0500,4547.18,-0.18%
Sun Feb 10 2019 16:00:00 GMT-0500,4529.32,-0.39%
Mon Feb 11 2019 16:00:00 GMT-0500,4534.47,0.11%
Tue Feb 12 2019 16:00:00 GMT-0500,4569.27,0.77%
Wed Feb 13 2019 16:00:00 GMT-0500,4505.01,-1.41%
Thu Feb 14 2019 16:00:00 GMT-0500,4496.64,-0.19%
Fri Feb 15 2019 16:00:00 GMT-0500,4500.27,0.08%
Sat Feb 16 2019 16:00:00 GMT-0500,4553.37,1.18%
Sun Feb 17 2019 16:00:00 GMT-0500,4546.52,-0.15%
Mon Feb 18 2019 16:00:00 GMT-0500,4964.58,9.20%
Tue Feb 19 2019 16:00:00 GMT-0500,5065.95,2.04%
Wed Feb 20 2019 16:00:00 GMT-0500,5073.26,0.14%
Thu Feb 21 2019 16:00:00 GMT-0500,4980.12,-1.84%
Fri Feb 22 2019 16:00:00 GMT-0500,5051.89,1.44%
Sat Feb 23 2019 16:00:00 GMT-0500,5325.11,5.41%
Sun Feb 24 2019 16:00:00 GMT-0500,4836.52,-9.18%
Mon Feb 25 2019 16:00:00 GMT-0500,4902.42,1.36%
Tue Feb 26 2019 16:00:00 GMT-0500,4842.15,-1.23%
Wed Feb 27 2019 16:00:00 GMT-0500,4726.35,-2.39%
Thu Feb 28 2019 16:00:00 GMT-0500,4851.67,2.65%
Fri Mar 01 2019 16:00:00 GMT-0500,4907.07,1.14%
Sat Mar 02 2019 16:00:00 GMT-0500,4841.92,-1.33%
Sun Mar 03 2019 16:00:00 GMT-0500,4838.16,-0.08%
