Date,BITW70,% Change
Thu Feb 01 2018 19:00:00 GMT-0500,52170.35,-15.16%
Fri Feb 02 2018 19:00:00 GMT-0500,48509.86,-7.02%
Sat Feb 03 2018 19:00:00 GMT-0500,52502.94,8.23%
Sun Feb 04 2018 19:00:00 GMT-0500,43896.78,-16.39%
Mon Feb 05 2018 19:00:00 GMT-0500,34198.57,-22.09%
Tue Feb 06 2018 19:00:00 GMT-0500,41117.17,20.23%
Wed Feb 07 2018 19:00:00 GMT-0500,39523.03,-3.88%
Thu Feb 08 2018 19:00:00 GMT-0500,43393.48,9.79%
Fri Feb 09 2018 19:00:00 GMT-0500,47362.26,9.15%
Sat Feb 10 2018 19:00:00 GMT-0500,45141.89,-4.69%
Sun Feb 11 2018 19:00:00 GMT-0500,42403.88,-6.07%
Mon Feb 12 2018 19:00:00 GMT-0500,46170.74,8.88%
Tue Feb 13 2018 19:00:00 GMT-0500,44195.9,-4.28%
Wed Feb 14 2018 19:00:00 GMT-0500,48691.38,10.17%
Thu Feb 15 2018 19:00:00 GMT-0500,51165.17,5.08%
Fri Feb 16 2018 19:00:00 GMT-0500,52338.12,2.29%
Sat Feb 17 2018 19:00:00 GMT-0500,55154.87,5.38%
Sun Feb 18 2018 19:00:00 GMT-0500,50170.22,-9.04%
Mon Feb 19 2018 19:00:00 GMT-0500,52598.71,4.84%
Tue Feb 20 2018 19:00:00 GMT-0500,47759.57,-9.20%
Wed Feb 21 2018 19:00:00 GMT-0500,44330.67,-7.18%
Thu Feb 22 2018 19:00:00 GMT-0500,41433.27,-6.54%
Fri Feb 23 2018 19:00:00 GMT-0500,43631.34,5.31%
Sat Feb 24 2018 19:00:00 GMT-0500,41747.05,-4.32%
Sun Feb 25 2018 19:00:00 GMT-0500,41478.71,-0.64%
Mon Feb 26 2018 19:00:00 GMT-0500,43223.59,4.21%
Tue Feb 27 2018 19:00:00 GMT-0500,43673.56,1.04%
Wed Feb 28 2018 19:00:00 GMT-0500,40940.24,-6.26%
Thu Mar 01 2018 19:00:00 GMT-0500,43015.98,5.07%
Fri Mar 02 2018 19:00:00 GMT-0500,43117.23,0.24%
Sat Mar 03 2018 19:00:00 GMT-0500,43161.69,0.10%
Sun Mar 04 2018 19:00:00 GMT-0500,43119.09,-0.10%
Mon Mar 05 2018 19:00:00 GMT-0500,42853.75,-0.62%
Tue Mar 06 2018 19:00:00 GMT-0500,38705.1,-9.68%
Wed Mar 07 2018 19:00:00 GMT-0500,34383.01,-11.17%
Thu Mar 08 2018 19:00:00 GMT-0500,31552.88,-8.23%
Fri Mar 09 2018 19:00:00 GMT-0500,31607.24,0.17%
Sat Mar 10 2018 19:00:00 GMT-0500,30102.12,-4.76%
Sun Mar 11 2018 20:00:00 GMT-0400,32604.97,8.31%
Mon Mar 12 2018 20:00:00 GMT-0400,31202.23,-4.30%
Tue Mar 13 2018 20:00:00 GMT-0400,31304.9,0.33%
Wed Mar 14 2018 20:00:00 GMT-0400,27477.94,-12.22%
Thu Mar 15 2018 20:00:00 GMT-0400,26835.31,-2.34%
Fri Mar 16 2018 20:00:00 GMT-0400,27177.45,1.27%
Sat Mar 17 2018 20:00:00 GMT-0400,24584.76,-9.54%
Sun Mar 18 2018 20:00:00 GMT-0400,24460.74,-0.50%
Mon Mar 19 2018 20:00:00 GMT-0400,26968.9,10.25%
Tue Mar 20 2018 20:00:00 GMT-0400,28416.57,5.37%
Wed Mar 21 2018 20:00:00 GMT-0400,29248.27,2.93%
Thu Mar 22 2018 20:00:00 GMT-0400,28867.56,-1.30%
Fri Mar 23 2018 20:00:00 GMT-0400,29142.88,0.95%
Sat Mar 24 2018 20:00:00 GMT-0400,28981.17,-0.55%
Sun Mar 25 2018 20:00:00 GMT-0400,29372.63,1.35%
Mon Mar 26 2018 20:00:00 GMT-0400,27749.77,-5.53%
Tue Mar 27 2018 20:00:00 GMT-0400,26460.08,-4.65%
Wed Mar 28 2018 20:00:00 GMT-0400,27689.76,4.65%
Thu Mar 29 2018 20:00:00 GMT-0400,23926.21,-13.59%
Fri Mar 30 2018 20:00:00 GMT-0400,23803.02,-0.51%
Sat Mar 31 2018 20:00:00 GMT-0400,23947.38,0.61%
Sun Apr 01 2018 20:00:00 GMT-0400,22917.28,-4.30%
Mon Apr 02 2018 20:00:00 GMT-0400,24147.18,5.37%
Tue Apr 03 2018 20:00:00 GMT-0400,26131.6,8.22%
Wed Apr 04 2018 20:00:00 GMT-0400,24004.6,-8.14%
Thu Apr 05 2018 20:00:00 GMT-0400,23998.79,-0.02%
Fri Apr 06 2018 20:00:00 GMT-0400,23120.52,-3.66%
Sat Apr 07 2018 20:00:00 GMT-0400,24679.09,6.74%
Sun Apr 08 2018 20:00:00 GMT-0400,25407.49,2.95%
Mon Apr 09 2018 20:00:00 GMT-0400,24743.66,-2.61%
Tue Apr 10 2018 20:00:00 GMT-0400,26173.23,5.78%
Wed Apr 11 2018 20:00:00 GMT-0400,27337.48,4.45%
Thu Apr 12 2018 20:00:00 GMT-0400,30969.23,13.28%
Fri Apr 13 2018 20:00:00 GMT-0400,31513.08,1.76%
Sat Apr 14 2018 20:00:00 GMT-0400,32563.81,3.33%
Sun Apr 15 2018 20:00:00 GMT-0400,34670.69,6.47%
Mon Apr 16 2018 20:00:00 GMT-0400,33296.08,-3.96%
Tue Apr 17 2018 20:00:00 GMT-0400,33430.2,0.40%
Wed Apr 18 2018 20:00:00 GMT-0400,36366.28,8.78%
Thu Apr 19 2018 20:00:00 GMT-0400,38783.17,6.65%
Fri Apr 20 2018 20:00:00 GMT-0400,40910.6,5.49%
Sat Apr 21 2018 20:00:00 GMT-0400,39763.76,-2.80%
Sun Apr 22 2018 20:00:00 GMT-0400,41507.5,4.39%
Mon Apr 23 2018 20:00:00 GMT-0400,42762.26,3.02%
Tue Apr 24 2018 20:00:00 GMT-0400,46140.11,7.90%
Wed Apr 25 2018 20:00:00 GMT-0400,39855.56,-13.62%
Thu Apr 26 2018 20:00:00 GMT-0400,44007.25,10.42%
Fri Apr 27 2018 20:00:00 GMT-0400,42545.05,-3.32%
Sat Apr 28 2018 20:00:00 GMT-0400,46960.67,10.38%
Sun Apr 29 2018 20:00:00 GMT-0400,49784.28,6.01%
Mon Apr 30 2018 20:00:00 GMT-0400,47727.53,-4.13%
Tue May 01 2018 20:00:00 GMT-0400,48321.45,1.24%
Wed May 02 2018 20:00:00 GMT-0400,50687.65,4.90%
Thu May 03 2018 20:00:00 GMT-0400,52465.41,3.51%
Fri May 04 2018 20:00:00 GMT-0400,52156.08,-0.59%
Sat May 05 2018 20:00:00 GMT-0400,52360.9,0.39%
Sun May 06 2018 20:00:00 GMT-0400,49766.96,-4.95%
Mon May 07 2018 20:00:00 GMT-0400,48645.82,-2.25%
Tue May 08 2018 20:00:00 GMT-0400,48338.15,-0.63%
Wed May 09 2018 20:00:00 GMT-0400,47847.16,-1.02%
Thu May 10 2018 20:00:00 GMT-0400,45942.14,-3.98%
Fri May 11 2018 20:00:00 GMT-0400,41132.31,-10.47%
Sat May 12 2018 20:00:00 GMT-0400,41770.82,1.55%
Sun May 13 2018 20:00:00 GMT-0400,44423.35,6.35%
Mon May 14 2018 20:00:00 GMT-0400,44141.81,-0.63%
Tue May 15 2018 20:00:00 GMT-0400,42242.8,-4.30%
Wed May 16 2018 20:00:00 GMT-0400,40983.75,-2.98%
Thu May 17 2018 20:00:00 GMT-0400,38991.81,-4.86%
Fri May 18 2018 20:00:00 GMT-0400,40070.29,2.77%
Sat May 19 2018 20:00:00 GMT-0400,40240.91,0.43%
Sun May 20 2018 20:00:00 GMT-0400,41542.57,3.23%
Mon May 21 2018 20:00:00 GMT-0400,40021.72,-3.66%
Tue May 22 2018 20:00:00 GMT-0400,36659.01,-8.40%
Wed May 23 2018 20:00:00 GMT-0400,33363.54,-8.99%
Thu May 24 2018 20:00:00 GMT-0400,34624.16,3.78%
Fri May 25 2018 20:00:00 GMT-0400,33526.09,-3.17%
Sat May 26 2018 20:00:00 GMT-0400,33064.13,-1.38%
Sun May 27 2018 20:00:00 GMT-0400,32733.65,-1.00%
Mon May 28 2018 20:00:00 GMT-0400,30129.46,-7.96%
Tue May 29 2018 20:00:00 GMT-0400,33069.11,9.76%
Wed May 30 2018 20:00:00 GMT-0400,32879.47,-0.57%
Thu May 31 2018 20:00:00 GMT-0400,33786.01,2.76%
Fri Jun 01 2018 20:00:00 GMT-0400,34081.36,0.87%
Sat Jun 02 2018 20:00:00 GMT-0400,35087.35,2.95%
Sun Jun 03 2018 20:00:00 GMT-0400,35657.44,1.62%
Mon Jun 04 2018 20:00:00 GMT-0400,33608.6,-5.75%
Tue Jun 05 2018 20:00:00 GMT-0400,34229.09,1.85%
Wed Jun 06 2018 20:00:00 GMT-0400,33812.26,-1.22%
Thu Jun 07 2018 20:00:00 GMT-0400,33399.3,-1.22%
Fri Jun 08 2018 20:00:00 GMT-0400,32651,-2.24%
Sat Jun 09 2018 20:00:00 GMT-0400,31592.92,-3.24%
Sun Jun 10 2018 20:00:00 GMT-0400,26750.54,-15.33%
Mon Jun 11 2018 20:00:00 GMT-0400,27342.56,2.21%
Tue Jun 12 2018 20:00:00 GMT-0400,25009.97,-8.53%
Wed Jun 13 2018 20:00:00 GMT-0400,23551.77,-5.83%
Thu Jun 14 2018 20:00:00 GMT-0400,25416.15,7.92%
Fri Jun 15 2018 20:00:00 GMT-0400,24239.28,-4.63%
Sat Jun 16 2018 20:00:00 GMT-0400,24500.71,1.08%
Sun Jun 17 2018 20:00:00 GMT-0400,24193.34,-1.25%
Mon Jun 18 2018 20:00:00 GMT-0400,24824.38,2.61%
Tue Jun 19 2018 20:00:00 GMT-0400,24824.05,0.00%
Wed Jun 20 2018 20:00:00 GMT-0400,24429.75,-1.59%
Thu Jun 21 2018 20:00:00 GMT-0400,24043.81,-1.58%
Fri Jun 22 2018 20:00:00 GMT-0400,20796.91,-13.50%
Sat Jun 23 2018 20:00:00 GMT-0400,20643.78,-0.74%
Sun Jun 24 2018 20:00:00 GMT-0400,19681.69,-4.66%
Mon Jun 25 2018 20:00:00 GMT-0400,20462.68,3.97%
Tue Jun 26 2018 20:00:00 GMT-0400,19396.89,-5.21%
Wed Jun 27 2018 20:00:00 GMT-0400,19812.2,2.14%
Thu Jun 28 2018 20:00:00 GMT-0400,18630.07,-5.97%
Fri Jun 29 2018 20:00:00 GMT-0400,19695.79,5.72%
Sat Jun 30 2018 20:00:00 GMT-0400,19694.43,-0.01%
Sun Jul 01 2018 20:00:00 GMT-0400,20100.75,2.06%
Mon Jul 02 2018 20:00:00 GMT-0400,22281.22,10.85%
Tue Jul 03 2018 20:00:00 GMT-0400,21837.52,-1.99%
Wed Jul 04 2018 20:00:00 GMT-0400,22439.93,2.76%
Thu Jul 05 2018 20:00:00 GMT-0400,21112.41,-5.92%
Fri Jul 06 2018 20:00:00 GMT-0400,21665.13,2.62%
Sat Jul 07 2018 20:00:00 GMT-0400,21172.31,-2.27%
Sun Jul 08 2018 20:00:00 GMT-0400,22280,5.23%
Mon Jul 09 2018 20:00:00 GMT-0400,21874.15,-1.82%
Tue Jul 10 2018 20:00:00 GMT-0400,19502.82,-10.84%
Wed Jul 11 2018 20:00:00 GMT-0400,19193.26,-1.59%
Thu Jul 12 2018 20:00:00 GMT-0400,18522.76,-3.49%
Fri Jul 13 2018 20:00:00 GMT-0400,18690.31,0.90%
Sat Jul 14 2018 20:00:00 GMT-0400,18843.85,0.82%
Sun Jul 15 2018 20:00:00 GMT-0400,19502.78,3.50%
Mon Jul 16 2018 20:00:00 GMT-0400,20957.37,7.46%
Tue Jul 17 2018 20:00:00 GMT-0400,22880.17,9.17%
Wed Jul 18 2018 20:00:00 GMT-0400,23172.13,1.28%
Thu Jul 19 2018 20:00:00 GMT-0400,22259.32,-3.94%
Fri Jul 20 2018 20:00:00 GMT-0400,20468.49,-8.05%
Sat Jul 21 2018 20:00:00 GMT-0400,21193.01,3.54%
Sun Jul 22 2018 20:00:00 GMT-0400,21317.32,0.59%
Mon Jul 23 2018 20:00:00 GMT-0400,20518.4,-3.75%
Tue Jul 24 2018 20:00:00 GMT-0400,20753.72,1.15%
Wed Jul 25 2018 20:00:00 GMT-0400,21163.31,1.97%
Thu Jul 26 2018 20:00:00 GMT-0400,21126.78,-0.17%
Fri Jul 27 2018 20:00:00 GMT-0400,20761.47,-1.73%
Sat Jul 28 2018 20:00:00 GMT-0400,20483.94,-1.34%
Sun Jul 29 2018 20:00:00 GMT-0400,20530.45,0.23%
Mon Jul 30 2018 20:00:00 GMT-0400,19139.42,-6.78%
Tue Jul 31 2018 16:00:00 GMT-0400,17964.16,-6.14%
Wed Aug 01 2018 16:00:00 GMT-0400,17449.88,-2.86%
Thu Aug 02 2018 16:00:00 GMT-0400,17592.72,0.82%
Fri Aug 03 2018 16:00:00 GMT-0400,17800.55,1.18%
Sat Aug 04 2018 16:00:00 GMT-0400,16008.8,-10.07%
Sun Aug 05 2018 16:00:00 GMT-0400,17339.56,8.31%
Mon Aug 06 2018 16:00:00 GMT-0400,16452.38,-5.12%
Tue Aug 07 2018 16:00:00 GMT-0400,16666.08,1.30%
Wed Aug 08 2018 16:00:00 GMT-0400,13213.96,-20.71%
Thu Aug 09 2018 16:00:00 GMT-0400,15919.41,20.47%
Fri Aug 10 2018 16:00:00 GMT-0400,13637.43,-14.33%
Sat Aug 11 2018 16:00:00 GMT-0400,12522.47,-8.18%
Sun Aug 12 2018 16:00:00 GMT-0400,12767.38,1.96%
Mon Aug 13 2018 16:00:00 GMT-0400,11239.92,-11.96%
Tue Aug 14 2018 16:00:00 GMT-0400,11130.42,-0.97%
Wed Aug 15 2018 16:00:00 GMT-0400,10585.1,-4.90%
Thu Aug 16 2018 16:00:00 GMT-0400,10898.22,2.96%
Fri Aug 17 2018 16:00:00 GMT-0400,12275.32,12.64%
Sat Aug 18 2018 16:00:00 GMT-0400,11380.73,-7.29%
Sun Aug 19 2018 16:00:00 GMT-0400,11823.48,3.89%
Mon Aug 20 2018 16:00:00 GMT-0400,11689.72,-1.13%
Tue Aug 21 2018 16:00:00 GMT-0400,13634.07,16.63%
Wed Aug 22 2018 16:00:00 GMT-0400,11175.38,-18.03%
Thu Aug 23 2018 16:00:00 GMT-0400,11436,2.33%
Fri Aug 24 2018 16:00:00 GMT-0400,11909.17,4.14%
Sat Aug 25 2018 16:00:00 GMT-0400,12188.26,2.34%
Sun Aug 26 2018 16:00:00 GMT-0400,12124.47,-0.52%
Mon Aug 27 2018 16:00:00 GMT-0400,12475.14,2.89%
Tue Aug 28 2018 16:00:00 GMT-0400,13170,5.57%
Wed Aug 29 2018 16:00:00 GMT-0400,12827.5,-2.60%
Thu Aug 30 2018 16:00:00 GMT-0400,12197.76,-4.91%
Fri Aug 31 2018 16:00:00 GMT-0400,12899.7,5.75%
Sat Sep 01 2018 16:00:00 GMT-0400,13813.36,7.08%
Sun Sep 02 2018 16:00:00 GMT-0400,13272.89,-3.91%
Mon Sep 03 2018 16:00:00 GMT-0400,13398.77,0.95%
Tue Sep 04 2018 16:00:00 GMT-0400,13587.24,1.41%
Wed Sep 05 2018 16:00:00 GMT-0400,11699.8,-13.89%
Thu Sep 06 2018 16:00:00 GMT-0400,11059.02,-5.48%
Fri Sep 07 2018 16:00:00 GMT-0400,10920.76,-1.25%
Sat Sep 08 2018 16:00:00 GMT-0400,10324.59,-5.46%
Sun Sep 09 2018 16:00:00 GMT-0400,10442.85,1.15%
Mon Sep 10 2018 16:00:00 GMT-0400,10138.24,-2.92%
Tue Sep 11 2018 16:00:00 GMT-0400,9716.68,-4.16%
Wed Sep 12 2018 16:00:00 GMT-0400,9586.38,-1.34%
Thu Sep 13 2018 16:00:00 GMT-0400,10210.48,6.51%
Fri Sep 14 2018 16:00:00 GMT-0400,10416.39,2.02%
Sat Sep 15 2018 16:00:00 GMT-0400,10550.38,1.29%
Sun Sep 16 2018 16:00:00 GMT-0400,10531.15,-0.18%
Mon Sep 17 2018 16:00:00 GMT-0400,9918.07,-5.82%
Tue Sep 18 2018 16:00:00 GMT-0400,10168.58,2.53%
Wed Sep 19 2018 16:00:00 GMT-0400,10383.45,2.11%
Thu Sep 20 2018 16:00:00 GMT-0400,10630.56,2.38%
Fri Sep 21 2018 16:00:00 GMT-0400,11454.96,7.76%
Sat Sep 22 2018 16:00:00 GMT-0400,11275.97,-1.56%
Sun Sep 23 2018 16:00:00 GMT-0400,11339.9,0.57%
Mon Sep 24 2018 16:00:00 GMT-0400,11062.45,-2.45%
Tue Sep 25 2018 16:00:00 GMT-0400,10471.2,-5.34%
Wed Sep 26 2018 16:00:00 GMT-0400,10821.33,3.34%
Thu Sep 27 2018 16:00:00 GMT-0400,11189.88,3.41%
Fri Sep 28 2018 16:00:00 GMT-0400,11215.96,0.23%
Sat Sep 29 2018 16:00:00 GMT-0400,11212.84,-0.03%
Sun Sep 30 2018 16:00:00 GMT-0400,11273.27,0.54%
Mon Oct 01 2018 16:00:00 GMT-0400,11214.04,-0.53%
Tue Oct 02 2018 16:00:00 GMT-0400,11391.84,1.59%
Wed Oct 03 2018 16:00:00 GMT-0400,10882.35,-4.47%
Thu Oct 04 2018 16:00:00 GMT-0400,11262.19,3.49%
Fri Oct 05 2018 16:00:00 GMT-0400,11347.5,0.76%
Sat Oct 06 2018 16:00:00 GMT-0400,11181.57,-1.46%
Sun Oct 07 2018 16:00:00 GMT-0400,11227.89,0.41%
Mon Oct 08 2018 16:00:00 GMT-0400,11581.95,3.15%
Tue Oct 09 2018 16:00:00 GMT-0400,11587.55,0.05%
Wed Oct 10 2018 16:00:00 GMT-0400,11748.37,1.39%
Thu Oct 11 2018 16:00:00 GMT-0400,10526.69,-10.40%
Fri Oct 12 2018 16:00:00 GMT-0400,10468.18,-0.56%
Sat Oct 13 2018 16:00:00 GMT-0400,10658.26,1.82%
Sun Oct 14 2018 16:00:00 GMT-0400,10854.88,1.84%
Mon Oct 15 2018 16:00:00 GMT-0400,10944.66,0.83%
Tue Oct 16 2018 16:00:00 GMT-0400,10976.64,0.29%
Wed Oct 17 2018 16:00:00 GMT-0400,11363.44,3.52%
Thu Oct 18 2018 16:00:00 GMT-0400,11079.47,-2.50%
Fri Oct 19 2018 16:00:00 GMT-0400,11234.84,1.40%
Sat Oct 20 2018 16:00:00 GMT-0400,11498.81,2.35%
Sun Oct 21 2018 16:00:00 GMT-0400,11664.42,1.44%
Mon Oct 22 2018 16:00:00 GMT-0400,11679.24,0.13%
Tue Oct 23 2018 16:00:00 GMT-0400,11787.12,0.92%
Wed Oct 24 2018 16:00:00 GMT-0400,12102.86,2.68%
Thu Oct 25 2018 16:00:00 GMT-0400,11891.4,-1.75%
Fri Oct 26 2018 16:00:00 GMT-0400,11910.82,0.16%
Sat Oct 27 2018 16:00:00 GMT-0400,11765.91,-1.22%
Sun Oct 28 2018 16:00:00 GMT-0400,12039.33,2.32%
Mon Oct 29 2018 16:00:00 GMT-0400,11345.97,-5.76%
Tue Oct 30 2018 16:00:00 GMT-0400,11466.79,1.06%
Wed Oct 31 2018 16:00:00 GMT-0400,11650.03,1.60%
Thu Nov 01 2018 16:00:00 GMT-0400,11852.12,1.73%
Fri Nov 02 2018 16:00:00 GMT-0400,11990.6,1.17%
Sat Nov 03 2018 16:00:00 GMT-0400,11953.48,-0.31%
Sun Nov 04 2018 16:00:00 GMT-0500,11921.99,-0.26%
Mon Nov 05 2018 16:00:00 GMT-0500,11790.59,-1.10%
Tue Nov 06 2018 16:00:00 GMT-0500,11860.69,0.59%
Wed Nov 07 2018 16:00:00 GMT-0500,12115.44,2.15%
Thu Nov 08 2018 16:00:00 GMT-0500,12098.59,-0.14%
Fri Nov 09 2018 16:00:00 GMT-0500,11696.45,-3.32%
Sat Nov 10 2018 16:00:00 GMT-0500,11787.06,0.77%
Sun Nov 11 2018 16:00:00 GMT-0500,11495.02,-2.48%
Mon Nov 12 2018 16:00:00 GMT-0500,11504.03,0.08%
Tue Nov 13 2018 16:00:00 GMT-0500,11191.07,-2.72%
Wed Nov 14 2018 16:00:00 GMT-0500,9004.63,-19.54%
Thu Nov 15 2018 16:00:00 GMT-0500,9059.43,0.61%
Fri Nov 16 2018 16:00:00 GMT-0500,9111.75,0.58%
Sat Nov 17 2018 16:00:00 GMT-0500,9443.43,3.64%
Sun Nov 18 2018 16:00:00 GMT-0500,9132.32,-3.29%
Mon Nov 19 2018 16:00:00 GMT-0500,7430.92,-18.63%
Tue Nov 20 2018 16:00:00 GMT-0500,6346.36,-14.60%
Wed Nov 21 2018 16:00:00 GMT-0500,6772.59,6.72%
Thu Nov 22 2018 16:00:00 GMT-0500,6888.44,1.71%
Fri Nov 23 2018 16:00:00 GMT-0500,6397.89,-7.12%
Sat Nov 24 2018 16:00:00 GMT-0500,6283.26,-1.79%
Sun Nov 25 2018 16:00:00 GMT-0500,5807.79,-7.57%
Mon Nov 26 2018 16:00:00 GMT-0500,5509.68,-5.13%
Tue Nov 27 2018 16:00:00 GMT-0500,5629.93,2.18%
Wed Nov 28 2018 16:00:00 GMT-0500,6837.24,21.44%
Thu Nov 29 2018 16:00:00 GMT-0500,6611.83,-3.30%
Fri Nov 30 2018 16:00:00 GMT-0500,6330.6,-4.25%
Sat Dec 01 2018 16:00:00 GMT-0500,6823.74,7.79%
Sun Dec 02 2018 16:00:00 GMT-0500,6848.85,0.37%
Mon Dec 03 2018 16:00:00 GMT-0500,6306.01,-7.93%
Tue Dec 04 2018 16:00:00 GMT-0500,6538.27,3.68%
Wed Dec 05 2018 16:00:00 GMT-0500,6219.89,-4.87%
Thu Dec 06 2018 16:00:00 GMT-0500,5753.44,-7.50%
Fri Dec 07 2018 16:00:00 GMT-0500,5195.89,-9.69%
Sat Dec 08 2018 16:00:00 GMT-0500,5217.03,0.41%
Sun Dec 09 2018 16:00:00 GMT-0500,5671.61,8.71%
Mon Dec 10 2018 16:00:00 GMT-0500,5268.6,-7.11%
Tue Dec 11 2018 16:00:00 GMT-0500,5145.7,-2.33%
Wed Dec 12 2018 16:00:00 GMT-0500,5336.98,3.72%
Thu Dec 13 2018 16:00:00 GMT-0500,5037.32,-5.61%
Fri Dec 14 2018 16:00:00 GMT-0500,4825.11,-4.21%
Sat Dec 15 2018 16:00:00 GMT-0500,4913.67,1.84%
Sun Dec 16 2018 16:00:00 GMT-0500,5056.16,2.90%
Mon Dec 17 2018 16:00:00 GMT-0500,5631.68,11.38%
Tue Dec 18 2018 16:00:00 GMT-0500,5749.43,2.09%
Wed Dec 19 2018 16:00:00 GMT-0500,6219.6,8.18%
Thu Dec 20 2018 16:00:00 GMT-0500,6434.48,3.45%
Fri Dec 21 2018 16:00:00 GMT-0500,6181.61,-3.93%
Sat Dec 22 2018 16:00:00 GMT-0500,6542.03,5.83%
Sun Dec 23 2018 16:00:00 GMT-0500,6823.15,4.30%
Mon Dec 24 2018 16:00:00 GMT-0500,7029.16,3.02%
Tue Dec 25 2018 16:00:00 GMT-0500,6379.65,-9.24%
Wed Dec 26 2018 16:00:00 GMT-0500,6269.02,-1.73%
Thu Dec 27 2018 16:00:00 GMT-0500,5838.24,-6.87%
Fri Dec 28 2018 16:00:00 GMT-0500,6449.43,10.47%
Sat Dec 29 2018 16:00:00 GMT-0500,6302.57,-2.28%
Sun Dec 30 2018 16:00:00 GMT-0500,6316.68,0.22%
Mon Dec 31 2018 16:00:00 GMT-0500,5969.05,-5.50%
Tue Jan 01 2019 16:00:00 GMT-0500,6139.2,2.85%
Wed Jan 02 2019 16:00:00 GMT-0500,6429.43,4.73%
Thu Jan 03 2019 16:00:00 GMT-0500,6284.17,-2.26%
Fri Jan 04 2019 16:00:00 GMT-0500,6269.39,-0.24%
Sat Jan 05 2019 16:00:00 GMT-0500,6453.4,2.94%
Sun Jan 06 2019 16:00:00 GMT-0500,6687.65,3.63%
Mon Jan 07 2019 16:00:00 GMT-0500,6587.05,-1.50%
Tue Jan 08 2019 16:00:00 GMT-0500,6618.06,0.47%
Wed Jan 09 2019 16:00:00 GMT-0500,6717.15,1.50%
Thu Jan 10 2019 16:00:00 GMT-0500,5776.13,-14.01%
Fri Jan 11 2019 16:00:00 GMT-0500,5886.63,1.91%
Sat Jan 12 2019 16:00:00 GMT-0500,5859.7,-0.46%
Sun Jan 13 2019 16:00:00 GMT-0500,5463.63,-6.76%
Mon Jan 14 2019 16:00:00 GMT-0500,5904.71,8.07%
Tue Jan 15 2019 16:00:00 GMT-0500,5703.72,-3.40%
Wed Jan 16 2019 16:00:00 GMT-0500,6178.2,8.32%
Thu Jan 17 2019 16:00:00 GMT-0500,6365.25,3.03%
Fri Jan 18 2019 16:00:00 GMT-0500,6304.41,-0.96%
Sat Jan 19 2019 16:00:00 GMT-0500,6697.45,6.23%
Sun Jan 20 2019 16:00:00 GMT-0500,6368.29,-4.91%
Mon Jan 21 2019 16:00:00 GMT-0500,6462.24,1.48%
Tue Jan 22 2019 16:00:00 GMT-0500,6557.13,1.47%
Wed Jan 23 2019 16:00:00 GMT-0500,6366.46,-2.91%
Thu Jan 24 2019 16:00:00 GMT-0500,6452.83,1.36%
Fri Jan 25 2019 16:00:00 GMT-0500,6326.81,-1.95%
Sat Jan 26 2019 16:00:00 GMT-0500,6333.05,0.10%
Sun Jan 27 2019 16:00:00 GMT-0500,6165.95,-2.64%
Mon Jan 28 2019 16:00:00 GMT-0500,5650.99,-8.35%
Tue Jan 29 2019 16:00:00 GMT-0500,5714.92,1.13%
Wed Jan 30 2019 16:00:00 GMT-0500,5779.59,1.13%
Thu Jan 31 2019 16:00:00 GMT-0500,5598.1,-3.14%
Fri Feb 01 2019 16:00:00 GMT-0500,5660.57,1.12%
Sat Feb 02 2019 16:00:00 GMT-0500,5656.86,-0.07%
Sun Feb 03 2019 16:00:00 GMT-0500,5658.64,0.03%
Mon Feb 04 2019 16:00:00 GMT-0500,5655.33,-0.06%
Tue Feb 05 2019 16:00:00 GMT-0500,5631.72,-0.42%
Wed Feb 06 2019 16:00:00 GMT-0500,5423.06,-3.71%
Thu Feb 07 2019 16:00:00 GMT-0500,5540.43,2.16%
Fri Feb 08 2019 16:00:00 GMT-0500,6051.48,9.22%
Sat Feb 09 2019 16:00:00 GMT-0500,6008.05,-0.72%
Sun Feb 10 2019 16:00:00 GMT-0500,6077.2,1.15%
Mon Feb 11 2019 16:00:00 GMT-0500,6058.6,-0.31%
Tue Feb 12 2019 16:00:00 GMT-0500,6093.42,0.57%
Wed Feb 13 2019 16:00:00 GMT-0500,6073.7,-0.32%
Thu Feb 14 2019 16:00:00 GMT-0500,6048.57,-0.41%
Fri Feb 15 2019 16:00:00 GMT-0500,6067.33,0.31%
Sat Feb 16 2019 16:00:00 GMT-0500,6223.22,2.57%
Sun Feb 17 2019 16:00:00 GMT-0500,6413.7,3.06%
Mon Feb 18 2019 16:00:00 GMT-0500,6763.81,5.46%
Tue Feb 19 2019 16:00:00 GMT-0500,6838.66,1.11%
Wed Feb 20 2019 16:00:00 GMT-0500,6936.6,1.43%
Thu Feb 21 2019 16:00:00 GMT-0500,6683.6,-3.65%
Fri Feb 22 2019 16:00:00 GMT-0500,6941.04,3.85%
Sat Feb 23 2019 16:00:00 GMT-0500,7332.04,5.63%
Sun Feb 24 2019 16:00:00 GMT-0500,6664.04,-9.11%
Mon Feb 25 2019 16:00:00 GMT-0500,6791.49,1.91%
Tue Feb 26 2019 16:00:00 GMT-0500,6935.62,2.12%
Wed Feb 27 2019 16:00:00 GMT-0500,6794.24,-2.04%
Thu Feb 28 2019 16:00:00 GMT-0500,6953.45,2.34%
Fri Mar 01 2019 16:00:00 GMT-0500,7137.72,2.65%
Sat Mar 02 2019 16:00:00 GMT-0500,6994.71,-2.00%
Sun Mar 03 2019 16:00:00 GMT-0500,7000.65,0.08%
