,datetime,spot,futures,rs,rf
0,2020-07-15 21:00:00,238.13,9307.75,0.003997396499202586,0.0043607067755780686
1,2020-07-15 22:00:00,238.68,9316.75,0.002306999618029399,0.0009664689737223908
2,2020-07-15 23:00:00,238.22,9303.25,-0.0019291262011263068,-0.001450053959773194
3,2020-07-16 00:00:00,238.4,9285.75,0.000755318738439949,-0.0018828344902778735
4,2020-07-16 01:00:00,238.61,9300.75,0.0008804847427388326,0.001614075082080763
5,2020-07-16 02:00:00,238.89,9305.25,0.0011727750035295565,0.00048371494009913894
6,2020-07-16 03:00:00,238.26,9293.25,-0.002640680566248059,-0.00129042682637857
7,2020-07-16 04:00:00,238.18,9286.25,-0.0003358240313652584,-0.0007535186986960329
8,2020-07-16 05:00:00,238.17,9294.25,-4.198593471811353e-05,0.0008611178918058416
9,2020-07-16 06:00:00,238.11,9295.75,-0.0002519526342376846,0.00016137708480428383
10,2020-07-16 07:00:00,235.0,9252.75,-0.013147237626734911,-0.00463650182294245
11,2020-07-16 08:00:00,232.26,9202.75,-0.011728080326547307,-0.005418452204676994
12,2020-07-16 09:00:00,232.44,9195.75,0.0007746933892930998,-0.0007609316344006062
13,2020-07-16 10:00:00,230.82,9145.75,-0.006993941214646049,-0.005452130290011745
14,2020-07-16 11:00:00,231.62,9158.75,0.0034599117639729188,0.0014204159835792182
15,2020-07-16 12:00:00,231.37,9155.75,-0.0010799370366408219,-0.0003276092742725125
16,2020-07-16 13:00:00,231.84,9153.25,0.0020293178527814,-0.0002730897389848633
17,2020-07-16 14:00:00,232.03,9159.25,0.0008191950789032242,0.0006552901258377167
18,2020-07-16 15:00:00,232.57,9191.75,0.0023245813308888997,0.0035420450088788657
19,2020-07-16 16:00:00,232.95,9199.25,0.0016325832806411247,0.0008156163792907178
20,2020-07-16 17:00:00,232.61,9205.25,-0.0014606068409894351,0.0006520144760859392
21,2020-07-16 18:00:00,233.21,9211.25,0.002576103781784808,0.0006515896301994044
22,2020-07-16 19:00:00,232.82,9215.25,-0.0016737123835061398,0.0004341573345811814
23,2020-07-16 20:00:00,232.19,9205.25,-0.0027096208058205624,-0.0010857469647807118
24,2020-07-16 21:00:00,232.74,9190.25,0.002365948665656568,-0.0016308339892391218
25,2020-07-16 22:00:00,232.72,9218.75,-8.593649298466681e-05,0.0030963140604597936
26,2020-07-16 23:00:00,233.38,9221.25,0.002832012191015084,0.000271149676281634
27,2020-07-17 00:00:00,233.45,9223.0,0.00029989503898480437,0.00018976103720692698
28,2020-07-17 01:00:00,232.83,9210.75,-0.002659347882788794,-0.0013290840771157497
29,2020-07-17 02:00:00,233.52,9214.75,0.0029591530117022116,0.00043418089743418084
30,2020-07-17 03:00:00,233.49,9214.75,-0.00012847690645277185,0.0
31,2020-07-17 04:00:00,233.03,9198.75,-0.001972048997159694,-0.0017378558152287141
32,2020-07-17 05:00:00,231.96,9199.25,-0.004602257634007034,5.435373411495352e-05
33,2020-07-17 06:00:00,232.49,9187.75,0.0022822703414940386,-0.0012508839396871763
