,datetime,spot,futures,rs,rf
11,2020-06-18 00:00:00,233.65,9558.75,0.006139070947575069,0.002199356789469026
12,2020-06-18 01:00:00,233.35,9533.75,-0.0012847967506106348,-0.0026188308799865406
13,2020-06-18 02:00:00,233.32,9523.25,-0.0001285705103877715,-0.0011019573975464404
14,2020-06-18 03:00:00,233.0,9508.25,-0.0013724483197362295,-0.001576334299034457
15,2020-06-18 04:00:00,233.27,9528.75,0.0011581273947642266,0.0021537015206161145
16,2020-06-18 05:00:00,232.66,9507.5,-0.002618420571844391,-0.0022325835000688585
17,2020-06-18 06:00:00,232.8,9530.75,0.0006015554686623977,0.0024424525949917476
18,2020-06-18 07:00:00,233.01,9544.25,0.0009016552423828907,0.00141546550500493
19,2020-06-18 08:00:00,233.33,9537.25,0.0013723894593018755,-0.0007336949730380572
20,2020-06-18 09:00:00,233.02,9535.25,-0.0013294737671724814,-0.00020972604612201778
21,2020-06-18 10:00:00,232.58,9568.25,-0.001890034926897927,0.0034548677283533186
22,2020-06-18 11:00:00,233.23,9544.5,0.0027908392773550172,-0.0024852532706480727
23,2020-06-18 12:00:00,232.92,9529.25,-0.0013300441733331864,-0.0015990566353756394
24,2020-06-18 13:00:00,232.77,9526.25,-0.0006442053949514562,-0.0003148697252537064
25,2020-06-18 14:00:00,231.65,9501.75,-0.004823229711310241,-0.0025751538300549273
26,2020-06-18 15:00:00,232.41,9509.75,0.003275441449263416,0.000841595925854219
27,2020-06-18 16:00:00,231.03,9464.25,-0.00595548109265238,-0.004796045874996962
28,2020-06-18 17:00:00,231.51,9482.25,0.002075496918352983,0.0019000876589869682
29,2020-06-18 18:00:00,231.75,9485.75,0.0010361353083430968,0.0003690426022483744
30,2020-06-18 19:00:00,231.14,9476.75,-0.002635616898669374,-0.0009492419961286559
31,2020-06-18 20:00:00,231.13,9478.25,-4.326475869747042e-05,0.00015826958619164882
32,2020-06-18 21:00:00,228.87,9423.75,-0.009826166018349953,-0.00576660152651633
33,2020-06-18 22:00:00,229.82,9439.25,0.004142237059240026,0.001643429304841288
34,2020-06-18 23:00:00,230.5,9443.25,0.0029544686072155795,0.00042367271916680786
35,2020-06-19 00:00:00,231.07,9467.75,0.002469832483711733,0.0025910860036159394
36,2020-06-19 01:00:00,230.17,9440.25,-0.0039025285848123393,-0.002908823713811582
37,2020-06-19 02:00:00,228.17,9391.25,-0.008727201178123775,-0.005204058156353623
38,2020-06-19 03:00:00,226.91,9360.25,-0.005537502064300312,-0.0033064051667129938
39,2020-06-19 04:00:00,227.33,9319.75,0.0018492432180764583,-0.004336195231126192
40,2020-06-19 05:00:00,228.09,9366.25,0.00333758159720011,0.004976998392989233
41,2020-06-19 06:00:00,228.76,9382.25,0.002933131138660398,0.00170680362527542
42,2020-06-19 07:00:00,228.38,9370.25,-0.001662510773613414,-0.001279829530778658
43,2020-06-19 08:00:00,228.0,9359.75,-0.0016652793190612089,-0.001121196059791332
44,2020-06-19 09:00:00,228.49,9389.25,0.002146816746012286,0.0031468370946555638
45,2020-06-19 10:00:00,229.66,9442.75,0.005107508647590253,0.005681833467430864
46,2020-06-19 11:00:00,230.16,9468.25,0.0021747648952493166,0.0026968447416914304
47,2020-06-19 12:00:00,230.11,9465.25,-0.00021726378080980915,-0.0003168986215021855
48,2020-06-19 13:00:00,230.69,9465.25,0.0025173624405112264,0.0
49,2020-06-19 14:00:00,231.01,9466.25,0.0013861817251027962,0.00010564403253093683
50,2020-06-19 15:00:00,230.25,9442.75,-0.0032953244926804486,-0.0024855901527201644
51,2020-06-19 16:00:00,230.67,9455.75,0.0018224425767829342,0.0013757707807999597
52,2020-06-19 17:00:00,229.45,9412.25,-0.00530297687135664,-0.004610989725664434
53,2020-06-19 18:00:00,228.48,9383.25,-0.004236461689622995,-0.0030858474648288157
54,2020-06-19 19:00:00,228.82,9394.75,0.0014869891215783665,0.0012248377290145812
55,2020-06-19 20:00:00,228.73,9369.25,-0.0003933996335295562,-0.0027179722551872
56,2020-06-19 21:00:00,229.32,9379.25,0.0025761394009136823,0.0010667521079872012
57,2020-06-19 22:00:00,229.42,9399.75,0.0004359768129395733,0.0021832907123075793
58,2020-06-19 23:00:00,229.5,9375.75,0.0003486446474782528,-0.0025565245209591063
59,2020-06-20 00:00:00,228.66,9354.25,-0.0036668453867759617,-0.002295783175995037
60,2020-06-20 01:00:00,228.65,9365.25,-4.3734009759604845e-05,0.001175245200577136
61,2020-06-20 02:00:00,229.54,9391.25,0.0038848561484581415,0.002772374020006141
62,2020-06-20 03:00:00,229.75,9389.75,0.0009144549832742427,-0.0001597359036461902
63,2020-06-20 04:00:00,230.14,9401.25,0.0016960581595160324,0.0012239903608886815
64,2020-06-20 05:00:00,229.88,9384.0,-0.001130385755771674,-0.0018365478073013922
65,2020-06-20 06:00:00,229.86,9368.75,-8.70056989280375e-05,-0.0016264284824035553
66,2020-06-20 07:00:00,229.88,9371.75,8.700569892813132e-05,0.00032016221825728543
67,2020-06-20 08:00:00,229.61,9360.75,-0.001175216135608876,-0.0011744296024924494
68,2020-06-20 09:00:00,228.38,9340.25,-0.005371309230429887,-0.0021923970067143144
69,2020-06-20 10:00:00,228.31,9344.25,-0.0003065536821396996,0.00042816238712392113
70,2020-06-20 11:00:00,228.44,9351.25,0.0005692392052998031,0.0007488433395322647
71,2020-06-20 12:00:00,228.93,9378.75,0.002142686172989441,0.0029364676733237296
72,2020-06-20 13:00:00,228.14,9373.75,-0.0034568043698998074,-0.0005332622443394122
73,2020-06-20 14:00:00,227.61,9359.75,-0.002325837581658486,-0.0014946489023732496
74,2020-06-20 15:00:00,226.96,9350.25,-0.0028598475174972282,-0.0010154998200319193
75,2020-06-20 16:00:00,226.6,9315.0,-0.0015874419066900076,-0.0037770768575052277
76,2020-06-20 17:00:00,226.65,9329.75,0.0002206287929522966,0.00158221516267055
77,2020-06-20 18:00:00,226.88,9329.75,0.0010142659569044102,0.0
78,2020-06-20 19:00:00,227.5,9370.25,0.002728995047242493,0.00433155757465764
79,2020-06-20 20:00:00,226.86,9360.75,-0.002817151260108568,-0.0010143613063443714
80,2020-06-20 21:00:00,227.64,9395.75,0.0034323466040264584,0.0037320438913193213
81,2020-06-20 22:00:00,227.96,9418.25,0.0014047412318757405,0.002391837007192106
82,2020-06-20 23:00:00,229.32,9452.25,0.0059482330733830555,0.0036035120205263446
83,2020-06-21 00:00:00,228.83,9440.25,-0.0021390382487493074,-0.0012703455459868009
84,2020-06-21 01:00:00,229.0,9444.25,0.0007426337628070913,0.00042362784927538384
85,2020-06-21 02:00:00,229.22,9457.25,0.0009602375143135549,0.0013755524217466699
86,2020-06-21 03:00:00,229.73,9463.75,0.0022224652355264975,0.0006870673067703267
87,2020-06-21 04:00:00,229.58,9460.75,-0.0006531536667288046,-0.0003170493302470557
88,2020-06-21 05:00:00,229.3,9467.75,-0.0012203627734919391,0.0007396254662662619
89,2020-06-21 06:00:00,230.59,9483.25,0.005610051896373388,0.0016357979480014252
90,2020-06-21 07:00:00,230.2,9466.75,-0.0016927454724499254,-0.0017414252421923827
91,2020-06-21 08:00:00,230.25,9457.75,0.00021717884763391827,-0.0009511480544809575
92,2020-06-21 09:00:00,230.2,9445.25,-0.00021717884763404577,-0.0013225415883189318
93,2020-06-21 10:00:00,230.56,9460.75,0.0015626359634296771,0.001639691470724681
94,2020-06-21 11:00:00,229.66,9437.75,-0.003911177903168746,-0.0024340568146196716
95,2020-06-21 12:00:00,229.95,9439.25,0.0012619396378894649,0.0001589235581031499
96,2020-06-21 13:00:00,229.48,9430.25,-0.002046014252262522,-0.0009539204199870421
97,2020-06-21 14:00:00,229.31,9433.75,-0.0007410798307736525,0.00037107718831224724
98,2020-06-21 15:00:00,229.33,9432.75,8.72143729838955e-05,-0.00010600800370353179
99,2020-06-21 16:00:00,230.39,9457.25,0.004611510826149783,0.0025939665153715996
100,2020-06-21 17:00:00,230.04,9444.25,-0.001520318256477133,-0.0013755524217467893
101,2020-06-21 18:00:00,229.73,9412.25,-0.0013485005414738411,-0.003394058358551476
102,2020-06-21 19:00:00,229.18,9381.25,-0.0023969853057773244,-0.0032990159486757766
103,2020-06-21 20:00:00,229.78,9417.25,0.0026146084269166674,0.0038300975087298835
104,2020-06-21 21:00:00,229.13,9387.25,-0.0028328013539675556,-0.0031907283311828484
105,2020-06-21 22:00:00,229.28,9403.25,0.0006544360086106785,0.0017029886237081404
106,2020-06-21 23:00:00,228.0,9377.25,-0.005598335125420975,-0.002768831139808608
107,2020-06-22 00:00:00,227.81,9358.75,-0.0008336807485774531,-0.001974808498323749
108,2020-06-22 01:00:00,228.4,9393.75,0.0025865295759919353,0.0037328399563896107
109,2020-06-22 02:00:00,233.07,9458.75,0.020240359848583807,0.006895664507446679
110,2020-06-22 03:00:00,233.44,9464.75,0.0015862471440364193,0.0006341321849617551
111,2020-06-22 04:00:00,234.12,9467.75,0.0029087196485445607,0.0003169153598425823
112,2020-06-22 05:00:00,234.73,9491.75,0.002602113017775547,0.0025317136864523014
113,2020-06-22 06:00:00,234.2,9522.0,-0.002260466277178835,0.0031819105144760677
114,2020-06-22 07:00:00,234.07,9523.25,-0.0005552352418039465,0.00013126632643786678
115,2020-06-22 08:00:00,234.8,9525.25,0.0031138720321284468,0.00020999028872088426
116,2020-06-22 09:00:00,235.56,9522.75,0.0032315701224285933,-0.0002624947516122838
117,2020-06-22 10:00:00,234.97,9524.25,-0.0025078116558562304,0.00015750511924187728
118,2020-06-22 11:00:00,235.36,9537.75,0.0016584104326136317,0.0014164308317135062
119,2020-06-22 12:00:00,236.41,9557.25,0.004451328968578872,0.002042420191532296
120,2020-06-22 13:00:00,238.69,9592.75,0.009598053055236448,0.0037075760486262777
