,Date,PX_LAST,contract_name,ltc Price,log return future,log return ltc
470,2019-07-18 20:00:00+00:00,10695.0,BTCQ19 Curncy,100.1435631080465,0.0772415853938247,0.1100740172917938
471,2019-07-17 20:00:00+00:00,9900.0,BTCQ19 Curncy,89.70538226722118,0.0116841562925047,0.1172047489145549
472,2019-07-16 20:00:00+00:00,9785.0,BTCQ19 Curncy,79.78424240247676,-0.1184073794062668,-0.1396842884528583
473,2019-07-15 20:00:00+00:00,11015.0,BTCQ19 Curncy,91.74475414621472,-0.0701119303845646,-0.1364419641084256
474,2019-07-12 20:00:00+00:00,11815.0,BTCQ19 Curncy,105.15676890650252,0.0025423742507767,0.0312399645635906
475,2019-07-11 20:00:00+00:00,11785.0,BTCQ19 Curncy,101.9224580855454,-0.0488507720666595,-0.0571668186675864
476,2019-07-10 20:00:00+00:00,12375.0,BTCQ19 Curncy,107.91880383159318,-0.0403855356495744,-0.0935464435346724
477,2019-07-09 20:00:00+00:00,12885.0,BTCQ19 Curncy,118.50149440746124,0.0251486731087728,-0.0160424762777827
478,2019-07-08 20:00:00+00:00,12565.0,BTCQ19 Curncy,120.41788252570996,0.0977405082979078,0.0183294928321545
479,2019-07-05 20:00:00+00:00,11395.0,BTCQ19 Curncy,118.23078919967172,-0.0065602684436317,-0.0027187867986305
480,2019-07-03 20:00:00+00:00,11470.0,BTCQ19 Curncy,118.55267087408924,0.0354961844207337,0.0096811553755335
481,2019-07-02 20:00:00+00:00,11070.0,BTCQ19 Curncy,117.4104818229454,0.0566802880837686,0.0140932664238201
482,2019-07-01 20:00:00+00:00,10460.0,BTCQ19 Curncy,115.76739008233362,-0.1873281234562442,-0.0455904197920283
483,2019-06-28 20:00:00+00:00,12615.0,BTCQ19 Curncy,121.16743383106704,0.1283920257084637,0.03663067557948
484,2019-06-27 20:00:00+00:00,11095.0,BTCN19 Curncy,116.80929692493878,-0.2428666483689733,-0.1465852699898841
485,2019-06-26 20:00:00+00:00,14145.0,BTCN19 Curncy,135.25040797545648,0.1953434079992754,0.0188682661191549
486,2019-06-25 20:00:00+00:00,11635.0,BTCN19 Curncy,132.7223919246316,0.0457222493380951,-0.0070330097664917
487,2019-06-24 20:00:00+00:00,11115.0,BTCN19 Curncy,133.6591199508187,0.1017184331525767,-0.0224772233215802
488,2019-06-21 20:00:00+00:00,10040.0,BTCN19 Curncy,136.69742424295856,0.0375488047983802,0.0201499146392712
489,2019-06-20 20:00:00+00:00,9670.0,BTCN19 Curncy,133.97054823545795,0.0465692609504422,-0.0358325330870738
490,2019-06-19 20:00:00+00:00,9230.0,BTCN19 Curncy,138.8580960019516,0.0103458586847907,0.036150267969175
491,2019-06-18 20:00:00+00:00,9135.0,BTCN19 Curncy,133.927987880922,-0.0269994802085021,0.0103554927132845
492,2019-06-17 20:00:00+00:00,9385.0,BTCN19 Curncy,132.5482538210855,0.1043546876879285,0.0343976142827683
