"date","Future","BTC"
"2018-06-04",0.008032171697264445,-0.0014849641821363946
"2018-06-05",0.01652930195121094,0.016159823159165754
"2018-06-06",-0.011210140473611574,0.004261214050231388
"2018-06-07",0.021647286752214612,-0.00020715736884113767
"2018-06-08",-0.0065104396624313665,-0.0019849538443494907
"2018-06-11",-0.1258165242252094,-0.118561606590049
"2018-06-12",-0.03774032798284743,-0.038625667172972555
"2018-06-13",-0.036025822256760875,-0.03175677612063055
"2018-06-14",0.05658231313934081,0.04496052810596041
"2018-06-15",-0.0159517244958316,-0.03240378816049905
"2018-06-18",0.024954035854797496,0.04570156944042303
"2018-06-19",0.00595683071919062,0.0029584710316861162
"2018-06-20",0.0014836797973920568,0.0019485606388425225
"2018-06-21",-0.005202538676128299,-0.0023200307150688104
"2018-06-22",-0.08471081436728412,-0.10103686862611205
"2018-06-25",0.01289300696123341,0.025417217393238545
"2018-06-26",-0.013704366032111892,-0.011768296504921949
"2018-06-27",0.,-0.003220563818642219
"2018-06-28",-0.012250051105937132,-0.03296598924499072
"2018-06-29",-0.03325007662821022,0.05136132784119063
"2018-07-02",0.11827372206100506,0.056985086282415054
"2018-07-03",-0.006815626535059849,-0.021383734667741905
"2018-07-05",-0.011463633372757798,0.00961819177357448
"2018-07-06",0.009181395790291091,0.005246978213969911
"2018-07-09",0.01960847138837707,0.01835510338112556
"2018-07-10",-0.05211907450171971,-0.050617294970352944
"2018-07-11",-0.003941668485332173,-0.00024122874633647484
"2018-07-12",-0.027223458610656337,-0.03405606496911773
"2018-07-13",0.0008113590708784812,0.010684030823744806
"2018-07-16",0.07948106767000596,0.06974503765532702
"2018-07-17",0.0901898409163504,0.09265782006725942
"2018-07-18",0.012245050960100201,0.0064659518064367205
"2018-07-19",0.007409936228704339,0.01611608496317629
"2018-07-20",-0.014875189765042762,-0.017215332479844747
"2018-07-23",0.05241664139860447,0.04852930075746187
"2018-07-24",0.06566910350785804,0.07383906298032628
"2018-07-25",-0.014020345478879648,-0.006973802257530082
"2018-07-26",0.015834679209119074,-0.04040901962373766
"2018-07-27",-0.05208864955554304,0.03975917688896402
"2018-07-30",0.030713789970809202,-0.0116059862371376
"2018-07-31",-0.04675519907906178,-0.05828980798123773
"2018-08-01",-0.024223770379519394,-0.013782936614621377
"2018-08-02",-0.0026542815848724644,-0.0052280606879619995
"2018-08-03",-0.020813104433694107,-0.01623555877285021
"2018-08-06",-0.0630019365716663,-0.07694014195735477
"2018-08-07",0.010064786616139187,-0.018794224890733346
"2018-08-08",-0.09918032008963351,-0.07461126078954372
"2018-08-09",0.02032908163842606,0.051859199433271996
"2018-08-10",-0.01089504940506636,-0.07927256177823949
"2018-08-13",-0.025357935590083258,0.02661248485409118
"2018-08-14",-0.025194343572749744,-0.02090233385927931
"2018-08-15",0.04820210181787843,0.03321732035888303
"2018-08-16",0.004694844304207635,-0.009996153865763802
"2018-08-17",0.011641575015486794,0.04407166033112908
"2018-08-20",-0.007745972114655331,-0.03839313819580248
"2018-08-21",-0.0007779074682456866,0.025785507621218784
"2018-08-22",-0.0031176954325857764,-0.018931573168153193
"2018-08-23",0.,0.02338849088214978
"2018-08-24",0.03226086221822122,0.026247298831735932
"2018-08-27",0.017235346089718107,0.01213522756780172
"2018-08-28",0.052110196887399596,0.046828011880544196
"2018-08-29",-0.012775191488723081,-0.0035926108517241317
"2018-08-30",-0.026784083906816747,-0.016766756636085844
"2018-08-31",0.016156380831732875,0.012503451204132432
"2018-09-04",0.05941786724451603,0.046329961425120914
"2018-09-05",-0.06317890162153184,-0.06357488606002804
"2018-09-06",-0.0705468733536847,-0.06522698951945571
"2018-09-07",-0.006240269860084524,-0.010941421441053478
"2018-09-10",-0.01975568004141337,-0.01708992209816529
"2018-09-11",-0.005602255548669888,0.0006381802345938326
"2018-09-12",0.009584737912987862,0.00758672079382805
