,datetime,open,timeToMaturityinYears,instrumentName
7,2021-12-30 23:00:00,47055.0,-0.01723744292237443,BTCZ2021
0,2021-12-30 23:00:00,47067.03,0.0,spot
1,2021-12-30 23:00:00,47220.0,0.07865296803652969,BTCF2022
2,2021-12-30 23:00:00,47395.0,0.15536529680365296,BTCG2022
3,2021-12-30 23:00:00,47805.0,0.23207762557077624,BTCH2022
4,2021-12-30 23:00:00,49345.0,0.3279680365296804,BTCJ2022
5,2021-12-30 23:00:00,46755.0,0.4046803652968037,BTCK2022
6,2021-12-30 23:00:00,46990.0,0.48139269406392693,BTCM2022
8,2021-12-30 23:00:00,49020.0,0.9992009132420091,BTCZ2022
9,2021-12-30 23:00:00,52425.0,1.9964611872146116,BTCZ2023
