,datetime,open,timeToMaturityinYears,instrumentName
0,2022-08-07 22:00:00,23314.36,0.0,spot
4,2022-08-07 22:00:00,23310.0,0.05136986301369863,BTCQ2022
5,2022-08-07 22:00:00,23360.0,0.14726027397260272,BTCU2022
7,2022-08-07 22:00:00,24330.0,0.22397260273972602,BTCV2022
8,2022-08-07 22:00:00,24370.0,0.30068493150684933,BTCX2022
9,2022-08-07 22:00:00,24400.0,0.3965753424657534,BTCZ2022
1,2022-08-07 22:00:00,24220.0,0.4732876712328767,BTCF2023
2,2022-08-07 22:00:00,24325.0,0.6267123287671232,BTCH2023
3,2022-08-07 22:00:00,24470.0,0.8952054794520549,BTCM2023
6,2022-08-07 22:00:00,24620.0,1.1445205479452056,BTCU2023
10,2022-08-07 22:00:00,24770.0,1.393835616438356,BTCZ2023
