,datetime,open,timeToMaturityinYears,instrumentName
0,2022-07-12 22:00:00,19330.22,0.0,spot
3,2022-07-12 22:00:00,19290.0,0.04589041095890411,BTCN2022
4,2022-07-12 22:00:00,19235.0,0.12260273972602741,BTCQ2022
5,2022-07-12 22:00:00,19365.0,0.2184931506849315,BTCU2022
7,2022-07-12 22:00:00,20095.0,0.2952054794520548,BTCV2022
8,2022-07-12 22:00:00,19780.0,0.37191780821917814,BTCX2022
9,2022-07-12 22:00:00,19820.0,0.46780821917808224,BTCZ2022
1,2022-07-12 22:00:00,20220.0,0.697945205479452,BTCH2023
2,2022-07-12 22:00:00,20820.0,0.9664383561643834,BTCM2023
6,2022-07-12 22:00:00,21365.0,1.215753424657534,BTCU2023
10,2022-07-12 22:00:00,21720.0,1.465068493150685,BTCZ2023
