,datetime,open,timeToMaturityinYears,instrumentName
0,2022-07-07 22:00:00,21658.94,0.0,spot
3,2022-07-07 22:00:00,21670.0,0.05958904109589041,BTCN2022
4,2022-07-07 22:00:00,21690.0,0.1363013698630137,BTCQ2022
5,2022-07-07 22:00:00,21795.0,0.23219178082191777,BTCU2022
7,2022-07-07 22:00:00,21995.0,0.3089041095890411,BTCV2022
8,2022-07-07 22:00:00,22025.0,0.38561643835616444,BTCX2022
9,2022-07-07 22:00:00,21900.0,0.4815068493150685,BTCZ2022
1,2022-07-07 22:00:00,22465.0,0.7116438356164383,BTCH2023
2,2022-07-07 22:00:00,22985.0,0.9801369863013698,BTCM2023
6,2022-07-07 22:00:00,23725.0,1.2294520547945207,BTCU2023
10,2022-07-07 22:00:00,24120.0,1.4787671232876711,BTCZ2023
