,datetime,open,timeToMaturityinYears,instrumentName
0,2022-07-19 22:00:00,23654.95,0.0,spot
3,2022-07-19 22:00:00,23650.0,0.026712328767123285,BTCN2022
4,2022-07-19 22:00:00,23695.0,0.10342465753424657,BTCQ2022
5,2022-07-19 22:00:00,23705.0,0.19931506849315067,BTCU2022
7,2022-07-19 22:00:00,23875.0,0.2760273972602739,BTCV2022
8,2022-07-19 22:00:00,23865.0,0.3527397260273972,BTCX2022
9,2022-07-19 22:00:00,24150.0,0.44863013698630133,BTCZ2022
1,2022-07-19 22:00:00,24295.0,0.6787671232876712,BTCH2023
2,2022-07-19 22:00:00,24895.0,0.9472602739726027,BTCM2023
6,2022-07-19 22:00:00,25645.0,1.1965753424657535,BTCU2023
10,2022-07-19 22:00:00,26145.0,1.445890410958904,BTCZ2023
