,datetime,open,timeToMaturityinYears,instrumentName
1,2022-05-01 22:00:00,38997.34,-0.0061643835616438354,BTCJ2022
0,2022-05-01 22:00:00,38344.79,0.0,spot
2,2022-05-01 22:00:00,38350.0,0.07054794520547944,BTCK2022
3,2022-05-01 22:00:00,38665.0,0.14726027397260272,BTCM2022
4,2022-05-01 22:00:00,38295.0,0.24315068493150688,BTCN2022
5,2022-05-01 22:00:00,38815.0,0.3198630136986302,BTCQ2022
6,2022-05-01 22:00:00,39000.0,0.41575342465753423,BTCU2022
7,2022-05-01 22:00:00,39360.0,0.49246575342465754,BTCV2022
8,2022-05-01 22:00:00,39615.0,0.665068493150685,BTCZ2022
9,2022-05-01 22:00:00,43180.0,1.6623287671232878,BTCZ2023
