,datetime,open,timeToMaturityinYears,instrumentName
0,2022-08-10 22:00:00,23965.14,0.0,spot
4,2022-08-10 22:00:00,24000.0,0.043150684931506846,BTCQ2022
5,2022-08-10 22:00:00,24005.0,0.13904109589041094,BTCU2022
7,2022-08-10 22:00:00,24500.0,0.21575342465753425,BTCV2022
8,2022-08-10 22:00:00,24400.0,0.2924657534246575,BTCX2022
9,2022-08-10 22:00:00,24445.0,0.38835616438356163,BTCZ2022
1,2022-08-10 22:00:00,24490.0,0.46506849315068494,BTCF2023
2,2022-08-10 22:00:00,24595.0,0.6184931506849316,BTCH2023
3,2022-08-10 22:00:00,24745.0,0.886986301369863,BTCM2023
6,2022-08-10 22:00:00,24895.0,1.1363013698630136,BTCU2023
10,2022-08-10 22:00:00,25045.0,1.3856164383561642,BTCZ2023
