,datetime,open,timeToMaturityinYears,instrumentName
0,2022-07-21 22:00:00,23214.29,0.0,spot
3,2022-07-21 22:00:00,23210.0,0.021232876712328767,BTCN2022
4,2022-07-21 22:00:00,23145.0,0.09794520547945207,BTCQ2022
5,2022-07-21 22:00:00,23000.0,0.1938356164383562,BTCU2022
7,2022-07-21 22:00:00,23435.0,0.2705479452054795,BTCV2022
8,2022-07-21 22:00:00,23340.0,0.3472602739726028,BTCX2022
9,2022-07-21 22:00:00,23620.0,0.44315068493150683,BTCZ2022
1,2022-07-21 22:00:00,23215.0,0.6732876712328768,BTCH2023
2,2022-07-21 22:00:00,23815.0,0.9417808219178082,BTCM2023
6,2022-07-21 22:00:00,24555.0,1.191095890410959,BTCU2023
10,2022-07-21 22:00:00,24965.0,1.4404109589041096,BTCZ2023
