,datetime,open,timeToMaturityinYears,instrumentName
0,2022-07-27 22:00:00,22681.58,0.0,spot
4,2022-07-27 22:00:00,22785.0,0.004794520547945205,BTCN2022
5,2022-07-27 22:00:00,22850.0,0.0815068493150685,BTCQ2022
6,2022-07-27 22:00:00,22995.0,0.17739726027397262,BTCU2022
8,2022-07-27 22:00:00,22885.0,0.2541095890410959,BTCV2022
9,2022-07-27 22:00:00,24215.0,0.3308219178082191,BTCX2022
10,2022-07-27 22:00:00,24160.0,0.4267123287671233,BTCZ2022
1,2022-07-27 22:00:00,24175.0,0.5034246575342466,BTCF2023
2,2022-07-27 22:00:00,24200.0,0.6568493150684932,BTCH2023
3,2022-07-27 22:00:00,24345.0,0.9253424657534247,BTCM2023
7,2022-07-27 22:00:00,24495.0,1.1746575342465753,BTCU2023
11,2022-07-27 22:00:00,24645.0,1.4239726027397261,BTCZ2023
