,datetime,open,timeToMaturityinYears,instrumentName
1,2022-03-27 22:00:00,44504.0,-0.0061643835616438354,BTCH2022
0,2022-03-27 22:00:00,46563.29,0.0,spot
2,2022-03-27 22:00:00,46740.0,0.08972602739726027,BTCJ2022
3,2022-03-27 22:00:00,46405.0,0.16643835616438357,BTCK2022
4,2022-03-27 22:00:00,47390.0,0.24315068493150688,BTCM2022
5,2022-03-27 22:00:00,48115.0,0.339041095890411,BTCN2022
6,2022-03-27 22:00:00,48960.0,0.41575342465753423,BTCQ2022
7,2022-03-27 22:00:00,48720.0,0.5116438356164383,BTCU2022
8,2022-03-27 22:00:00,50520.0,0.7609589041095891,BTCZ2022
9,2022-03-27 22:00:00,54100.0,1.7582191780821919,BTCZ2023
