,datetime,open,timeToMaturityinYears,instrumentName
2,2022-06-26 22:00:00,21206.9,-0.0061643835616438354,BTCM2022
0,2022-06-26 22:00:00,21372.22,0.0,spot
4,2022-06-26 22:00:00,21360.0,0.08972602739726027,BTCN2022
5,2022-06-26 22:00:00,21360.0,0.16643835616438357,BTCQ2022
6,2022-06-26 22:00:00,21180.0,0.2623287671232877,BTCU2022
8,2022-06-26 22:00:00,20990.0,0.339041095890411,BTCV2022
9,2022-06-26 22:00:00,21055.0,0.41575342465753423,BTCX2022
10,2022-06-26 22:00:00,21355.0,0.5116438356164383,BTCZ2022
1,2022-06-26 22:00:00,21680.0,0.7417808219178083,BTCH2023
3,2022-06-26 22:00:00,22030.0,1.0102739726027399,BTCM2023
7,2022-06-26 22:00:00,22745.0,1.2595890410958903,BTCU2023
11,2022-06-26 22:00:00,23125.0,1.508904109589041,BTCZ2023
