,datetime,open,timeToMaturityinYears,instrumentName
0,2022-08-14 22:00:00,24353.4,0.0,spot
4,2022-08-14 22:00:00,24360.0,0.03219178082191781,BTCQ2022
5,2022-08-14 22:00:00,24380.0,0.1280821917808219,BTCU2022
7,2022-08-14 22:00:00,25265.0,0.2047945205479452,BTCV2022
8,2022-08-14 22:00:00,24240.0,0.2815068493150685,BTCX2022
9,2022-08-14 22:00:00,24215.0,0.3773972602739726,BTCZ2022
1,2022-08-14 22:00:00,24260.0,0.4541095890410959,BTCF2023
2,2022-08-14 22:00:00,24365.0,0.6075342465753425,BTCH2023
3,2022-08-14 22:00:00,24515.0,0.876027397260274,BTCM2023
6,2022-08-14 22:00:00,24665.0,1.1253424657534246,BTCU2023
10,2022-08-14 22:00:00,24815.0,1.3746575342465754,BTCZ2023
