,datetime,open,timeToMaturityinYears,instrumentName
0,2022-04-28 22:00:00,39844.3,0.0,spot
1,2022-04-28 22:00:00,39785.0,0.0020547945205479454,BTCJ2022
2,2022-04-28 22:00:00,39875.0,0.07876712328767123,BTCK2022
3,2022-04-28 22:00:00,39980.0,0.15547945205479452,BTCM2022
4,2022-04-28 22:00:00,40110.0,0.2513698630136986,BTCN2022
5,2022-04-28 22:00:00,39350.0,0.3280821917808219,BTCQ2022
6,2022-04-28 22:00:00,38725.0,0.423972602739726,BTCU2022
7,2022-04-28 22:00:00,38855.0,0.5006849315068492,BTCV2022
8,2022-04-28 22:00:00,39475.0,0.6732876712328768,BTCZ2022
9,2022-04-28 22:00:00,42935.0,1.6705479452054797,BTCZ2023
