,datetime,open,timeToMaturityinYears,instrumentName
7,2022-01-02 23:00:00,47977.03,-0.025456621004566207,BTCZ2021
0,2022-01-02 23:00:00,47270.19,0.0,spot
1,2022-01-02 23:00:00,47120.0,0.0704337899543379,BTCF2022
2,2022-01-02 23:00:00,47580.0,0.1471461187214612,BTCG2022
3,2022-01-02 23:00:00,47680.0,0.22385844748858444,BTCH2022
4,2022-01-02 23:00:00,47130.0,0.31974885844748857,BTCJ2022
5,2022-01-02 23:00:00,46775.0,0.3964611872146119,BTCK2022
6,2022-01-02 23:00:00,47125.0,0.4731735159817351,BTCM2022
8,2022-01-02 23:00:00,49125.0,0.9909817351598174,BTCZ2022
9,2022-01-02 23:00:00,52440.0,1.9882420091324202,BTCZ2023
