,datetime,open,timeToMaturityinYears,instrumentName
0,2022-07-24 22:00:00,22817.1,0.0,spot
3,2022-07-24 22:00:00,22830.0,0.013013698630136988,BTCN2022
4,2022-07-24 22:00:00,22815.0,0.08972602739726027,BTCQ2022
5,2022-07-24 22:00:00,22990.0,0.18561643835616437,BTCU2022
7,2022-07-24 22:00:00,22345.0,0.2623287671232877,BTCV2022
8,2022-07-24 22:00:00,21990.0,0.339041095890411,BTCX2022
9,2022-07-24 22:00:00,21985.0,0.4349315068493151,BTCZ2022
1,2022-07-24 22:00:00,22265.0,0.665068493150685,BTCH2023
2,2022-07-24 22:00:00,22400.0,0.9335616438356166,BTCM2023
6,2022-07-24 22:00:00,22535.0,1.1828767123287671,BTCU2023
10,2022-07-24 22:00:00,22675.0,1.4321917808219178,BTCZ2023
