,datetime,open,timeToMaturityinYears,instrumentName
0,2022-07-31 22:00:00,23594.36,0.0,spot
4,2022-07-31 22:00:00,23655.0,0.07054794520547944,BTCQ2022
5,2022-07-31 22:00:00,23625.0,0.16643835616438357,BTCU2022
7,2022-07-31 22:00:00,23380.0,0.24315068493150688,BTCV2022
8,2022-07-31 22:00:00,23335.0,0.3198630136986302,BTCX2022
9,2022-07-31 22:00:00,23460.0,0.41575342465753423,BTCZ2022
1,2022-07-31 22:00:00,23245.0,0.49246575342465754,BTCF2023
2,2022-07-31 22:00:00,23340.0,0.6458904109589041,BTCH2023
3,2022-07-31 22:00:00,23485.0,0.9143835616438356,BTCM2023
6,2022-07-31 22:00:00,23630.0,1.1636986301369865,BTCU2023
10,2022-07-31 22:00:00,23770.0,1.413013698630137,BTCZ2023
