,datetime,open,timeToMaturityinYears,instrumentName
0,2022-07-18 22:00:00,21655.5,0.0,spot
3,2022-07-18 22:00:00,21660.0,0.02945205479452055,BTCN2022
4,2022-07-18 22:00:00,21660.0,0.10616438356164384,BTCQ2022
5,2022-07-18 22:00:00,21810.0,0.20205479452054795,BTCU2022
7,2022-07-18 22:00:00,23550.0,0.2787671232876712,BTCV2022
8,2022-07-18 22:00:00,23615.0,0.35547945205479453,BTCX2022
9,2022-07-18 22:00:00,23645.0,0.45136986301369864,BTCZ2022
1,2022-07-18 22:00:00,24045.0,0.6815068493150684,BTCH2023
2,2022-07-18 22:00:00,24645.0,0.95,BTCM2023
6,2022-07-18 22:00:00,25395.0,1.1993150684931506,BTCU2023
10,2022-07-18 22:00:00,25890.0,1.4486301369863015,BTCZ2023
