,datetime,open,timeToMaturityinYears,instrumentName
0,2022-08-11 22:00:00,24193.01,0.0,spot
4,2022-08-11 22:00:00,24225.0,0.04041095890410959,BTCQ2022
5,2022-08-11 22:00:00,24285.0,0.1363013698630137,BTCU2022
7,2022-08-11 22:00:00,23995.0,0.213013698630137,BTCV2022
8,2022-08-11 22:00:00,24315.0,0.2897260273972603,BTCX2022
9,2022-08-11 22:00:00,24035.0,0.38561643835616444,BTCZ2022
1,2022-08-11 22:00:00,24475.0,0.46232876712328763,BTCF2023
2,2022-08-11 22:00:00,24575.0,0.6157534246575342,BTCH2023
3,2022-08-11 22:00:00,24730.0,0.8842465753424658,BTCM2023
6,2022-08-11 22:00:00,24880.0,1.1335616438356164,BTCU2023
10,2022-08-11 22:00:00,25030.0,1.382876712328767,BTCZ2023
