,datetime,open,timeToMaturityinYears,instrumentName
1,2022-01-30 23:00:00,37075.89,-0.006278538812785389,BTCF2022
0,2022-01-30 23:00:00,37805.5,0.0,spot
2,2022-01-30 23:00:00,37845.0,0.0704337899543379,BTCG2022
3,2022-01-30 23:00:00,38000.0,0.1471461187214612,BTCH2022
4,2022-01-30 23:00:00,38085.0,0.2430365296803653,BTCJ2022
5,2022-01-30 23:00:00,38855.0,0.31974885844748857,BTCK2022
6,2022-01-30 23:00:00,39000.0,0.3964611872146119,BTCM2022
7,2022-01-30 23:00:00,39250.0,0.4923515981735159,BTCN2022
8,2022-01-30 23:00:00,41045.0,0.9142694063926942,BTCZ2022
9,2022-01-30 23:00:00,43825.0,1.9115296803652968,BTCZ2023
