,datetime,open,timeToMaturityinYears,instrumentName
0,2022-08-09 22:00:00,23198.51,0.0,spot
4,2022-08-09 22:00:00,23200.0,0.04589041095890411,BTCQ2022
5,2022-08-09 22:00:00,23255.0,0.14178082191780822,BTCU2022
7,2022-08-09 22:00:00,22885.0,0.2184931506849315,BTCV2022
8,2022-08-09 22:00:00,23015.0,0.2952054794520548,BTCX2022
9,2022-08-09 22:00:00,23050.0,0.3910958904109589,BTCZ2022
1,2022-08-09 22:00:00,23915.0,0.46780821917808224,BTCF2023
2,2022-08-09 22:00:00,24015.0,0.6212328767123287,BTCH2023
3,2022-08-09 22:00:00,24165.0,0.8897260273972603,BTCM2023
6,2022-08-09 22:00:00,24310.0,1.1390410958904111,BTCU2023
10,2022-08-09 22:00:00,24460.0,1.3883561643835616,BTCZ2023
