,datetime,open,timeToMaturityinYears,instrumentName
0,2022-06-28 22:00:00,20372.12,0.0,spot
3,2022-06-28 22:00:00,20290.0,0.08424657534246574,BTCN2022
4,2022-06-28 22:00:00,20405.0,0.16095890410958905,BTCQ2022
5,2022-06-28 22:00:00,20055.0,0.2568493150684931,BTCU2022
7,2022-06-28 22:00:00,20320.0,0.3335616438356165,BTCV2022
8,2022-06-28 22:00:00,20385.0,0.41027397260273973,BTCX2022
9,2022-06-28 22:00:00,20425.0,0.5061643835616438,BTCZ2022
1,2022-06-28 22:00:00,20975.0,0.7363013698630138,BTCH2023
2,2022-06-28 22:00:00,21395.0,1.0047945205479452,BTCM2023
6,2022-06-28 22:00:00,22025.0,1.254109589041096,BTCU2023
10,2022-06-28 22:00:00,22390.0,1.5034246575342465,BTCZ2023
