,datetime,open,timeToMaturityinYears,instrumentName
0,2022-08-08 22:00:00,23852.99,0.0,spot
4,2022-08-08 22:00:00,23880.0,0.04863013698630137,BTCQ2022
5,2022-08-08 22:00:00,23900.0,0.1445205479452055,BTCU2022
7,2022-08-08 22:00:00,23940.0,0.22123287671232875,BTCV2022
8,2022-08-08 22:00:00,24025.0,0.2979452054794521,BTCX2022
9,2022-08-08 22:00:00,24130.0,0.3938356164383562,BTCZ2022
1,2022-08-08 22:00:00,23340.0,0.47054794520547955,BTCF2023
2,2022-08-08 22:00:00,23435.0,0.623972602739726,BTCH2023
3,2022-08-08 22:00:00,23580.0,0.8924657534246575,BTCM2023
6,2022-08-08 22:00:00,23725.0,1.1417808219178083,BTCU2023
10,2022-08-08 22:00:00,23870.0,1.391095890410959,BTCZ2023
