,ERM,ES1,ES5,VaR1,VaR5,Var
copula,0.04887750241076609,0.11433193555745276,0.0771328680530932,0.08334724168229206,0.055214527872643936,0.0012553840150477608
cross hedge,0.050137198495847565,0.11979799913229824,0.07961732841615776,0.0901295756306242,0.0533740233133215,0.0012918508834836523
% relative diff,-2.512497951367993,-4.5627336136132515,-3.120502047089984,-7.525092513613964,3.4483152010447524,-2.822838835512783
spot,0.07996038225008198,0.23671145856187414,0.13155897444508438,0.1633628257801828,0.07888775504031091,0.0030273212025859345
