"Date","unhedged","unhedged","Variance","VaR 99%","VaR 95%","ES 99%","ES 95%","Spectral 10"
"2020-06-30",-0.0016892424787505274,-0.00663436983043298,0.0038149330290267337,0.003946494928439078,0.003661839110866753,0.003867991544193735,0.003936874192056928,0.004038316592306019
"2020-06-29",-0.011590158589411982,-0.012883455706188004,-0.0008568630473353551,-0.0006009985648961989,-0.0011546435214893943,-0.0007536698503771965,-0.0006197081073219167,-0.0004224406108182777
"2020-06-26",-0.04928851853658046,-0.05052922733078596,-0.007059147137205868,-0.006068491175328525,-0.008213010858344937,-0.006659516181156447,-0.006140906109513785,-0.005377581539706141
"2020-06-25",0.010357043888481647,0.009772064733792522,0.002225534980698818,0.002029812067327995,0.0024532101786405823,0.0021466082306218397,0.002044126881786254,0.0018931722181685575
"2020-06-24",-0.0382007288958049,-0.044181674790663934,-0.0014667971079447477,-0.0006026481746896856,-0.0024731742500169913,-0.0011182122861536832,-0.0006658194057180472,9.680717469805848e-8
"2020-06-23",0.02504649376892608,0.0436412802895369,-0.011878379121295853,-0.012780404530380254,-0.01082989656407916,-0.012242051060087149,-0.012714410449225229,-0.013410512550793023
"2020-06-22",0.038488077659379984,0.03296417553897619,0.01124846345431994,0.01058634719411909,0.01201828365061051,0.010981497202267348,0.01063478363000207,0.010123921476867125
"2020-06-19",-0.004227903499249337,-0.009458819865323053,0.0036192156789051806,0.0038065545074197613,0.003401202969629033,0.0036947701177762636,0.0037928553216814397,0.003937298655576234
"2020-06-18",0.026665596948913954,0.018829008152907778,0.011123596877761288,0.010748080556040549,0.011560332312694915,0.010972175194722598,0.010775547418792095,0.01048588167867961
"2020-06-17",-0.01117846782984804,-0.007280323368125385,-0.005084556981220693,-0.004938943035297413,-0.005254005343862175,-0.005025831072092786,-0.00494959128734205,-0.004837315167653679
"2020-06-16",0.004887627067433942,0.007798323897708526,-0.0016253742836107189,-0.0017820101909396663,-0.0014431594463206326,-0.0016885396385368171,-0.0017705543358438622,-0.0018913586369059636
"2020-06-15",0.018624862593754822,0.024553663174051277,-0.0019159492753122902,-0.0024135199317684686,-0.0013373377766484214,-0.0021165803478534694,-0.002377123436482624,-0.002760977510218032
"2020-06-12",-0.010065799873355222,-0.009647193378002801,-0.0020171140239754115,-0.0018249828767624955,-0.0022407048805309204,-0.001939626714549126,-0.001839032470470334,-0.0016908947051619697
"2020-06-11",0.005430405153346572,-0.0020429016298002933,0.0071203521230160174,0.0071608244775649916,0.007073260519773501,0.007136674057315006,0.007157864727874275,0.007189073737739212
"2020-06-10",0.007609622682200843,0.0025529756015836565,0.005493453688824318,0.005442674930993405,0.005552531474487607,0.005472975883818679,0.005446388546628088,0.005407229168229735
"2020-06-09",0.005069316057455605,0.01317141635547049,-0.0059838502068274395,-0.006250295487972133,-0.005673930731777262,-0.006091294021141184,-0.006230807530683285,-0.006436319846883874
"2020-06-08",-0.05090597333874741,-0.06604947584456991,0.0036213707328958894,0.00489256731223545,0.002140298145319567,0.004134214786622,0.004799657508737488,0.005778922425446108
"2020-06-05",0.009841856300110868,0.01758638450207599,-0.004905689575283881,-0.005261865465959444,-0.004491438911204638,-0.005049313329933282,-0.0052358134782023525,-0.005510556080478334
"2020-06-04",-0.0013321674082854597,-0.002644804503876813,0.000869310752259933,0.0009220199100497779,0.0008079802062062961,0.0008905676956956081,0.0009181653028614171,0.0009588099426494083
"2020-06-03",0.008159312884146867,0.009488737508701453,0.0002481871323700883,0.000057790290054172684,0.00046966803980814145,0.00017140803885116692,0.00007171553108439144,-0.0000751306731059481
"2020-06-02",-0.007918652622728357,-0.021745752136231502,0.009987426560413095,0.010412718146835373,0.009492372494687333,0.010158960399176268,0.010381622051826384,0.010709470063907328
"2020-06-01",-0.006056606584452498,0.00907398806740899,-0.013727743038731364,-0.013912341349179957,-0.013513005981056751,-0.013802183955346568,-0.013898840237357034,-0.014041213572648108
"2020-05-29",-0.0033682860061782045,-0.010146949543736529,0.00503723940579989,0.005237852114780319,0.004803776067220736,0.005118147569921875,0.005223182364371314,0.005377858553421906
"2020-05-28",0.036563606458085325,0.028573372444055948,0.013002137382595216,0.012430508796177324,0.01366681563233236,0.012771649670749138,0.012472323945424895,0.01203131086241733
"2020-05-27",-0.005078705293965413,0.007794271726818703,-0.011653714016736344,-0.011811846210705357,-0.011469758844161163,-0.011717482739172528,-0.011800280913915035,-0.011922239363409772
"2020-05-26",-0.038992341180959955,-0.03959345341975756,-0.0059112669516864025,-0.005131602509386372,-0.006819171446511722,-0.005596769842925161,-0.005188599965451885,-0.0045877465833333185
"2020-05-22",0.0007028090510282796,-0.0005386480065598942,0.0011511207659208563,0.0011618641600166847,0.001138620693031327,0.0011554533880075823,0.0011610784830822657,0.0011693631206895025
"2020-05-21",-0.008947214676580858,-0.021346922554797202,0.008654726783709338,0.00907285961060616,0.008168009531775072,0.008823372903259873,0.009042286842036269,0.009364618196588114
"2020-05-20",0.001387153801607597,0.022961996930095402,-0.01813055301959366,-0.018603091961472192,-0.017581035355327936,-0.018321092195509397,-0.01856852689694699,-0.018933062677763707
"2020-05-19",-0.004993330848369322,-0.0010764263687381775,-0.004092759384720347,-0.004071182981354672,-0.004117864093067358,-0.0040840579721974565,-0.004072760880963686,-0.004056122646533256
