,Date,rh,rs,rf,h,copula
0,2021-05-27 20:00:00+00:00,0.009820810531426031,0.0165185833102249,0.006582792406038,1.0174668082583624,NIG
1,2021-05-26 20:00:00+00:00,0.09581747444164862,0.1290307114087904,0.0326430667787524,1.0174668082583624,NIG
2,2021-05-25 20:00:00+00:00,-0.003596073374308867,-0.0669279038644507,-0.0622446157222066,1.0174668082583624,NIG
3,2021-05-24 20:00:00+00:00,-0.054032360299749324,0.0419453057452609,0.0943300216439482,1.0174668082583624,NIG
4,2021-05-21 20:00:00+00:00,-0.0735406919587877,-0.1842497873035332,-0.1088085571403067,1.0174668082583624,NIG
0,2021-05-20 20:00:00+00:00,0.01590627957090949,0.0373945655447583,0.0212907228088815,1.0092793075529072,NIG
1,2021-05-19 20:00:00+00:00,-0.2846081033278316,-0.3759128797269317,-0.0904653208639313,1.0092793075529072,NIG
2,2021-05-18 20:00:00+00:00,0.06540977118672603,0.0455332367735937,-0.0196937896817927,1.0092793075529072,NIG
3,2021-05-17 20:00:00+00:00,-0.006867047915063096,-0.1397333128030341,-0.1316446932912137,1.0092793075529072,NIG
4,2021-05-14 20:00:00+00:00,0.048742502368945895,0.0859344488767762,0.0368500039875044,1.0092793075529072,NIG
0,2021-05-13 20:00:00+00:00,-0.06087254331809132,-0.1775213445969948,-0.1196032473721272,0.9752979441767882,NIG
1,2021-05-12 20:00:00+00:00,-0.005778578458727708,-0.0471009496641685,-0.0423689719148536,0.9752979441767882,NIG
2,2021-05-11 20:00:00+00:00,-0.0033585587277218717,0.0151204146095047,0.0189470032696767,0.9752979441767882,NIG
3,2021-05-10 20:00:00+00:00,0.09350927150007013,0.0584074264610791,-0.0359908941145356,0.9752979441767882,NIG
4,2021-05-07 20:00:00+00:00,0.005859490933491248,0.0315917408750643,0.0263839887033625,0.9752979441767882,NIG
0,2021-05-06 20:00:00+00:00,-0.05035850317660248,-0.0706667124354584,-0.0192018525217622,1.0576171874999998,rotGumbel
1,2021-05-05 20:00:00+00:00,0.10414794590392637,0.1574543961265958,0.0504024053813606,1.0576171874999998,rotGumbel
2,2021-05-04 20:00:00+00:00,0.10551736096895575,0.0427017097012603,-0.0593935613094369,1.0576171874999998,rotGumbel
3,2021-05-03 20:00:00+00:00,0.08276815633086135,0.0928285824687163,0.0095123512143707,1.0576171874999998,rotGumbel
4,2021-04-30 20:00:00+00:00,-0.025767742486298775,0.0610485363034092,0.0820866754207396,1.0576171874999998,rotGumbel
0,2021-04-29 20:00:00+00:00,0.029507752919461745,-0.0231590421158448,-0.0494098012974383,1.06591796875,rotGumbel
1,2021-04-28 20:00:00+00:00,-0.011175529656277746,0.0026940242530799,0.0130118398563282,1.06591796875,rotGumbel
2,2021-04-27 20:00:00+00:00,0.0337480850679001,0.0464261243653892,0.0118940102983315,1.06591796875,rotGumbel
3,2021-04-26 20:00:00+00:00,-0.045841131710797345,0.0205409665047623,0.0622769295215145,1.06591796875,rotGumbel
4,2021-04-23 20:00:00+00:00,-0.07759745619309964,-0.1189657118738114,-0.038809980592807,1.06591796875,rotGumbel
0,2021-04-22 20:00:00+00:00,0.043362094398348164,-0.0138762764822415,-0.0532982556894824,1.0739257812500005,rotGumbel
1,2021-04-21 20:00:00+00:00,0.026220014618357317,0.0051303033996146,-0.0196379597053674,1.0739257812500005,rotGumbel
2,2021-04-20 20:00:00+00:00,0.0034285739138812023,0.0137316860041191,0.0095938772214273,1.0739257812500005,rotGumbel
3,2021-04-19 20:00:00+00:00,-0.03983702835054287,-0.1454949970350701,-0.0983847957924487,1.0739257812500005,rotGumbel
4,2021-04-16 20:00:00+00:00,0.11743004819922515,0.0847905682295272,-0.0303926775383929,1.0739257812500005,rotGumbel
0,2021-04-15 20:00:00+00:00,0.0537683673385362,0.0801257318790853,0.0223297272189313,1.1803710937500005,t_Copula
1,2021-04-14 20:00:00+00:00,0.01284811595875991,-0.0103846269200805,-0.0196825752526951,1.1803710937500005,t_Copula
2,2021-04-13 20:00:00+00:00,0.03485883503533673,0.0940147525506065,0.0501163725785027,1.1803710937500005,t_Copula
3,2021-04-12 20:00:00+00:00,0.04779055090353713,0.0842425445967608,0.030881808175611,1.1803710937500005,t_Copula
4,2021-04-09 20:00:00+00:00,-0.00827575376280467,0.0037597427476237,0.0101963666970122,1.1803710937500005,t_Copula
0,2021-04-08 20:00:00+00:00,-0.024457575000232264,0.0101498155320232,0.0325507191191601,1.0631835937499998,rotGumbel
1,2021-04-07 20:00:00+00:00,-0.03233058557086363,-0.0800232001475773,-0.0448583056182188,1.0631835937499998,rotGumbel
2,2021-04-06 20:00:00+00:00,0.11247417840932354,0.0918671344909551,-0.0193823945737203,1.0631835937499998,rotGumbel
3,2021-04-05 20:00:00+00:00,0.05550062040425794,0.0607918569082132,0.0049767853219897,1.0631835937499998,rotGumbel
4,2021-04-02 20:00:00+00:00,0.0177829153284085,0.0177829153284085,0.0,1.0631835937499998,rotGumbel
0,2021-04-01 20:00:00+00:00,0.03869523618095207,0.0427139955255938,0.0038323799300737,1.0486328125,rotGumbel
1,2021-03-31 20:00:00+00:00,-0.012898694066557576,-0.0183987580584113,-0.0052449855910395,1.0486328125,rotGumbel
2,2021-03-30 20:00:00+00:00,-0.013874508631406605,0.0129358302601424,0.0255669463819577,1.0486328125,rotGumbel
3,2021-03-29 20:00:00+00:00,-0.004984327616518083,0.0699895892797174,0.0714968252018487,1.0486328125,rotGumbel
4,2021-03-26 20:00:00+00:00,-0.0061789286090121395,0.0377123449158664,0.0418557125064962,1.0486328125,rotGumbel
