,Date,ada Price
56,2018-01-02 01:00:00+00:00,0.7108
57,2018-01-02 02:00:00+00:00,0.70399996
58,2018-01-02 03:00:00+00:00,0.703
59,2018-01-02 04:00:00+00:00,0.70177897
60,2018-01-02 05:00:00+00:00,0.68999638
61,2018-01-02 06:00:00+00:00,0.6809999999999999
62,2018-01-02 07:00:00+00:00,0.6881
63,2018-01-02 08:00:00+00:00,0.69999998
64,2018-01-02 09:00:00+00:00,0.7310005
65,2018-01-02 10:00:00+00:00,0.74200115
66,2018-01-02 11:00:00+00:00,0.790416
67,2018-01-02 12:00:00+00:00,0.758
68,2018-01-02 13:00:00+00:00,0.75763574
69,2018-01-02 14:00:00+00:00,0.7638590000000001
70,2018-01-02 15:00:00+00:00,0.76499327
71,2018-01-02 16:00:00+00:00,0.77
72,2018-01-02 17:00:00+00:00,0.76001101
73,2018-01-02 18:00:00+00:00,0.7657
74,2018-01-02 19:00:00+00:00,0.73727569
75,2018-01-02 20:00:00+00:00,0.75999988
76,2018-01-02 21:00:00+00:00,0.7648
77,2018-01-02 22:00:00+00:00,0.78249998
78,2018-01-02 23:00:00+00:00,0.77
79,2018-01-03 00:00:00+00:00,0.762
80,2018-01-03 01:00:00+00:00,0.7941
81,2018-01-03 02:00:00+00:00,0.8490000000000001
82,2018-01-03 03:00:00+00:00,0.86
83,2018-01-03 04:00:00+00:00,0.872
84,2018-01-03 05:00:00+00:00,0.88300232
85,2018-01-03 06:00:00+00:00,0.90389998
86,2018-01-03 07:00:00+00:00,0.9
87,2018-01-03 08:00:00+00:00,0.95829998
88,2018-01-03 09:00:00+00:00,0.96539996
89,2018-01-03 10:00:00+00:00,0.9990000000000001
90,2018-01-03 11:00:00+00:00,0.91
91,2018-01-03 12:00:00+00:00,0.97
92,2018-01-03 13:00:00+00:00,0.9729985000000001
93,2018-01-03 14:00:00+00:00,0.985
94,2018-01-03 15:00:00+00:00,1.06
95,2018-01-03 16:00:00+00:00,1.04200015
96,2018-01-03 17:00:00+00:00,1.0
97,2018-01-03 18:00:00+00:00,1.045
98,2018-01-03 19:00:00+00:00,1.06999987
99,2018-01-03 20:00:00+00:00,1.056
100,2018-01-03 21:00:00+00:00,1.07999999
101,2018-01-03 22:00:00+00:00,1.03493587
102,2018-01-03 23:00:00+00:00,1.01
103,2018-01-04 00:00:00+00:00,1.1107957
104,2018-01-04 01:00:00+00:00,1.18
105,2018-01-04 02:00:00+00:00,1.32
106,2018-01-04 03:00:00+00:00,1.2849
107,2018-01-04 04:00:00+00:00,1.29
108,2018-01-04 05:00:00+00:00,1.29
109,2018-01-04 06:00:00+00:00,1.24000009
110,2018-01-04 07:00:00+00:00,1.2441
111,2018-01-04 08:00:00+00:00,1.2810001
112,2018-01-04 09:00:00+00:00,1.225
113,2018-01-04 10:00:00+00:00,1.22
114,2018-01-04 11:00:00+00:00,1.2450001
115,2018-01-04 12:00:00+00:00,1.25000014
116,2018-01-04 13:00:00+00:00,1.254
117,2018-01-04 14:00:00+00:00,1.21999997
118,2018-01-04 15:00:00+00:00,1.132888
119,2018-01-04 16:00:00+00:00,1.13800002
120,2018-01-04 17:00:00+00:00,1.22988994
121,2018-01-04 18:00:00+00:00,1.202
122,2018-01-04 19:00:00+00:00,1.1499948
123,2018-01-04 20:00:00+00:00,1.16498
124,2018-01-04 21:00:00+00:00,1.168
125,2018-01-04 22:00:00+00:00,1.20699782
126,2018-01-04 23:00:00+00:00,1.2500002000000001
127,2018-01-05 00:00:00+00:00,1.14999985
129,2018-01-05 01:00:00+00:00,1.20000013
130,2018-01-05 02:00:00+00:00,1.13499992
131,2018-01-05 03:00:00+00:00,1.125
132,2018-01-05 04:00:00+00:00,1.103
133,2018-01-05 05:00:00+00:00,1.14999998
134,2018-01-05 06:00:00+00:00,1.1210007
135,2018-01-05 07:00:00+00:00,1.114
136,2018-01-05 08:00:00+00:00,1.139
137,2018-01-05 09:00:00+00:00,1.1016068
138,2018-01-05 10:00:00+00:00,1.088
139,2018-01-05 11:00:00+00:00,1.06999996
140,2018-01-05 12:00:00+00:00,1.08200023
141,2018-01-05 13:00:00+00:00,1.1
142,2018-01-05 14:00:00+00:00,1.057
143,2018-01-05 15:00:00+00:00,1.02250005
144,2018-01-05 16:00:00+00:00,1.046
145,2018-01-05 17:00:00+00:00,0.98
146,2018-01-05 18:00:00+00:00,1.00000001
147,2018-01-05 19:00:00+00:00,1.0445905999999998
148,2018-01-05 20:00:00+00:00,1.055
149,2018-01-05 21:00:00+00:00,1.03999396
150,2018-01-05 22:00:00+00:00,1.0
151,2018-01-05 23:00:00+00:00,0.93612964
152,2018-01-06 00:00:00+00:00,1.0095
153,2018-01-06 01:00:00+00:00,0.98700001
154,2018-01-06 02:00:00+00:00,0.95549962
155,2018-01-06 03:00:00+00:00,0.9590000000000001
156,2018-01-06 04:00:00+00:00,0.95000001
157,2018-01-06 05:00:00+00:00,1.01
158,2018-01-06 06:00:00+00:00,1.0129999
159,2018-01-06 07:00:00+00:00,1.00601
160,2018-01-06 08:00:00+00:00,1.01
161,2018-01-06 09:00:00+00:00,0.985
162,2018-01-06 10:00:00+00:00,1.01286576
163,2018-01-06 11:00:00+00:00,1.0235
164,2018-01-06 12:00:00+00:00,1.016
165,2018-01-06 13:00:00+00:00,1.0190000000000001
166,2018-01-06 14:00:00+00:00,1.07
167,2018-01-06 15:00:00+00:00,1.06999999
168,2018-01-06 16:00:00+00:00,1.06236
169,2018-01-06 17:00:00+00:00,1.021
170,2018-01-06 18:00:00+00:00,1.04
171,2018-01-06 19:00:00+00:00,1.025
172,2018-01-06 20:00:00+00:00,1.0111
173,2018-01-06 21:00:00+00:00,1.028
174,2018-01-06 22:00:00+00:00,1.05001013
175,2018-01-06 23:00:00+00:00,1.03569994
176,2018-01-07 00:00:00+00:00,1.035
177,2018-01-07 01:00:00+00:00,1.01499998
178,2018-01-07 02:00:00+00:00,1.01505
179,2018-01-07 03:00:00+00:00,1.015002
180,2018-01-07 04:00:00+00:00,1.02398988
181,2018-01-07 05:00:00+00:00,1.00000015
182,2018-01-07 06:00:00+00:00,0.99999977
183,2018-01-07 07:00:00+00:00,0.9899126
184,2018-01-07 08:00:00+00:00,1.00918555
185,2018-01-07 09:00:00+00:00,1.00700999
186,2018-01-07 10:00:00+00:00,0.988
187,2018-01-07 11:00:00+00:00,1.0
188,2018-01-07 12:00:00+00:00,1.002
189,2018-01-07 13:00:00+00:00,1.01709964
190,2018-01-07 14:00:00+00:00,1.01738691
191,2018-01-07 15:00:00+00:00,1.03
192,2018-01-07 16:00:00+00:00,1.04
193,2018-01-07 17:00:00+00:00,1.01999998
194,2018-01-07 18:00:00+00:00,1.008
195,2018-01-07 19:00:00+00:00,1.03005886
196,2018-01-07 20:00:00+00:00,1.02599986
197,2018-01-07 21:00:00+00:00,1.00999999
198,2018-01-07 22:00:00+00:00,1.006
199,2018-01-07 23:00:00+00:00,1.01199988
200,2018-01-08 00:00:00+00:00,1.01300007
202,2018-01-08 01:00:00+00:00,0.9587
203,2018-01-08 02:00:00+00:00,0.9640000000000001
204,2018-01-08 03:00:00+00:00,0.961
205,2018-01-08 04:00:00+00:00,0.93599982
206,2018-01-08 05:00:00+00:00,0.9640000000000001
207,2018-01-08 06:00:00+00:00,0.9619
208,2018-01-08 07:00:00+00:00,0.95999998
209,2018-01-08 08:00:00+00:00,1.00899998
210,2018-01-08 09:00:00+00:00,0.9581
211,2018-01-08 10:00:00+00:00,0.9300001
212,2018-01-08 11:00:00+00:00,0.94022999
213,2018-01-08 12:00:00+00:00,0.93
214,2018-01-08 13:00:00+00:00,0.92
215,2018-01-08 14:00:00+00:00,0.88
216,2018-01-08 15:00:00+00:00,0.80000003
217,2018-01-08 16:00:00+00:00,0.871
218,2018-01-08 17:00:00+00:00,0.8995
219,2018-01-08 18:00:00+00:00,0.9035
220,2018-01-08 19:00:00+00:00,0.914
221,2018-01-08 20:00:00+00:00,0.92
222,2018-01-08 21:00:00+00:00,0.91687796
223,2018-01-08 22:00:00+00:00,0.9109999999999999
224,2018-01-08 23:00:00+00:00,0.89130765
225,2018-01-09 00:00:00+00:00,0.90099999
226,2018-01-09 01:00:00+00:00,0.91299
227,2018-01-09 02:00:00+00:00,0.91
228,2018-01-09 03:00:00+00:00,0.9
229,2018-01-09 04:00:00+00:00,0.90799991
230,2018-01-09 05:00:00+00:00,0.9
231,2018-01-09 06:00:00+00:00,0.88336075
232,2018-01-09 07:00:00+00:00,0.87899868
233,2018-01-09 08:00:00+00:00,0.8939
234,2018-01-09 09:00:00+00:00,0.88499996
235,2018-01-09 10:00:00+00:00,0.87000001
236,2018-01-09 11:00:00+00:00,0.85999992
237,2018-01-09 12:00:00+00:00,0.86748649
238,2018-01-09 13:00:00+00:00,0.85
239,2018-01-09 14:00:00+00:00,0.8027
240,2018-01-09 15:00:00+00:00,0.8431
241,2018-01-09 16:00:00+00:00,0.857
242,2018-01-09 17:00:00+00:00,0.8701
243,2018-01-09 18:00:00+00:00,0.86544
244,2018-01-09 19:00:00+00:00,0.8625
245,2018-01-09 20:00:00+00:00,0.85995
246,2018-01-09 21:00:00+00:00,0.8401004000000001
247,2018-01-09 22:00:00+00:00,0.822673
248,2018-01-09 23:00:00+00:00,0.80201851
249,2018-01-10 00:00:00+00:00,0.81
250,2018-01-10 01:00:00+00:00,0.76500002
251,2018-01-10 02:00:00+00:00,0.7738
252,2018-01-10 03:00:00+00:00,0.79967999
253,2018-01-10 04:00:00+00:00,0.75360452
254,2018-01-10 05:00:00+00:00,0.759185
255,2018-01-10 06:00:00+00:00,0.73
256,2018-01-10 07:00:00+00:00,0.713
257,2018-01-10 08:00:00+00:00,0.7240000000000001
258,2018-01-10 09:00:00+00:00,0.67898998
259,2018-01-10 10:00:00+00:00,0.73453525
260,2018-01-10 11:00:00+00:00,0.7203
261,2018-01-10 12:00:00+00:00,0.733
262,2018-01-10 13:00:00+00:00,0.7019989999999999
263,2018-01-10 14:00:00+00:00,0.71989891
264,2018-01-10 15:00:00+00:00,0.68249021
265,2018-01-10 16:00:00+00:00,0.74000041
266,2018-01-10 17:00:00+00:00,0.7500100000000001
267,2018-01-10 18:00:00+00:00,0.74999884
268,2018-01-10 19:00:00+00:00,0.74999992
269,2018-01-10 20:00:00+00:00,0.76
270,2018-01-10 21:00:00+00:00,0.7759999999999999
271,2018-01-10 22:00:00+00:00,0.7810052
272,2018-01-10 23:00:00+00:00,0.77999909
273,2018-01-11 00:00:00+00:00,0.77978191
275,2018-01-11 01:00:00+00:00,0.76158964
276,2018-01-11 02:00:00+00:00,0.7637822
277,2018-01-11 03:00:00+00:00,0.74969998
278,2018-01-11 04:00:00+00:00,0.659
279,2018-01-11 05:00:00+00:00,0.62999988
280,2018-01-11 06:00:00+00:00,0.61499998
281,2018-01-11 07:00:00+00:00,0.6659999999999999
282,2018-01-11 08:00:00+00:00,0.7
283,2018-01-11 09:00:00+00:00,0.723
284,2018-01-11 10:00:00+00:00,0.69
285,2018-01-11 11:00:00+00:00,0.6709999999999999
286,2018-01-11 12:00:00+00:00,0.6829999999999999
287,2018-01-11 13:00:00+00:00,0.69100002
288,2018-01-11 14:00:00+00:00,0.6807
289,2018-01-11 15:00:00+00:00,0.76
290,2018-01-11 16:00:00+00:00,0.75299999
291,2018-01-11 17:00:00+00:00,0.75326
292,2018-01-11 18:00:00+00:00,0.73150288
293,2018-01-11 19:00:00+00:00,0.72100076
294,2018-01-11 20:00:00+00:00,0.73099998
295,2018-01-11 21:00:00+00:00,0.715
296,2018-01-11 22:00:00+00:00,0.72102279
297,2018-01-11 23:00:00+00:00,0.65617385
298,2018-01-12 00:00:00+00:00,0.6799999
299,2018-01-12 01:00:00+00:00,0.65999988
300,2018-01-12 02:00:00+00:00,0.67998999
301,2018-01-12 03:00:00+00:00,0.67500029
302,2018-01-12 04:00:00+00:00,0.7049
303,2018-01-12 05:00:00+00:00,0.70499893
304,2018-01-12 06:00:00+00:00,0.70699998
305,2018-01-12 07:00:00+00:00,0.7322525
306,2018-01-12 08:00:00+00:00,0.72034006
307,2018-01-12 09:00:00+00:00,0.7295520000000001
308,2018-01-12 10:00:00+00:00,0.7090000000000001
309,2018-01-12 11:00:00+00:00,0.73299957
310,2018-01-12 12:00:00+00:00,0.74
311,2018-01-12 13:00:00+00:00,0.7711
312,2018-01-12 14:00:00+00:00,0.7979997
313,2018-01-12 15:00:00+00:00,0.8005
314,2018-01-12 16:00:00+00:00,0.75881435
315,2018-01-12 17:00:00+00:00,0.799
316,2018-01-12 18:00:00+00:00,0.835
317,2018-01-12 19:00:00+00:00,0.81000903
318,2018-01-12 20:00:00+00:00,0.86499899
319,2018-01-12 21:00:00+00:00,0.85784999
320,2018-01-12 22:00:00+00:00,0.85800001
321,2018-01-12 23:00:00+00:00,0.894322
322,2018-01-13 00:00:00+00:00,0.89826058
323,2018-01-13 01:00:00+00:00,0.9543999
324,2018-01-13 02:00:00+00:00,0.91943696
325,2018-01-13 03:00:00+00:00,0.89249969
326,2018-01-13 04:00:00+00:00,0.9009999999999999
327,2018-01-13 05:00:00+00:00,0.89
328,2018-01-13 06:00:00+00:00,0.89179976
329,2018-01-13 07:00:00+00:00,0.919
330,2018-01-13 08:00:00+00:00,0.92367005
331,2018-01-13 09:00:00+00:00,0.9288911
332,2018-01-13 10:00:00+00:00,0.919
333,2018-01-13 11:00:00+00:00,0.89
334,2018-01-13 12:00:00+00:00,0.89100104
335,2018-01-13 13:00:00+00:00,0.89000333
336,2018-01-13 14:00:00+00:00,0.887
337,2018-01-13 15:00:00+00:00,0.86500003
338,2018-01-13 16:00:00+00:00,0.86
339,2018-01-13 17:00:00+00:00,0.85769873
340,2018-01-13 18:00:00+00:00,0.85905412
341,2018-01-13 19:00:00+00:00,0.88
342,2018-01-13 20:00:00+00:00,0.85501
343,2018-01-13 21:00:00+00:00,0.866
344,2018-01-13 22:00:00+00:00,0.88076991
345,2018-01-13 23:00:00+00:00,0.9
346,2018-01-14 00:00:00+00:00,0.88
347,2018-01-14 01:00:00+00:00,0.8566
348,2018-01-14 02:00:00+00:00,0.84011
349,2018-01-14 03:00:00+00:00,0.83542707
350,2018-01-14 04:00:00+00:00,0.838996
351,2018-01-14 05:00:00+00:00,0.8
352,2018-01-14 06:00:00+00:00,0.8
353,2018-01-14 07:00:00+00:00,0.805
354,2018-01-14 08:00:00+00:00,0.79004897
355,2018-01-14 09:00:00+00:00,0.79600001
356,2018-01-14 10:00:00+00:00,0.78
357,2018-01-14 11:00:00+00:00,0.78000161
358,2018-01-14 12:00:00+00:00,0.76738454
359,2018-01-14 13:00:00+00:00,0.73620005
360,2018-01-14 14:00:00+00:00,0.782
361,2018-01-14 15:00:00+00:00,0.7659999999999999
362,2018-01-14 16:00:00+00:00,0.74300002
363,2018-01-14 17:00:00+00:00,0.743
364,2018-01-14 18:00:00+00:00,0.76
365,2018-01-14 19:00:00+00:00,0.75998667
366,2018-01-14 20:00:00+00:00,0.75799999
367,2018-01-14 21:00:00+00:00,0.76994184
368,2018-01-14 22:00:00+00:00,0.755
369,2018-01-14 23:00:00+00:00,0.813
370,2018-01-15 00:00:00+00:00,0.7910001
371,2018-01-15 01:00:00+00:00,0.831
372,2018-01-15 02:00:00+00:00,0.816
373,2018-01-15 03:00:00+00:00,0.8008
374,2018-01-15 04:00:00+00:00,0.79876541
375,2018-01-15 05:00:00+00:00,0.80617083
376,2018-01-15 06:00:00+00:00,0.80499999
377,2018-01-15 07:00:00+00:00,0.84000001
378,2018-01-15 08:00:00+00:00,0.8359998
379,2018-01-15 09:00:00+00:00,0.8182010000000001
380,2018-01-15 10:00:00+00:00,0.82637201
381,2018-01-15 11:00:00+00:00,0.82798999
382,2018-01-15 12:00:00+00:00,0.8189799
383,2018-01-15 13:00:00+00:00,0.8355
384,2018-01-15 14:00:00+00:00,0.816
385,2018-01-15 15:00:00+00:00,0.82500003
386,2018-01-15 16:00:00+00:00,0.84244001
387,2018-01-15 17:00:00+00:00,0.835
388,2018-01-15 18:00:00+00:00,0.83100164
389,2018-01-15 19:00:00+00:00,0.82340078
390,2018-01-15 20:00:00+00:00,0.81817332
391,2018-01-15 21:00:00+00:00,0.79799971
392,2018-01-15 22:00:00+00:00,0.8099978
393,2018-01-15 23:00:00+00:00,0.8
394,2018-01-16 00:00:00+00:00,0.77240019
395,2018-01-16 01:00:00+00:00,0.73999992
396,2018-01-16 02:00:00+00:00,0.735
397,2018-01-16 03:00:00+00:00,0.74731497
398,2018-01-16 04:00:00+00:00,0.72999999
399,2018-01-16 05:00:00+00:00,0.725
400,2018-01-16 06:00:00+00:00,0.738
401,2018-01-16 07:00:00+00:00,0.74005002
402,2018-01-16 08:00:00+00:00,0.68356545
403,2018-01-16 09:00:00+00:00,0.64499982
404,2018-01-16 10:00:00+00:00,0.6
405,2018-01-16 11:00:00+00:00,0.62006198
406,2018-01-16 12:00:00+00:00,0.66481619
407,2018-01-16 13:00:00+00:00,0.6409999999999999
408,2018-01-16 14:00:00+00:00,0.60899964
409,2018-01-16 15:00:00+00:00,0.63166145
410,2018-01-16 16:00:00+00:00,0.65981671
411,2018-01-16 17:00:00+00:00,0.623616
412,2018-01-16 18:00:00+00:00,0.58500127
413,2018-01-16 19:00:00+00:00,0.61
414,2018-01-16 20:00:00+00:00,0.59975894
415,2018-01-16 21:00:00+00:00,0.54890001
416,2018-01-16 22:00:00+00:00,0.51000001
417,2018-01-16 23:00:00+00:00,0.5710000000000001
418,2018-01-17 00:00:00+00:00,0.62000001
419,2018-01-17 01:00:00+00:00,0.56839962
420,2018-01-17 02:00:00+00:00,0.5770000000000001
421,2018-01-17 03:00:00+00:00,0.5270001
422,2018-01-17 04:00:00+00:00,0.522
423,2018-01-17 05:00:00+00:00,0.54210777
424,2018-01-17 06:00:00+00:00,0.54183166
425,2018-01-17 07:00:00+00:00,0.561
426,2018-01-17 08:00:00+00:00,0.54999991
427,2018-01-17 09:00:00+00:00,0.52
428,2018-01-17 10:00:00+00:00,0.49700022
429,2018-01-17 11:00:00+00:00,0.47000099
430,2018-01-17 12:00:00+00:00,0.48189071
431,2018-01-17 13:00:00+00:00,0.4945
432,2018-01-17 14:00:00+00:00,0.44299999999999995
433,2018-01-17 15:00:00+00:00,0.44
434,2018-01-17 16:00:00+00:00,0.48999999
435,2018-01-17 17:00:00+00:00,0.50000032
436,2018-01-17 18:00:00+00:00,0.50898
437,2018-01-17 19:00:00+00:00,0.48567001
438,2018-01-17 20:00:00+00:00,0.54464045
439,2018-01-17 21:00:00+00:00,0.6176
440,2018-01-17 22:00:00+00:00,0.68127804
441,2018-01-17 23:00:00+00:00,0.59980411
442,2018-01-18 00:00:00+00:00,0.625
443,2018-01-18 01:00:00+00:00,0.638
444,2018-01-18 02:00:00+00:00,0.65279214
445,2018-01-18 03:00:00+00:00,0.686231
446,2018-01-18 04:00:00+00:00,0.64499999
447,2018-01-18 05:00:00+00:00,0.6115626000000001
448,2018-01-18 06:00:00+00:00,0.60999998
449,2018-01-18 07:00:00+00:00,0.63747106
450,2018-01-18 08:00:00+00:00,0.5820000000000001
451,2018-01-18 09:00:00+00:00,0.59999998
452,2018-01-18 10:00:00+00:00,0.626
453,2018-01-18 11:00:00+00:00,0.62999883
454,2018-01-18 12:00:00+00:00,0.64100219
455,2018-01-18 13:00:00+00:00,0.65889244
456,2018-01-18 14:00:00+00:00,0.65899898
457,2018-01-18 15:00:00+00:00,0.66399992
458,2018-01-18 16:00:00+00:00,0.695
459,2018-01-18 17:00:00+00:00,0.660804
460,2018-01-18 18:00:00+00:00,0.65
461,2018-01-18 19:00:00+00:00,0.67999999
462,2018-01-18 20:00:00+00:00,0.679
463,2018-01-18 21:00:00+00:00,0.69630296
464,2018-01-18 22:00:00+00:00,0.65
465,2018-01-18 23:00:00+00:00,0.63650261
466,2018-01-19 00:00:00+00:00,0.6400186
467,2018-01-19 01:00:00+00:00,0.65799999
468,2018-01-19 02:00:00+00:00,0.65198768
469,2018-01-19 03:00:00+00:00,0.615
470,2018-01-19 04:00:00+00:00,0.62982561
471,2018-01-19 05:00:00+00:00,0.62827186
472,2018-01-19 06:00:00+00:00,0.6205
473,2018-01-19 07:00:00+00:00,0.63529929
474,2018-01-19 08:00:00+00:00,0.6268
475,2018-01-19 09:00:00+00:00,0.65499978
476,2018-01-19 10:00:00+00:00,0.64520001
477,2018-01-19 11:00:00+00:00,0.6588181
478,2018-01-19 12:00:00+00:00,0.64854955
479,2018-01-19 13:00:00+00:00,0.66
480,2018-01-19 14:00:00+00:00,0.69000001
481,2018-01-19 15:00:00+00:00,0.64474886
482,2018-01-19 16:00:00+00:00,0.655
483,2018-01-19 17:00:00+00:00,0.65963462
484,2018-01-19 18:00:00+00:00,0.632
485,2018-01-19 19:00:00+00:00,0.627
486,2018-01-19 20:00:00+00:00,0.62000031
487,2018-01-19 21:00:00+00:00,0.63882332
488,2018-01-19 22:00:00+00:00,0.6378232
489,2018-01-19 23:00:00+00:00,0.63
490,2018-01-20 00:00:00+00:00,0.649
492,2018-01-20 01:00:00+00:00,0.65986088
493,2018-01-20 02:00:00+00:00,0.6509999999999999
494,2018-01-20 03:00:00+00:00,0.65050002
495,2018-01-20 04:00:00+00:00,0.66559988
496,2018-01-20 05:00:00+00:00,0.65499998
497,2018-01-20 06:00:00+00:00,0.6990000000000001
498,2018-01-20 07:00:00+00:00,0.6989
499,2018-01-20 08:00:00+00:00,0.69699986
500,2018-01-20 09:00:00+00:00,0.7
501,2018-01-20 10:00:00+00:00,0.68680773
502,2018-01-20 11:00:00+00:00,0.688
503,2018-01-20 12:00:00+00:00,0.68122301
504,2018-01-20 13:00:00+00:00,0.68999999
505,2018-01-20 14:00:00+00:00,0.68112178
506,2018-01-20 15:00:00+00:00,0.68818988
507,2018-01-20 16:00:00+00:00,0.69529995
508,2018-01-20 17:00:00+00:00,0.70575751
509,2018-01-20 18:00:00+00:00,0.711
510,2018-01-20 19:00:00+00:00,0.71599999
511,2018-01-20 20:00:00+00:00,0.7051
512,2018-01-20 21:00:00+00:00,0.71
513,2018-01-20 22:00:00+00:00,0.7120000000000001
514,2018-01-20 23:00:00+00:00,0.7088901
515,2018-01-21 00:00:00+00:00,0.70485701
516,2018-01-21 01:00:00+00:00,0.6759999999999999
517,2018-01-21 02:00:00+00:00,0.69151788
518,2018-01-21 03:00:00+00:00,0.67586965
519,2018-01-21 04:00:00+00:00,0.67080004
520,2018-01-21 05:00:00+00:00,0.65555646
521,2018-01-21 06:00:00+00:00,0.64126964
522,2018-01-21 07:00:00+00:00,0.64
523,2018-01-21 08:00:00+00:00,0.62319993
524,2018-01-21 09:00:00+00:00,0.62827186
525,2018-01-21 10:00:00+00:00,0.62499993
526,2018-01-21 11:00:00+00:00,0.63
527,2018-01-21 12:00:00+00:00,0.65699966
528,2018-01-21 13:00:00+00:00,0.6455502
529,2018-01-21 14:00:00+00:00,0.65699989
530,2018-01-21 15:00:00+00:00,0.631
531,2018-01-21 16:00:00+00:00,0.61
532,2018-01-21 17:00:00+00:00,0.59615325
533,2018-01-21 18:00:00+00:00,0.6
534,2018-01-21 19:00:00+00:00,0.60650036
535,2018-01-21 20:00:00+00:00,0.612
536,2018-01-21 21:00:00+00:00,0.58
537,2018-01-21 22:00:00+00:00,0.59699982
538,2018-01-21 23:00:00+00:00,0.59050172
539,2018-01-22 00:00:00+00:00,0.61645595
540,2018-01-22 01:00:00+00:00,0.616115
541,2018-01-22 02:00:00+00:00,0.59555555
542,2018-01-22 03:00:00+00:00,0.60122207
543,2018-01-22 04:00:00+00:00,0.59999998
544,2018-01-22 05:00:00+00:00,0.605
545,2018-01-22 06:00:00+00:00,0.5928
546,2018-01-22 07:00:00+00:00,0.61156685
547,2018-01-22 08:00:00+00:00,0.6130899999999999
548,2018-01-22 09:00:00+00:00,0.62050666
549,2018-01-22 10:00:00+00:00,0.616
550,2018-01-22 11:00:00+00:00,0.62825636
551,2018-01-22 12:00:00+00:00,0.59699998
552,2018-01-22 13:00:00+00:00,0.59
553,2018-01-22 14:00:00+00:00,0.5503
554,2018-01-22 15:00:00+00:00,0.54
555,2018-01-22 16:00:00+00:00,0.52999995
556,2018-01-22 17:00:00+00:00,0.5499
557,2018-01-22 18:00:00+00:00,0.55299984
558,2018-01-22 19:00:00+00:00,0.54899994
559,2018-01-22 20:00:00+00:00,0.55
560,2018-01-22 21:00:00+00:00,0.53900083
561,2018-01-22 22:00:00+00:00,0.53
562,2018-01-22 23:00:00+00:00,0.57152596
563,2018-01-23 00:00:00+00:00,0.56872
565,2018-01-23 01:00:00+00:00,0.55999992
566,2018-01-23 02:00:00+00:00,0.56111
567,2018-01-23 03:00:00+00:00,0.5600045
568,2018-01-23 04:00:00+00:00,0.5756275
569,2018-01-23 05:00:00+00:00,0.55
570,2018-01-23 06:00:00+00:00,0.54172622
571,2018-01-23 07:00:00+00:00,0.5379999999999999
572,2018-01-23 08:00:00+00:00,0.54087999
573,2018-01-23 09:00:00+00:00,0.55899958
574,2018-01-23 10:00:00+00:00,0.54088612
