,Date,open,high,low,close,volume
0,2020-01-20 23:00:00,9050.0,9050.0,9050.0,9050.0,0.0
1,2020-01-21 23:00:00,9010.0,9010.0,9010.0,9010.0,0.0
2,2020-01-22 23:00:00,8670.0,8670.0,8670.0,8670.0,0.0
3,2020-01-23 23:00:00,8800.0,8800.0,8800.0,8800.0,0.0
4,2020-01-26 23:00:00,9360.0,9360.0,9360.0,9360.0,0.0
5,2020-01-27 23:00:00,9460.0,9460.0,9460.0,9460.0,0.0
6,2020-01-28 23:00:00,9835.0,9835.0,9835.0,9835.0,0.0
7,2020-01-29 23:00:00,10010.0,10010.0,10010.0,10010.0,0.0
8,2020-01-30 23:00:00,9710.0,9710.0,9710.0,9710.0,0.0
9,2020-02-02 23:00:00,9695.0,9695.0,9695.0,9695.0,0.0
10,2020-02-03 23:00:00,9555.0,9555.0,9555.0,9555.0,0.0
11,2020-02-04 23:00:00,10155.0,10155.0,10155.0,10155.0,0.0
12,2020-02-05 23:00:00,10245.0,10245.0,10245.0,10245.0,0.0
13,2020-02-06 23:00:00,10190.0,10200.0,10190.0,10200.0,0.0
14,2020-02-09 23:00:00,10350.0,10350.0,10335.0,10335.0,2.0
15,2020-02-10 23:00:00,10685.0,10920.0,10685.0,10910.0,2.0
16,2020-02-11 15:00:00,10685.0,10685.0,10685.0,10685.0,1.0
17,2020-02-11 19:00:00,10920.0,10920.0,10920.0,10920.0,1.0
18,2020-02-11 23:00:00,11140.0,11140.0,11140.0,11140.0,0.0
19,2020-02-12 23:00:00,11060.0,11060.0,10970.0,10970.0,1.0
20,2020-02-13 16:00:00,11060.0,11060.0,11060.0,11060.0,1.0
21,2020-02-13 23:00:00,11135.0,11135.0,11135.0,11135.0,0.0
22,2020-02-17 23:00:00,10895.0,10895.0,10895.0,10895.0,0.0
23,2020-02-18 23:00:00,10825.0,10825.0,10825.0,10825.0,0.0
24,2020-02-19 23:00:00,10125.0,10125.0,10125.0,10125.0,0.0
25,2020-02-20 23:00:00,10265.0,10265.0,10265.0,10265.0,0.0
26,2020-02-23 23:00:00,10105.0,10105.0,10105.0,10105.0,0.0
27,2020-02-24 23:00:00,9820.0,9820.0,9820.0,9820.0,0.0
28,2020-02-25 23:00:00,9215.0,9215.0,9215.0,9215.0,0.0
29,2020-02-26 23:00:00,9180.0,9280.0,9180.0,9280.0,2.0
30,2020-02-27 15:00:00,9180.0,9180.0,9180.0,9180.0,2.0
31,2020-02-27 23:00:00,9050.0,9050.0,9050.0,9050.0,0.0
32,2020-03-01 23:00:00,9345.0,9345.0,9345.0,9345.0,0.0
33,2020-03-02 23:00:00,9190.0,9190.0,9190.0,9190.0,0.0
34,2020-03-03 23:00:00,9160.0,9160.0,9160.0,9160.0,0.0
35,2020-03-04 23:00:00,9450.0,9590.0,9450.0,9590.0,1.0
36,2020-03-05 15:00:00,9450.0,9450.0,9450.0,9450.0,1.0
37,2020-03-05 23:00:00,9540.0,9540.0,9540.0,9540.0,0.0
38,2020-03-08 22:00:00,8060.0,8060.0,8060.0,8060.0,0.0
39,2020-03-09 22:00:00,8205.0,8205.0,8205.0,8205.0,0.0
40,2020-03-10 22:00:00,8065.0,8065.0,8065.0,8065.0,0.0
41,2020-03-11 22:00:00,6155.0,6155.0,6155.0,6155.0,1.0
42,2020-03-12 22:00:00,5425.0,5425.0,5425.0,5425.0,0.0
43,2020-03-15 22:00:00,4985.0,4985.0,4985.0,4985.0,0.0
44,2020-03-16 22:00:00,5480.0,5480.0,5480.0,5480.0,0.0
45,2020-03-17 22:00:00,5440.0,5440.0,5440.0,5440.0,0.0
46,2020-03-18 22:00:00,6375.0,6375.0,6375.0,6375.0,1.0
47,2020-03-19 19:00:00,6375.0,6375.0,6375.0,6375.0,1.0
48,2020-03-19 22:00:00,6300.0,6300.0,6300.0,6300.0,0.0
49,2020-03-22 22:00:00,6370.0,6370.0,6370.0,6370.0,0.0
50,2020-03-23 22:00:00,6820.0,6820.0,6820.0,6820.0,0.0
51,2020-03-24 22:00:00,6725.0,6725.0,6725.0,6725.0,0.0
52,2020-03-25 22:00:00,6770.0,6770.0,6770.0,6770.0,0.0
53,2020-03-26 22:00:00,6760.0,6760.0,6760.0,6760.0,0.0
54,2020-03-29 22:00:00,6450.0,6450.0,6450.0,6450.0,0.0
55,2020-03-30 22:00:00,6550.0,6550.0,6550.0,6550.0,0.0
56,2020-03-31 22:00:00,6275.0,6275.0,6275.0,6275.0,0.0
57,2020-04-01 22:00:00,6685.0,6685.0,6685.0,6685.0,2.0
58,2020-04-02 17:00:00,7260.0,7260.0,7260.0,7260.0,1.0
59,2020-04-02 22:00:00,6880.0,6880.0,6880.0,6880.0,0.0
60,2020-04-05 22:00:00,7195.0,7420.0,7195.0,7420.0,8.0
61,2020-04-06 07:00:00,7195.0,7195.0,7195.0,7195.0,1.0
62,2020-04-06 14:00:00,7220.0,7220.0,7215.0,7215.0,2.0
63,2020-04-06 16:00:00,7265.0,7270.0,7225.0,7270.0,3.0
64,2020-04-06 17:00:00,7315.0,7345.0,7315.0,7345.0,2.0
65,2020-04-06 22:00:00,7435.0,7435.0,7435.0,7435.0,5.0
66,2020-04-07 03:00:00,7435.0,7435.0,7435.0,7435.0,5.0
67,2020-04-07 22:00:00,7470.0,7475.0,7400.0,7450.0,27.0
68,2020-04-08 07:00:00,7470.0,7475.0,7470.0,7475.0,4.0
69,2020-04-08 13:00:00,7465.0,7465.0,7460.0,7460.0,3.0
70,2020-04-08 14:00:00,7405.0,7415.0,7400.0,7405.0,8.0
71,2020-04-08 15:00:00,7405.0,7405.0,7405.0,7405.0,1.0
72,2020-04-08 22:00:00,7460.0,7460.0,7385.0,7385.0,31.0
