,Date,open,high,low,close,volume
0,2022-07-27 22:00:00,24175.0,24175.0,24175.0,24175.0,0.0
1,2022-07-28 22:00:00,24245.0,24245.0,24245.0,24245.0,0.0
2,2022-07-31 22:00:00,23245.0,23245.0,23245.0,23245.0,0.0
3,2022-08-01 22:00:00,23255.0,23255.0,23255.0,23255.0,0.0
4,2022-08-02 22:00:00,23755.0,23755.0,23755.0,23755.0,0.0
5,2022-08-03 22:00:00,22730.0,22730.0,22730.0,22730.0,0.0
6,2022-08-04 22:00:00,23215.0,23215.0,23215.0,23215.0,0.0
7,2022-08-07 22:00:00,24220.0,24220.0,24220.0,24220.0,0.0
8,2022-08-08 22:00:00,23340.0,23340.0,23340.0,23340.0,0.0
9,2022-08-09 22:00:00,23915.0,23915.0,23915.0,23915.0,0.0
10,2022-08-10 22:00:00,24490.0,24490.0,24490.0,24490.0,0.0
11,2022-08-11 22:00:00,24475.0,24475.0,24475.0,24475.0,0.0
12,2022-08-14 22:00:00,24260.0,24260.0,24260.0,24260.0,0.0
13,2022-08-15 22:00:00,24205.0,24205.0,24205.0,24205.0,0.0
14,2022-08-16 22:00:00,23545.0,23545.0,23545.0,23545.0,0.0
15,2022-08-17 22:00:00,23600.0,23600.0,23600.0,23600.0,0.0
