,Date,PX_LAST,contract_name,xrp Price,log return future,log return xrp
0,2021-05-27 20:00:00+00:00,38865.0,BTCM1 Curncy,0.9810624913993228,0.006582792406038016,-0.012392951842363656
1,2021-05-26 20:00:00+00:00,38610.0,BTCM1 Curncy,0.9932964021644368,0.032643066778752436,0.0809242402955221
2,2021-05-25 20:00:00+00:00,37370.0,BTCM1 Curncy,0.9160810752133336,-0.06224461572220669,-0.018554592281703707
3,2021-05-24 20:00:00+00:00,39770.0,BTCM1 Curncy,0.933237256840636,0.0943300216439482,-0.0593439331351376
4,2021-05-21 20:00:00+00:00,36190.0,BTCM1 Curncy,0.9902955126688816,-0.1088085571403067,-0.1770641065645401
5,2021-05-20 20:00:00+00:00,40350.0,BTCM1 Curncy,1.1821232947401406,0.021290722808881515,0.01419702697215291
6,2021-05-19 20:00:00+00:00,39500.0,BTCM1 Curncy,1.1654592284333976,-0.09046532086393133,-0.3041084391187094
7,2021-05-18 20:00:00+00:00,43240.0,BTCM1 Curncy,1.5796821184792578,-0.019693789681792744,0.031345472831448264
8,2021-05-17 20:00:00+00:00,44100.0,BTCM1 Curncy,1.5309342395339829,-0.13164469329121373,0.10271489851620377
9,2021-05-14 20:00:00+00:00,50305.0,BTCM1 Curncy,1.381490881069636,0.03685000398750445,0.09358564123066791
10,2021-05-13 20:00:00+00:00,48485.0,BTCM1 Curncy,1.2580685189677712,-0.11960324737212723,-0.10472548856613223
11,2021-05-12 20:00:00+00:00,54645.0,BTCM1 Curncy,1.3969665166503509,-0.042368971914853636,-0.05071007330824098
12,2021-05-11 20:00:00+00:00,57010.0,BTCM1 Curncy,1.4696336988120349,0.018947003269676767,0.04496292407647314
13,2021-05-10 20:00:00+00:00,55940.0,BTCM1 Curncy,1.4050182066632797,-0.0359908941145356,-0.12551889431983754
14,2021-05-07 20:00:00+00:00,57990.0,BTCM1 Curncy,1.592920550425901,0.02638398870336255,-0.016697479187836865
15,2021-05-06 20:00:00+00:00,56480.0,BTCM1 Curncy,1.6197416070290875,-0.019201852521762288,0.015742221378380356
16,2021-05-05 20:00:00+00:00,57575.0,BTCM1 Curncy,1.5944429272369416,0.050402405381360676,0.12143268200110316
17,2021-05-04 20:00:00+00:00,54745.0,BTCM1 Curncy,1.412119449292356,-0.05939356130943693,-0.10515463346544905
18,2021-05-03 20:00:00+00:00,58095.0,BTCM1 Curncy,1.568698609966971,0.009512351214370721,-0.015251444177103602
19,2021-04-30 20:00:00+00:00,57545.0,BTCM1 Curncy,1.5928069050957965,0.08208667542073965,0.15461737760041133
20,2021-04-29 20:00:00+00:00,53010.0,BTCK1 Curncy,1.3646260449387777,-0.04940980129743836,-0.008902260886437157
21,2021-04-28 20:00:00+00:00,55695.0,BTCK1 Curncy,1.3768285362965822,0.013011839856328254,0.0021931669181981367
22,2021-04-27 20:00:00+00:00,54975.0,BTCK1 Curncy,1.3738122303389972,0.011894010298331564,0.020847980772881587
23,2021-04-26 20:00:00+00:00,54325.0,BTCK1 Curncy,1.3454675110905765,0.06227692952151451,0.17018960033535743
24,2021-04-23 20:00:00+00:00,51045.0,BTCK1 Curncy,1.1349084015667912,-0.038809980592807054,-0.13593927779957968
25,2021-04-22 20:00:00+00:00,53065.0,BTCK1 Curncy,1.3001650552836692,-0.053298255689482446,-0.05997753691809382
26,2021-04-21 20:00:00+00:00,55970.0,BTCK1 Curncy,1.380531760895045,-0.019637959705367435,-0.017031214922575297
27,2021-04-20 20:00:00+00:00,57080.0,BTCK1 Curncy,1.4042452556386331,0.00959387722142731,0.03424106805329816
28,2021-04-19 20:00:00+00:00,56535.0,BTCK1 Curncy,1.3569762865582442,-0.09838479579244878,-0.18315891149368932
29,2021-04-16 20:00:00+00:00,62380.0,BTCK1 Curncy,1.6297356394712936,-0.030392677538392934,-0.08810429022040925
30,2021-04-15 20:00:00+00:00,64305.0,BTCK1 Curncy,1.7798375703223623,0.02232972721893132,0.03501441057034277
31,2021-04-14 20:00:00+00:00,62885.0,BTCK1 Curncy,1.7185960318345264,-0.019682575252695168,-0.06126435254957665
32,2021-04-13 20:00:00+00:00,64135.0,BTCK1 Curncy,1.827176811173895,0.05011637257850274,0.2749876699179751
33,2021-04-12 20:00:00+00:00,61000.0,BTCK1 Curncy,1.3878896826589109,0.03088180817561109,0.3001681768660883
34,2021-04-09 20:00:00+00:00,59145.0,BTCK1 Curncy,1.0280010646739686,0.010196366697012248,0.028961039959931347
35,2021-04-08 20:00:00+00:00,58545.0,BTCK1 Curncy,0.9986560666359504,0.032550719119160125,0.0887097739256246
36,2021-04-07 20:00:00+00:00,56670.0,BTCK1 Curncy,0.9138812757753624,-0.04485830561821887,-0.1518752588322903
37,2021-04-06 20:00:00+00:00,59270.0,BTCK1 Curncy,1.06377153769706,-0.019382394573720367,0.24591855613236913
38,2021-04-05 20:00:00+00:00,60430.0,BTCK1 Curncy,0.8318543542455836,0.004976785321989736,0.33970688261482385
39,2021-04-02 20:00:00+00:00,60130.0,BTCK1 Curncy,0.5922628193013181,0.0,0.0459502530556032
40,2021-04-01 20:00:00+00:00,60130.0,BTCK1 Curncy,0.565663984432987,0.0038323799300737167,0.027039044776847904
41,2021-03-31 20:00:00+00:00,59900.0,BTCK1 Curncy,0.5505739007185246,-0.005244985591039576,-0.029556831233452475
42,2021-03-30 20:00:00+00:00,60215.0,BTCK1 Curncy,0.56709,0.025566946381957754,0.007325590073304088
43,2021-03-29 20:00:00+00:00,58695.0,BTCK1 Curncy,0.562950910272725,0.0714968252018487,0.014759714054103904
