"unhedged","unhedged","Variance","VaR 99%","VaR 95%","ES 99%","ES 95%","Spectral 10"
0.008435600307599609,0.013903967304446652,-0.0008611247896483618,-0.0005171539430171471,-0.0022290917252101405,0.000331727858325902,-0.0009566021337709912,-0.001304077674583657
-0.00009642078471235942,-0.02691228081744742,0.01744888571319746,0.016808057269423925,0.019991220322709627,0.015223859039106525,0.017626651139655114,0.018273192067227564
0.0015253914546779052,0.030622860213983,-0.019386720773700614,-0.018608641455500508,-0.022484479511935048,-0.01668987186914852,-0.01960275522707433,-0.02038920034257214
0.0025875136452163045,-0.005305052229693229,0.006098803230268077,0.00596968770693997,0.006611689768927917,0.00565078341227595,0.006134631506222687,0.006264983461644196
0.018086479243261844,0.021053409197832263,0.004061439242388366,0.0045815385100232125,0.001992104676273239,0.005864693948141919,0.003917056992661029,0.003391539722900476
-0.008065610902474488,-0.02478376257773877,0.008248633177770017,0.0076524157621117705,0.010614245990886303,0.006178615101377489,0.008414028243551667,0.009015594857037046
-0.019929562032185846,0.0021333341424203877,-0.021382703531122035,-0.02132914139646136,-0.02159556545531999,-0.021196889426117364,-0.02139756822614549,-0.02145165594952336
0.015357800014711867,-0.0005329070203388823,0.015707426949073823,0.015694551043641387,0.015758588785738107,0.01566275507192388,0.0157110001502969,0.015724001295257986
-0.012467659187063624,0.004785970315941081,-0.01571063125790692,-0.015590993672171293,-0.01618616258217206,-0.015295626554253969,-0.01574383477563626,-0.015864656566559297
0.0026650969663860337,-0.01388911216066715,0.011792263932423646,0.01145754963608337,0.013121172910266985,0.010630538912930518,0.011885131631085696,0.012222962151665417
-0.015750231929914107,-0.0053937563343191665,-0.012114548869994501,-0.012248230528231862,-0.01158353026721173,-0.012578415401491926,-0.012077453645120105,-0.011942492618847536
0.006914983903895596,0.0048556879866589525,0.0036878430557380592,0.003806895698387048,0.00321463743158228,0.004100818978389104,0.003654801892047083,0.0035345709243376276
0.002408937159946059,0.00107584733346311,0.0016929446984694215,0.0017193264863759757,0.001588107604892976,0.0017844696691280862,0.0016856232870776414,0.0016589835514276886
0.02430361675080807,0.022329476398088577,0.00950552529718468,0.010054496849262235,0.007321158583752217,0.011408816378107043,0.009353125140607174,0.008798414264593983
-0.006784611174161467,0.0021008411088117938,-0.008196880471096589,-0.00814482589202892,-0.008403750424768035,-0.008016295939068321,-0.008211326771681647,-0.00826389204465836
0.01791029240192436,0.025383388205318783,0.0009360490471667949,0.001566411995100231,-0.0015726841194490758,0.0031213058319277285,0.000761044700620974,0.00012402497152383578
0.0036336737628995318,-0.002560820861673704,0.005330711439308337,0.005268254224982414,0.005578851805026677,0.005114008090287831,0.005348043434177435,0.005411104138989112
0.08345305713464012,0.1337236818280764,-0.008364705204307904,-0.004828843973048399,-0.022539601786940314,0.0038492922530842114,-0.009348172785143785,-0.012934747901210271
0.06985995380944401,0.015138312247668552,0.06033394792890007,0.06068644093673697,0.05893205873938585,0.061556341634224,0.06023610452219877,0.05988001609519306
0.0028528126272334355,0.018823055195466867,-0.009856341928791496,-0.009385339572814226,-0.01173010395515661,-0.008223214013012937,-0.009987090520347165,-0.010462969441924215
-0.014827767795848695,-0.007836348329315861,-0.009561249546704056,-0.009754743999974948,-0.008792753088079442,-0.010232712137091147,-0.009507558964591706,-0.009312227699293074
0.020398458932637815,0.022472855852058576,0.005444838188066983,0.005999621116953937,0.0032373159484681588,0.00736826360313729,0.005290824161604393,0.004730236971994907
0.009198686978554138,-0.00042744176756808513,0.009480877752427402,0.009470485018462265,0.009522173072874713,0.009444821141578345,0.00948376185163191,0.009494255705582025
-0.013094730784909572,-0.018555009144722044,-0.0007563522853127355,-0.001208130948522254,0.0010368134528677294,-0.0023246107318277494,-0.0006310140235050515,-0.00017509766829610314
0.039690247279492274,0.03844984521840445,0.014259520908803112,0.015207792560092984,0.010482574280379346,0.017545573163536,0.013996203760453673,0.013037526985661801
0.019861807236756037,0.01580074453134367,0.0094008420007279,0.00978810609378114,0.007860532434835176,0.01074375909938964,0.009293344606389876,0.008902112977149509
-0.018433756644108883,-0.03612320515719131,0.005367926995995993,0.0045011973075603715,0.008804545046641275,0.0023577052037047942,0.005608322612213136,0.006482525475732524
0.025264980636922445,0.035710578784512004,0.00135392575638586,0.002244876794740672,-0.0021942066146249896,0.004441562464503382,0.0011065345223339345,0.0002058736094898674
-0.029207394023206542,-0.04775891730068647,0.00229659594337374,0.0011536210140028417,0.006825436093993175,-0.001674405642440349,0.0026135548595725053,0.0037659770299323966
-0.0014103601173763366,0.018868484304382736,-0.014205456180995295,-0.013731249165350701,-0.016091982182642784,-0.012561223100264099,-0.014337094644277263,-0.014816213375438031
