"unhedged","unhedged","Variance","VaR 99%","VaR 95%","ES 99%","ES 95%","Spectral 10"
0.01596031123454944,0.008359456635318674,0.010725988933212749,0.012747108941242868,0.010008360640524794,0.013388100069067321,0.011668558035320298,0.010468634729058901
0.11764865462710627,0.11917098445595853,0.043029050887000486,0.07184179214137443,0.03279866464972514,0.08097965206011903,0.056466154841981364,0.039360253356151675
-0.026465014237034956,0.003240740740740655,-0.028494222865313557,-0.027710687973311554,-0.02877242841697536,-0.02746219262809768,-0.028128813697777755,-0.028593992298972526
0.013529893498478218,-0.019381633594831582,0.025665815890029364,0.020979792724202806,0.027329657121933915,0.0194936368986508,0.02348044311141184,0.026262498797375855
0.029223841931818262,-0.015529411764705903,0.03894767326114279,0.03519302673328373,0.040280815561811956,0.03400225374458843,0.037196657095633356,0.03942576168004763
-0.04955883353343182,-0.008604206500956058,-0.04417125968288049,-0.04625155445214013,-0.04343262052359265,-0.046911312648118986,-0.04514142551419653,-0.04390637061017766
-0.012094153331888902,-0.029893924783027992,0.006624101214128153,-0.0006035467220137924,0.009190383586255901,-0.0028957699367153644,0.0032534168418733578,0.00754441548300866
-0.01954602774274905,0.006461232604373812,-0.02359176604735458,-0.02202959196560117,-0.024146438859813046,-0.021534153929985922,-0.02286323087095543,-0.023790681532809277
0.0291745721076071,0.028148148148148255,0.011549445736272479,0.018355005941089853,0.009133031801838443,0.0205133655109474,0.014723285362869265,0.010682876941063402
-0.0000805327972241976,-0.01392891450528333,0.00864113788175025,0.005273453949061535,0.009836883439325095,0.004205404791370104,0.007070585510785321,0.00906995339735317
-0.01618936629168999,-0.012664393570384846,-0.008259482737022372,-0.011321435247970246,-0.007172291603397163,-0.01229252275664805,-0.009687454266408713,-0.007869596758712794
0.0056141375266429705,0.016773556980759663,-0.004888722552346625,-0.0008332709723462006,-0.006328670097208389,0.0004529012845081448,-0.0029974230059494067,-0.005405113221732205
-0.0015987272953752463,-0.009704027171276053,0.0044775056526830115,0.002131300112065748,0.005310560330148206,0.0013872092467965835,0.0033833297299308285,0.00477625380088198
-0.03126439807806225,-0.004899559039686419,-0.028196510741965164,-0.02938110888483947,-0.0277759018026571,-0.02975680003459924,-0.02874895968287461,-0.02804567293367566
0.03126945784733093,0.002461841457410241,0.029727961527051705,0.030323176891307257,0.029516621584873448,0.030511947358234814,0.03000554603921224,0.029652171284137108
-0.030556344960032122,-0.036836935166994156,-0.00749068415585441,-0.016396988709904692,-0.004328370138929505,-0.019221591988366815,-0.011644226475585107,-0.006356622392400202
-0.032278187625714105,-0.14533401325854156,0.05872354848329242,0.023585202193758592,0.07119993353487064,0.012441198805280052,0.0423364366937502,0.0631978009317844
-0.11813803332127937,-0.0035799522673031214,-0.11589642542641987,-0.11676197368761548,-0.11558909982553878,-0.11703647928546501,-0.11630008233157363,-0.1157862130278331
-0.01829946656270509,-0.024550898203592797,-0.0029267791272596932,-0.008862608899346758,-0.0008191757350295426,-0.010745136510308062,-0.005695011452064747,-0.0021709552568716095
-0.03086664890912172,-0.017311233885819566,-0.020027119314654507,-0.024212568524654254,-0.018541014205225026,-0.02553996907430489,-0.021979044528452785,-0.01949417572585921
0.018351019306736438,0.05009995002498746,-0.013019355246519537,-0.0009063656331753656,-0.017320249810441113,0.0029352265744785333,-0.00737034395657854,-0.014561732141251449
0.025787139553570704,-0.0005948839976204212,0.02615962962215923,0.026015800662634758,0.026210698203071092,0.025970185812149382,0.026092553578828115,0.02617794371893012
-0.015263916379140152,-0.005357142857142838,-0.011909510279332625,-0.013204741427335964,-0.011449619469442673,-0.013615519446975144,-0.012513554005259109,-0.011744585297161714
-0.010584266060394087,-0.013165769000598404,-0.0023404433694647064,-0.005523616667569842,-0.001210211018009666,-0.006533148924093846,-0.0038249473996692096,-0.0019351220488292853
0.002340805006155744,0.00545785324439052,-0.0010766614872806946,0.00024291906374740435,-0.0015451979097276247,0.0006614194112272154,-0.00046126217887765275,-0.001244686939098183
-0.0012882936721758664,0.004825090470446325,-0.004309552081330992,-0.00314295868706993,-0.004723768170656895,-0.002772977680237654,-0.0037654998312002252,-0.004458097300495845
0.004935428652707685,-0.007202881152461038,0.009445554501188447,0.007704067243368806,0.010063895085914432,0.0071517606623413554,0.008633394869690614,0.009667302376376252
0.022861131074470853,0.056831922611850105,-0.01272450719515228,0.0010161150601669666,-0.017603316593097884,0.0053739052564202305,-0.006316433488426476,-0.014474134575538589
0.014867116867252728,-0.004004576659038861,0.017374605790068443,0.01640639333770899,0.017718383817293515,0.01609932815140358,0.0169230704343033,0.017497890673765948
-0.0213515978729506,-0.02757036186099937,-0.004088255739535529,-0.010754120809098877,-0.001721442611095636,-0.012868176556351751,-0.00719694717221897,-0.003239474671039577
