"unhedged","future","Variance","VaR 99%","VaR 95%","ES 99%","ES 95%","Spectral 10"
-0.008950439857155268,-0.017445132245357375,0.0025299783735336367,-0.00009482787991593744,0.004054844349509201,-0.0009264122762990823,0.00126601137758231,0.0024387894366492135
0.08405869449053638,0.07101947308132872,0.03732168831428384,0.048007325685142876,0.031113929232248316,0.0513927219563286,0.042467322568134014,0.03769292025207016
0.06390761657375776,0.08395721925133692,0.008656445247870681,0.0212887045517115,0.0013178074391516637,0.02529082459936549,0.0147394690228142,0.009095305180809476
0.02418153627941666,-0.006413418845584662,0.02840212512909357,0.027437157844516946,0.02896271727879851,0.027131439380222888,0.027937448241694862,0.028368601001096172
0.1368382832914361,0.16683217477656398,0.027048164544697162,0.052149845029043296,0.01246548879097853,0.06010249516706423,0.03913579792084931,0.027920227217655746
-0.07779168171957429,-0.11744680851063827,-0.0005014403732758188,-0.01817256565284847,0.009764497411887674,-0.023771086316882073,-0.009010913826924982,-0.0011153565911600216
-0.05261484540296679,-0.026518804243008676,-0.0351631597748151,-0.03915319677952628,-0.032845170908638366,-0.040417310086841074,-0.037084549241162,-0.035301778475571144
0.03069791691636503,-0.014363546310054431,0.0401503828877352,0.03798923411304611,0.04140588973941761,0.037304544491885694,0.039109688657081865,0.0400753019712089
-0.010772881835527715,0.03015075376884413,-0.030614706957201365,-0.026078204400177607,-0.03325016181793272,-0.02464096127580817,-0.02843016876449056,-0.030457103383678574
0.03384416149275182,0.040000000000000036,0.0075206734979980094,0.01353910022364957,0.004024303382761163,0.015445842768646356,0.010418827500327743,0.00772976090553823
-0.0025081132298945263,-0.0014071294559099279,-0.001582099346401744,-0.001793816984499319,-0.0014591032119539715,-0.0018608928244968626,-0.001684051293012856,-0.0015894546726520353
0.01647149121140501,0.039455143259746306,-0.009493433536825635,-0.00355698632035395,-0.012942178131469695,-0.0016762163135463082,-0.0066347565030573374,-0.00928719419636781
0.012956185962013533,-0.0004518752824220762,0.013253559301312667,0.013185569844402889,0.01329305738214448,0.01316402959875207,0.01322081919735496,0.013251197265529258
