,Date,PX_LAST,contract_name,BITW20 Price,% Change,log return future,log return BITW20
400,2019-10-25 20:00:00+00:00,8715.0,BTCX19 Curncy,5146.24,7.25%,0.1501426584297194,0.069977569860501
401,2019-10-24 20:00:00+00:00,7500.0,BTCX19 Curncy,4798.43,2.44%,-0.0006664445431605,0.0241427401443686
402,2019-10-23 20:00:00+00:00,7505.0,BTCX19 Curncy,4683.97,-7.14%,-0.0922165496035531,-0.074055359721514
403,2019-10-22 20:00:00+00:00,8230.0,BTCX19 Curncy,5044.01,0.58%,-0.0024271856576111,0.0057639912123977
404,2019-10-21 20:00:00+00:00,8250.0,BTCX19 Curncy,5015.02,1.20%,0.0320224405684062,0.0331639025899738
405,2019-10-18 20:00:00+00:00,7990.0,BTCX19 Curncy,4851.43,-2.40%,-0.0142903954094561,-0.0242449199461403
406,2019-10-17 20:00:00+00:00,8105.0,BTCX19 Curncy,4970.49,4.32%,0.0142903954094561,0.0422964434378728
407,2019-10-16 20:00:00+00:00,7990.0,BTCX19 Curncy,4764.64,-4.89%,-0.0295952549107951,-0.0501660263975813
408,2019-10-15 20:00:00+00:00,8230.0,BTCX19 Curncy,5009.76,-2.29%,-0.0222298129537908,-0.0231892447365802
409,2019-10-14 20:00:00+00:00,8415.0,BTCX19 Curncy,5127.29,0.77%,0.0,0.0158109867719496
410,2019-10-11 20:00:00+00:00,8415.0,BTCX19 Curncy,5046.86,-1.54%,-0.0275434933010185,-0.0155164408435755
411,2019-10-10 20:00:00+00:00,8650.0,BTCX19 Curncy,5125.78,-1.85%,-0.0040380787492802,-0.0187030797956653
412,2019-10-09 20:00:00+00:00,8685.0,BTCX19 Curncy,5222.55,5.42%,0.0544191030416326,0.0527682532615592
413,2019-10-08 20:00:00+00:00,8225.0,BTCX19 Curncy,4954.11,0.91%,-0.007871672495768,0.0090637634465311
414,2019-10-07 20:00:00+00:00,8290.0,BTCX19 Curncy,4909.41,6.00%,0.0042308917751122,0.042893633996724
415,2019-10-04 20:00:00+00:00,8255.0,BTCX19 Curncy,4703.28,2.39%,0.0060753528300371,0.0236374700223458
416,2019-10-03 20:00:00+00:00,8205.0,BTCX19 Curncy,4593.41,-1.25%,-0.013918530291063,-0.0126036272745297
417,2019-10-02 20:00:00+00:00,8320.0,BTCX19 Curncy,4651.67,0.94%,-0.0059916296682667,0.0093390598968074
418,2019-10-01 20:00:00+00:00,8370.0,BTCX19 Curncy,4608.43,0.60%,0.0005975500625965,0.0059655542580902
419,2019-09-30 20:00:00+00:00,8365.0,BTCX19 Curncy,4581.02,5.50%,0.0346644619057832,0.0516768725142354
420,2019-09-27 20:00:00+00:00,8080.0,BTCX19 Curncy,4350.3,0.23%,-0.0123002780816516,0.002259867164795
421,2019-09-26 20:00:00+00:00,8180.0,BTCV19 Curncy,4340.48,-2.47%,-0.0271346162459232,-0.0249933096569754
