,Date,rh,rs,rf,h,copula
0,2021-05-27 20:00:00+00:00,0.010318929993444585,0.0165185833102249,0.006582792406038,0.9417968749999998,Gauss Mix Indep
1,2021-05-26 20:00:00+00:00,0.09828757312614508,0.1290307114087904,0.0326430667787524,0.9417968749999998,Gauss Mix Indep
2,2021-05-25 20:00:00+00:00,-0.008306119291700671,-0.0669279038644507,-0.0622446157222066,0.9417968749999998,Gauss Mix Indep
3,2021-05-24 20:00:00+00:00,-0.04689441385769186,0.0419453057452609,0.0943300216439482,0.9417968749999998,Gauss Mix Indep
4,2021-05-21 20:00:00+00:00,-0.08177422821553344,-0.1842497873035332,-0.1088085571403067,0.9417968749999998,Gauss Mix Indep
0,2021-05-20 20:00:00+00:00,0.016785811200848783,0.0373945655447583,0.0212907228088815,0.96796875,Gauss Mix Indep
1,2021-05-19 20:00:00+00:00,-0.2883452761719232,-0.3759128797269317,-0.0904653208639313,0.96796875,Gauss Mix Indep
2,2021-05-18 20:00:00+00:00,0.06459620975464148,0.0455332367735937,-0.0196937896817927,0.96796875,Gauss Mix Indep
3,2021-05-17 20:00:00+00:00,-0.012305363593804602,-0.1397333128030341,-0.1316446932912137,0.96796875,Gauss Mix Indep
4,2021-05-14 20:00:00+00:00,0.050264796579496555,0.0859344488767762,0.0368500039875044,0.96796875,Gauss Mix Indep
0,2021-05-13 20:00:00+00:00,-0.06357121946394081,-0.1775213445969948,-0.1196032473721272,0.952734375,Gauss Mix Indep
1,2021-05-12 20:00:00+00:00,-0.006734573687477902,-0.0471009496641685,-0.0423689719148536,0.952734375,Gauss Mix Indep
2,2021-05-11 20:00:00+00:00,-0.002931046708753689,0.0151204146095047,0.0189470032696767,0.952734375,Gauss Mix Indep
3,2021-05-10 20:00:00+00:00,0.09269718847098235,0.0584074264610791,-0.0359908941145356,0.952734375,Gauss Mix Indep
4,2021-05-07 20:00:00+00:00,0.006454807887759165,0.0315917408750643,0.0263839887033625,0.952734375,Gauss Mix Indep
0,2021-05-06 20:00:00+00:00,-0.05228993951424067,-0.0706667124354584,-0.0192018525217622,0.95703125,t_Copula
1,2021-05-05 20:00:00+00:00,0.10921771910146555,0.1574543961265958,0.0504024053813606,0.95703125,t_Copula
2,2021-05-04 20:00:00+00:00,0.09954320392318233,0.0427017097012603,-0.0593935613094369,0.95703125,t_Copula
3,2021-05-03 20:00:00+00:00,0.08372496509558808,0.0928285824687163,0.0095123512143707,0.95703125,t_Copula
4,2021-04-30 20:00:00+00:00,-0.017510977282845494,0.0610485363034092,0.0820866754207396,0.95703125,t_Copula
0,2021-04-29 20:00:00+00:00,0.024084255198922624,-0.0231590421158448,-0.0494098012974383,0.95615234375,t_Copula
1,2021-04-28 20:00:00+00:00,-0.009747276922047972,0.0026940242530799,0.0130118398563282,0.95615234375,t_Copula
2,2021-04-27 20:00:00+00:00,0.0350536385420529,0.0464261243653892,0.0118940102983315,0.95615234375,t_Copula
3,2021-04-26 20:00:00+00:00,-0.03900526561878735,0.0205409665047623,0.0622769295215145,0.95615234375,t_Copula
4,2021-04-23 20:00:00+00:00,-0.08185745796910697,-0.1189657118738114,-0.038809980592807,0.95615234375,t_Copula
0,2021-04-22 20:00:00+00:00,0.036699812437162846,-0.0138762764822415,-0.0532982556894824,0.94892578125,t_Copula
1,2021-04-21 20:00:00+00:00,0.023765269655186383,0.0051303033996146,-0.0196379597053674,0.94892578125,t_Copula
2,2021-04-20 20:00:00+00:00,0.004627808566559619,0.0137316860041191,0.0095938772214273,0.94892578125,t_Copula
3,2021-04-19 20:00:00+00:00,-0.052135127824599004,-0.1454949970350701,-0.0983847957924487,0.94892578125,t_Copula
4,2021-04-16 20:00:00+00:00,0.113630963506926,0.0847905682295272,-0.0303926775383929,0.94892578125,t_Copula
0,2021-04-15 20:00:00+00:00,0.059025884167134196,0.0801257318790853,0.0223297272189313,0.944921875,t_Copula
1,2021-04-14 20:00:00+00:00,0.008213868992524754,-0.0103846269200805,-0.0196825752526951,0.944921875,t_Copula
2,2021-04-13 20:00:00+00:00,0.046658695805529136,0.0940147525506065,0.0501163725785027,0.944921875,t_Copula
3,2021-04-12 20:00:00+00:00,0.05506164851207212,0.0842425445967608,0.030881808175611,0.944921875,t_Copula
4,2021-04-09 20:00:00+00:00,-0.0058750271899046256,0.0037597427476237,0.0101963666970122,0.944921875,t_Copula
0,2021-04-08 20:00:00+00:00,-0.020938664251705878,0.0101498155320232,0.0325507191191601,0.955078125,t_Copula
1,2021-04-07 20:00:00+00:00,-0.037180013727051923,-0.0800232001475773,-0.0448583056182188,0.955078125,t_Copula
2,2021-04-06 20:00:00+00:00,0.11037883555843406,0.0918671344909551,-0.0193823945737203,0.955078125,t_Copula
3,2021-04-05 20:00:00+00:00,0.05603863811435975,0.0607918569082132,0.0049767853219897,0.955078125,t_Copula
4,2021-04-02 20:00:00+00:00,0.0177829153284085,0.0177829153284085,0.0,0.955078125,t_Copula
0,2021-04-01 20:00:00+00:00,0.03907772566225434,0.0427139955255938,0.0038323799300737,0.948828125,t_Copula
1,2021-03-31 20:00:00+00:00,-0.013422168214413275,-0.0183987580584113,-0.0052449855910395,0.948828125,t_Copula
2,2021-03-30 20:00:00+00:00,-0.011322807537426063,0.0129358302601424,0.0255669463819577,0.948828125,t_Copula
3,2021-03-29 20:00:00+00:00,0.00215139067999455,0.0699895892797174,0.0714968252018487,0.948828125,t_Copula
4,2021-03-26 20:00:00+00:00,-0.0020015323022114437,0.0377123449158664,0.0418557125064962,0.948828125,t_Copula
