"Date","unhedged","unhedged","Variance","VaR 99%","VaR 95%","ES 99%","ES 95%","Spectral 10"
"2020-08-12",0.01580074453134367,0.05201541198643223,-0.018623479850675313,-0.02350235382555369,-0.026611265116343492,-0.022817261045942214,-0.02283083704681634,-0.00831997345930535
"2020-08-11",-0.03612320515719131,-0.01619077757314795,-0.025459117774252527,-0.023986160830721637,-0.02305243060253682,-0.024192429721306443,-0.024188340450117786,-0.028600752622400947
"2020-08-10",0.035710578784512004,0.15309369632948838,-0.07274475419514054,-0.0887917702705678,-0.09911169374941628,-0.08652759282410608,-0.08657242573161085,-0.039430963786934316
"2020-08-07",-0.04775891730068635,-0.05885262179339096,-0.009885300081782991,-0.0047339700246421,-0.001478242548603142,-0.0054542085509537205,-0.005439926258203019,-0.02093625163777555
"2020-08-06",0.018868484304382736,0.058909622448913936,-0.02022502572297318,-0.025780575540840473,-0.02932264317045939,-0.02500023671148003,-0.02501569941448752,-0.008504759666956175
