,ERM,ES1,ES5,VaR1,VaR5,Var
copula,0.014238168975334003,0.04750474945917754,0.025037340920247887,0.022216839126914852,0.01490186460165118,0.00013708752531654844
cross hedge,0.014573953773127663,0.04784732455089276,0.025399114260080416,0.022665416232257617,0.015514029018088044,0.00013959880402564527
% relative diff,-2.3040061950299306,-0.7159754383985187,-1.4243541571098237,-1.9791258221163641,-3.9458764433348192,-1.7989256617381155
spot,0.06732880041325663,0.18605370842800997,0.11714314599500283,0.14294067892482482,0.0657162754370459,0.0021320165774799983
