,Date,rs,rf,rh,h
0,2021-05-27 20:00:00+00:00,0.0093466279815175,0.006582792406038,0.0030604919128428007,0.9549345750154304
1,2021-05-26 20:00:00+00:00,0.0520939918435682,0.0326430667787524,0.02092199874199996,0.9549345750154304
2,2021-05-25 20:00:00+00:00,-0.0577640705988379,-0.0622446157222066,0.001675465062846243,0.9549345750154304
3,2021-05-24 20:00:00+00:00,0.0987886246418455,0.0943300216439482,0.00870962551208547,0.9549345750154304
4,2021-05-21 20:00:00+00:00,-0.1327058064644117,-0.1088085571403067,-0.028800753193590753,0.9549345750154304
0,2021-05-20 20:00:00+00:00,0.034773742307065,0.0212907228088815,0.014649831425539567,0.9451962275855976
1,2021-05-19 20:00:00+00:00,-0.1615407960325523,-0.0904653208639313,-0.07603331602464378,0.9451962275855976
2,2021-05-18 20:00:00+00:00,-0.0075942281922003,-0.0196937896817927,0.011020267521894327,0.9451962275855976
3,2021-05-17 20:00:00+00:00,-0.142882760575718,-0.1316446932912137,-0.018452693095199785,0.9451962275855976
4,2021-05-14 20:00:00+00:00,0.0594724362081333,0.0368500039875044,0.024641951452629915,0.9451962275855976
0,2021-05-13 20:00:00+00:00,-0.1183612079678336,-0.1196032473721272,-0.004919404526492185,0.9484843090287056
1,2021-05-12 20:00:00+00:00,-0.0256962730974971,-0.0423689719148536,0.014490031953419455,0.9484843090287056
2,2021-05-11 20:00:00+00:00,0.0218060200019173,0.0189470032696767,0.0038350846975133655,0.9484843090287056
3,2021-05-10 20:00:00+00:00,0.0107786435775159,-0.0359908941145356,0.044915441913066505,0.9484843090287056
4,2021-05-07 20:00:00+00:00,0.0176740994890412,0.0263839887033625,-0.0073506998056887575,0.9484843090287056
0,2021-05-06 20:00:00+00:00,-0.0089377898806551,-0.0192018525217622,0.009402046239207146,0.9551076438628513
1,2021-05-05 20:00:00+00:00,0.0453158911491361,0.0504024053813606,-0.002823831499675515,0.9551076438628513
2,2021-05-04 20:00:00+00:00,-0.0279589243575175,-0.0593935613094369,0.02876832004536258,0.9551076438628513
3,2021-05-03 20:00:00+00:00,0.0498640091495712,0.0095123512143707,0.04077868979361767,0.9551076438628513
4,2021-04-30 20:00:00+00:00,0.0634542962806105,0.0820866754207396,-0.014947314873026724,0.9551076438628513
0,2021-04-29 20:00:00+00:00,-0.037274584278731,-0.0494098012974383,0.00996942138919514,0.9561666800383501
1,2021-04-28 20:00:00+00:00,0.0190811327934895,0.0130118398563282,0.006639645076873483,0.9561666800383501
2,2021-04-27 20:00:00+00:00,0.0230800680067848,0.0118940102983315,0.011707411667487224,0.9561666800383501
3,2021-04-26 20:00:00+00:00,0.0576512054084895,0.0622769295215145,-0.001895919535079331,0.9561666800383501
4,2021-04-23 20:00:00+00:00,-0.0477145951374314,-0.038809980592807,-0.01060578484165433,0.9561666800383501
0,2021-04-22 20:00:00+00:00,-0.0278336194665042,-0.0532982556894824,0.023206273837665096,0.9576278368569808
1,2021-04-21 20:00:00+00:00,-0.0057751445935631,-0.0196379597053674,0.013030712279372435,0.9576278368569808
2,2021-04-20 20:00:00+00:00,0.0203241595322963,0.0095938772214273,0.011136795641669412,0.9576278368569808
3,2021-04-19 20:00:00+00:00,-0.1021783118378184,-0.0983847957924487,-0.007962292663479961,0.9576278368569808
4,2021-04-16 20:00:00+00:00,-0.0205594742007585,-0.0303926775383929,0.00854539984662444,0.9576278368569808
0,2021-04-15 20:00:00+00:00,0.0317961755856626,0.0223297272189313,0.010415262675573786,0.9575089162738146
1,2021-04-14 20:00:00+00:00,-0.0079191686092081,-0.0196825752526951,0.01092707269047779,0.9575089162738146
2,2021-04-13 20:00:00+00:00,0.0535794121324595,0.0501163725785027,0.005592538537242654,0.9575089162738146
3,2021-04-12 20:00:00+00:00,0.0318456208003348,0.030881808175611,0.0022760141215296854,0.9575089162738146
4,2021-04-09 20:00:00+00:00,0.0108488308503093,0.0101963666970122,0.0010857188243227345,0.9575089162738146
0,2021-04-08 20:00:00+00:00,0.0296990780177936,0.0325507191191601,-0.001483921047549585,0.9579818790236238
1,2021-04-07 20:00:00+00:00,-0.0451924365517893,-0.0448583056182188,-0.0022189926458320783,0.9579818790236238
2,2021-04-06 20:00:00+00:00,-0.0060844150918614,-0.0193823945737203,0.012483567681848464,0.9579818790236238
3,2021-04-05 20:00:00+00:00,0.0079877039803204,0.0049767853219897,0.003220033826063517,0.9579818790236238
4,2021-04-02 20:00:00+00:00,0.0070171162696209,0.0,0.0070171162696209,0.9579818790236238
0,2021-04-01 20:00:00+00:00,0.0135811799283741,0.0038323799300737,0.009907504476615044,0.9585885321365849
1,2021-03-31 20:00:00+00:00,-0.0038042549896862,-0.0052449855910395,0.0012235280491058927,0.9585885321365849
2,2021-03-30 20:00:00+00:00,0.0236547458728115,0.0255669463819577,-0.0008534357306841031,0.9585885321365849
3,2021-03-29 20:00:00+00:00,0.0695043470234849,0.0714968252018487,0.0009683103008187588,0.9585885321365849
4,2021-03-26 20:00:00+00:00,0.0327146924416343,0.0418557125064962,-0.007407713571498789,0.9585885321365849
0,2021-03-25 20:00:00+00:00,-0.042648414245785,-0.0479674761149589,0.0034390885975891933,0.9608073339718947
1,2021-03-24 20:00:00+00:00,-0.0127329621755865,-0.0048083558280386,-0.008113058631660511,0.9608073339718947
2,2021-03-23 20:00:00+00:00,-0.0130860503668121,-0.0142878829036679,0.0006418523139636676,0.9608073339718947
3,2021-03-22 20:00:00+00:00,-0.054519914249564,-0.0636012512021833,0.006588634355282494,0.9608073339718947
4,2021-03-19 20:00:00+00:00,0.0281489790539244,0.0283622645270892,0.0008983072882461848,0.9608073339718947
0,2021-03-18 20:00:00+00:00,-0.0140263563161695,-0.011305361932194,-0.003184933431059545,0.9589629195538714
1,2021-03-17 20:00:00+00:00,0.0353836473663903,0.0363361023100918,0.0005386726098964914,0.9589629195538714
2,2021-03-16 20:00:00+00:00,-0.012843184950141,-0.0182897244442532,0.004695982600755858,0.9589629195538714
3,2021-03-15 20:00:00+00:00,0.0022161272992228,-0.0032897614294294,0.005370886524224135,0.9589629195538714
4,2021-03-12 21:00:00+00:00,-0.0173339578233456,-0.013137182884106,-0.004735886570090164,0.9589629195538714
0,2021-03-11 21:00:00+00:00,0.0173348365407486,0.023301019674112,-0.0050047331981179916,0.9587378600296362
1,2021-03-10 21:00:00+00:00,0.0229347326930701,0.0346454973628053,-0.010281217308208253,0.9587378600296362
2,2021-03-09 21:00:00+00:00,0.0456976909603778,0.0483337917797217,-0.0006417451376306074,0.9587378600296362
3,2021-03-08 21:00:00+00:00,0.0666642634268648,0.0515879268357054,0.017204964849035158,0.9587378600296362
4,2021-03-05 21:00:00+00:00,0.0162459352900627,0.0242656734751404,-0.0070184845696713155,0.9587378600296362
0,2021-03-04 21:00:00+00:00,-0.0440141877729729,-0.0531133543997916,0.006876433810005002,0.9581511497074185
1,2021-03-03 21:00:00+00:00,0.0625600521707672,0.0615409479591307,0.00359452212964171,0.9581511497074185
2,2021-03-02 21:00:00+00:00,-0.0215532153520367,-0.0186099440328838,-0.003722076080938372,0.9581511497074185
3,2021-03-01 21:00:00+00:00,0.0494677030284016,0.050914798291937,0.0006836305078608551,0.9581511497074185
4,2021-02-26 21:00:00+00:00,-0.0663565117409081,-0.0521297422502328,-0.016408339269896155,0.9581511497074185
0,2021-02-25 21:00:00+00:00,-0.0022729674060229,-0.0080621216686723,0.0054489741023594305,0.9578051319156051
1,2021-02-24 21:00:00+00:00,0.0337838248136583,0.0332683741935688,0.0019192052805694151,0.9578051319156051
2,2021-02-23 21:00:00+00:00,-0.1289197933418178,-0.1259014453192968,-0.008330742899403373,0.9578051319156051
3,2021-02-22 21:00:00+00:00,-0.0410473723195174,-0.0349714274618358,-0.007551559626156744,0.9578051319156051
4,2021-02-19 21:00:00+00:00,0.0482109802455461,0.0624263145681362,-0.011581264214392657,0.9578051319156051
0,2021-02-18 21:00:00+00:00,0.0082589956960921,-0.0066545069594993,0.014642548888253483,0.9592826682747501
1,2021-02-17 21:00:00+00:00,0.0631646845043628,0.0758556271095416,-0.009602303872932733,0.9592826682747501
2,2021-02-16 21:00:00+00:00,0.0084661666434414,0.0186141772776606,-0.009390091003212081,0.9592826682747501
3,2021-02-12 21:00:00+00:00,0.0231573978723165,0.0104237488526126,0.013158076259556421,0.9592826682747501
4,2021-02-11 21:00:00+00:00,0.0509008671122502,0.0560056759601402,-0.0028244071613241217,0.9592826682747501
0,2021-02-10 21:00:00+00:00,-0.0486104313847115,-0.0599402430571146,0.0095483587226926,0.9702795174184892
